miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
2300,68180.74889615306,0.15290079404122628,4.990099193712788e-08,0.04330895406477814,3.8316384138424006e-10,3.543167405422175,3.79195039264771e-15,1.837705691482885e-18,9.878106889963108
2400,68178.90012756939,0.1717753129293852,5.051582225806188e-08,0.04330893897801352,1.116468210946263e-09,3.543167405422174,2.2593229149911502e-15,1.4391956988843103e-19,10.209562057533352
2500,68178.97079819934,0.16834488719497365,7.862680558289537e-08,0.04330893552632963,1.2147914469074123e-09,3.5431674054221762,1.0958197825949262e-15,1.1618976893156765e-18,10.87412484156606
2600,68177.2841948,0.20091296596609112,9.729508300311624e-08,0.043308931553042454,1.6328994857365461e-09,3.543167405422175,7.028119234126087e-15,8.596082562036348e-19,12.933656177987912
2700,68176.18049146225,0.22740117162759918,8.460460377602382e-08,0.043308913384321156,1.5646851516294724e-09,3.5431674054221745,6.530273414645794e-15,3.5744105707378926e-18,13.231221186842236
2800,68176.22830207254,0.22635088983529994,1.1731673687046005e-07,0.043308902687528864,2.007124281878817e-09,3.543167405422171,4.440413653563603e-15,2.8170353781052558e-18,13.807322065595601
2900,68174.02835428696,0.27169890310763767,1.2144382381612967e-07,0.04330887845681872,1.9853315603012118e-09,3.543167405422171,8.973505955198972e-15,3.513646424746141e-18,15.068485942007703
3000,68173.28593638612,0.27938915037126616,1.4727066398668157e-07,0.04330885798050719,2.4394142148631105e-09,3.5431674054221687,1.2499561733105659e-14,4.9351824475710576e-18,16.28609284726561
3100,68173.04209054605,0.33999198992072044,1.7417128101533153e-07,0.043308850480581584,2.9753124011404584e-09,3.543167405422166,1.286902152885222e-14,6.947729676746769e-18,17.126772584446886
3200,68171.95205922448,0.3406376786561962,1.8040103462543025e-07,0.04330882700474812,3.484936019494776e-09,3.5431674054221634,1.3692761922852579e-14,9.121585264836206e-18,18.593667839451026
3300,68170.09096377915,0.3715388089839892,2.1106668570069214e-07,0.04330878930438769,4.550793275641158e-09,3.5431674054221607,1.7927954282491786e-14,1.2738135176965218e-17,19.40098549777035
3400,68168.8806169578,0.4258814251221098,2.4492345140271845e-07,0.04330877228990608,4.925142869293408e-09,3.543167405422158,2.1879064537404186e-14,1.2173787200006007e-17,21.22521344798669
3500,68167.65578497174,0.4471691351338738,2.7150335214073214e-07,0.04330875072621156,5.959177895059484e-09,3.5431674054221545,2.4669753053542392e-14,1.4698219082325776e-17,21.82832599585729
3600,68167.20820459638,0.5104381462027646,3.117408390286632e-07,0.043308695887400245,6.4700226845908296e-09,3.54316740542215,3.245512473622309e-14,2.024937004758977e-17,22.866800986992313
3700,68164.99812198969,0.5530787310049342,3.381257636293529e-07,0.043308662001281965,7.384218335486122e-09,3.543167405422143,3.3459387217716516e-14,2.1166243455461795e-17,24.917105594706904
3800,68163.2982303642,0.5932907036183214,3.769430991377905e-07,0.04330865090976162,8.95446551110993e-09,3.54316740542214,3.9780118864700515e-14,2.7056136802479544e-17,25.382917925318736
3900,68163.05473341154,0.6121984323673366,4.1327927677632473e-07,0.043308592713547395,1.0018260425644865e-08,3.543167405422133,4.9911384891617733e-14,3.178701464542323e-17,26.31750733490151
4000,68161.80784717735,0.670185568996915,4.6519610100875917e-07,0.04330854782421035,1.1213988630378775e-08,3.5431674054221216,5.5620454474974124e-14,4.184744800622216e-17,28.842223862281166
4100,68159.51548922465,0.7148492309187017,4.970691409459501e-07,0.043308495197420575,1.2201109048192723e-08,3.5431674054221167,6.46506070234505e-14,4.658182962757589e-17,30.010011855506423
4200,68157.88014626924,0.7653869849915249,5.394079582691346e-07,0.04330845887852874,1.4307455526658127e-08,3.5431674054221043,7.625422690591517e-14,5.61267265940139e-17,30.521505145488838
4300,68156.27889603002,0.8345020855274546,6.063572237708766e-07,0.043308412386449995,1.5441215842931807e-08,3.5431674054220914,8.842234605681919e-14,6.621596016537634e-17,32.71465861873863
4400,68155.62926162654,0.8783171790528129,6.586918628322375e-07,0.043308333280345335,1.773811165546535e-08,3.5431674054220785,9.725469176625152e-14,7.700524773192519e-17,34.34288679785219
4500,68153.02544083347,0.9465656721059595,7.039899224565777e-07,0.043308296132728276,1.9886573295633088e-08,3.5431674054220665,1.1154146486708279e-13,8.810686816807584e-17,35.07500772077849
4600,68152.17306383012,1.0137995025234312,7.684395692019851e-07,0.04330820665539146,2.2110554857864774e-08,3.5431674054220523,1.2798505563741976e-13,1.0642956872327633e-16,37.12086171639459
4700,68150.8069793372,1.0711352975162944,8.452868479214883e-07,0.04330815252138794,2.4186618255313684e-08,3.543167405422036,1.4535292515614933e-13,1.2241992962484148e-16,38.78070563242097
4800,68148.41449917557,1.1359028183615172,9.028741393012258e-07,0.04330807570027569,2.7242841460439854e-08,3.5431674054220177,1.6679186983107382e-13,1.4035512802315346e-16,39.58245262630338
4900,68146.87463096406,1.179797968649568,9.962680805233172e-07,0.04330801617714542,2.9440900205169644e-08,3.5431674054219924,1.8320907339615347e-13,1.6254329168248688e-16,41.72539942115685
5000,68145.52106386388,1.2449684816499635,1.066611298895907e-06,0.04330793284228061,3.272555570109267e-08,3.543167405421969,2.0606968462039428e-13,1.8271265820167383e-16,43.74280852351038
