miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68190.50763115275,0.007471751319862728,-3.624638785109821e-09,0.04330901297464022,1.038169276742886e-10,3.5431674054221824,2.3779198379645943e-15,4.279453163682473e-19,0.028026345350036463
100,68189.76792693969,0.002583050307090552,4.7770542217724826e-09,0.04330901923613148,9.583997817156558e-11,3.54316740542218,-2.261912187882004e-15,8.130365904371355e-19,0.6135975563306875
200,68189.7824642262,0.0135553375841545,1.034780948200673e-09,0.04330902228548816,5.376176526321429e-12,3.5431674054221793,-7.095891193504419e-16,-1.547331380535135e-18,-0.43708686190681423
300,68190.10347629651,0.017992198712751182,1.3843137318066089e-08,0.04330900244153423,-1.1727112125728147e-10,3.543167405422182,-2.9742513380066634e-16,1.5808373843013445e-18,0.7392035311271281
400,68189.84095496684,0.01781249938088399,-1.2911770159657207e-08,0.0433090111852935,-2.520820029741453e-10,3.543167405422178,-4.817013683157617e-16,2.0155465356572157e-18,0.9288916835108303
500,68190.34722459539,8.245674517446126e-05,1.3073992204913002e-08,0.04330901838268063,6.969372502140391e-11,3.5431674054221793,2.054167309408746e-16,-1.9960358509689276e-18,0.1730704744985022
600,68189.28755228089,0.004420057877161621,1.4305337404968233e-08,0.04330902355344142,5.646151487073613e-11,3.543167405422177,2.157348909348843e-15,1.3425466908036241e-18,1.272759418689684
700,68189.8315898604,-0.0012278860504728378,-1.7725124637184444e-09,0.04330902916119602,-2.985894908388355e-10,3.543167405422179,2.3290899912267017e-15,-1.7377469542258947e-18,0.8691755575100757
800,68188.66329609677,-0.012466665288068269,-7.49215855484582e-09,0.043309003472082525,-1.6662016690485098e-10,3.543167405422181,-9.679876598512246e-17,1.0362055826804178e-18,1.242999296611161
900,68188.56495448614,0.005630272233096069,-5.473534151986166e-09,0.043309007149932216,4.1447506424025427e-11,3.543167405422182,-7.072611277103456e-16,-1.7693515466540137e-18,1.484661855596939
1000,68188.8386586948,0.019785227417438066,-1.266677437986855e-08,0.043309028244770155,-3.0152433613656796e-10,3.5431674054221793,-9.41079065570045e-16,-8.293551656956657e-19,1.8401886038128001
1100,68188.32965540914,0.02767750664552073,1.3736964659532355e-09,0.04330902374358289,-2.5605940427849614e-10,3.5431674054221802,7.6444234029375e-17,2.1391311274071213e-18,2.212715746696468
1200,68187.65127318153,0.00487351330061684,1.041183305608502e-08,0.04330901127205565,-1.3995798907611604e-10,3.54316740542218,-1.1871943890547301e-15,-9.130494718158522e-19,2.2212222537350375
1300,68187.02681653683,0.039765015120724966,1.3048324289775864e-09,0.043309021783588086,5.955195890106156e-11,3.5431674054221802,1.8246818881424274e-15,-1.3998403463023108e-19,2.9504583784014926
1400,68186.29179080228,0.04873780880443125,7.3290125216972135e-09,0.04330899782832335,1.5974968539151103e-10,3.543167405422181,-1.4722834272290506e-15,-2.027073552190411e-18,3.9762761205213084
1500,68185.45495443365,0.02039272880801284,1.6724344326963028e-08,0.04330901442270287,2.723173902032395e-10,3.5431674054221816,-2.639498250189044e-16,4.525349733350997e-19,4.252480042854848
1600,68186.0305324997,0.030969457867838453,2.3957682664711805e-08,0.043308995654425496,-1.804818511188844e-10,3.543167405422179,-2.334540714247273e-15,-1.6071117101209717e-18,4.586234398530728
1700,68185.38146158049,0.06642455224681655,1.923687801228758e-08,0.043308999284393086,5.38195921361613e-10,3.5431674054221776,2.5130878778787384e-15,-3.86363947092639e-19,4.723378870012436
1800,68183.6745745772,0.0551395530212932,1.4611876199005511e-08,0.043308992774401575,5.121742552992014e-10,3.54316740542218,-1.5222897378828502e-15,1.4954689000502779e-18,6.119024589346697
1900,68183.20115651577,0.0701992794661627,1.5262974805519718e-08,0.04330900426016385,3.8089097192092064e-10,3.543167405422177,-1.8778284836505117e-15,-1.5061709121304913e-18,6.069172799956741
2000,68183.06060376774,0.08966546098284453,2.03399913184578e-08,0.04330899183642693,6.65405486910648e-10,3.543167405422181,2.2960505506957704e-16,1.6630787103786639e-18,7.93610436019615
2100,68181.56270471461,0.11968834388279634,4.5970912076747664e-08,0.043308992306999486,7.405740620707023e-10,3.543167405422179,-2.0411336567617337e-16,2.086124439238914e-18,7.761489070140562
2200,68180.7299619917,0.12348831584377933,4.478597013680526e-08,0.04330897082936824,1.0230722544060437e-09,3.543167405422176,2.7472391359629935e-15,-1.6150065739097523e-18,8.601853612540525
2300,68181.03590112894,0.14084872104671603,4.707238248125029e-08,0.043308962501917465,1.0137707772359155e-09,3.543167405422178,1.2996568944893964e-15,-3.3478472242425047e-19,9.140734693481637
2400,68178.86693270244,0.16431358593630702,5.1916278241216834e-08,0.043308965750828286,1.065839711720609e-09,3.543167405422179,5.3004394436092965e-15,3.0646040733236753e-18,10.94611412819546
2500,68178.2043497289,0.17375221229333096,8.086943651468901e-08,0.04330893126906513,1.2290328869347485e-09,3.543167405422178,5.928819063473971e-15,-1.7320623701027314e-19,11.801037481823805
2600,68178.14657245105,0.2032806346725193,7.31419596171355e-08,0.04330892564982349,1.5256603009220133e-09,3.5431674054221762,6.545831439831477e-15,1.809340894355803e-18,12.251587601191554
2700,68176.84128781289,0.22818245336661708,9.534301464721215e-08,0.043308919445915854,1.9945822892178453e-09,3.543167405422173,7.616954304940269e-15,4.0862417877841115e-18,13.792111212916451
2800,68176.17774868249,0.22336486704203964,1.2714721930861748e-07,0.04330888838366558,2.341032341820242e-09,3.54316740542217,6.231789132168423e-15,5.0277627239735085e-18,14.423837311584478
2900,68174.29599517016,0.27497729859563136,1.4242200078413003e-07,0.043308880114402856,1.9478638220726652e-09,3.5431674054221705,8.683933188817828e-15,2.693153432871818e-18,14.719992160002702
3000,68174.06197732067,0.2794206064650865,1.349698996812451e-07,0.04330887134380869,3.031701330568437e-09,3.54316740542217,1.109464885198761e-14,5.9277201357675685e-18,15.912303040330317
3100,68172.54763284807,0.30904642420806105,1.6702890042377563e-07,0.04330884852130429,3.0786877565273843e-09,3.5431674054221665,1.4174103018833676e-14,6.922613904577873e-18,17.41034725157621
3200,68171.64354983601,0.34708597227983856,2.0047314891984295e-07,0.04330881923877613,3.944338640017923e-09,3.543167405422164,1.554289988059212e-14,8.386459611832168e-18,18.952503113892295
3300,68170.0170712601,0.37148414131006596,2.223879986010861e-07,0.043308793407319926,4.188338052550549e-09,3.54316740542216,1.963868310869242e-14,8.549959972937538e-18,19.399151594520003
3400,68169.01400232356,0.4403405819699503,2.3685824562601805e-07,0.04330878356233554,4.816650374929051e-09,3.5431674054221594,2.026653791842655e-14,1.4167767046661602e-17,20.187925961550782
3500,68167.13365476084,0.4532635113515803,2.6882232445730706e-07,0.043308729784451785,5.98787233822888e-09,3.5431674054221554,2.8295897081938105e-14,1.6171352308400486e-17,22.25823380368736
3600,68166.19725372715,0.5137202077161094,2.965752506332924e-07,0.04330870753665451,6.254461421145528e-09,3.54316740542215,2.987842735883964e-14,1.7681476942680793e-17,22.97627189963791
3700,68165.07697197194,0.5438481191880112,3.431934059517551e-07,0.0433086726855752,7.78257500440738e-09,3.543167405422144,3.708395999111545e-14,2.1878689103616863e-17,24.10746766835216
3800,68163.60233225732,0.5716037141409831,3.6904867242373023e-07,0.043308644109984265,8.691514106896673e-09,3.5431674054221403,4.292350450871176e-14,2.8585948769254013e-17,25.732758777497992
3900,68163.06800281988,0.6399901455463054,4.072150152594483e-07,0.04330860402135872,9.427967346062214e-09,3.5431674054221296,4.716215621436768e-14,3.2596178757005356e-17,26.839951804996385
4000,68161.5761151648,0.6866574865698251,4.44755814244391e-07,0.0433085618495895,1.1176724918996351e-08,3.543167405422125,5.505058078953269e-14,3.9911198396972534e-17,27.81825056847531
