miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68190.46528089885,-0.006855599760184113,-8.25079188250075e-09,0.04330902231881174,-4.954644775901631e-11,3.54316740542218,-5.502204441222372e-16,-3.0292921194871416e-19,-0.37445097308208836
100,68190.53962940855,0.016208605616064367,-8.917512399378762e-09,0.043309031892684764,3.87004772426997e-10,3.5431674054221816,-3.278477222453169e-16,1.227227751391331e-18,-0.5448201058955023
200,68190.77505824342,0.016038852960286207,-8.511593643903647e-09,0.04330901508478919,1.1400417386960339e-10,3.5431674054221802,-8.770226731187649e-16,7.207926218409302e-19,-0.3944826428807342
300,68189.87450360542,-0.009881024883034375,-1.1672683204411471e-08,0.04330900707340279,1.6707437718603453e-10,3.543167405422177,-4.2523640949538633e-16,-9.98672245333465e-19,-0.04216990549668653
400,68189.54253678887,0.0016701255272388985,1.4458230078027132e-09,0.04330901945258501,3.112324938604132e-10,3.543167405422179,2.5483169489311673e-15,1.1449704560483044e-18,0.9153731269038237
500,68190.1929664741,0.016524773358939076,-1.2823664243194088e-08,0.04330901717963779,-2.0392997169089002e-10,3.54316740542218,-2.5840824811422137e-15,-1.5875035572503717e-18,0.23042923761054127
600,68189.34119421591,-0.005901984900902327,6.706220797135648e-09,0.04330900679764172,3.7097541173895287e-10,3.5431674054221807,-6.536851862816462e-16,-1.8230133880926636e-18,1.2686558552775111
700,68188.58181346342,0.009587868754045159,8.200852299899598e-09,0.043309028721476565,-3.821817750484728e-10,3.54316740542218,2.4781440179996678e-15,-1.8964434505338974e-18,1.5072595661056185
800,68188.78510830148,-0.0027446818667905054,5.379969812998541e-09,0.04330902380668791,-1.7824613821537479e-10,3.5431674054221802,6.9999276025902145e-16,8.366246173185962e-19,1.7699197021530524
900,68189.23575835471,0.011082533282706362,-7.1228796454513164e-09,0.043309015637863206,4.1467243663731233e-10,3.543167405422181,2.3671886403166333e-15,-2.541234146985993e-19,2.0083837942034495
