milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68190.2646584186,-0.0045022151095719205,-3.2261925605156315e-09,0.043309008780705247,8.421267286962321e-11,3.543167405422178,4.2115511014690894e-16,-1.8307564200283864e-18,0.6191809504916836
100,68190.43391670121,0.008784193715208482,1.490558786499052e-08,0.043309005375913937,2.8162094184362424e-10,3.543167405422179,-1.358828529197255e-15,1.8614737290705312e-18,-0.25073126983658894
200,68190.00392749245,-0.014569326687153002,1.1206128517903255e-08,0.04330902115628098,-4.1122950412690786e-11,3.543167405422177,-2.5607915151687954e-15,-1.5868074988583982e-18,-0.25227737342287077
300,68190.18952903486,0.0002446647768826859,-1.228362730277153e-08,0.04330903069199314,1.704988663821777e-11,3.543167405422179,-2.4053110444751746e-15,1.6438234489038013e-18,0.5763229819555364
400,68189.97793856946,0.002937234878288627,1.0859063369092375e-08,0.043309029437801023,2.392802820591329e-10,3.5431674054221816,-8.486316893623297e-16,1.2652122380679016e-18,0.6969327868310525
500,68189.42341783318,-0.01332667560875558,4.568081352231378e-09,0.04330901897501108,3.6312322103742e-10,3.543167405422178,-8.237868549416265e-16,-2.2068998389502962e-18,0.8667971384497364
600,68189.87612482323,0.019130272726467806,-3.0608071346261194e-09,0.04330901949440785,-3.0631500582548196e-10,3.543167405422181,-1.7403204897870817e-15,2.235992340357263e-18,0.31809228785977284
700,68188.96570224328,0.014977492380355527,-6.581080151658798e-09,0.043309016248436485,2.1086078267445384e-10,3.543167405422181,-2.390393732723202e-15,2.2457107117051773e-18,1.3150921142838747
800,68189.54993993441,0.0004712942591392332,-1.5966767421653993e-09,0.04330902982095912,-3.5200012338684696e-10,3.543167405422181,1.793689709332241e-15,-9.528317623952866e-19,1.6461973661678924
900,68189.11858863913,0.0201035485959791,1.4304760802357082e-08,0.043309025965808365,-1.7678259740523996e-11,3.5431674054221816,-2.350076280311986e-15,-6.552716058931134e-20,1.2186310487679655
1000,68188.72825507686,-0.005503264975305266,-8.884585979269883e-09,0.043309011514860135,-3.000604704258931e-10,3.543167405422182,-5.346950704752335e-16,-1.735544548895994e-18,1.9714502606362159
1100,68188.43409214329,0.02202310561030622,1.764531905805926e-08,0.04330900953635803,1.1464632165787778e-10,3.5431674054221802,1.2926973980454576e-15,1.3700948155212326e-18,1.944063031340421
1200,68188.01308788886,0.01091133725534205,9.577311922611525e-09,0.04330901060131526,3.721529473046716e-10,3.5431674054221807,1.9403025227571134e-15,2.1873213739395734e-18,2.7566587211821547
1300,68187.04001326108,0.01525841485046953,1.1960987425961179e-08,0.04330901001898358,-3.9199533390694937e-10,3.543167405422181,9.408745530087837e-16,1.13938625323599e-18,3.579137729426605
1400,68186.43630370038,0.015623379292667428,-4.986050510212602e-09,0.04330902122225776,2.9303888813259176e-10,3.543167405422178,-1.8788716494773475e-15,-8.52934998217203e-19,3.1794297629388777
1500,68186.4565559299,0.02951705215146546,-3.93479959972343e-09,0.043309003456355806,-2.360942816177942e-10,3.54316740542218,2.2989995788085934e-15,1.809646017966705e-18,3.5324131983714806
1600,68185.6987693032,0.04303573472165843,2.833840136050117e-10,0.04330901161026559,-1.4639953926740025e-11,3.543167405422177,1.55921102857369e-15,-1.7769505371600689e-19,4.9344380959272724
1700,68184.77292506657,0.05276799249346297,2.7296899580365244e-08,0.043308996752145855,-1.9640260457299483e-10,3.5431674054221793,9.754128216732076e-16,2.3471663791795093e-18,5.283235462775958
1800,68184.00860304668,0.07124093039693796,1.0278062263782968e-08,0.0433089836825437,4.70509625215287e-11,3.5431674054221807,1.5238886372682643e-15,2.317683191800121e-18,6.211562984853529
1900,68183.68427144323,0.077787637266559,2.0761368873534717e-08,0.043308986801713065,3.0819064080198066e-10,3.5431674054221793,-5.75365748563693e-17,1.5415610249205853e-18,6.630165799509736
2000,68182.23872145114,0.0974179651990947,1.7136469267923155e-08,0.04330900021215038,-5.96676990483056e-11,3.5431674054221785,9.520517115359834e-16,5.49649163511071e-19,7.768497803270239
2100,68181.63116622521,0.10571716143041564,3.8009309587745504e-08,0.043308989028392746,3.3318788891803207e-10,3.543167405422178,-6.518869255658418e-16,2.1975035433632278e-18,7.757591329216063
2200,68180.77368338565,0.12936743177461338,4.442002088064808e-08,0.04330898006214065,2.4157874853747284e-10,3.5431674054221776,-3.554680413331329e-16,-1.2562673318389828e-18,8.719347304781747
2300,68179.76651719742,0.12136779746207657,5.513780309826277e-08,0.04330896808691126,1.0662179444957833e-09,3.5431674054221785,1.950597200256844e-15,2.869839231668588e-18,9.457173020041896
2400,68179.49212724464,0.16533695098844417,7.723730340965493e-08,0.04330896444983681,6.057758347143188e-10,3.5431674054221776,3.3817092805561556e-15,-6.859666630814089e-19,10.910508024620372
2500,68179.02298389061,0.186155185008583,7.671236537725591e-08,0.043308937243463824,1.2615687319330009e-09,3.5431674054221762,5.478575514416816e-15,2.3701384098331965e-18,11.643858535765542
2600,68178.23139342197,0.18366043001210478,9.553733659232084e-08,0.04330892564192266,9.396487434820016e-10,3.5431674054221767,3.103957528647152e-15,1.0749506558204625e-19,11.655211298587643
2700,68177.11411627616,0.21249420351969683,9.323013818317849e-08,0.04330890463700326,1.6299065533273573e-09,3.5431674054221762,5.117913953153703e-15,4.284449721675624e-18,13.326479580240248
2800,68175.94655306918,0.233074353984705,1.1456528577789081e-07,0.043308905722729246,1.5568817002762035e-09,3.543167405422173,8.683887671996873e-15,2.385622546171665e-18,14.25287359642794
2900,68175.35725727325,0.2704635340292478,1.3123480853820872e-07,0.0433088877348941,2.5754039828713622e-09,3.5431674054221736,8.160445033188685e-15,3.9658792782360985e-18,15.704819834341787
3000,68173.67397848272,0.2865707747160274,1.5947507574854062e-07,0.04330887789746208,3.1314348435080737e-09,3.5431674054221682,9.032091320223919e-15,5.734022469734127e-18,16.538429700482563
3100,68173.14520963238,0.32606056208028483,1.5493797423235672e-07,0.04330882938884499,3.5022714663438376e-09,3.5431674054221682,1.3534565038992412e-14,5.855823692222079e-18,17.899860543883474
3200,68171.51893456267,0.35548072622181653,1.985808884806645e-07,0.04330881378031109,3.5399426167113323e-09,3.5431674054221642,1.5691171408281535e-14,8.992160323748252e-18,18.521078781984308
3300,68170.02232519792,0.405154403544706,2.2370850254741725e-07,0.04330879852326364,4.5741718203858905e-09,3.5431674054221607,1.5696941822471618e-14,1.0815758639895536e-17,18.899668277527827
3400,68169.59610200381,0.40340100396754613,2.37286010652412e-07,0.04330878120310563,4.873564067993589e-09,3.5431674054221602,2.2229738468192983e-14,1.1065321477363093e-17,21.254871001588256
3500,68167.4145082525,0.45129022676172337,2.7191546285091883e-07,0.04330874971728518,5.927955893828349e-09,3.543167405422154,2.3571006145501175e-14,1.8018457860388653e-17,21.677384353980333
3600,68166.37707231904,0.4857299325552745,3.027427788007949e-07,0.04330872288297353,6.414927079324138e-09,3.543167405422151,2.817792935711775e-14,1.83716381912604e-17,23.01436202201411
3700,68165.78189769168,0.5418375789719392,3.2072210024846734e-07,0.04330868798616763,7.887790513436729e-09,3.5431674054221434,3.6045133580116806e-14,2.1328771731291652e-17,23.835347711162527
3800,68163.24352281762,0.595430401383888,3.62813281550357e-07,0.043308635405663334,8.325996242656814e-09,3.5431674054221376,3.9645498171765024e-14,2.82739407505788e-17,25.640352131595414
3900,68162.7983867643,0.6333905163107452,3.9637035755686547e-07,0.043308604848722794,9.66105916186021e-09,3.5431674054221323,4.602131569693393e-14,3.4502453710749784e-17,26.738369462316406
4000,68161.06766666038,0.6700337100079493,4.6714989788916325e-07,0.04330856281001645,1.091745433169019e-08,3.5431674054221256,5.812683758590917e-14,3.776755232703051e-17,28.081391870899857
4100,68159.4998433993,0.7231800570988339,5.08340293745904e-07,0.04330850598653406,1.2325709268686273e-08,3.543167405422113,6.632746044764735e-14,4.513011224501732e-17,30.20161871900499
4200,68158.33025053743,0.7553143629649073,5.475648025231992e-07,0.04330845277764206,1.4129656186915537e-08,3.543167405422105,7.754892841629036e-14,5.38513685741145e-17,30.461243997745797
4300,68156.07383272305,0.8242999210918311,5.994590219974631e-07,0.04330840292611709,1.5988071507061696e-08,3.543167405422093,8.361506050940204e-14,6.73606809318414e-17,33.145086590380195
4400,68155.46233273597,0.8788775703486816,6.426440205916653e-07,0.04330835366376697,1.7990663542600105e-08,3.5431674054220816,9.92196921979336e-14,7.803347418251555e-17,34.48579401165317
4500,68153.12064690783,0.941058648052447,6.976148877262829e-07,0.043308290968472614,1.9676971846234565e-08,3.5431674054220657,1.135785848974164e-13,9.074548040719072e-17,35.33552806939063
4600,68151.52777417602,0.9892080780071629,7.640425690660566e-07,0.04330822927578796,2.184164075514075e-08,3.543167405422051,1.2860423774150564e-13,1.0355848256304446e-16,37.167016233506516
