milliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
0,2000.0,100.0,-5.537980311446991e-12,2.2748818381255517e-07,6.827901127060458e-11,0.000401054046269296,-4.165597136742002e-16,3.128611022083786e-06,6.996435746151764e-12,-0.06586337849477507,1800.5351040908947,0.4958218653636306,100.0,0.0,4.999975290293722,-1.2631059454761257e-13,3.987975906739009e-11,2.8418285609071845e-13,4.468104438146854e-19,169.86984167407593,7.714472020017815e-06,-0.06142813626419705,5.0000105941581445,500.0,-0.07064363671196533,199.59986153424617,0.00047498445288684144,3.4768526451001003e-17,100.0,1.8923754857315588e-34,8.434766543002537e-33,100.0,1.6514174390552054e-28,-5.236263469948575e-30,10.00019653335704
100,2000.0,100.0,8.959500822915603e-12,2.649156633315938e-07,-1.256034274136607e-10,-0.0001305432019311782,1.3980094501512809e-16,5.914186667756672e-06,8.058615164446858e-13,0.08249619801086096,1798.751256930868,0.744081709288543,100.0,0.0,5.000023729956229,-1.678663174554654e-13,3.392396833106181e-11,-4.840840897476405e-13,2.968464921876829e-19,168.79695024264117,1.7943522721534576e-05,0.03759167251341426,4.999984307463936,500.0,0.45645096614658526,199.33355579417417,0.001836194328160306,-4.126576023829872e-17,100.0,2.456155666941677e-33,6.214600146365247e-33,100.0,3.642756964266175e-29,-1.1522752274642854e-30,10.000674836036717
200,2000.0,100.0,-1.3888178893357533e-11,2.3553314587638488e-07,-3.7593559316853404e-11,-6.75485744391211e-05,2.0401249017874206e-16,1.1864623442247878e-05,2.919810197297745e-12,0.06464844951292992,1797.6512060933187,2.670080715795531,100.0,0.0,5.000070955748741,-1.4303699946114446e-13,3.630058229359654e-11,1.1304241742875508e-13,-4.894965489785266e-19,168.37183308523345,7.21606879052356e-05,0.2509370564141547,4.999947293101013,500.0,0.8392213820698178,198.45069557169168,0.0027531324919311097,-3.432078652287843e-17,100.0,6.0390278283233095e-34,-8.365519248481432e-33,100.0,1.0208835700704082e-29,1.3314842062902419e-30,10.000962003512877
300,2000.0,100.0,-7.635051416282408e-12,1.7965920856697094e-09,1.0479720314579616e-10,-0.00027411087802492977,5.43411698126534e-16,1.7634425711388834e-05,4.636845176127247e-13,0.10601246761707599,1796.8304648015,3.089852098561896,100.0,0.0,5.000160206814208,1.6155290126429082e-13,4.8855767861030594e-11,-5.22034386664574e-13,1.1862897946818104e-19,167.11882524961442,0.00010291274395348479,0.35862376060945195,4.999937702990326,500.0,1.959523960747436,198.18417599520487,0.0036684188241992433,-6.508276175156098e-17,100.0,1.7679334662949082e-33,8.05816797746061e-33,100.0,-1.1311944321573396e-28,-2.4275335079132566e-30,10.001036030597458
400,2000.0,100.0,2.5458427876757985e-11,9.157975289741022e-09,-1.048053924845355e-10,-0.00011991975296917632,-1.152242607311557e-16,2.354889469165142e-05,-1.6114319849105223e-12,0.09058110987755927,1795.5971653812746,4.748997224796781,100.0,0.0,5.000170581491981,3.230812573075154e-14,1.9952437256007728e-11,4.127781478594018e-13,-2.1675485331463292e-19,166.218455590122,0.00010627999320096275,0.5156997894190243,4.999896542379942,500.0,2.3276426587917114,197.23923305851056,0.0038019087948375574,-6.053052132138344e-17,100.0,-1.5099543262993175e-33,-4.921124794622159e-33,100.0,3.9592800811447956e-29,-5.4596645677299395e-30,10.001777924398732
500,2000.0,100.0,-5.837224679116134e-12,-5.683087206004821e-08,-1.6584525980045442e-10,0.0001227343485064028,3.2958982969618706e-16,3.095021449487143e-05,-8.542493113298387e-12,0.14887752056425574,1794.735988921922,5.057271192052617,100.0,0.0,5.00025695567028,-2.1004268052705623e-13,1.7433934077268978e-11,-2.742543687735558e-13,-3.21427832314742e-19,164.70834022526037,0.00016067693128422362,0.6636569844120853,4.9998640092813815,500.0,2.978428866717597,196.98624668672167,0.005591745018700563,-3.7934887518488005e-17,100.0,5.2974375481772365e-34,6.204778994688996e-33,100.0,1.4418884773154346e-28,3.574141318862604e-30,10.001772785444569
600,2000.0,100.0,-2.0707779850305596e-11,-1.3566524567244697e-07,1.6723021727333655e-10,-0.00023930369167832384,7.001810615153026e-16,3.6277872559338726e-05,6.390370361740739e-12,0.023348522709467107,1793.4588453907795,6.123327795520015,100.0,0.0,5.000291941623846,1.2538251827494827e-13,4.6914386475079677e-11,2.7394290415095154e-14,-2.0747854211260984e-19,163.82682636759034,0.0001519401567811607,0.9052835073555315,4.999849748732151,500.0,3.200725306417265,196.76435152036515,0.0062536114158024195,6.388652128025746e-17,100.0,-9.19223740328946e-34,2.787017526940045e-34,100.0,5.613798337634904e-29,-1.0104833584902021e-31,10.002649801312574
700,2000.0,100.0,-2.1972719265999486e-11,2.5402496197521687e-07,1.9978062877731533e-10,-0.0001601630348739642,-2.1370723569787788e-16,4.1607740994787126e-05,-3.192144424290458e-12,0.22238426263140082,1792.875938286288,6.993725341447099,100.0,0.0,5.0003656462536945,-1.645625712760481e-13,-9.08679252363653e-12,4.7553278416804725e-14,5.105951662066867e-20,162.8420500893454,0.00020151249833298815,0.9676713314572919,4.999829982019018,500.0,3.9301643573237492,195.86825536108955,0.008335618770919201,1.4780445837232198e-17,100.0,1.9568226323161355e-33,-5.73088484234712e-33,100.0,1.5248396539978877e-28,5.245734708426287e-30,10.002755575097735
800,2000.0,100.0,-2.0880596419784065e-11,-4.5224416041417445e-08,-2.1499225745543792e-10,-6.677220331054807e-05,2.0973240064254182e-16,4.5534234325141506e-05,-4.731398171584033e-12,0.33283951467101097,1792.0542374746426,7.856888751941325,100.0,0.0,5.000427660506415,-1.2732301697409006e-13,-4.1589016061958506e-11,-4.814480003712241e-14,-1.042727328759165e-19,161.08792223735313,0.0002137172598279334,1.1006204183030437,4.9997954439669705,500.0,4.426254662974117,195.40134910481342,0.008554123152278244,1.4006223787663872e-17,100.0,1.6100341712239115e-34,2.4243890670843235e-33,100.0,-6.347876497901342e-29,-3.024928166737049e-30,10.003249616198653
900,2000.0,100.0,4.235771092173364e-12,-6.883271016163231e-08,-1.443359933066725e-11,-9.146756598743221e-05,-8.046705947070938e-16,4.832152910538141e-05,-1.7693199196074924e-12,0.3423829854263529,1791.0613334325112,9.624519760436511,100.0,0.0,5.000462002302974,-7.863536946579304e-14,4.7856502156070545e-11,1.4859354620121555e-13,1.374039915068281e-19,161.19694738579702,0.0002620328337317347,1.2252796318144608,4.999786054087262,500.0,5.669579183975878,194.95077993153117,0.00980905743900926,2.9316023218225686e-17,100.0,-1.9302003822681453e-33,-4.289591948415107e-33,100.0,1.1014638222361018e-28,-6.541617624620738e-30,10.003390267643166
