miliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
0,2000.0,100.0,6.6376794185287275e-12,1.001838271336342e-07,1.415386483695494e-10,-3.427086044910306e-05,-6.805630946057213e-16,2.671429498471713e-06,-1.2945031445377835e-12,-0.07884006670272717,1799.4650918250436,-0.14802181722793412,100.0,0.0,4.999999275214756,1.0943940716070472e-13,2.602157478179879e-11,-2.0375110395749263e-13,-3.3304676461638524e-19,170.23138799283416,4.201771319437731e-06,0.015560495166852175,4.999989924975317,500.0,-0.3680295162925691,199.93385729272322,0.0005012867747868593,5.24146758295963e-17,100.0,-9.671317644570627e-34,-7.460776352892336e-33,100.0,5.787348558159054e-29,-4.4297645996471094e-30,10.000055629565692
100,2000.0,100.0,-2.1649904522768738e-11,2.439429448309235e-07,5.381249998834945e-11,-0.00040947243241319756,3.2168873342791533e-16,5.513294932159657e-06,-7.205826905449605e-12,0.02396574376426154,1798.4293928528382,0.8357387763523201,100.0,0.0,5.000045130688197,8.917391964370899e-15,4.073405935391464e-11,5.453690905588753e-13,-7.103455881610327e-20,168.6718152780039,4.859536636391799e-05,0.1712670745981251,4.999969753323,500.0,0.2823685479086174,199.53025276300082,0.001689607675288701,-3.6284724878961837e-17,100.0,1.405716435186969e-33,4.433010622026483e-33,100.0,-1.3920200916316452e-28,5.753056859594111e-30,10.000292192156058
200,2000.0,100.0,-8.375514239841989e-12,2.1479472291583493e-07,1.0712351679247071e-10,0.00022215193372455202,1.282347530769606e-16,1.1760387399316181e-05,-5.2195691026631605e-12,0.06779711898026428,1797.3129952178347,2.586447862346437,100.0,0.0,5.000129238176061,-7.137616363700607e-14,-2.95272804649861e-11,-4.242276316245866e-13,1.863024928394771e-19,167.26726280061447,7.471092877224728e-05,0.21833308885284425,4.999964073773994,500.0,0.9560783531246521,198.74552255077649,0.003069694864570741,-5.53073166333971e-17,100.0,1.5668259328763545e-33,-6.910260120444358e-33,100.0,-1.7101826766322415e-28,6.509560159153782e-30,10.000556467782225
300,2000.0,100.0,1.6115129974869124e-11,2.0524335492438738e-07,1.6680198350656437e-10,-0.00014910599471376992,-1.5719252716957213e-16,1.3634530206340253e-05,9.445545188203874e-12,0.002640028489621825,1796.5188880207984,3.6306746399541914,100.0,0.0,5.000132323090155,-1.0173837577784326e-13,4.989378607574664e-11,3.56318447322574e-13,-2.9165330887999186e-19,167.28898213466329,0.0001016965906486173,0.4045312521873376,4.999926620970837,500.0,1.834633648547496,198.56859258123592,0.003973366113108047,-2.10301631212425e-17,100.0,-1.9753715962258192e-33,4.220769485266077e-33,100.0,-4.9747598828280533e-29,-1.5398667489648581e-30,10.0009822632801
400,2000.0,100.0,-2.4185149943709142e-11,1.2621274604347862e-07,-2.2181707294117086e-10,-0.0001722495106819835,-6.464148323896976e-16,2.357990913214301e-05,1.972831451390429e-12,0.05837426264340377,1795.3299224039592,3.723840129110553,100.0,0.0,5.000230725912342,-8.036485891650177e-14,-1.6917937720093262e-12,1.1698769650489382e-13,1.5191212256544348e-19,166.04870642805122,0.00011021911324304505,0.6140183406323899,4.999901873526932,500.0,2.670097869003744,197.49649377659458,0.004071108243404391,-9.063941194570656e-18,100.0,5.2681236485471065e-34,8.334192178165422e-33,100.0,6.79078237141419e-29,-3.232307136650095e-31,10.001810209824376
500,2000.0,100.0,2.259648975571887e-11,-1.8203955999232297e-07,1.0819302246752627e-11,0.00042899697732517604,3.8243658912349007e-16,3.0403634198375043e-05,2.4681719054889034e-12,0.07714939709641201,1794.2745752623066,5.57621631172643,100.0,0.0,5.000234782068309,-9.735673547323443e-15,-3.838364868002419e-11,3.834931419210873e-14,-1.25667186494553e-19,164.42674017703337,0.00014379625894341612,0.5915462904995128,4.999871618556195,500.0,2.6203362551488154,196.88272643302759,0.006292613898006679,1.1557897129421712e-17,100.0,1.9202661938593736e-33,1.3397819950462548e-34,100.0,4.630171489539443e-29,2.7461477358808532e-30,10.0017045117072
600,2000.0,100.0,-1.4447496399998415e-11,5.613933736252002e-08,2.6183296755044856e-10,0.00042909948615680205,-5.054355335265135e-16,3.1818492274764917e-05,5.113673644714329e-12,0.14085344771615824,1793.7263192076068,6.33418488906187,100.0,0.0,5.000303155114072,-2.6272914793242454e-13,3.6932433099802744e-11,1.5872342078651378e-13,-2.981943026071697e-19,163.05691134912826,0.00016139704330934754,0.8804257940474391,4.999863733902574,500.0,3.8624423803345387,196.72577071263703,0.006171350668892445,-6.226810852780479e-17,100.0,9.388958900293704e-34,-2.30841457880492e-33,100.0,8.136915665986889e-29,2.9625192046455527e-30,10.00249051420423
700,2000.0,100.0,-1.316764240342089e-11,1.0684564962522212e-07,4.6869491687058465e-11,-0.0001088238877020394,3.70687412170734e-16,3.7960264249146405e-05,1.8116223580597519e-12,0.3060964946695168,1792.963899915317,6.927288588160794,100.0,0.0,5.000360297027776,1.8165844318585133e-13,2.31662344804264e-11,3.072779201608876e-13,-3.9244033054422503e-19,163.0880273762563,0.0001930053549089656,0.9313912650727604,4.999821268809243,500.0,3.9222152570301514,196.23716569866272,0.00778704991441236,-6.161439493679788e-17,100.0,1.7537221476409196e-33,3.4800783701204454e-33,100.0,-1.309036978601487e-28,-6.125115220376861e-30,10.002725782984173
800,2000.0,100.0,4.2616515951322136e-12,2.406937196306196e-07,2.5015263954706225e-10,0.00014356637926792737,8.518666952760038e-16,3.983239843742852e-05,5.111207033658744e-12,0.23420576433049953,1791.0446764080702,7.824943990689277,100.0,0.0,5.000382302561071,5.5979925959184563e-14,-3.705070871323373e-11,-3.6019355812411095e-13,2.8668099782997997e-19,161.3098216002442,0.00024287723252620935,0.9954397320592868,4.99980305838829,500.0,4.833802663981796,195.10126803333404,0.008956427829333485,5.146832521552256e-17,100.0,-2.3359286967170642e-33,-4.4750557255091614e-33,100.0,4.8046633117295134e-30,-4.5185499583374334e-30,10.003377303066484
900,2000.0,100.0,-2.539401549090445e-11,2.9661994831418976e-07,-1.5395371436486798e-10,2.9953586465331338e-05,-7.908445565405247e-16,4.913741051080705e-05,-1.3958772601464207e-12,0.43329132716233515,1791.0215935900897,9.425729208185604,100.0,0.0,5.000455501224684,-2.27437631545469e-13,-3.669590006250538e-11,-3.0029270674475505e-13,-4.1722051156795636e-19,160.89959206932903,0.00023535303776210756,1.1397207958096724,4.999769369950571,500.0,5.547507242480677,194.87585083583818,0.010889594913664855,2.1486619738404412e-17,100.0,-3.511478784312316e-34,-3.628220587532129e-33,100.0,-1.3458868227652242e-28,-2.047812808223037e-31,10.003726783717438
