milliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
0,2000.0,100.0,-6.4438277431835894e-12,-2.6512611232998957e-08,2.625265208626288e-10,0.00033742357812703507,5.47173134075516e-16,-3.92666812519639e-06,-1.7746069535463167e-12,-0.10327443350813593,1799.597320922262,-0.20670376756078762,100.0,0.0,4.999979110499265,-1.7754082371153944e-13,4.313643247477214e-11,-1.6831209934967604e-13,3.5254899233716753e-19,169.88157207180018,-2.046913415658974e-05,-0.08758680294725962,4.999981655521942,500.0,-0.3044554107686578,200.03731386140748,-4.499609732612097e-05,-6.075329957560468e-17,100.0,-8.215066508567491e-34,3.659706297350943e-33,100.0,-1.2709470988561972e-28,-4.682510654498745e-30,9.999906220159849
100,2000.0,100.0,2.206651346190947e-11,-2.3328937188772175e-07,6.33721857151081e-11,2.4619205438033466e-05,8.011763369348648e-16,1.672912406241974e-06,-7.31302547191724e-12,0.10038707553904083,1798.8698515626797,1.199856598687853,100.0,0.0,5.000084118147382,-1.8334718658908325e-14,-4.71952232096317e-11,1.517835352322831e-14,2.084238066573925e-20,168.32267927475283,2.654728482679715e-05,0.1630845366011478,4.999970808130769,500.0,0.7847864338091197,199.4082565668873,0.000526844529002031,1.0144445410971061e-18,100.0,-1.1920870986806448e-33,4.4986106825558866e-33,100.0,-3.155899079382089e-29,1.901443486086053e-30,10.000467527561122
200,2000.0,100.0,4.027323083683611e-12,-1.1762374856660234e-07,-2.592253390675859e-10,-0.0003971964143817794,-3.7278035892494795e-16,1.0267776158410982e-05,7.978294987836481e-12,0.13066071248613886,1797.9883988630654,1.7055460176486863,100.0,0.0,5.000102005682331,-9.255103207830111e-14,3.583284016626784e-11,-5.476810310680557e-13,-5.095196434846838e-20,167.86889580630216,7.19539802691933e-05,0.3220042276317454,4.999957358284249,500.0,1.588983311791541,198.98245982492315,0.0024202925052182827,4.793169226191951e-17,100.0,6.902872140085572e-35,2.21888763260363e-33,100.0,-1.5592440153378083e-29,-4.164264483922806e-30,10.00052965480388
300,2000.0,100.0,1.8952381973280074e-11,-2.1103403566224358e-07,-1.1666216568299953e-10,-6.964308944934041e-05,1.9330877661261192e-16,1.3282467989326791e-05,-2.8438384331999037e-13,-0.011244536032670532,1796.5139784298713,3.079517928578033,100.0,0.0,5.000122905482934,-3.080166070917351e-15,-3.249075412011613e-11,9.799615991436796e-14,-2.0576059684827032e-19,167.33304742094222,7.6890377065553e-05,0.3976441662563627,4.999938334416705,500.0,2.181262361784512,198.4338876909636,0.003211476539601374,3.4083991768023907e-18,100.0,-1.060431988081931e-34,7.430284400647e-33,100.0,1.5690230749111017e-28,3.8626747967287065e-30,10.001475904160722
400,2000.0,100.0,-8.973617148685413e-12,-2.059871445512159e-07,1.0900441898810102e-10,0.0002907896848536344,-5.201461796180316e-16,1.7817717777708607e-05,-5.170905708293192e-12,0.16065877024498465,1796.3655341523984,4.616274573380083,100.0,0.0,5.0001679223617765,-3.276904785452045e-14,-3.9461594444284486e-11,4.1195043327725537e-13,4.2526909263836227e-20,165.31430002634747,0.00010442607953159877,0.44414544211547147,4.999890201527366,500.0,2.463455790189057,197.98681069199347,0.004534582283965353,4.047922160617404e-17,100.0,-5.9676278228928624e-34,2.577333268827964e-33,100.0,-1.628792891302583e-28,9.718692523237114e-31,10.001660385729652
500,2000.0,100.0,-1.5895043859652337e-11,-2.55869798770812e-07,2.394322389424096e-10,-5.5752807736613934e-05,7.069532418648357e-16,2.6269310402869256e-05,4.644157782094117e-12,0.13206555941894335,1794.5603744069042,5.706599248760112,100.0,0.0,5.0002564671586525,2.7435047022879194e-13,2.173450808113646e-11,4.141136611596482e-13,4.003480444724983e-19,164.8790455112786,0.0001517145256272227,0.7237293327767547,4.999862538866032,500.0,2.996914701301965,197.05676854230657,0.006011650959544116,-2.5575126097788722e-17,100.0,-2.127427752698778e-33,6.482901946897985e-33,100.0,1.0141275118877485e-28,5.074607568537092e-30,10.00176303778095
600,2000.0,100.0,3.754384809246468e-12,1.774336306028927e-08,1.436584400978961e-10,0.00022666922702374906,1.4705816055167198e-16,3.036264302943532e-05,-6.073632485467452e-12,0.018520871524925347,1794.2025714508127,6.370753491306309,100.0,0.0,5.000313863507303,-3.829394558051769e-15,1.3778491532356158e-11,9.696762826134175e-14,-3.9536161300812824e-19,163.79824550126511,0.00017234601511344972,0.8055157236867773,4.999866301761921,500.0,3.4723480742971633,196.42530592953236,0.007289503577641963,5.23900122267402e-17,100.0,6.025761662775544e-34,-3.320317321763312e-34,100.0,1.4346729446490764e-28,6.016344329445479e-30,10.002594959313335
700,2000.0,100.0,2.5322646523830853e-11,-2.1192791261910762e-07,-1.458932638214603e-10,1.2301755227467223e-05,7.131464176738302e-16,4.1918367170374414e-05,-4.030298638544912e-12,0.131801752640405,1792.0530163519436,6.781658814402499,100.0,0.0,5.0003459752418875,-2.634274177115266e-13,-2.2345150253533814e-12,4.476231852949731e-13,9.607526422848555e-20,162.46234732727973,0.00021037579811534462,1.0154083594371635,4.999843536380949,500.0,4.248697474547583,195.92859044108985,0.007363892501685101,-2.321610301023856e-17,100.0,-1.3913741151500592e-34,-7.2663631681915e-34,100.0,-6.122008427977179e-29,2.1638538079864998e-30,10.002607680846609
800,2000.0,100.0,-1.0654006072728345e-11,-1.7502487872333647e-07,2.3884129017622574e-10,0.00035152140456314366,1.2034645189780855e-16,4.5777192363931396e-05,-5.629896484921729e-13,0.38805184511633717,1791.7497922150935,7.634165499549907,100.0,0.0,5.000429247842468,-1.579553932524589e-13,-2.1180771595986976e-11,-1.4882727808126204e-13,2.088961651643846e-19,161.8146053881059,0.00020565516226766072,1.0172919041368267,4.999788826347094,500.0,5.070873439116966,195.3793847151541,0.008866261137266573,2.2187184510627828e-17,100.0,-1.778813566029455e-33,3.9366370689841966e-33,100.0,-3.164855364079756e-29,3.7529700234895036e-30,10.003381048978465
900,2000.0,100.0,2.706711611480225e-11,2.4980552467521957e-07,-2.0739677598798009e-10,0.0005186713385469554,4.673537998841708e-16,4.949020449428885e-05,3.8021012036554166e-12,0.28054781280148516,1790.4782409705533,9.34423185084598,100.0,0.0,5.000432318359904,-1.3051159680388696e-13,5.3983417753572426e-11,-3.6587116988755015e-13,-1.3818867879643876e-20,161.0581534075796,0.0002602725321206449,1.1174445481388378,4.999792687216258,500.0,4.9255519309817775,194.4484092703659,0.009684153133558906,-6.825680349847118e-17,100.0,1.5796286566797795e-33,-1.3133288154577819e-33,100.0,1.7621203341575885e-28,1.5758462888545556e-30,10.003676740529711
