miliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
0,2000.0,100.0,4.364503842945034e-12,-2.2512936670497976e-07,-9.409702368516505e-11,-0.00028724404289711195,1.2414910657123155e-16,-2.3745971800718915e-06,6.909419408704161e-12,0.05792902264277136,1799.8758161035596,0.38111966757787813,100.0,0.0,5.00001246572843,-2.1400649394709712e-13,1.5445891340056501e-12,-2.944883636389038e-13,-2.0483057936878444e-19,169.52804060191892,1.7611852815119343e-05,-0.09488462613845627,4.999984753104015,500.0,0.032917757980777444,199.87491008631724,-0.00029568794561506936,1.0616500476183925e-17,100.0,1.671147372361701e-33,1.3405811942154828e-34,100.0,-3.442876799544086e-29,5.484586584911515e-30,10.000036435042164
100,2000.0,100.0,-1.6099779203376254e-11,1.2087049624634584e-07,-2.0647750545390592e-10,0.00034555836463348035,4.860101173852269e-16,5.6888291217564205e-06,-1.3049104703091616e-12,-0.05161462700989915,1798.519323054786,1.477519555904734,100.0,0.0,5.0000166875167675,1.3418979018588363e-13,-4.658837917655801e-11,4.948749748476978e-13,-3.9258181406198114e-19,168.78238838733907,2.146530043164805e-05,0.057681847169501324,4.9999686526326,500.0,0.6565929429867521,199.6842419968922,0.001015692396488113,1.897848074808953e-17,100.0,5.940935974386312e-34,4.418224859197298e-33,100.0,-4.926180738115695e-29,3.9686333835946e-30,10.000484959053306
200,2000.0,100.0,2.033586592385537e-12,2.0904522685624682e-07,1.7542303237211386e-10,-5.019684798137452e-06,-6.365032511616906e-17,9.366418235848348e-06,-3.079137506126009e-13,0.1479642692719716,1797.654706521021,2.1619259260328674,100.0,0.0,5.000088826627533,-4.4397681008112866e-14,-3.739170273685379e-11,-2.5601000130198974e-13,1.914333339257353e-19,167.7998572108646,7.030016041302164e-05,0.17371939848140472,4.999949963663505,500.0,1.1483785232889858,198.44766720639535,0.003095793679373754,-3.951536694410647e-17,100.0,1.7781019249799344e-33,8.06871558320633e-33,100.0,-1.207997753301552e-28,-5.598192993806239e-30,10.000856273745216
300,2000.0,100.0,-1.387106861336499e-11,7.92395434499984e-08,-1.208376174091625e-10,0.00030907046847209493,-4.08660598478147e-17,1.3795375033052047e-05,1.1101589034364568e-12,0.006393265094342113,1796.199654659082,3.4694156604839987,100.0,0.0,5.0001299292974695,2.5984527786686997e-13,-1.74965518899269e-11,-6.471924914896241e-14,4.120822730568252e-19,166.40485453130452,7.66061218614095e-05,0.40151938095298395,4.9999106098735,500.0,1.4989324821730476,198.0846185899579,0.002969909885618718,6.798835490361928e-17,100.0,-1.6610002724527008e-33,-1.5364537933658241e-33,100.0,8.948442464090559e-29,-4.882432954241567e-30,10.001400722661389
400,2000.0,100.0,-2.6894025277327607e-11,-1.1225151122925581e-07,-7.737127533299216e-11,0.00028727664571145066,-8.689076642023731e-16,2.4439010195701506e-05,-8.565929519547134e-12,0.18914576361125726,1796.2832797528029,3.8410467475330208,100.0,0.0,5.000169157225009,-1.2846706697879912e-13,2.2373758809968393e-11,4.136642552904838e-13,1.6590327175916238e-20,165.7747654124039,0.00011092092088480254,0.5707333716009879,4.999903853701654,500.0,1.9784478443505318,197.63567149115184,0.005398678906400751,-5.376955075127632e-17,100.0,-2.307471297661129e-33,5.4513220351355765e-33,100.0,5.926948735434404e-31,-1.539315098099863e-31,10.001595434594122
500,2000.0,100.0,2.2703059706212535e-11,2.159156392145816e-07,-2.3789933023941713e-10,0.00028534550746082965,3.108980854488099e-16,2.895721075121316e-05,2.8417924857449348e-12,0.04646215194628526,1795.2287728396261,5.341764359199244,100.0,0.0,5.000219443596312,-2.3240210939434363e-13,-4.123787999664385e-12,5.424541875968859e-13,1.6022754081993548e-20,164.2407306608394,0.00014634059968154364,0.665786071224139,4.999879033924055,500.0,2.7713882703644366,197.32199550512178,0.0060395497135056425,-5.946227128409906e-18,100.0,2.420424317588899e-35,-8.415637470832527e-34,100.0,5.147528693825843e-29,3.812785768094702e-30,10.002296541859312
600,2000.0,100.0,5.818121362482524e-12,1.8036450596868676e-08,3.929262312097298e-11,-0.0003292177796953776,-8.052713617149442e-16,3.6469314038893976e-05,-4.0433608302798336e-12,0.24420299545072166,1793.824549960469,6.428617907404867,100.0,0.0,5.000295957943742,4.671817424195387e-14,-2.799708879335597e-11,-2.5311113515611105e-13,-2.4720031847157774e-19,163.10067442213887,0.00017600714632081866,0.8622162079201535,4.999853761254178,500.0,3.3900567674104862,196.52963054531247,0.006681340992183727,-1.2850561995053767e-18,100.0,-5.2151430513505766e-34,-4.643466712843457e-33,100.0,4.9173209097715487e-29,3.1315540393902315e-30,10.00248398597565
700,2000.0,100.0,5.3029738935946185e-12,-1.2282305675053952e-07,7.67562805787088e-11,0.0002884412861568578,-5.755547694856367e-16,3.430625570728196e-05,-3.0940900878283288e-12,0.10846253653639121,1792.4561042726746,6.956013542664814,100.0,0.0,5.000384545739558,-1.7739698182176662e-13,3.078805140921049e-11,-3.9337781000835315e-13,4.505020009780752e-19,162.71166282249987,0.00020553406936131734,0.9131502428733692,4.999807703893083,500.0,3.7765198089690943,195.462093146909,0.008928803493171534,-5.727280737085301e-17,100.0,-7.757855660421963e-34,-1.46697561345337e-33,100.0,-6.266493214891776e-30,-3.9463988824942235e-30,10.002978425307527
800,2000.0,100.0,-2.6731091360434408e-11,-3.3320608355267395e-08,-1.9244860269995499e-10,0.00031465683686342596,6.714212877558647e-16,4.633269212514996e-05,-5.1260295734963996e-12,0.3134159751322399,1790.9882809048338,8.340484943971301,100.0,0.0,5.000362989562164,8.139774536496923e-14,-4.7611014413583154e-11,-3.868433853813368e-13,-2.232650744136006e-19,161.5276861468164,0.00020394571016779883,1.0174471039408508,4.999787104292819,500.0,4.737372901548997,195.2175105526201,0.009258318662808067,-4.667837934487171e-17,100.0,-9.133043826221584e-34,-3.0143052716305035e-33,100.0,3.4084947329144337e-29,5.832116242778519e-30,10.003263249954804
900,2000.0,100.0,1.4507219212216735e-11,-1.1192404953946181e-07,-1.42132595855819e-10,-0.00021618447764992118,-2.8789959498270006e-16,5.105066254204876e-05,-1.2322821092062085e-12,0.2860000729115457,1791.0637136561134,8.989622961393845,100.0,0.0,5.000432598753843,2.3122277284686066e-13,1.394229773313267e-11,2.8476293920842313e-13,-3.727012874333694e-19,160.36813925023574,0.0002662063934429841,1.1278062256046504,4.999791326127254,500.0,5.036991025654407,194.93388482193248,0.01000161055652509,4.690939853723798e-17,100.0,2.0977712488497848e-33,-1.6290247440509733e-33,100.0,1.4225595249226284e-28,-1.2663254457038073e-30,10.003539338571438
1000,2000.0,100.0,-8.331653758024572e-14,-1.319386725483511e-07,9.973585996421661e-13,7.117318050785368e-06,7.456949657301593e-16,5.4791112294025706e-05,1.1295349709789152e-11,0.37439903443412637,1789.2405834962715,9.557370853149461,100.0,0.0,5.000526777637028,-1.6090218877200893e-13,-2.0069927910570307e-11,3.8082125857039576e-13,-3.6994542697807384e-19,159.95176262453512,0.0002895918311121784,1.4167351648707267,4.999731577158787,500.0,5.833145901413824,194.400143620201,0.011647109485792013,3.233050849234568e-17,100.0,-8.913016117754227e-34,-5.1151116192258515e-33,100.0,1.3607479301991705e-28,1.3852400169439462e-30,10.004031537437836
