miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,2.420147149635864e-11,7.308413450851089e-13,9.999144565112967e-09,2.61930147907505e-14,1.0001769943962609e-10,1.7293652606457333e-13,5.668388393024905e-15,1.2095126543201218e-14,1.5999981838181027e-07,3.690468843332722e-15,8.999997490916267e-08,4.066583090237746e-15,2.1320087425453327e-14,1.3999999941821217e-06,6.999997262149986e-10,2.389487788409245e-16,3.5002447050564644e-22,6.912458542775626e-22,4.561946391310273e-18,5.6182459591336476e-18,1.9999991996443436e-08,7.344786131983403e-15,3.8716224352018945e-18,3.5341013857258384e-18,5.915881117090416e-16,2.499990584794196e-09,1.0947917562625725e-15,6.72961668446379e-15,3.3999999969488104e-06,2.5719473256432987e-15,6.142373476899932e-17,1.2666189496416094e-16,4.3364761472982593e-16,3.9241707372869437e-17
1100,2.4173789398333065e-11,7.60103703214642e-13,9.999148809011762e-09,2.5753829485934038e-14,1.0002643942726353e-10,1.814520733713353e-13,6.041783049461136e-15,1.3360153029737e-14,1.5999977864020208e-07,3.8163046095963115e-15,8.999997440485099e-08,4.965741993635066e-15,2.226764098243282e-14,1.3999999927796842e-06,6.99999666933221e-10,3.119756613224196e-16,4.402774047483245e-22,7.046316185679447e-22,5.7190532594715894e-18,6.0675569987031105e-18,1.9999991753679247e-08,8.96661324670578e-15,4.104118692500977e-18,3.990678509317021e-18,8.422512888029258e-16,2.4999906092783984e-09,1.4864057650900252e-15,8.667446420129433e-15,3.399999996024199e-06,2.9222702658511143e-15,5.375176976303255e-17,1.220979221832885e-16,5.553251250761121e-16,4.8795974246351796e-17
1200,2.4117463081418404e-11,9.017996504398661e-13,9.999038327816537e-09,2.894320103694104e-14,1.0003121441281882e-10,2.1853575244219206e-13,6.679812047531701e-15,1.5541674594299824e-14,1.5999975158465446e-07,4.052597316955198e-15,8.999997019527205e-08,5.258594038929417e-15,2.6275618253665386e-14,1.3999999918362818e-06,6.999996307244155e-10,3.2760755033042406e-16,4.2170988954924638e-22,8.4746053448787e-22,7.029571065485575e-18,6.956917286834258e-18,1.999999126287963e-08,9.924584871267379e-15,5.416745813708444e-18,3.9241543597506416e-18,8.275562229924838e-16,2.4999879547439275e-09,1.5455892940001058e-15,8.943347108359882e-15,3.3999999953695174e-06,3.7119654578997275e-15,6.893813986510595e-17,1.3342185808855063e-16,6.12372698763867e-16,6.155309906344516e-17
1300,2.39983814403846e-11,9.358882001401404e-13,9.998973704545811e-09,3.177416726525434e-14,1.0004596598686417e-10,2.2862730217799297e-13,8.025107697051145e-15,1.619754209188474e-14,1.5999971831973634e-07,4.6825168158820774e-15,8.999996233675114e-08,5.4156980339842875e-15,2.949529653119529e-14,1.399999991135841e-06,6.999996389921096e-10,3.6033501919988118e-16,4.853713825002958e-22,9.197420429607041e-22,7.596193879690558e-18,8.068617790972704e-18,1.9999989651149663e-08,1.2041677606448748e-14,5.303635623554849e-18,4.691732153332311e-18,8.546704035475101e-16,2.499987049200152e-09,1.7075916158435314e-15,1.0370411114828697e-14,3.3999999953166532e-06,4.62233383129746e-15,7.335704285825794e-17,1.6012309217081854e-16,6.503870181414581e-16,6.735409708778443e-17
1400,2.390062914333313e-11,9.678575083895172e-13,9.998921485157007e-09,3.3801871259570846e-14,1.0005415392227793e-10,2.888718834222702e-13,8.882231536619674e-15,1.7918585974889548e-14,1.5999967702047403e-07,4.9554750824652715e-15,8.999995909607742e-08,6.3814547859061625e-15,3.2762141076901086e-14,1.3999999890405958e-06,6.999995783578724e-10,4.488865102010964e-16,6.039985404204709e-22,1.1193313440895268e-21,8.442150705672663e-18,8.867248189406779e-18,1.9999987167492033e-08,1.0880987684720852e-14,6.163937002528659e-18,5.446273333882796e-18,9.673600341542433e-16,2.4999862642017963e-09,1.950439453294455e-15,1.1762449697327667e-14,3.399999993914056e-06,4.373625468508852e-15,9.771972153202932e-17,1.7919821382273649e-16,7.590186293700959e-16,6.796185577249735e-17
1500,2.3888008209329684e-11,1.0737283274292117e-12,9.998789408642947e-09,3.648054056618539e-14,1.0004926142344084e-10,2.7671443533254973e-13,9.087202219468473e-15,1.790468373272471e-14,1.5999967640264542e-07,5.1834539536991434e-15,8.999995786392594e-08,6.6283154385541975e-15,3.773227751770367e-14,1.3999999884495019e-06,6.99999527099757e-10,4.1939557669786107e-16,6.089314587356974e-22,1.031543521867716e-21,8.693409875684458e-18,8.484034940709529e-18,1.999998652605026e-08,1.3421919933751765e-14,7.128357903309672e-18,5.671278645452559e-18,1.250231789325348e-15,2.4999846243868616e-09,2.2284435876513916e-15,1.2837581746938329e-14,3.3999999940110896e-06,5.262233188831179e-15,1.0393311529064897e-16,1.945284374972842e-16,7.580107028751781e-16,7.583934721411009e-17
1600,2.3791515843113483e-11,1.1329422952683673e-12,9.998727326169741e-09,3.7189487158868857e-14,1.0006386768624445e-10,3.1088567577565154e-13,9.796596461385076e-15,1.9671887926217417e-14,1.5999961673156908e-07,5.537123925303919e-15,8.999995616901452e-08,6.76061269709393e-15,3.8409081748026466e-14,1.3999999871886954e-06,6.999994610519475e-10,5.320478336829388e-16,6.362522678495605e-22,1.16262691251539e-21,1.1200923536443343e-17,9.712783101494883e-18,1.999998625955788e-08,1.4020837779081474e-14,7.479625582783082e-18,6.175608804657173e-18,1.2793608558749209e-15,2.499984423442887e-09,2.380915390722641e-15,1.458867676200194e-14,3.3999999926639527e-06,5.639713283930674e-15,9.921089301332885e-17,2.0601712974368313e-16,8.602878581767434e-16,8.191630155316635e-17
1700,2.369385476295697e-11,1.210758247626895e-12,9.998613403820099e-09,4.073381145254079e-14,1.0006450433470564e-10,3.6498908338168666e-13,1.0640978020007346e-14,2.0172893527801885e-14,1.5999957779965363e-07,6.202592967595194e-15,8.999994923080818e-08,7.501157842665155e-15,4.319676560954705e-14,1.3999999860756255e-06,6.99999450244317e-10,5.288243322283167e-16,7.283657955547518e-22,1.4215938870736319e-21,1.1575181596951265e-17,1.185753288807894e-17,1.9999983935890407e-08,1.4927307506907435e-14,8.187240328901549e-18,6.5680143749396126e-18,1.245796100472667e-15,2.49998337104881e-09,2.6936162697176084e-15,1.4997360446088878e-14,3.399999992174661e-06,5.654011775648129e-15,1.0887036239972272e-16,2.311268355639532e-16,9.962392219232927e-16,9.610909023151729e-17
1800,2.356669311715551e-11,1.2548131260951695e-12,9.998488905621468e-09,4.1647108459803483e-14,1.000784022510024e-10,3.732097300723605e-13,1.2685453884603166e-14,2.1976829345647242e-14,1.5999955658875064e-07,6.4570525181591795e-15,8.999994878896259e-08,7.785021708373344e-15,4.3303324750226155e-14,1.3999999843557683e-06,6.999993927378988e-10,6.166935065999668e-16,7.87322029112939e-22,1.3425812673708222e-21,1.2021410459482605e-17,1.1816840442141399e-17,1.999998284588164e-08,1.5609843159529557e-14,8.411316552314401e-18,7.734559784715092e-18,1.4859277992469337e-15,2.499980387109402e-09,3.032607546246106e-15,1.5676954887357442e-14,3.399999992429625e-06,6.841368362940515e-15,1.226920963048176e-16,2.5071111045111946e-16,1.0669450178355452e-15,9.799653205361793e-17
1900,2.357098243738457e-11,1.4028825771014823e-12,9.998409103215004e-09,4.501553758194172e-14,1.0008800678295959e-10,3.9040307996609174e-13,1.3491954822357635e-14,2.253260480999449e-14,1.59999547517375e-07,6.65741321239926e-15,8.99999419795006e-08,8.385197136868848e-15,4.512638504432497e-14,1.3999999850559056e-06,6.99999376237399e-10,6.160284894859742e-16,7.996381213850934e-22,1.5356358802042183e-21,1.2899532968690848e-17,1.2222624038904519e-17,1.9999982120504947e-08,1.879876600577253e-14,9.010473401757122e-18,7.959137700894103e-18,1.4996864840062707e-15,2.499980357349312e-09,3.227698551636502e-15,1.671704468219789e-14,3.399999991841941e-06,6.908146879735938e-15,1.342270502272381e-16,2.6225800633331166e-16,1.082138229877179e-15,1.0286779191449815e-16
2000,2.3510254870365896e-11,1.4351574364553311e-12,9.998423413700624e-09,4.7040700004896675e-14,1.0008727712559764e-10,4.3416196599258133e-13,1.4177675797882787e-14,2.4332252988395572e-14,1.5999950926929837e-07,6.988860858096988e-15,8.999994222625289e-08,8.910306406449987e-15,5.223537449639627e-14,1.399999983661393e-06,6.999992883121408e-10,6.6796917292411355e-16,8.65835178280812e-22,1.571065176111407e-21,1.4357541911514408e-17,1.3527249495702832e-17,1.9999981821894896e-08,1.8271341223651986e-14,1.014018166533488e-17,8.761096568047973e-18,1.6545915576543947e-15,2.499978628261891e-09,3.335630579397842e-15,1.8481053246692037e-14,3.39999999043345e-06,7.64070980361469e-15,1.4618921648248116e-16,2.9322174554707626e-16,1.0900486986371279e-15,1.1406297294766368e-16
2100,2.3440937366858925e-11,1.537796064890901e-12,9.998262636137897e-09,4.7841524648247936e-14,1.0009179735243596e-10,4.679807670747623e-13,1.5164645555569834e-14,2.6198226623573823e-14,1.5999948064645604e-07,7.359515310077675e-15,8.999993902042956e-08,9.064972389036909e-15,5.352824932204292e-14,1.3999999820649033e-06,6.999992967893808e-10,6.821853614939022e-16,9.510287363204045e-22,1.743536459829964e-21,1.3600936012217823e-17,1.4245820370851802e-17,1.999997866200908e-08,2.0698119876958522e-14,1.0579602918559162e-17,8.907300971286384e-18,1.8255766069194017e-15,2.4999767104825825e-09,3.4364361013662264e-15,2.010184615045613e-14,3.3999999906602323e-06,7.582988689296162e-15,1.3645204596872374e-16,3.1748419007692564e-16,1.2583823094653396e-15,1.2216683150664367e-16
2200,2.3357288656848174e-11,1.5242668068024305e-12,9.998187053970726e-09,5.049025934092042e-14,1.0010993049695908e-10,4.859673895895059e-13,1.6328985957096772e-14,2.6469317371117177e-14,1.5999947939982355e-07,8.164403629750749e-15,8.99999348629913e-08,9.7619302461014e-15,5.587416856849439e-14,1.3999999817533274e-06,6.999992796636808e-10,7.79701404360204e-16,9.272786620556446e-22,1.943118900818679e-21,1.5859793515883032e-17,1.5896951204240216e-17,1.999997727046905e-08,2.224641543274843e-14,1.149162435547941e-17,9.124114499442379e-18,1.9526352104668915e-15,2.4999754886865996e-09,3.4855229118628932e-15,2.0620456465207635e-14,3.3999999898824545e-06,8.510265659693028e-15,1.6414994972260066e-16,3.2599411676184776e-16,1.2281690211806554e-15,1.2179138119513645e-16
2300,2.320985904592704e-11,1.6636559350576265e-12,9.998152778460298e-09,5.4197319148058383e-14,1.0011657235149725e-10,5.202187134463736e-13,1.698278636708872e-14,2.758659422615328e-14,1.5999942079782009e-07,8.089314632490483e-15,8.99999300379715e-08,9.971359935536736e-15,6.016495424310663e-14,1.3999999807590513e-06,6.999992151365882e-10,8.204311830800886e-16,1.0718695503592633e-21,1.940560990866784e-21,1.657223556586612e-17,1.5968664085521526e-17,1.9999978391193723e-08,2.291607949337344e-14,1.1962006046811345e-17,9.629455274905239e-18,1.9855710856333577e-15,2.499974073656257e-09,3.67345854254875e-15,2.2086513065672175e-14,3.3999999896227123e-06,9.1169650146101e-15,1.6858425702656852e-16,3.485384079847811e-16,1.4236015267811399e-15,1.3436008346422785e-16
2400,2.311346533787623e-11,1.7213004066847908e-12,9.998053326031242e-09,5.3314167014933133e-14,1.001196110007037e-10,5.467041737258694e-13,1.711526173791666e-14,3.01462070677801e-14,1.599993879867342e-07,8.796169837347314e-15,8.999992354881457e-08,1.0630748169586376e-14,6.453799960270245e-14,1.3999999791348703e-06,6.999991477165971e-10,7.9670245082416545e-16,1.0670190219672371e-21,2.0077243295310236e-21,1.73056370064157e-17,1.6671098189936858e-17,1.999997502974702e-08,2.3847006130406723e-14,1.2645337483189016e-17,9.95349852722721e-18,2.0801192546632022e-15,2.4999740823611548e-09,4.142705179859948e-15,2.3413320371858782e-14,3.3999999882831043e-06,8.885539736578536e-15,1.7140496920651972e-16,3.7379388906325306e-16,1.3984231080337715e-15,1.3667241337680644e-16
2500,2.306278252775953e-11,1.825210520535533e-12,9.997905724101463e-09,5.5907050693602113e-14,1.0011813899128644e-10,5.456621525716884e-13,1.9100341409214842e-14,3.05442259450388e-14,1.599993902839375e-07,9.280269267059005e-15,8.999992543755218e-08,1.1055614450324233e-14,6.712424411101755e-14,1.3999999770865373e-06,6.999991025633749e-10,8.662022847728843e-16,1.190326946869361e-21,2.0408702828437717e-21,1.7175291527605292e-17,1.8488896904800377e-17,1.999997511111156e-08,2.610460967488124e-14,1.2810160062442441e-17,1.0718290531249386e-17,2.2269930336052436e-15,2.4999723518057348e-09,4.063750137430657e-15,2.3837934589673036e-14,3.3999999876203073e-06,9.555427114811085e-15,1.8032499028866681e-16,3.6951638899335806e-16,1.576785877870635e-15,1.480014117189519e-16
2600,2.3011360615370095e-11,1.8256676931641234e-12,9.997840247750984e-09,6.057887390586855e-14,1.0013695123929604e-10,5.808523059996418e-13,1.9427455373705843e-14,3.240601377252731e-14,1.5999932277518365e-07,9.38257128262534e-15,8.999991887783756e-08,1.1755060545098188e-14,7.039671975206143e-14,1.3999999767397711e-06,6.99999055403593e-10,8.619764906104678e-16,1.1602171105973531e-21,2.312998640740647e-21,1.8420869226303284e-17,1.930991353191559e-17,1.9999974177801955e-08,2.653228843141554e-14,1.2864173944443135e-17,1.1269633172512862e-17,2.3441323897929533e-15,2.499971306907703e-09,4.410207137289781e-15,2.5661280407965912e-14,3.3999999872980985e-06,9.96205502575382e-15,1.8120526498130358e-16,3.766973776703735e-16,1.5905688394339187e-15,1.555321010504336e-16
2700,2.292972100446358e-11,1.9552719911143527e-12,9.997854459042793e-09,6.165561462169289e-14,1.001438072494122e-10,6.137165958809223e-13,2.0653370834447468e-14,3.2956469003380614e-14,1.5999931193232643e-07,9.605016246380648e-15,8.999991480689281e-08,1.1847996530223398e-14,7.396235800361287e-14,1.3999999763242466e-06,6.999990121479872e-10,9.481491808910482e-16,1.2020275830424388e-21,2.3014272337869567e-21,1.8665754133525616e-17,1.9302850716540913e-17,1.9999973434872994e-08,2.875015371334105e-14,1.412633156290685e-17,1.1408091304942612e-17,2.3282537125489362e-15,2.499969299190733e-09,4.5523287707533154e-15,2.6031027444486374e-14,3.399999987541549e-06,1.037157300225454e-14,2.0806795163547237e-16,4.121628005777082e-16,1.7000555958735969e-15,1.6041356587870257e-16
2800,2.286726945638687e-11,1.967967024133033e-12,9.997708949961669e-09,6.283570185774181e-14,1.0014320486340614e-10,6.492401281730738e-13,2.1262211754679775e-14,3.400624053742003e-14,1.5999928824842898e-07,1.0099347880573962e-14,8.999991099422627e-08,1.2813087611237018e-14,7.567136812629413e-14,1.3999999739431546e-06,6.999990100133064e-10,9.94950546429589e-16,1.3387698555213491e-21,2.5525592346000648e-21,2.0560749956975396e-17,1.9567149568833372e-17,1.999997058097181e-08,2.8405218757624987e-14,1.513550174844064e-17,1.2865702983639818e-17,2.5922395812012164e-15,2.499967544636353e-09,4.674192289686774e-15,2.7687610675819395e-14,3.3999999869380926e-06,1.0850948237474934e-14,2.0328473054453023e-16,4.2560124193141063e-16,1.732844366374495e-15,1.689268889707729e-16
2900,2.278985282250038e-11,2.0978495842292266e-12,9.99763828422634e-09,6.573161886494183e-14,1.0014713042453797e-10,6.68531686660005e-13,2.1132108736074183e-14,3.564361539370587e-14,1.599992407073156e-07,1.0484334634792084e-14,8.999990670947481e-08,1.3000851700475108e-14,7.894804966673039e-14,1.3999999736661941e-06,6.999989751772e-10,1.0104780667022728e-15,1.3121948113286656e-21,2.5479800391060696e-21,2.1741287236697075e-17,2.0112061696247595e-17,1.9999970173158182e-08,2.981561525132576e-14,1.4975914379616794e-17,1.2385018656238273e-17,2.609188316102928e-15,2.499965895178131e-09,5.068711436823638e-15,2.920872416518838e-14,3.3999999855478464e-06,1.1876379292776034e-14,2.0780440478061183e-16,4.491369935946997e-16,1.8605498306713386e-15,1.7071792683655165e-16
3000,2.2716457891372488e-11,2.118224612004247e-12,9.997598295358543e-09,6.863051899998706e-14,1.0015988839622199e-10,6.824923139639447e-13,2.2877692888126938e-14,3.593303044966209e-14,1.599992463116961e-07,1.1081321331054125e-14,8.999990712135288e-08,1.3157867789939606e-14,8.247293523297689e-14,1.3999999720519761e-06,6.999988925979218e-10,1.0234229992213103e-15,1.4219289058625175e-21,2.7574810548260503e-21,2.1510179902256382e-17,2.2078323319702867e-17,1.9999968590123447e-08,3.1746541823812815e-14,1.593639617091485e-17,1.3048077433048347e-17,2.6981967764406834e-15,2.4999643019043772e-09,5.079809273283075e-15,2.950262411588522e-14,3.3999999851537656e-06,1.2154405155083414e-14,2.2933571582592083e-16,4.566910967186991e-16,1.9143086781300742e-15,1.8151716218778023e-16
3100,2.2622472749039355e-11,2.1824228913380227e-12,9.99742857095045e-09,7.006313291730471e-14,1.0016462546821664e-10,7.052005612180365e-13,2.3581507139072365e-14,3.705779400707383e-14,1.5999919058239881e-07,1.104493301998817e-14,8.999990351849281e-08,1.3897250288218436e-14,8.169290398563853e-14,1.399999971047042e-06,6.999988366250699e-10,1.1088163493904e-15,1.4928002149238376e-21,2.800869852108643e-21,2.246385133469403e-17,2.2323780109669426e-17,1.9999966698901965e-08,3.2625864867147886e-14,1.6017800283263888e-17,1.3985631535214328e-17,2.756789665389614e-15,2.4999633180316514e-09,5.459186556899045e-15,2.985901721484673e-14,3.39999998532594e-06,1.2048026002976473e-14,2.409632206929806e-16,4.648265235712492e-16,2.012329314812379e-15,1.8435282146863488e-16
3200,2.2516942476464036e-11,2.2796251253921107e-12,9.997336274131e-09,7.217448395375938e-14,1.0016647188598209e-10,7.150015102827036e-13,2.403615657275397e-14,3.920473419576261e-14,1.5999918961393448e-07,1.1855815450741192e-14,8.999990033088838e-08,1.459792685788565e-14,8.766706112637471e-14,1.399999970488849e-06,6.999988586382904e-10,1.137049980169105e-15,1.5557028487945583e-21,2.7954269217406466e-21,2.4248906670370722e-17,2.298572488217664e-17,1.9999966262782412e-08,3.265022719992549e-14,1.7313210259526535e-17,1.4774585775034273e-17,2.788889102576454e-15,2.4999633862367167e-09,5.680254712846251e-15,3.149248071558e-14,3.39999998424114e-06,1.2442294526347317e-14,2.2842772901065957e-16,4.84256963944255e-16,1.986245443940371e-15,1.9549230406052869e-16
3300,2.2461977785995374e-11,2.3610031387834207e-12,9.997361390773485e-09,7.3240124986232e-14,1.0018459301916656e-10,7.787141014340531e-13,2.530911065181421e-14,4.075829658955687e-14,1.5999912268557237e-07,1.1938334405004916e-14,8.999989296964564e-08,1.4468084910094363e-14,9.170550816719217e-14,1.3999999700294003e-06,6.999987484659153e-10,1.2165106057740792e-15,1.5604868136171059e-21,2.8632870085541176e-21,2.463944708718872e-17,2.4716622417423848e-17,1.99999642396127e-08,3.50099908988913e-14,1.8215386637074665e-17,1.511225370236673e-17,2.970410770838132e-15,2.49996186143336e-09,5.797541212324703e-15,3.334543774297704e-14,3.399999983789532e-06,1.3432203516489848e-14,2.5678497153383333e-16,5.14654030326573e-16,2.0701934973316752e-15,2.0124008874477971e-16
