miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,2.419252166059384e-11,7.081689913376308e-13,9.99923337406016e-09,2.6562047207408963e-14,1.0002603451251392e-10,1.6082739959659218e-13,5.682503447806473e-15,1.253241170214888e-14,1.5999981192635364e-07,3.811218514158481e-15,8.999997401757512e-08,4.6224805990902525e-15,1.9316552603884457e-14,1.399999992841018e-06,6.999997177995045e-10,2.327102070898416e-16,3.1297822794790627e-22,5.646085583204752e-22,4.594702091177881e-18,4.44860694741022e-18,1.9999991706192902e-08,8.26221965164698e-15,3.644061127061672e-18,3.202542289728932e-18,6.973745671085268e-16,2.499990932860939e-09,1.2710145897859344e-15,6.5588762601475806e-15,3.399999996919465e-06,2.867406271357449e-15,5.670630239541232e-17,1.0786668982229542e-16,4.753236077070952e-16,4.883283839863069e-17
1100,2.4091622663723623e-11,7.539025154500292e-13,9.999129595196952e-09,2.7127624836027636e-14,1.0002901697148254e-10,1.8078990268498366e-13,6.1221932502362256e-15,1.3298834021757952e-14,1.5999978407482503e-07,4.174773384889198e-15,8.999997180768115e-08,4.5877803523514284e-15,2.502137653513368e-14,1.399999991994049e-06,6.999996996664746e-10,2.7452937049749415e-16,3.62318230618831e-22,7.735150343389916e-22,5.3897385918547015e-18,5.217706991108865e-18,1.999999079642425e-08,9.244363785724567e-15,4.584758990231604e-18,4.125785280024099e-18,7.74408406572089e-16,2.499989965219656e-09,1.4395278317755302e-15,8.112240584080143e-15,3.39999999546239e-06,3.5006277185285857e-15,6.527363812305686e-17,1.3863463599746758e-16,4.86484611620352e-16,5.3893778578550034e-17
1200,2.402455524042086e-11,9.124227924378046e-13,9.999049371597533e-09,2.8072288465665383e-14,1.000394624971637e-10,2.0566958288966949e-13,7.213169650186151e-15,1.4005595202181033e-14,1.5999976008194494e-07,4.201066189282652e-15,8.999997005807792e-08,5.3060454281423654e-15,2.6985653070718932e-14,1.399999991442859e-06,6.99999614206365e-10,3.6931821734462796e-16,4.920162447974374e-22,7.423426748049193e-22,7.48203889042946e-18,7.777010471534458e-18,1.9999989919149915e-08,1.0853136719314893e-14,5.102070891062108e-18,3.923113249026473e-18,9.554481247339733e-16,2.4999896894776282e-09,1.519293853735267e-15,8.585641650615913e-15,3.399999995384102e-06,3.812273137265766e-15,6.156508647104514e-17,1.5118483690896708e-16,6.117375447393787e-16,6.073221429868847e-17
1300,2.400914220872804e-11,9.628895697665697e-13,9.998914292341967e-09,3.021967370186984e-14,1.0003771372736208e-10,2.3966159807706137e-13,8.418635016476195e-15,1.5891235094554292e-14,1.5999972326717085e-07,4.901592192429299e-15,8.999996285273457e-08,5.52882155890858e-15,3.095086661786029e-14,1.3999999903211863e-06,6.9999964461753e-10,3.4607551091520833e-16,5.063057976895255e-22,9.173633484883037e-22,7.866225211725772e-18,7.230904419082918e-18,1.999998883095534e-08,1.069948590512516e-14,5.9387079150752e-18,4.769254595644917e-18,8.31038402694989e-16,2.4999872640422335e-09,1.6855472963739003e-15,9.803789235906278e-15,3.3999999947202413e-06,4.144676728496254e-15,8.132758120352973e-17,1.467089974298411e-16,7.269853335668344e-16,6.139672600551478e-17
1400,2.3877208567540086e-11,9.823837643607505e-13,9.99890471801468e-09,3.488825591319031e-14,1.0004892957404446e-10,2.885415573994955e-13,9.208808556508895e-15,1.8053462112585923e-14,1.599997063925324e-07,4.838977003600845e-15,8.999996334968302e-08,6.043725755744094e-15,3.2414878581624504e-14,1.3999999884521833e-06,6.999995924969386e-10,4.3584636054227333e-16,5.565962779448057e-22,1.026422970244988e-21,9.36045424419538e-18,7.787068167854314e-18,1.9999988970693266e-08,1.3288045746462684e-14,5.675414638874507e-18,4.877054985041286e-18,1.0228617251605759e-15,2.4999854288552894e-09,1.9849759551388428e-15,1.1403949624487681e-14,3.399999993746494e-06,4.369019896996761e-15,9.596770623699209e-17,1.849618025055382e-16,7.524915930310495e-16,6.792358987960974e-17
1500,2.3798275565781077e-11,1.1007655262588122e-12,9.99875763995762e-09,3.516884694654958e-14,1.0005696325678627e-10,2.894788937672285e-13,8.94417033793882e-15,1.846701233318241e-14,1.5999965026652003e-07,5.368308353524999e-15,8.999995919067076e-08,6.545052181012223e-15,3.6616210975205105e-14,1.3999999880502124e-06,6.999995036617541e-10,4.540174961360347e-16,6.218393362526021e-22,1.0910269999305415e-21,8.445458399565824e-18,9.312278760289586e-18,1.999998559098211e-08,1.224418578650314e-14,6.891924887201874e-18,5.362944892623135e-18,1.0806734709455749e-15,2.49998524416014e-09,2.275912422899348e-15,1.323547605174688e-14,3.3999999934193913e-06,5.193892461836441e-15,1.0383956200470873e-16,2.0718743758546013e-16,7.574187559606952e-16,8.13140667948019e-17
1600,2.3728988828552675e-11,1.1966864635709644e-12,9.998655281563514e-09,3.7177469847494274e-14,1.0006149667105627e-10,3.3842886424573237e-13,1.0271276413760259e-14,1.914598227745041e-14,1.5999962761863012e-07,5.50613845426588e-15,8.99999525597003e-08,7.341323079880122e-15,4.0462029276050564e-14,1.3999999879867807e-06,6.999994975279933e-10,5.167501346347881e-16,6.387995565832826e-22,1.3213378894492244e-21,9.525601578565398e-18,9.313396171612355e-18,1.9999984605929944e-08,1.459685453619035e-14,7.416144796718561e-18,6.144255595997602e-18,1.2143171090258973e-15,2.499982818861827e-09,2.5191736742586652e-15,1.4663006894518343e-14,3.3999999929621376e-06,5.254338063096901e-15,1.1375221586937313e-16,2.0625109990867668e-16,8.855635803845587e-16,8.257633595650525e-17
1700,2.3654039868397286e-11,1.17399442340315e-12,9.998647654939666e-09,4.053518683709902e-14,1.0007174779388782e-10,3.357890879811543e-13,1.1843488120269094e-14,1.9968214230710682e-14,1.5999961354207602e-07,6.294559496512493e-15,8.999995305993359e-08,7.812868313567841e-15,4.3809036614878915e-14,1.399999985793702e-06,6.999994901077201e-10,5.224246158146745e-16,7.017939018354117e-22,1.4220048575419677e-21,1.0306991671918171e-17,1.0181630676149572e-17,1.9999985212843586e-08,1.4675016324291515e-14,8.646631151057873e-18,6.772015354870154e-18,1.3657322732225325e-15,2.4999822790384895e-09,2.5979201622831096e-15,1.5102761217292953e-14,3.399999993071192e-06,6.1964515450623055e-15,1.1577610447352968e-16,2.25465664995401e-16,8.988844982570804e-16,9.146191806149811e-17
1800,2.3663469104912763e-11,1.3088660463181135e-12,9.998553431486225e-09,4.0861374354212406e-14,1.0008236787048054e-10,3.838606771387494e-13,1.1614716904330348e-14,2.1911157049836333e-14,1.5999954878105287e-07,6.755653548400801e-15,8.999994653078694e-08,8.181420000578651e-15,4.499604349860816e-14,1.3999999847987695e-06,6.999993893540192e-10,5.89447912206433e-16,7.42943151237536e-22,1.5084132862809498e-21,1.2495538186268659e-17,1.1058475562091993e-17,1.9999982332771516e-08,1.6439329977905623e-14,9.163661986394706e-18,7.525361597000418e-18,1.4774996776964772e-15,2.499981997794609e-09,2.819654563182006e-15,1.6814061495003592e-14,3.3999999917081468e-06,6.359783505604404e-15,1.2156234776427177e-16,2.6267711244387885e-16,1.0131834205918088e-15,1.004306434750105e-16
1900,2.3581706893875523e-11,1.3582764383190543e-12,9.998463279861752e-09,4.4963512757122655e-14,1.0008018283047432e-10,3.833366159552806e-13,1.2567175508547208e-14,2.261125264500602e-14,1.5999955560936104e-07,6.718434812932293e-15,8.999994327041691e-08,8.469012997119304e-15,4.765998434970957e-14,1.399999984091557e-06,6.999993372376957e-10,6.370652972731874e-16,8.123367894595068e-22,1.4491188667582429e-21,1.2027108940302054e-17,1.3498245987586955e-17,1.999998270978051e-08,1.698659759388079e-14,9.458889402639814e-18,7.807018804025207e-18,1.5360551866319053e-15,2.4999798910360615e-09,3.1221080312942097e-15,1.7308238447244434e-14,3.399999991427542e-06,6.8602329143949e-15,1.217307777391574e-16,2.837605891617068e-16,1.0570721436146483e-15,1.0947213171036541e-16
2000,2.3486168177074666e-11,1.4391948737485073e-12,9.998362135773182e-09,4.5301587550285946e-14,1.0008365714206474e-10,4.4254955088878993e-13,1.4234746092410887e-14,2.4138997023841105e-14,1.5999949200121352e-07,7.131869246635241e-15,8.999994034273798e-08,9.11767850339733e-15,4.983765810689372e-14,1.3999999827535496e-06,6.999993484585773e-10,6.348967583992816e-16,9.195546428592752e-22,1.6693415634983807e-21,1.423919674017806e-17,1.355653404688984e-17,1.9999981796706783e-08,2.0457238937541414e-14,9.793193988075664e-18,7.854193264559317e-18,1.7277318188012776e-15,2.4999789292712178e-09,3.406480166280262e-15,1.8351125519860736e-14,3.3999999910001352e-06,7.27892592026861e-15,1.452534777607142e-16,2.7590793294679337e-16,1.1315249102338797e-15,1.1132515945480217e-16
2100,2.3418001142502334e-11,1.5388608768999982e-12,9.998310556074098e-09,4.879434680118599e-14,1.000995229090338e-10,4.692043876808997e-13,1.502431209362345e-14,2.571078118181485e-14,1.5999946752479988e-07,7.777014660282927e-15,8.999993748307834e-08,9.070528283072892e-15,5.515066695641858e-14,1.3999999819434265e-06,6.999993124218013e-10,6.814024316491718e-16,8.816294655207984e-22,1.8128173402145705e-21,1.3425157466053077e-17,1.483038054897132e-17,1.999997884446289e-08,2.0329133449247534e-14,1.073845318180708e-17,8.605501252701218e-18,1.8810943940310646e-15,2.499977216499993e-09,3.46786154416548e-15,1.9159935853101745e-14,3.3999999898793785e-06,7.756895677877602e-15,1.5099890814364582e-16,3.1866007301159086e-16,1.2264533333034255e-15,1.1661922775630668e-16
2200,2.326413251954227e-11,1.5849581521917955e-12,9.998160579240734e-09,5.153849981658773e-14,1.001040584375536e-10,4.935317302555875e-13,1.5028763564348724e-14,2.6512177778032964e-14,1.599994581859792e-07,7.861494907448555e-15,8.999993426533973e-08,9.795172694865265e-15,5.692955892359095e-14,1.3999999803783504e-06,6.99999221650164e-10,7.111234829595701e-16,9.789675179544513e-22,1.7843451191285327e-21,1.5398288817377628e-17,1.532178542955892e-17,1.9999978013019654e-08,2.1902217983033888e-14,1.072821203275313e-17,9.283636532385267e-18,1.919386414641435e-15,2.4999762237923365e-09,3.6841683775506756e-15,2.1220951220186884e-14,3.399999989900962e-06,7.913540522417415e-15,1.6334266320369077e-16,3.100359705800127e-16,1.2388159009929771e-15,1.1904502658065114e-16
2300,2.324091619702771e-11,1.6293212568210552e-12,9.99811498708782e-09,5.1294060292965727e-14,1.0010663527268365e-10,5.010976737047398e-13,1.7275584305595463e-14,2.7382194723141776e-14,1.599994088053416e-07,8.072650807582383e-15,8.99999279240647e-08,9.999496489936652e-15,6.200690894951911e-14,1.3999999806298146e-06,6.999991808444482e-10,7.66905986285263e-16,1.0056651090777766e-21,1.9422827164361856e-21,1.5986368275613138e-17,1.7009916541624042e-17,1.9999977897639893e-08,2.2043930540971977e-14,1.1205483951053226e-17,9.404558088323239e-18,1.8592878676747156e-15,2.4999745912375726e-09,3.919854608002842e-15,2.235149096506763e-14,3.39999998886968e-06,8.509579534639431e-15,1.6550596864429053e-16,3.523303437992326e-16,1.3694386386282613e-15,1.3562752525480587e-16
2400,2.3138775644744407e-11,1.6801849864073674e-12,9.997986396548814e-09,5.457617652149025e-14,1.0012153081529616e-10,5.404137254150427e-13,1.8217239249102242e-14,3.006272980568821e-14,1.5999939145353362e-07,8.84222303742121e-15,8.999992641423303e-08,1.0578515375421907e-14,6.218428899743515e-14,1.3999999786031284e-06,6.999991502233008e-10,7.87255609307073e-16,1.1184245224071453e-21,2.04858311786303e-21,1.7350379872938177e-17,1.7096764536481655e-17,1.9999976371407473e-08,2.3043558356360302e-14,1.2747701253643202e-17,1.0353040580696643e-17,2.1176865076988357e-15,2.499973738085974e-09,4.104958734669489e-15,2.2300027295103813e-14,3.399999989080986e-06,8.996386375350468e-15,1.6220102841874361e-16,3.695433288822278e-16,1.44989043039201e-15,1.3440758238326926e-16
2500,2.3133827162069708e-11,1.7860414767774594e-12,9.998022753621659e-09,5.739393518411386e-14,1.0012254611946036e-10,5.440406263567684e-13,1.7906228015386464e-14,3.0662065349435334e-14,1.599993494185057e-07,9.202366426888311e-15,8.99999213848698e-08,1.1397353000619462e-14,6.479255364386507e-14,1.3999999781797093e-06,6.999990798592062e-10,8.264422981030877e-16,1.1160497778309535e-21,2.2504872822047276e-21,1.8318229062671796e-17,1.8439648835108794e-17,1.9999974404556553e-08,2.6280140014736085e-14,1.3046662776401467e-17,1.1143390464754446e-17,2.236206112393809e-15,2.4999713648476898e-09,4.2173995028244506e-15,2.3397696855959263e-14,3.3999999885184075e-06,9.654307830397363e-15,1.9000655395088014e-16,3.645738803290414e-16,1.5005384861250805e-15,1.448077478928206e-16
2600,2.296687067600365e-11,1.8906939782891405e-12,9.997921700802375e-09,5.762527195833883e-14,1.0013606797410529e-10,5.913443006636777e-13,1.8425549424793232e-14,3.24025774183914e-14,1.5999932266007838e-07,9.284591562302902e-15,8.999992084509758e-08,1.1594945225046511e-14,6.775732147215664e-14,1.3999999777035493e-06,6.999990504556852e-10,8.91046445502496e-16,1.172063546884236e-21,2.340080107825186e-21,1.8219009326189743e-17,1.883528303468159e-17,1.999997480324178e-08,2.606343584277902e-14,1.3833181634011594e-17,1.0891993779535259e-17,2.265465060611591e-15,2.49997067150306e-09,4.609262555898033e-15,2.5440046617474356e-14,3.3999999870907567e-06,9.835558013932625e-15,1.936332049804461e-16,3.8622873990722995e-16,1.6081767549721793e-15,1.5011830668792563e-16
2700,2.2916198318297125e-11,1.9405432802406904e-12,9.997809425483074e-09,6.059866125776083e-14,1.0013614440997467e-10,6.009059345631762e-13,1.948971805910709e-14,3.23082494097334e-14,1.599992910020967e-07,9.673101179168118e-15,8.99999166687304e-08,1.1973966478597955e-14,7.33141137809464e-14,1.3999999757202126e-06,6.999990456041942e-10,9.603201701222501e-16,1.2550604698024763e-21,2.367796998015547e-21,1.930684671198181e-17,1.9517173238557888e-17,1.999997227796723e-08,2.6645817917926966e-14,1.3545238541085113e-17,1.2318194062681222e-17,2.34751350021555e-15,2.4999701916533734e-09,4.7710465412542635e-15,2.6233141183321718e-14,3.3999999870265982e-06,1.0675369789003453e-14,1.9655414458755004e-16,3.9834791243496264e-16,1.6482062268472715e-15,1.6247832767518879e-16
2800,2.286185521385057e-11,1.9741125197083227e-12,9.99777281050178e-09,6.390992325179881e-14,1.0014140186920429e-10,6.153754745161247e-13,2.1308401445936138e-14,3.4782078728943274e-14,1.5999928655732127e-07,1.0382482016236567e-14,8.999991434666375e-08,1.2618188918807577e-14,7.355560167246268e-14,1.3999999741733447e-06,6.999990178591262e-10,9.44891821201724e-16,1.3112003629861785e-21,2.5190747815089568e-21,2.120842232808403e-17,2.074081598484532e-17,1.999997154906015e-08,2.8932871180719315e-14,1.4784142056656304e-17,1.2744514835016916e-17,2.4651939818499764e-15,2.4999672222322313e-09,4.6912627727991174e-15,2.6806417360584385e-14,3.3999999865036646e-06,1.0798767328980959e-14,2.1178457993813598e-16,4.1920696462943004e-16,1.7053725153075263e-15,1.681458160775455e-16
2900,2.2751043804943148e-11,2.015614053393771e-12,9.997651481230141e-09,6.536467922710593e-14,1.0014718083317938e-10,6.461433195731907e-13,2.221288090246533e-14,3.5469001240706147e-14,1.5999925871524443e-07,1.0552500935809236e-14,8.999991042145936e-08,1.284329175872432e-14,7.994998802179339e-14,1.3999999739335152e-06,6.999989866326817e-10,1.0426133319357633e-15,1.4006436804363414e-21,2.4886189620358086e-21,2.0706727198551534e-17,2.202810695932153e-17,1.999996962949607e-08,3.1082249859347215e-14,1.554512277319471e-17,1.2996489936999886e-17,2.6815579516938107e-15,2.4999663035369094e-09,4.907176896008676e-15,2.8918653610306885e-14,3.3999999858247686e-06,1.175444997258063e-14,2.228326404078018e-16,4.513686822944179e-16,1.761847015047882e-15,1.7464529563087598e-16
3000,2.2696430016873477e-11,2.084241938464954e-12,9.997506062676897e-09,6.818356072946807e-14,1.0015744082681336e-10,6.635059548617364e-13,2.220077596149936e-14,3.733300041258648e-14,1.5999921023741187e-07,1.0642208363623668e-14,8.999990233282753e-08,1.3187494888676285e-14,8.123859084562825e-14,1.3999999723667719e-06,6.999988953781606e-10,1.0761945523276998e-15,1.4055531582324455e-21,2.576732249716462e-21,2.2548849915290262e-17,2.2117580221568016e-17,1.999996974281194e-08,3.199782584854885e-14,1.5569046902427635e-17,1.3650188725055271e-17,2.655720661956037e-15,2.4999645836756807e-09,5.18443362748631e-15,2.904525238508723e-14,3.3999999854003674e-06,1.1613902701929648e-14,2.2832828180317995e-16,4.646340326870317e-16,1.9363499736116514e-15,1.8220346677629957e-16
3100,2.26498929222155e-11,2.152793154481943e-12,9.997514166660203e-09,7.018448284089996e-14,1.0016674142910274e-10,7.176537849785503e-13,2.4180293092499162e-14,3.81030210462728e-14,1.5999918064915186e-07,1.1302477873281944e-14,8.999990097930505e-08,1.4070745914733853e-14,8.22935521911228e-14,1.399999971406405e-06,6.999988487364871e-10,1.137378830357925e-15,1.4467835421165828e-21,2.8382942326488702e-21,2.3010201620668154e-17,2.1998243080027156e-17,1.9999966492601288e-08,3.197212664345412e-14,1.6587643050100662e-17,1.334927277199074e-17,2.8233624381980533e-15,2.4999649007681386e-09,5.47989667396575e-15,3.064325501801244e-14,3.3999999846808624e-06,1.1959338831207892e-14,2.37075189901165e-16,4.748083667268041e-16,1.9679349580297086e-15,1.82956776508416e-16
3200,2.258812744848431e-11,2.2852481226503857e-12,9.997352687828266e-09,7.143034287853588e-14,1.0016633320917769e-10,7.14442814951155e-13,2.3794458763208743e-14,3.895973225534197e-14,1.5999918443261227e-07,1.1476667875387034e-14,8.999989955034821e-08,1.459690343036197e-14,8.850275146218508e-14,1.3999999700810581e-06,6.999988061408113e-10,1.1635973141441087e-15,1.5099509032125868e-21,2.8678727068391372e-21,2.3830931197841024e-17,2.3020605596547542e-17,1.9999966084141877e-08,3.4604569866741624e-14,1.7629497670241355e-17,1.469597181049228e-17,2.932242089869247e-15,2.4999627787401726e-09,5.568287339247957e-15,3.1675211321399604e-14,3.3999999839862035e-06,1.3061192406342588e-14,2.471091384527659e-16,4.868589939432884e-16,2.037330861528855e-15,1.8862576668768154e-16
3300,2.247981458943499e-11,2.3047199063542955e-12,9.997251188341151e-09,7.49329406819358e-14,1.0018331199173969e-10,7.405967205496833e-13,2.4878979791059045e-14,3.931252702277798e-14,1.599991267977653e-07,1.2244917637437565e-14,8.999989383716026e-08,1.49429247134243e-14,8.938766954125194e-14,1.3999999704210726e-06,6.999988095903773e-10,1.2284715476736355e-15,1.5739191635306832e-21,2.943859509658837e-21,2.41254240475487e-17,2.489284332580365e-17,1.9999965807153246e-08,3.3663641218552373e-14,1.760302589736771e-17,1.4636199753747472e-17,2.9031265384838213e-15,2.4999608088398256e-09,5.9431416463647746e-15,3.201918703112052e-14,3.3999999835269444e-06,1.3282496317908553e-14,2.3989341225422646e-16,4.992032900062093e-16,2.120268063641602e-15,2.006841502331616e-16
