milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.5018955422027677e-11,-2.3690520540571346e-14,1.0000043238857712e-08,-6.548884343432326e-16,1.0000374589173637e-10,-1.604107582084288e-14,-5.372653030909612e-16,-1.13173181035814e-16,1.6000000672807863e-07,-3.058900908724239e-17,8.999999797961511e-08,1.0527714573943061e-16,-1.9143518599917317e-17,1.4000000001756462e-06,6.999999635741048e-10,-1.4032850259940692e-17,-2.9802812486865974e-23,1.6227711122973838e-23,2.5796031197146427e-19,-8.445427475383954e-19,1.999999934861604e-08,-1.1418053068225037e-15,1.9925763720232064e-19,2.563103603249354e-19,1.0968487850649057e-16,2.4999995496268124e-09,2.1399846470424796e-17,-4.2172556248773125e-16,3.3999999996532802e-06,1.221278843949899e-16,-4.192758765274192e-18,-1.2234467491749276e-17,-7.529247630875951e-17,2.8522317346228966e-18
100,2.4868727141572323e-11,1.2248171557136945e-13,9.999967825056785e-09,3.836630975696794e-15,9.998930749406967e-11,1.6546547459964987e-14,-3.564090991354237e-17,5.138041357905938e-16,1.5999997740543092e-07,9.256101498663293e-17,8.999999927041407e-08,7.864648213475198e-17,-1.398906781979491e-15,1.400000000141055e-06,7.000000290303879e-10,2.3241485315520838e-17,-2.01946718612858e-23,8.974846870972615e-23,9.926783713438534e-19,-3.8184714849185696e-19,2.0000000088988203e-08,-1.133857688624127e-15,4.998903131655974e-19,5.050401935685959e-19,3.4430266412762596e-17,2.5000000211028863e-09,-1.6853050415104757e-17,-2.060661503968992e-16,3.3999999997263652e-06,2.3423166793801286e-16,7.567968262226405e-18,6.665836959799066e-18,-6.084676878787673e-17,-2.5332503003898514e-18
200,2.4881014252981874e-11,2.091896196864381e-13,9.999807174222681e-09,6.6479741818822125e-15,9.999483500313437e-11,7.380303254743766e-15,2.594453673599589e-16,2.4043387225267863e-15,1.5999999643168236e-07,4.2001910703861003e-16,8.999999829630233e-08,7.850142342861989e-16,-1.9056291359585357e-16,1.4000000000910888e-06,6.999999654762481e-10,3.174073568071503e-17,-3.9760901385920235e-23,6.003875224332439e-23,3.5353180169275443e-19,-6.997846299178797e-19,2.0000000805107947e-08,7.242535657829684e-16,-5.005495745085536e-19,-4.242149879873247e-19,-1.1660957159724514e-17,2.499999851499211e-09,-4.2163629433721805e-17,-5.418198013965023e-16,3.4000000002616837e-06,-2.814004650947659e-16,-3.097155814832966e-18,-7.583898949364953e-18,-6.674816388432039e-17,5.6440849306927866e-18
300,2.474114348514584e-11,2.802610632746645e-13,9.999722880469006e-09,8.790542720463877e-15,9.998781891491655e-11,2.338068691155877e-15,4.488574256250597e-16,3.93799668989767e-15,1.5999996566573273e-07,9.282021413573397e-16,8.999999651270187e-08,1.0002618720190992e-15,5.319288867083743e-16,1.4000000004260637e-06,7.000000297179171e-10,2.938456214250698e-17,1.1359597052679147e-23,-6.61386014238289e-23,3.9582950112034493e-19,8.475060695258169e-19,2.000000062007176e-08,6.697408249150003e-16,-1.5023127203103673e-19,-5.056023206050135e-19,1.1926193511363947e-16,2.5000003089150397e-09,-7.890630454021435e-17,5.195614720132085e-16,3.399999999680222e-06,2.2464782913005214e-16,8.733618748265069e-18,-1.193744374850958e-17,5.691114421440177e-17,2.0470832644548917e-18
400,2.4616805194757693e-11,3.2721685761670916e-13,9.999697614048286e-09,1.1369586023447302e-14,9.998587788064007e-11,3.232327190741523e-14,-3.046533191748378e-16,5.479844951674402e-15,1.5999997779299505e-07,1.2812845105544718e-15,8.999999517131316e-08,1.5699768939419836e-15,1.9827133275074417e-15,1.3999999987748403e-06,7.000000349056861e-10,2.8415516364599754e-17,-1.755890949696308e-23,-2.5514292867435106e-23,-5.845562016386584e-19,5.503271363070827e-19,2.0000000783553787e-08,1.246689867082128e-15,2.0752298516960181e-19,-1.2595399562844175e-19,1.0809280879291304e-16,2.499998739137405e-09,1.0035559858647968e-17,-1.8792338502563392e-16,3.3999999998173107e-06,-2.9936633673180877e-16,-8.57510488027368e-18,2.0281175391177256e-17,-3.405236937267253e-17,9.567211187078634e-18
500,2.456399888064962e-11,3.713602215367445e-13,9.999540895566773e-09,1.567903775262634e-14,9.999181032688165e-11,3.0791613973550466e-14,1.5048100298049416e-15,6.284498303277714e-15,1.5999997209853074e-07,1.5269301882167613e-15,8.999999452587118e-08,1.9184785988573873e-15,2.5796403149549503e-15,1.3999999983534916e-06,6.999999302468013e-10,1.1296797813200093e-17,1.1888412285380886e-22,7.451105079584052e-23,9.961031304800767e-20,7.344195369329922e-19,1.9999999527355616e-08,7.645623019823785e-16,4.131896660845694e-19,1.212670884697815e-19,2.2347711003740144e-16,2.4999977547298797e-09,3.841548646559611e-16,8.777116500989802e-16,3.3999999998308476e-06,6.280407865789908e-16,5.356465930648747e-19,1.800899180777192e-17,4.6565410973893776e-17,1.5015531884476468e-17
600,2.4522072292363892e-11,4.598488987445693e-13,9.999493280719867e-09,1.67611230360848e-14,9.999114499491084e-11,7.872574052061876e-14,2.219627481395168e-15,7.10939347458628e-15,1.5999990555626936e-07,1.9765649274113776e-15,8.999998730701734e-08,2.4554392106632447e-15,7.608435708406444e-15,1.3999999977068425e-06,6.999999249017469e-10,8.767292482799135e-17,1.4173108049621716e-22,2.7107321958883374e-22,2.5201485353482597e-18,1.3459382850434938e-18,1.999999817585105e-08,3.812313104916858e-15,1.712080419101738e-18,7.372897080671656e-19,1.2415452715875132e-16,2.4999969629445977e-09,4.302485707208478e-16,2.743527274866459e-15,3.3999999985050737e-06,1.3906794972135357e-15,1.694281062616029e-17,3.4567728229793875e-17,2.2196650556807646e-16,1.2911115221038035e-17
700,2.442261685468594e-11,5.585710421034672e-13,9.999494762692624e-09,2.0305526247081783e-14,9.99957670653208e-11,1.0236066882350023e-13,3.559730910494843e-15,9.583289429602308e-15,1.5999989254408424e-07,2.2734480722628994e-15,8.999998829796115e-08,2.8736763137726922e-15,1.1926994696585645e-14,1.3999999967294164e-06,6.999998275214771e-10,1.2191194085207663e-16,2.018690635124517e-22,4.312343398922706e-22,3.035089848358628e-18,1.8088429958088234e-18,1.9999997182066416e-08,3.064445652669694e-15,2.2483498469542533e-18,1.2567003727219718e-18,3.971790662649627e-16,2.499995918908301e-09,6.42816730955682e-16,4.4348367219785956e-15,3.3999999986009286e-06,1.6292509119319786e-15,2.4683003325994486e-17,6.86160235299944e-17,2.3489758326110057e-16,2.6368026388844294e-17
800,2.439111898974476e-11,5.693055521311912e-13,9.999356077838291e-09,2.1618888534105728e-14,1.0000326708366274e-10,1.109104044185278e-13,4.405115625813289e-15,9.40719427486004e-15,1.5999987441400418e-07,2.8756101069048535e-15,8.999998315054345e-08,3.652576932976197e-15,1.2249338630864288e-14,1.3999999955529743e-06,6.999998202044389e-10,1.3612931634081306e-16,1.8645632976287196e-22,5.316151909132039e-22,3.926108263679376e-18,3.600453376501754e-18,1.999999575182985e-08,4.292693072213758e-15,1.9485393361942807e-18,1.9815443039238065e-18,3.9595844949162176e-16,2.4999939336479166e-09,9.66737711200821e-16,4.254606087409702e-15,3.3999999980085587e-06,1.5441902563085048e-15,3.020665451359369e-17,7.288742977698436e-17,3.477903365498274e-16,3.656925636413163e-17
900,2.432779846754177e-11,6.177714732778584e-13,9.999233188846828e-09,2.2793006209107984e-14,1.0000933291594525e-10,1.2209200708249303e-13,4.512690795019441e-15,1.1958108468245364e-14,1.5999984642919305e-07,3.4623194234524264e-15,8.999998036551857e-08,4.1831946157000375e-15,1.7359062841728836e-14,1.3999999945432606e-06,6.999998028217155e-10,2.552513277882229e-16,2.7351327464056544e-22,4.386056196868711e-22,3.612296727081167e-18,4.490653346934659e-18,1.999999392213908e-08,7.065228613509994e-15,3.5010231306368886e-18,2.360395354427839e-18,5.099426123089546e-16,2.4999923027421956e-09,8.813843073720629e-16,6.008249385530617e-15,3.399999997596793e-06,2.333257559900178e-15,5.153685866123558e-17,1.0009233304707589e-16,4.1941409700602373e-16,3.331319780925227e-17
