milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,2.5030300200497367e-11,9.311607372459808e-15,1.0000003935564744e-08,-1.3093077624308415e-15,1.0000419448228043e-10,1.6558404961202537e-14,-2.628776275061859e-16,-1.9045165153538926e-16,1.5999998880797172e-07,2.404027970515755e-16,8.999999721131615e-08,7.047910615491654e-17,-1.6462866243102656e-15,1.3999999994332546e-06,6.999999608203693e-10,-3.826321381635064e-17,-5.0509695144248436e-24,-3.705215527343115e-23,3.287186828690469e-19,8.337569027208752e-19,1.999999955857067e-08,6.705237589249221e-16,-1.2948295118634634e-20,-1.4760295971358804e-19,-6.221330395116561e-19,2.4999999217180476e-09,1.3728695044580092e-16,4.993407062222513e-16,3.400000000102589e-06,-1.6973816070945159e-16,-3.987870255890449e-18,3.2434481746426164e-18,3.96873480079843e-17,5.309627456595181e-18
100,2.4928321009576187e-11,2.9086203445956835e-14,9.999939620272805e-09,3.2044821225981426e-15,9.999816615455703e-11,7.640069362515299e-17,-1.9125339665938721e-16,5.93638821084869e-16,1.6000001113101068e-07,4.914809239348379e-16,8.99999967320874e-08,3.671412331425311e-17,7.566187824089248e-16,1.3999999994205413e-06,7.0000003519433e-10,4.062252365731387e-17,4.180036074863205e-23,7.956229115991859e-23,3.093085478433306e-19,7.17867655903238e-19,2.0000001146979937e-08,2.4307956354256235e-16,-4.1183606366131093e-19,7.530786011585294e-20,2.7357042648906588e-17,2.5000003826058213e-09,3.5005110250841935e-17,-1.5249895082239465e-16,3.3999999996456586e-06,-3.8001995012680147e-16,5.0683699286655285e-18,1.1442668669166764e-17,-2.7813382217173536e-17,-1.3090252368778987e-18
200,2.4830719058437252e-11,1.1860829543600418e-13,9.999901995103824e-09,7.099902099902652e-15,9.998300030182977e-11,6.39251854450328e-16,-5.075956865627456e-16,2.00148601189691e-15,1.599999869171209e-07,8.854607396662592e-16,8.999999617255523e-08,9.332007886078547e-16,1.1672022822973796e-15,1.399999999842865e-06,7.000000088485698e-10,4.18985924783137e-17,-4.170248468449711e-25,-6.771969195806121e-23,8.14993430902236e-19,4.3029070912903323e-19,2.000000069641865e-08,-7.8184594974956685e-16,3.734153642862576e-19,4.477369585547009e-19,6.436773525393939e-17,2.500000736318356e-09,-9.238126459968337e-17,9.739120601307639e-16,3.3999999997404133e-06,2.293552046866521e-16,-6.199613779009355e-18,-6.02425190199671e-18,-6.007580160357546e-18,6.404308012756502e-18
300,2.477744896253336e-11,2.1261453920582806e-13,9.999784189689572e-09,1.0640800231808122e-14,9.998572890173237e-11,1.1476744339851468e-14,5.867613807699018e-17,4.49543522208212e-15,1.6000000733021175e-07,7.657019195439835e-16,8.999999569217533e-08,1.3387354673773179e-15,-9.053399479959547e-16,1.3999999990745525e-06,6.999999861134225e-10,-1.5508986235837077e-17,2.1587950935179388e-23,-3.750316730557336e-24,6.626616560048226e-19,-5.29736918252373e-19,2.0000001117929516e-08,2.536806968858684e-16,-1.906082693795051e-19,-3.383965240547572e-19,3.59519913937947e-17,2.4999993323840067e-09,1.4518580460636552e-16,6.452579848001086e-16,3.3999999997101572e-06,3.558789033296527e-16,8.408900101667283e-18,6.564651341251966e-18,-3.2679162140559625e-17,7.12344414164099e-18
400,2.4652295364067397e-11,3.2108270335339755e-13,9.999624156180504e-09,1.2943741401584171e-14,9.997556072892378e-11,1.4752235524321038e-14,2.0867711492400257e-16,4.479001481154655e-15,1.600000002392093e-07,1.1369028741377291e-15,8.999999509199393e-08,1.921817773745972e-15,2.7365161946372593e-15,1.3999999994873885e-06,7.000000146090963e-10,2.723279739272464e-17,-8.757738474198377e-24,7.863562634355471e-23,-3.4892731538761e-19,-2.321284813219194e-19,1.999999964744485e-08,-2.5296032720550206e-16,5.97043742525185e-19,5.038820101033615e-19,-5.652725124709674e-17,2.4999990220435805e-09,2.83825639501831e-17,1.0945761554628342e-15,3.3999999996269083e-06,-9.027708342164485e-17,4.472079172330964e-18,-1.0550948196294061e-17,5.685639868097685e-17,2.641716804170423e-18
500,2.4629968687341582e-11,3.8119038935624614e-13,9.999647313346065e-09,1.5104902798883463e-14,9.998085351165464e-11,2.976531602427192e-14,9.14750101137791e-16,5.5717695703153435e-15,1.5999995708566704e-07,1.942735200413886e-15,8.999999146086326e-08,1.790537972699257e-15,3.536074610990506e-15,1.3999999986048215e-06,6.999999249656554e-10,5.681955584189854e-17,8.667269932052603e-23,1.7191726659075154e-22,2.0215641850649194e-18,2.0743413628743933e-19,1.9999998076490715e-08,7.185674477008199e-16,9.892772795606726e-19,5.66135941397628e-19,8.613199150290863e-17,2.4999976116858615e-09,3.9701190053481823e-16,1.5022572977359118e-15,3.3999999991084593e-06,8.73289422608788e-16,1.5295436801470548e-17,3.0584600246808354e-17,2.6168675466352522e-17,8.083650942394539e-18
600,2.4474367015380068e-11,4.504938943933901e-13,9.999569432983046e-09,1.751666780397296e-14,9.999729245263365e-11,6.245133936591405e-14,2.6298958614099224e-15,7.13538245381731e-15,1.59999934049084e-07,2.0217403750567928e-15,8.999998746891415e-08,2.8620992773280637e-15,9.131876711381079e-15,1.3999999981064961e-06,6.999998916758514e-10,4.8928623382453954e-17,1.369840856601593e-22,2.970023068278071e-22,2.1654717895298624e-18,1.0154727971649877e-18,1.9999997710538593e-08,1.8300648332248116e-15,1.915366171263784e-18,1.2928549328976929e-18,2.769519336086377e-16,2.4999966306860943e-09,5.42380772739969e-16,2.4630066389056917e-15,3.3999999985498237e-06,7.396182215230927e-16,8.305258480988438e-18,3.6894074900994647e-17,2.0862180134037387e-16,1.4076890278489782e-17
700,2.442308256854003e-11,5.721235294028839e-13,9.999433145558307e-09,2.0158218979814395e-14,9.99998963145249e-11,9.805008780405685e-14,2.385026158156215e-15,8.066429847020451e-15,1.5999988461730017e-07,2.671890061048071e-15,8.999998333219281e-08,3.0794716691321777e-15,1.0965276463340979e-14,1.3999999964375005e-06,6.999998331224349e-10,1.6129836309176936e-16,2.1954103900532993e-22,3.804349992507166e-22,3.201074621226185e-18,3.219234597391181e-18,1.999999523212761e-08,4.5257735689254306e-15,1.5151937384502757e-18,1.909755781547933e-18,3.4207247231742273e-16,2.499994680938254e-09,6.653233043642636e-16,3.0800830710709374e-15,3.399999998141661e-06,1.3940927156443627e-15,3.785993307244797e-17,7.19305434197379e-17,2.704502284296143e-16,2.935235763125982e-17
800,2.4353834785251126e-11,5.749825696822606e-13,9.999405981299443e-09,2.2223763611540893e-14,1.0000874037493708e-10,1.0935266741647224e-13,3.489665562304617e-15,9.100823322007853e-15,1.5999983999442012e-07,2.901817931259302e-15,8.999998302473004e-08,3.4807331190332367e-15,1.205888360710202e-14,1.3999999958332803e-06,6.999998507773126e-10,1.5013651662743138e-16,2.1513332844455674e-22,3.858510381959764e-22,4.067447371475728e-18,4.404746147831516e-18,1.9999993773394422e-08,4.016146345319373e-15,2.1030838563223306e-18,1.8285596555851545e-18,4.533286024373837e-16,2.4999935893623184e-09,9.308133235444736e-16,5.55509543858437e-15,3.3999999976795626e-06,1.7146208912027325e-15,4.328699336083903e-17,6.439040965585636e-17,3.544543619397359e-16,2.595923688152349e-17
900,2.4327273796402393e-11,6.652256891435542e-13,9.999319860508422e-09,2.217648824323972e-14,1.0001157394159717e-10,1.6094047922863818e-13,5.135836263718084e-15,1.110136282022934e-14,1.599998570788018e-07,2.9683558596698798e-15,8.999997785284555e-08,3.626912634235466e-15,1.4742876926745627e-14,1.3999999938018287e-06,6.999997595687604e-10,1.7622558796182399e-16,2.491660401318541e-22,6.17392428496017e-22,5.11852078524159e-18,4.3653799789827714e-18,1.9999993872323913e-08,5.72165064561595e-15,3.123527385741895e-18,2.5259777022810007e-18,5.693113053076705e-16,2.4999930893239007e-09,9.075371141381928e-16,6.917621960765423e-15,3.399999997058616e-06,2.2466953086978372e-15,5.510684015255763e-17,8.78239677539793e-17,3.3053975789720585e-16,3.558041966934508e-17
