miliseconds,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot
0,0.11209790226090384,7.679931914704619e-13,-5.3286174071017845e-05,-0.00030973738013417303,0.2870432407841916,-2.901249875971723e-11,0.0011462987594004896,0.00013550145257393883,-0.0004933232478369704,-0.0009884049477428593,0.3997786263557943
100,-0.000573499007894652,2.1838493914860507e-09,0.018192248569317757,0.09387250179062089,-0.0019606919250552664,5.614375889647936e-09,0.26429722141905976,0.02299565673018619,0.0033129079493829073,0.09547529945677079,0.3041101492582825
200,-0.0007614774591031743,-1.0482185680490649e-11,0.003452056574642904,0.10841103481326707,-0.0014800576180798795,2.646636790452733e-11,0.2578752422574521,0.024266691443915495,0.008268065253502198,0.11598388571476814,0.2846351200848777
300,-0.0003363742223866186,1.0003665173075438e-11,0.0014337274162752795,0.11083913835527726,-0.0015459287717060866,2.1881254183658e-11,0.2537120900861899,0.02398990945268542,0.011817018034873464,0.12069660876086882,0.2809882347371479
400,0.0007399247188259518,-1.0639083657386128e-11,0.001154240598721713,0.11147161614992905,0.00022127337224414287,-1.3369905685473368e-12,0.2501788642711659,0.0235871668205451,0.013556430485604879,0.12302220390219037,0.27545669907186887
500,-1.0356080457855024e-05,-3.7883870436752325e-12,0.0011708797421591836,0.11062879381981375,0.0007849425491871562,1.6714883787321413e-11,0.24925545320169987,0.023451706660607873,0.018989583454718267,0.12942707956881241,0.2715697813185883
600,0.00032401670480641706,4.888197945813848e-12,0.0009923967867449845,0.11163711264526534,0.0019379991166361182,2.9319679167836934e-11,0.2436767391911097,0.022910340495828282,0.022113195964141883,0.13448535780465692,0.26770957252738653
700,-0.0002464499742663443,9.046545154772804e-12,0.0010952001291630311,0.11166283733185324,0.0008008895572374322,7.922715587898293e-12,0.23870169578248354,0.02279276459652249,0.0264261943999669,0.1359805822009999,0.26587280115559
800,0.0006380183795373651,-3.959851373310496e-12,0.0010055944022858971,0.11072485265879338,0.0008019464856495451,3.1231297479833706e-11,0.23700695339469477,0.02228442911111275,0.02708434523978259,0.14166261452209108,0.2586131172514357
900,0.000551043800448238,-1.2431315193866933e-11,0.0010757320875223542,0.1110975060359709,0.0005474440355618501,-3.1421742196268814e-13,0.23461850516125363,0.022171798226156857,0.03346723901343774,0.14159237226396634,0.25683390027554925
1000,-0.00042036319902877153,2.7996809491655086e-12,0.0011682623608471655,0.11122344590527208,-0.00025198657944447894,2.527324830247172e-11,0.22942809030954622,0.02181253608579845,0.03707762510730983,0.14797892775062219,0.25446613259009326
1100,-0.00011191048330491126,8.30022188477189e-12,0.0011395756535676632,0.11152747677278194,-0.0007083713432158618,3.916205542489507e-12,0.22689220598319063,0.02154869462128541,0.038519695146125,0.15000972415690345,0.25075268870682116
1200,0.00021279621091285753,3.920389537133664e-12,0.001053044500291096,0.11032712056136257,0.000678471919001043,4.7656179683702505e-12,0.22371964620446286,0.021197204947994926,0.042059363544209735,0.15297728266776608,0.2449814138962486
1300,-0.0002913965844897773,-2.294732072540761e-12,0.001225511220801999,0.11067751995073698,-0.0016545867007239764,2.4253153316696267e-11,0.21963409919484503,0.02095689446150221,0.043990247612681006,0.15838967944242738,0.24341529849289248
1400,8.295399171995589e-05,-1.3948631687190169e-11,0.001022669332838512,0.111248410789623,-0.0003860780619557565,-2.5707743083543048e-11,0.21956894136627994,0.020504986287599454,0.05000342247479921,0.15941766883983016,0.23924138698597652
1500,-0.00016052143363280352,1.4137868758598685e-11,0.0011393964202003784,0.11164026482735216,0.0014737437574205274,-1.747299069765857e-11,0.2168205688357509,0.02029201132561658,0.053146041177012736,0.16354837164467179,0.2395981144533122
1600,-8.152103686716715e-05,1.3682984705903534e-11,0.0011627270121632536,0.11015134087914936,0.0009335518640729954,1.2874223880922136e-11,0.21112146839787171,0.02034503356572913,0.05331156404424492,0.16817987489988317,0.2364009724062165
1700,-0.0006904083530465559,-8.41785177961537e-12,0.0011407064350108364,0.11141134578956395,0.0005241612984274792,-2.4607198265073624e-11,0.20801537043823667,0.019994795217315533,0.056378476780479025,0.16940669889353221,0.2330911910741349
1800,-8.620535555214214e-05,5.847711981914894e-12,0.0010914882542076647,0.11114187160731705,-0.0013412157699440818,-3.300752614386881e-11,0.20561027245800206,0.01944611960215995,0.06027254921143332,0.17434849616510228,0.23036969549905809
1900,-0.0007373965024212042,-7.793053133327601e-12,0.001072090364294648,0.11035094587813954,-0.0013182780197857921,1.4152601704563672e-11,0.20467872321767963,0.019384977344617367,0.06252045999629861,0.17533001601819276,0.226692678509789
2000,0.00034439042036380586,1.0539169138370372e-11,0.0009928423651591957,0.11126616526289178,-6.30092108697812e-05,2.4925158282342138e-11,0.20162599691744273,0.018933741916218768,0.06770674946393275,0.17580639776082366,0.22281409282500728
2100,0.0003531745034703217,-2.1650539233626826e-12,0.0012227114331818103,0.11038692037376664,-0.0004217736291044998,9.166012464954459e-12,0.19942014986806278,0.018934897642539708,0.06839414525742901,0.18130922444602407,0.2171278118625373
2200,6.1930430737066945e-06,1.41956579012837e-11,0.001031007319857279,0.11146548047274464,-6.536599771868563e-05,5.724581459488795e-12,0.19814581231813463,0.01855190910390153,0.07176677770864871,0.18366881082744513,0.21406718745053244
2300,-0.00023881962598132082,5.713179389890337e-12,0.0012246323428412992,0.1114584975190102,-0.0017732233180660789,-8.794277306292083e-12,0.19574685650894563,0.018195256628925318,0.07677950123372948,0.18586073560472632,0.21345096643259087
2400,-0.00044521280762719814,-6.038954316166641e-12,0.0009996211209629038,0.11107895820734938,0.0008756308562989125,1.0489710837459123e-11,0.19169118308105304,0.017949179382973125,0.07776121642551388,0.19030725913904298,0.21141176661996985
2500,0.00019988117844305415,-7.304055970621784e-12,0.0010732177269610376,0.11051028869162749,-0.00020342086114599468,1.270663225094111e-11,0.18902709728904438,0.017967160797783304,0.08074269020494086,0.1908960952172848,0.21016472975426992
2600,-0.0004045102369721168,1.0607952200033557e-12,0.0011065847081780157,0.1102316861920483,0.0019387806958989688,1.320612023766896e-11,0.18761732321435243,0.017676518391697923,0.08256033443730411,0.19320060499584307,0.20635487101469618
2700,0.0003450511097586434,-3.237993466367555e-12,0.0010751517808783514,0.11058273166914746,-0.0006802803547747162,-3.622233287773869e-11,0.1838089521299872,0.017516166326869934,0.08514159234499423,0.19846859840292638,0.20359956075243998
2800,-0.0005332289178025368,-6.761208852365285e-12,0.001066039542175491,0.11116233592277909,0.0017145222086271399,-2.2660214354330774e-11,0.1805144280836436,0.01725112586716028,0.090376843153975,0.19879364764416765,0.19932099884449503
2900,-0.0002977764876629133,-2.651689603190474e-13,0.0012124329399087403,0.11107314153668187,-0.0018183761242301164,-2.18026542003705e-11,0.17861106955389816,0.01690765464923827,0.09095767301202574,0.20086775822643713,0.19546014556109276
3000,-0.0005801980245132795,1.0584117646418656e-11,0.0010061755977003597,0.11061998079025503,0.0011274581341837442,3.9058342814603116e-11,0.17651646244769512,0.01668877036082929,0.0923164614340301,0.20382088796284276,0.19294489141340074
3100,0.0007730754058347846,7.454690734257119e-12,0.0011934668221497155,0.11141938006495027,-0.0008565822538655537,1.3512492587131478e-11,0.17563637830703321,0.01652503519536212,0.0956628602036625,0.20843373181443578,0.19252616724471697
3200,0.0004079125317637402,1.4821694366134767e-12,0.0011603680909044634,0.11068324265169875,0.0018820883470324506,-1.1150430465576001e-11,0.17143272625495018,0.01648861923934815,0.09799666970719623,0.20946779830940837,0.19209796422560757
3300,0.00022695295858364287,1.2369539427145808e-11,0.000992321077413739,0.11064454753149316,-0.0005492460647150152,2.3273084304954086e-11,0.1706390717938393,0.01597378812660487,0.10223893031003255,0.21000478873156295,0.18657890854568168
3400,-0.00018562312730633832,5.74626715880133e-12,0.0010279282647138405,0.11017946817389362,0.0017127341413802932,-8.436772085672537e-12,0.16832172119016436,0.01577756718493447,0.10328688173856261,0.21291235941274522,0.1839899252994592
3500,-0.000620327560266011,-1.2021076740279442e-11,0.001011598960450677,0.11139571958967,0.0017417611709480514,-2.76862029858483e-11,0.16478464470749868,0.01576707957827703,0.10559485491380398,0.21750015488483038,0.18142169680650452
3600,-0.00022713114642518295,-1.5144807298728518e-12,0.0011168143412261858,0.11148311413269466,-0.0015998077955249705,3.089885143899596e-11,0.16196577667848505,0.01573016851640423,0.10970997007677806,0.22106662469170982,0.1822365423758894
3700,-0.00031729156233787124,7.345631867173211e-12,0.001214208530535676,0.11062115670197098,-0.0018276983254657288,-1.709495381898168e-11,0.16377027887566725,0.015499525712821339,0.11166223068258699,0.21970396071734005,0.1767667105267681
