miliseconds,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot
3800,0.00021375772039805734,-1.1983579526494327e-11,0.0011362293470998075,0.11092695846524452,7.838909379201807e-05,-3.739672942686787e-11,0.15979142304264285,0.015263198201664673,0.11342985873246733,0.22402138701473615,0.17393173866570194
3900,0.00017094301997117975,4.083249698011067e-12,0.0010898889716640689,0.11024570531619017,-0.0007033924574381891,-1.487980813898541e-13,0.1600117556119609,0.014792480134124385,0.11518518152468196,0.2266962542874969,0.17465136234387038
4000,-0.0002462212301587552,-4.6067595041262444e-12,0.0011845702687816255,0.11163141965211015,0.0002915947649939867,2.7628350764852107e-11,0.155381949598719,0.014984033500960519,0.11526613681246466,0.22765660904042395,0.17389005369078336
4100,0.00033658130204825904,-1.1775235577437655e-11,0.0011345172537565362,0.11077468751766306,0.0019492111634765847,-1.6781142597440292e-11,0.15221697181428512,0.01480420015541727,0.1173447887400351,0.23161880055433204,0.17203239580130117
4200,0.0001316941025897818,-1.1864660040939687e-11,0.0010661745147527261,0.11161711119720139,0.0006974888423410791,1.1126603736637112e-12,0.1535153618415797,0.01432586102871816,0.12278727490959924,0.23249607807772896,0.16644089749259366
4300,-0.0005951142139066884,1.491358242921196e-11,0.001015695110246981,0.11159301696025843,-1.2180858001903706e-05,-2.855938015904282e-11,0.1481525804832408,0.014211889986986805,0.12285445261793906,0.23672831409141804,0.16781705232216357
4400,-0.000145585907109214,-1.113934660334048e-11,0.0012170454815057746,0.11085828534708854,-0.001796492195923788,1.3985408342535492e-12,0.14910433305566817,0.014130946128290477,0.12681891197199852,0.23714418291030334,0.16474705850364368
4500,0.0006802277008628457,-6.485937240610641e-12,0.0011441871669134517,0.11157201573094863,-0.0017886291130302654,-1.3059391286010276e-11,0.14552514895240784,0.014017089180359368,0.12859838194328327,0.23863784283533407,0.16085052954056733
4600,0.00020270160668423078,-8.272113995474994e-12,0.0010878062744187624,0.11050458871021875,0.00034246671019556526,-8.854621940436822e-12,0.14347895727990712,0.013693256550226934,0.12824652720908128,0.24105931632957017,0.16099873499912332
4700,-0.00021104559291960605,-1.513207182681933e-11,0.0011263886786280128,0.1106580894076601,0.001772487160360656,3.845170960356372e-11,0.14322714417766846,0.01362684357160759,0.1294225662472773,0.24101494308525487,0.155518800443342
4800,0.00014828621522013362,-1.2568662893798252e-12,0.0010188831663700624,0.11111375997375883,-0.0018736855509468404,3.0375334083441237e-12,0.14308341429128082,0.013408925113465309,0.13364442492178313,0.24447128030673426,0.15770820468283
4900,-0.0005455241520176595,4.1404440337743514e-12,0.0010270819336945958,0.11163160790559964,0.001222934857232754,-3.022789001829977e-11,0.1373837566578395,0.013317984857490176,0.13710691839618555,0.2459555755419629,0.15226271392791527
5000,0.0006287667528413384,1.3831701159997687e-11,0.0010629711632533848,0.11030532436929873,-0.00022559488589004345,3.011387644480047e-11,0.13985112037499248,0.013121344150594827,0.13722630614313697,0.245516431227172,0.15230596098154608
