miliseconds,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot
1300,-2.8073666075344457e-05,-3.1505016468898354e-13,0.0010399995888914627,0.11067376996018441,0.0013141369863161573,2.5495388111974828e-11,0.22030259771070648,0.021168693071396117,0.04628712262946621,0.15831197521282162,0.2454931455719569
1400,2.9103663551343628e-05,4.000753017359206e-12,0.0010207082945744759,0.11039924833010226,0.0012534702401985382,-2.748693352902682e-11,0.21653852122697448,0.020843364952977422,0.047974911187946695,0.15818839704819082,0.23938473618333703
1500,-0.0003487881615627782,-1.0440378299645933e-11,0.0012208173459589374,0.11063795838046037,-0.0016460508599318942,-2.5556840108109086e-11,0.216907974634173,0.02061355183609278,0.052232670482496135,0.16394183193036554,0.23868123780147074
1600,3.758305114615121e-05,-5.927311970022489e-13,0.001167436026314622,0.11108459592660067,0.001472905649393049,1.2292588413572216e-11,0.21240414774596195,0.02006436112370422,0.05311527944859453,0.16734583457757182,0.2326034633465372
1700,-0.00016450646895756557,-1.4728043409282545e-11,0.0011807346663909855,0.11115953861692825,-0.00037066507105612214,-2.7238297002469832e-11,0.209616002854418,0.020055234634510862,0.057060968753435866,0.16672094133978743,0.23266133006428336
1800,-0.0007502670717107001,1.1662850093692865e-11,0.001090143847577966,0.11099899155764091,-0.0009825902893526922,-3.1070378141238618e-12,0.2051504426216556,0.019453719273893926,0.061622703796199434,0.17277418111222434,0.22809997244248395
1900,0.0006712661907943864,1.0530628241092642e-11,0.0010029935547868868,0.11154605911634122,0.0018344441037537965,2.480894176635503e-11,0.20260757991467027,0.019233342797975273,0.06431313719814603,0.1773585604897693,0.22421885895991328
2000,-0.0005667647679125607,-1.41181034036776e-11,0.0011973962468775268,0.1111297758214576,0.0010686460940987628,-7.306919520109328e-12,0.2003140786788331,0.019203087473942903,0.06599572313778528,0.18025262703151426,0.22013616022836424
2100,0.0003436664860582885,8.121145378258739e-12,0.0011730584329634709,0.111390784326383,-0.0013249902607547466,-3.7605363926948015e-11,0.19859060851459523,0.018862896213578364,0.07173302609758948,0.18094075619666142,0.21938679667775965
2200,0.0007750180573428161,1.2645425829395628e-11,0.001222754804050293,0.11105096211950308,0.001684546149609047,-3.834589676230319e-11,0.19491469490295552,0.018562358720130588,0.0728652040627483,0.18290095410939008,0.21721309747834558
2300,-0.00014976015010554578,-6.463071754366204e-12,0.001177647100591427,0.1115955890343802,-0.0002755066747821178,3.852331411396197e-11,0.1946462408048696,0.01819400487514348,0.07550929803290671,0.1855101676371541,0.21310193429188426
2400,-0.0005878528067310085,-1.2380181345598425e-11,0.0012067064717817663,0.11102820382005583,0.0008252629498404078,-2.7243916464431806e-11,0.19231444944675846,0.018244848723470267,0.07758343190450612,0.19119798189701154,0.20894423110259402
2500,6.851713022385739e-06,1.0455702271873314e-11,0.00108985535720392,0.11154405805695024,0.0015154753627616801,2.921568685924509e-11,0.1873155352244279,0.01807429670563244,0.07951357566023624,0.1939695853395259,0.20671102746725636
2600,0.00022401509676912726,1.3459551346317168e-11,0.0010482995596727898,0.11149631671633875,-0.0005776585242558219,-3.289999682951172e-11,0.18621372700465486,0.01784336132156451,0.08268350717314668,0.19382268128318114,0.20353821940410693
2700,-0.0001104029584402191,-7.136860437971587e-12,0.0009961858729108073,0.11094706843760448,0.0016666388675784512,-3.918828053259681e-11,0.1825566367571654,0.017289909158759994,0.08537678514399194,0.19496266034385543,0.20109295802900004
2800,0.0006063033306179602,-9.588362136730873e-12,0.0012181953048653843,0.11063487408797146,-0.0015892742977255637,-3.429101989229568e-11,0.18051198053821965,0.017040840177330027,0.09077971809775345,0.2004606585120485,0.1987200103085218
2900,0.0007228199577303255,1.0187506886253486e-12,0.0011950122860555426,0.11130332582051426,6.075430967845805e-05,-2.5854909592032286e-11,0.17939915594970704,0.017143657452497966,0.09039349549566401,0.2002043975753833,0.19581554216527738
3000,-0.0004884862344530118,2.9515654246210486e-12,0.0010571955751942786,0.1114063332268132,-0.00022182493003933794,3.811720222201375e-11,0.17757358510664292,0.016787957167999728,0.0929192955211981,0.20714210287108878,0.1965797005768586
3100,0.0001555779376253193,1.2372956876704858e-11,0.0012125554859011404,0.11032404007444854,-0.0015392596891371031,-1.128653971522129e-12,0.1728854772182586,0.016693788092581447,0.09669119331630766,0.2069869946430218,0.1916342035886857
3200,0.00046618600188178737,-1.403159737099486e-11,0.0010231517959181859,0.11160792927224697,0.0007563692651895896,-3.930695675257152e-11,0.17439604561272254,0.016349442193381466,0.09887765593533752,0.21054209160137977,0.1894355927737363
3300,0.0004253674218583984,-8.498681468471452e-12,0.0010824687180652221,0.11053316610699797,-0.000550316659089829,7.890234845319231e-13,0.16935770076937975,0.01635772420611539,0.09974083618402604,0.21090400919439592,0.18556875892967914
3400,0.0007819994158496125,1.9124226083228303e-12,0.0009962004404632874,0.11055107488508654,-0.001867904615380005,2.4050441401532985e-11,0.16894468561294598,0.016128107773746198,0.10514796296836089,0.2138314222617803,0.1850170323481866
3500,-9.606624294159283e-05,-1.3299418834099352e-11,0.0011540238681351915,0.11105177626666585,0.00010979954517502529,-3.61786754103006e-11,0.16456025582295428,0.015641526758011778,0.10580339061209516,0.21748937177692498,0.18511979043335766
3600,0.0005794541764038129,-3.8036165771990035e-12,0.001183933889844082,0.11068975007874504,0.0005291863770948684,2.1734589149326727e-11,0.16376189076279213,0.015619040102439048,0.10682492099679594,0.21958316130376052,0.17922519463244732
3700,0.00030684741936913595,-1.0856273356396587e-11,0.001008745378307962,0.11023595696207303,0.0017706674872844054,-1.6229104182891506e-11,0.16245012798897995,0.015565402763693456,0.11148463349025825,0.22378682302471142,0.17625793359806896
3800,-0.00019492403583218937,-8.690397642724305e-12,0.0009949236540801316,0.11114613801082873,-0.001295000831530335,-3.412739898878879e-11,0.1604582995044119,0.015332464420161075,0.11147133384148172,0.2258699786992905,0.1781619809335403
3900,-0.0006937535383451152,7.474336186360458e-13,0.00122318745689899,0.11063805555614914,0.0003127496027731093,-3.1112555564807334e-11,0.15847360260691695,0.015087414391484078,0.11371166411115405,0.2260976657312895,0.1720857183119522
4000,6.620194689875098e-05,-1.1937104388327113e-11,0.0010521841654255089,0.11116394358552549,0.00021423305344677097,-1.8849047309241586e-11,0.15634142704222617,0.015012184772731425,0.11914799942408807,0.2294499400133603,0.1740040426996544
4100,0.0006060303918859286,-3.6268096502617614e-13,0.0010846131143162198,0.111514614092346,0.0012143905982719431,9.797227120383907e-13,0.1523191413112226,0.014748467953374632,0.12080843831185548,0.23245442191101925,0.17159173098741137
4200,-0.0007755328763425288,-5.838386424160543e-12,0.001049876515967418,0.11074014271635736,2.2378169273407935e-05,-1.9935805682307427e-11,0.15111694341023138,0.01457989343505663,0.12153938816977486,0.23302657843153066,0.16865589580422513
4300,-0.0007620113516950337,6.278434449680107e-12,0.0011584756412717626,0.11123851280714339,0.0006899064566264546,1.561135731070177e-11,0.1516649145892211,0.01416780930031417,0.12329657650141511,0.2330996294088826,0.16743048753590242
4400,-0.0002764618963455977,-4.2958171937308205e-12,0.001118341830544433,0.1113739233717138,-0.0008793664273117471,5.025612214225888e-12,0.1474784903422799,0.01427371522698976,0.12520991312651375,0.23617391176734548,0.16155609137158247
4500,7.97275629126999e-05,7.984560555384366e-12,0.0010430417049123203,0.11018401601785306,-0.0005694425776210136,-2.3530901480637852e-11,0.1485158815801985,0.01373088263722097,0.1289673250801904,0.240725330546381,0.16324666807835306
4600,0.00017716487470151974,-1.0589730507863224e-11,0.0009946953839503562,0.11053622181451252,-0.0007944675258473876,-2.3476805290586375e-11,0.14526881735875807,0.013846879221392414,0.13003500951242575,0.24175879900924918,0.16128563910361227
4700,-0.0006673417484000021,7.252741047508809e-12,0.0011302827540218214,0.11016267809515362,9.218454268601749e-05,-4.531003427659121e-12,0.14234613606925672,0.013419991896308008,0.12966891719402454,0.2400002156400842,0.15644597526974463
4800,0.000609114644151152,-3.0924032898217583e-14,0.0011836938625749331,0.1105892665625845,-0.0012805577760361356,3.0407948431101874e-11,0.14026647384540936,0.013508498062680632,0.13138771413889808,0.24456814285441614,0.15726432319187103
4900,-8.62352342971777e-05,-1.1370927034377016e-11,0.0012161214084210963,0.11095000767740552,0.0013267352135730487,-1.6185929201286602e-11,0.13801602224097897,0.013298608082233342,0.13605693276919184,0.24615410061853218,0.1537170057575344
5000,0.0001516382275152845,-5.152666284677826e-12,0.0011270134468527283,0.1111438178811773,0.0012899304247782802,2.0937038764082852e-11,0.1392864716550272,0.013178369897900086,0.13556578883437165,0.24791653309054482,0.1512578870333195
