milliseconds,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot
0,0.11146613798643618,1.3197855144057518e-11,-5.15380908710468e-06,0.0005603338741448044,0.28658313182659495,-3.657442977972697e-11,-0.0003074900125000208,-0.00017544750292495932,-0.0012783328773207923,-0.0013610308749029633,0.39937455555747975
100,-0.00026060242092098434,2.1767724692091208e-09,0.018113906509039754,0.09423855230045147,-0.0015750194125988437,5.64094988015691e-09,0.264600120081941,0.02306743965846878,0.0022380360921912027,0.09868374592203764,0.30602806449412034
200,0.0007540670702394814,4.2130077334820315e-12,0.003272589916970407,0.10842325150943861,0.0004336076400784255,3.4028421522311162e-12,0.25579937556876226,0.02431329398771623,0.007290698568799867,0.11667973920302846,0.28494047214445045
300,-0.0002710878711765365,-1.2255805563902265e-11,0.0014399697720045488,0.11119577804791994,-0.00020395102073908519,-3.4793829451056616e-11,0.25304377655564864,0.024062808379895887,0.010870915028570934,0.12104436896601051,0.27948614936001087
400,-0.00045281030001450315,1.0607852708495108e-11,0.001204234558909997,0.1108522131346132,-0.0010708576172185815,-2.8048687076961622e-11,0.2517892911134224,0.023578224505448116,0.013577783328860081,0.1224701524157914,0.274424792850581
500,-0.00043753052153765496,-8.849040050030574e-12,0.0010253659556424862,0.11026303383622355,0.0017348964980430826,-2.943703379559782e-11,0.24759672252319528,0.02342790112573139,0.018457029467996103,0.12764763261300968,0.2699348820228078
600,0.0002970249476406538,1.5014523680097436e-11,0.0011129290340784793,0.11101588494182517,0.001252539741226825,3.925535997990709e-11,0.2453051723289998,0.023161684157726094,0.022054675636761348,0.13046361430442355,0.267912888666453
700,-0.00013789405437590016,1.3526023054098359e-11,0.0010253741074704409,0.11093117659688727,4.369014215824815e-05,-2.7982569575048436e-11,0.24027787211983695,0.022872260608264406,0.024822539747873403,0.13551798352843333,0.26362084244596357
800,-0.000663171410331605,-2.9765783604938056e-12,0.0011569643675875857,0.11035804253416864,6.510979577824978e-05,2.494264856385185e-11,0.23594105598593607,0.02254942004914827,0.030062019205348355,0.13747765209185236,0.259285634158516
900,-0.0007133376956698569,1.2550168614578732e-11,0.001200574745018361,0.11121645184791497,0.0002329500421789125,1.1162827019251383e-11,0.23614146332338345,0.022246725876236537,0.03116405390997305,0.14289371075702087,0.25951636471067085
1000,0.00016528671854747882,-1.2894460169383178e-11,0.0010916150558661457,0.11109899064701063,0.0002513604477148901,-3.161416626009755e-11,0.22873252697328714,0.02180674694850137,0.03370214861724585,0.14443367596897197,0.252701699607371
1100,-0.00064055713469761,1.2909066568806182e-11,0.0010978085767868555,0.11080730427630373,-0.00045485036811726586,-1.410079561255136e-12,0.22622500008379853,0.021426793725172602,0.03862957387760455,0.14887466550205086,0.24843257286835652
1200,-0.00028663266185615825,-8.287662257025126e-12,0.001221052078921633,0.11021254371090738,0.00026768772564009864,2.9394200194140527e-11,0.225026251727623,0.02141714738754521,0.04259993780958696,0.1516576786047384,0.2465934631881132
1300,-0.0003937350919618066,-6.401271214148464e-12,0.0011663010690750413,0.11066835401515909,-0.0019605794609506423,-3.574852603571027e-11,0.22195219931314808,0.02102355368316633,0.044084330153205877,0.15802944971003205,0.2435085615465952
1400,-0.0004149810679754131,-6.862918867988646e-12,0.0010168887742932563,0.11155366958847171,-0.00011209117627377789,2.974788436273623e-11,0.21760359105081895,0.020563008688343716,0.047725204961244286,0.1608840851979065,0.23969118349146656
1500,-0.0003636414726987469,2.1404030409413278e-13,0.0011180732545510769,0.11087664421152162,-0.0005709627495741605,-6.343275445424515e-12,0.21669978888089192,0.020588169664466475,0.05217675411326761,0.16227253447083853,0.2380815828186601
1600,0.0003600115981278,1.531425660658161e-11,0.001199037632946516,0.11082724749826013,0.00040823848788657815,-2.8358340490979852e-11,0.21501260729953445,0.020031350190360578,0.05601442149006837,0.16623610440513834,0.23530890048253797
1700,-0.0006625987750132305,1.4385902832283969e-11,0.0011179575334663698,0.11159654795770792,-0.0018226792378078036,-3.535032867830166e-11,0.2119108304732199,0.019693833463359865,0.059794477579893555,0.1686096339785794,0.23136615820524933
1800,-0.00022989764378816274,8.868263444816637e-12,0.0010246968306114224,0.1113657897740031,0.001941285562839193,1.151182661436984e-12,0.2070043629626326,0.019474608452031025,0.06231357488387052,0.17091552744876184,0.2271572547267139
1900,-2.1340626493921076e-06,-2.207263126782467e-12,0.0010441157264013965,0.1104119010503536,-0.0005912533620889741,3.533155373124969e-11,0.20617061197107908,0.019510563031230003,0.06495169129466735,0.17649676769206646,0.22358757252968875
2000,-0.000299953601472568,-1.0120505016979207e-11,0.0011232317018907909,0.11112076721360117,-0.001017538710617124,-2.7947753737531017e-11,0.20099009172341453,0.0189801028134589,0.066913229243478,0.17762887869312916,0.22037366370071784
2100,-4.1235996642223496e-05,-8.820374699653439e-12,0.0011401107272204765,0.11086496071637428,0.0002625663354848485,-2.2926590401009414e-11,0.2009749199062125,0.018668961226766333,0.06935822704756177,0.1831448999797018,0.2208162508339493
2200,-0.0007516557373100482,-1.4214021245745726e-11,0.0010354558296013622,0.11098890611275099,-0.001230046675594461,-1.2966954301140938e-11,0.19615340555562114,0.018518843003476133,0.07287205267714594,0.18402057332433402,0.21478629754980189
2300,0.00014415273366053742,-4.477624540601478e-12,0.001147695436069767,0.1106839029883462,-0.001229809727979708,-8.129162480163648e-12,0.1934898040842431,0.01821702863899824,0.07711914055314022,0.18775642554440916,0.21330824193168166
2400,-0.0006446262849325891,-5.312768434153396e-12,0.0010787709357541998,0.1109161339906443,2.725460143306239e-05,-1.9563370221737026e-11,0.1929000263823491,0.018320557043972074,0.07717123595984854,0.1876744656686426,0.2125471521501407
2500,-0.00030826605212268976,-2.5754579493211505e-13,0.0010704280006622678,0.11070196988884196,-0.0002602788007913773,-1.2109910503116247e-11,0.18735247529858037,0.017916730365786605,0.07949840254570995,0.19002964056289087,0.20571772483552764
2600,0.00010500288241119843,-3.026521265101376e-12,0.001159786096391358,0.11138221755801464,0.0016252559854269735,4.8668379964455075e-12,0.18628854689179408,0.017483694457026067,0.08240601169973931,0.19294042992893626,0.2065457754953299
2700,-0.0007355471039984236,6.336115939302314e-12,0.001117031666516177,0.11025634414852199,-0.0017751806845076904,-9.322505804269091e-12,0.18415136169961152,0.017273945434168894,0.08503039998566853,0.19955281925124427,0.20182535141331817
2800,-0.0005261958068502123,-1.4813800691161173e-11,0.0009913642357990283,0.11126240397499373,-0.0013777742738877864,-6.743996610833749e-12,0.1814836313944506,0.017020653475502596,0.08821425124233315,0.19802307829198287,0.20161334324120744
2900,-4.964790448632236e-05,6.680046389306163e-12,0.001218282953379979,0.11159790753446537,0.0014468726501232368,-3.877081794788112e-11,0.1799617518147258,0.016935380645542814,0.09266868024677924,0.2011966113554651,0.19637798920063027
3000,-0.0007028927191273935,3.360921749885391e-13,0.0011606621996862368,0.11109192039682324,-0.00010159967312381816,1.1868551831647354e-11,0.1774558615564566,0.01695300574428689,0.09554496570866794,0.20408221099578297,0.1933255101188502
3100,0.000399735401287882,-1.1920867972412534e-11,0.0011583282152965138,0.11067541560664357,0.0018442614726446333,1.8152113313669268e-11,0.17278571277561844,0.016678669903200712,0.09846924054661807,0.2058796087858544,0.19290631350065413
3200,-0.0005150001844524038,7.413093834603846e-12,0.0011247003693408435,0.11160067120803321,3.4561093282026793e-05,-2.5657250985395336e-11,0.17086400847227753,0.016268908513334786,0.10050312595624486,0.20825564942563662,0.18837234064300815
3300,-1.0481369062717883e-05,-7.196891541218072e-12,0.0012103396232411206,0.11012913505526102,0.0019856706207074444,2.4163433642291937e-11,0.17135077815816835,0.016107651894555045,0.1011139337277919,0.21128037268148997,0.1876646546577503
3400,-0.0005722050773800354,-1.4754144065051466e-11,0.0010998851835212662,0.1115907829660976,-0.00015581518622949237,2.0636817789715806e-12,0.16625147161943998,0.015777098865277613,0.10281217224092168,0.21607731159547006,0.18429636315928916
3500,0.0004798510440184607,-1.478818822194556e-11,0.0010060701115335439,0.11028004462345173,0.000624242908964256,-3.0992054011723053e-11,0.165516387126104,0.015680662431438498,0.1075787320321921,0.21499524597325723,0.1831828378347023
3600,0.00023079521520824177,1.4317472796567178e-11,0.0010186764391042623,0.11150872195797644,0.0018588796313209806,-3.404722219036833e-11,0.16586341283366582,0.015537472290701711,0.10710331790809806,0.2216937202513358,0.17924025136038324
3700,2.2750023687123746e-05,9.530591746605276e-12,0.0011863542215111624,0.11097301351454478,-0.0002239263066018509,-2.2066758894180188e-11,0.16273530190662272,0.015349879102773445,0.11157423479405935,0.22294439727603058,0.17738687258548208
3800,-0.0006265179223850192,9.267997997618227e-12,0.0011807925121961607,0.11025755789420684,0.000634789781099444,-3.5721323994766754e-11,0.1606293067514933,0.015392849983669691,0.11240176438686864,0.22606088809300826,0.1765760539513923
