milliseconds,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts
0,1.3323913909409248e-14,6.537970852941506e-15,-2.187295577832409e-18,1.3423057796493876e-13,-2.7622807794815735e-17
100,-1.1397264774106836e-14,7.06957962662347e-15,4.957348534997427e-17,8.685479531375635e-14,2.8182736595287886e-16
200,-3.6762802822123156e-14,7.88726350433117e-15,1.0861360423616846e-16,4.663273196578284e-14,2.151882780479556e-15
300,-6.117588327039818e-14,9.485099830117264e-15,1.6300337203515826e-16,8.158622724388186e-15,5.1200909668019734e-15
400,-7.827429938689427e-14,1.1471191817193503e-14,1.6586769354521545e-16,-9.904504414092843e-15,6.05667696075499e-15
500,-9.24755277439417e-14,1.1913634590029628e-14,1.5111216957536617e-16,-2.5090935612757e-14,6.202843965868287e-15
600,-1.072637927755588e-13,1.4147641476633593e-14,1.3083283611072868e-16,-3.7249900040015466e-14,7.411229723516328e-15
700,-1.2251490790748055e-13,1.4561064621956016e-14,1.1833177305805671e-16,-5.542504648541846e-14,7.623036544680625e-15
800,-1.3391187254093298e-13,1.5946936123664385e-14,1.0791564739063609e-16,-6.743094069532547e-14,7.185458333165875e-15
900,-1.5063409319125177e-13,1.8146449723703565e-14,9.452955381168801e-17,-7.972151317087476e-14,6.071483261946591e-15
1000,-1.6557418867724496e-13,1.874016884639203e-14,7.784407579844079e-17,-9.636182004651958e-14,7.153590934008255e-15
1100,-1.8135086840567188e-13,2.0769295835189514e-14,6.002220774635749e-17,-1.0590572475542661e-13,7.017335194343991e-15
1200,-1.9214939673165536e-13,2.1729801697731176e-14,4.3187129587977066e-17,-1.21792151432139e-13,8.455693539515775e-15
1300,-2.0598962427605447e-13,2.303888281624075e-14,2.8341743412215925e-17,-1.3811571582976817e-13,7.212313076858221e-15
1400,-2.1663994827014009e-13,2.4697909730504152e-14,3.7234171292776227e-17,-1.4089801879125596e-13,9.930331542404535e-15
1500,-2.1405035667463023e-13,2.5537068765693596e-14,5.2588639321903714e-17,-1.4351543904293814e-13,1.4112405607841386e-14
1600,-2.1573134137289176e-13,2.6968896044448965e-14,7.155842993481116e-17,-1.3949574100527097e-13,1.6136894609202307e-14
1700,-2.1725124444797347e-13,2.802582364327001e-14,8.309398221899898e-17,-1.429757834282615e-13,2.0551629260740647e-14
1800,-2.195459744117566e-13,2.920046308237818e-14,1.088992622709504e-16,-1.4595252705634994e-13,2.5129164914791834e-14
1900,-2.1812101502707616e-13,3.004544786493419e-14,1.186177316433564e-16,-1.425786844146008e-13,2.7859882766866318e-14
2000,-2.2114898775562892e-13,3.1131401825043685e-14,1.431472505094583e-16,-1.4131951256722495e-13,3.0673287655338906e-14
2100,-2.223610320690854e-13,3.2247772967662665e-14,1.619481691770198e-16,-1.4600536750376673e-13,3.462275033393609e-14
2200,-2.186954840094908e-13,3.354452475434813e-14,1.72351595352331e-16,-1.4425987206842537e-13,3.920830882725844e-14
2300,-2.2079058034728836e-13,3.426953640527392e-14,1.9318031233683333e-16,-1.4373842616488432e-13,4.0843815700447206e-14
2400,-2.2139225131391556e-13,3.537312502554271e-14,2.110914311265062e-16,-1.4724403230486477e-13,4.533884514969693e-14
2500,-2.2487375867602153e-13,3.6559756059029374e-14,2.2924730133260815e-16,-1.4687659459928637e-13,4.863834244302832e-14
2600,-2.2603151882039832e-13,3.794225306215122e-14,2.4610678975319353e-16,-1.441751379007895e-13,5.2294253812824116e-14
2700,-2.2124789742101896e-13,3.8997670432756876e-14,2.63938032633539e-16,-1.4586304940826356e-13,5.62911391596046e-14
2800,-2.2258162177263425e-13,3.973178802198307e-14,2.8486342429188964e-16,-1.4797260324427515e-13,6.002546978402336e-14
2900,-2.2471966916624278e-13,4.0879815722688697e-14,2.9768692001644304e-16,-1.4438171954451457e-13,6.286453935919647e-14
3000,-2.268954685925679e-13,4.219790531330578e-14,3.195533952135179e-16,-1.4575628014430234e-13,6.678668189264009e-14
3100,-2.235515592071562e-13,4.08003379790525e-14,2.9981244375085186e-16,-1.4675900437020962e-13,6.519316589702722e-14
3200,-2.2142791738600452e-13,4.1095581129987374e-14,2.8796475998323393e-16,-1.4373495715816355e-13,6.509824595679378e-14
3300,-2.2327630463863497e-13,3.96625631480838e-14,2.715092974956102e-16,-1.442152233996943e-13,6.449436515985135e-14
