milliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
0,1928.2182838491449,9827.411718467192,0.8001838186783414,36403.68710574035,84565.63021637993,2510.0678454845574,1928.196941767102,84566.40465122084,9828.15195479495,43952.55092524075,43952.99449630716,4207.381777235154,11753.827209333027,27.08816764895328,11752.964800956901,45649.74694762357,4207.269245090572,36404.83008537226,96.32,45650.10932312031,96.32,27.08936693309207,0.8001237932865727,2510.2228444453067
100,1928.1568059522958,9828.163396630318,0.8011259930809483,36403.87472438136,84563.43730152631,2510.8600069659565,1928.1476215930372,84562.79807675001,9827.374093794493,43952.55458295007,43952.563980019535,4207.40215087034,11756.490372369,27.249546280216816,11757.660579059035,45649.47838001356,4207.176813753812,36404.60932789914,96.32,45649.10695987805,96.32,27.253468818582203,0.8009072460127339,2510.7972629108867
200,1928.1520042281757,9827.555117629265,0.8020994909906832,36403.271625323905,84560.83243259753,2511.413918759054,1928.1302744039565,84560.73974681053,9827.716255513,43952.20298375799,43951.993884649855,4208.04227821439,11760.510529388142,27.25591893278025,11759.941512493664,45648.859601086224,4208.184963966838,36404.14685583131,96.32000000000002,45648.42102446556,96.32000000000002,27.26176042372212,0.8019401634950448,2511.476066254297
300,1928.131356524809,9828.613617824774,0.8027655785171702,36403.71710352498,84556.91122701998,2511.97919955192,1928.0965724542452,84557.35110283103,9828.915753540103,43951.661005654634,43951.52699105935,4208.284254850866,11762.274895889666,27.26495913010042,11761.98191665292,45647.85951217395,4208.48151669479,36402.90025786472,96.32000000000004,45648.129740727905,96.32000000000004,27.264746980861762,0.802682121935526,2511.9223806681434
400,1928.0534400673591,9829.893683374105,0.8035376859349218,36402.0983576676,84555.17852474349,2512.3179023222515,1928.0507378486884,84554.45649303334,9829.412320217534,43950.631291175116,43951.15751756486,4209.512934520915,11764.782806117892,27.270156853191025,11764.916941403293,45647.68528876872,4208.945405079982,36402.16024547548,96.32000000000006,45647.564331589754,96.32000000000006,27.269175396645593,0.8034273451225596,2512.467224375776
500,1928.0673680581633,9830.51044366163,0.804228483068248,36402.23452813012,84552.47394982586,2513.124776945688,1928.068562384248,84552.90594154134,9829.845738100668,43950.04564339851,43950.490815915146,4209.841898793239,11767.1714102525,27.276975185062923,11766.602665514465,45647.05187949926,4210.090263900213,36401.37295708366,96.32000000000006,45646.83904055308,96.32000000000006,27.280332111320675,0.8043299080111642,2513.1311431845043
600,1928.0079175512624,9830.540226798892,0.8050623591029873,36400.37322244531,84551.48242867932,2513.7287882424184,1928.0029963968245,84549.63279853614,9830.561614901804,43949.71924942427,43949.25730037708,4210.701831092172,11769.590764387103,27.280057838029446,11768.854005621208,45646.57481417595,4210.464365896645,36400.88793697865,96.32000000000006,45646.65266152475,96.32000000000008,27.283682484123357,0.8051161653742278,2513.7806949933247
700,1927.9363490373637,9831.368284286478,0.8056018260665666,36400.427175909346,84549.1859603811,2513.812416722752,1927.9245196711179,84548.99446060348,9832.269477682237,43948.67823137102,43948.84990329044,4211.139623464975,11770.723537601898,27.289621593107576,11771.291805648707,45645.934920946005,4211.403375216223,36399.51087879883,96.32000000000008,45646.1507561928,96.3200000000001,27.29178145239565,0.8055899058601159,2513.92533703356
800,1927.8858716159052,9833.285199113567,0.8061915579126687,36398.84439212243,84547.43999244549,2514.433003003492,1927.8979000365841,84546.01642186336,9833.375657150056,43948.048349912344,43948.110246865945,4212.152408467509,11772.941843346933,27.29397346122704,11774.18700653605,45645.63561786396,4212.08239097543,36399.08033769779,96.3200000000001,45645.73068937502,96.3200000000001,27.29588616303063,0.8061627828688174,2514.3109462937427
900,1927.82973746566,9833.86160332706,0.8070108058394115,36398.48049831639,84544.05952975496,2514.936044521163,1927.839798695069,84545.6932843687,9833.83087809506,43946.94939385733,43947.16990407168,4212.332505352159,11774.169169905103,27.297201214628036,11776.27396802779,45645.35701513723,4212.778479366849,36397.57258848591,96.32000000000012,45644.977636296404,96.3200000000001,27.298260465759178,0.8067826912458219,2514.9565554343267
1000,1927.7776131500464,9834.725303717836,0.8073621731920383,36397.18798772474,84542.63735193401,2515.298267950199,1927.812433193611,84542.68844671056,9835.547561164147,43946.94453369855,43946.64365072923,4213.102171639706,11775.980164021845,27.303483558316668,11777.323861296849,45644.554759753715,4213.265671452241,36397.464538645996,96.32000000000012,45644.94355881939,96.32000000000012,27.301228209407107,0.8074536455910574,2515.2114574825946
1100,1927.7560961905574,9835.685062215289,0.8078658148609287,36396.3400263805,84541.42440125546,2515.460015438409,1927.7538906650384,84540.60095063417,9835.885508745925,43945.77248505256,43945.868351742414,4213.8047991316,11777.876400780171,27.308442980723342,11778.144404555665,45644.109680634676,4214.0415924855015,36396.72508544668,96.32000000000012,45644.2769031104,96.32000000000012,27.30636977977697,0.8077110455940477,2515.7921038179306
1200,1927.6721989891587,9836.634003459934,0.8083721254679539,36395.78449495978,84540.41581133177,2516.0594107335605,1927.6583917996404,84538.46708967895,9836.510746962924,43945.06816207528,43945.3681064624,4214.707310219624,11779.434887382904,27.31200481271102,11779.83355989668,45644.1469291418,4214.405992989295,36395.67651571203,96.32000000000012,45643.76952121911,96.32000000000012,27.31455079019189,0.8081793794905984,2516.0965437331743
1300,1927.6162197646697,9838.357242939113,0.8087347580057029,36394.5873015885,84537.78185087774,2516.6212518539123,1927.652045499578,84537.9437040413,9837.809969193328,43944.59693019989,43944.92171827755,4215.530384273778,11781.852182879391,27.317521044612853,11782.825545775357,45643.694556928625,4215.261055661891,36394.794194933456,96.32000000000012,45643.65324005871,96.32000000000012,27.3167639634146,0.8087942659915387,2516.689583256962
1400,1927.5798396573605,9839.074072854506,0.8090779262132393,36393.77282980301,84536.26417825028,2516.6884536693688,1927.605297043168,84535.89146450357,9839.112935385532,43944.09099673076,43944.4141513643,4216.059102765225,11784.015869279207,27.32150220323745,11783.929908078984,45643.109398006054,4215.9239882848715,36392.728535762435,96.32000000000012,45643.41451646986,96.32000000000012,27.320851805906845,0.8091317385711728,2517.1700303451307
1500,1927.5178719684172,9840.210756264698,0.8094729834776297,36392.04329168224,84535.60340844483,2517.2914308970203,1927.5626166217987,84535.13549652067,9839.889700865053,43943.24737994225,43943.869944601,4216.759000522033,11783.978400232138,27.32240122371365,11784.710324357808,45642.653106617305,4216.320505516258,36392.28248504673,96.32000000000014,45643.03721683252,96.32000000000012,27.325912552901613,0.8094790251663563,2517.287271865734
1600,1927.5029161013535,9841.49363305395,0.8098443034028041,36391.08679636499,84534.00261165961,2517.4870712142892,1927.5010013255815,84533.88693990937,9841.028327474103,43942.5188669899,43943.26201482625,4217.268388316784,11785.930590144459,27.32840519798014,11786.070240882496,45642.55876109592,4217.115699061715,36391.85952192152,96.32000000000012,45642.28603075719,96.32000000000012,27.326639943495685,0.8097584565674063,2517.80665432537
1700,1927.4615723235206,9841.349215826393,0.8102744156104543,36390.949223941316,84531.81976143428,2517.843590954913,1927.3985340083843,84532.2559922752,9841.622958362199,43942.23664604724,43942.384678029135,4217.829714692835,11787.574977586815,27.329440956787046,11789.172804242591,45642.059302192465,4217.709124121574,36390.2418695161,96.32000000000012,45642.22007754493,96.32000000000012,27.33441840306267,0.8102438647650683,2517.982872720829
1800,1927.3709972336494,9842.893098550607,0.8103914125141777,36389.50370054913,84530.07857364851,2518.348464008992,1927.356211642306,84530.17636271672,9843.751215997465,43942.04442574039,43941.86480305496,4217.82714870613,11790.036909522152,27.335237772796273,11789.969288014188,45642.038702439815,4218.198914987878,36389.2408273962,96.32000000000012,45641.824232808685,96.32000000000012,27.335660274336615,0.8104105127939059,2518.2197448474994
1900,1927.3575302462511,9844.507074882547,0.8110053050532348,36388.87178004261,84528.55808270005,2518.51969365651,1927.3338213683783,84528.05583059855,9843.606333701333,43940.963161345746,43941.67478892281,4218.883795457078,11790.374256711311,27.337239317977925,11790.598045247918,45641.6182867157,4218.970860413097,36388.65183279372,96.32000000000012,45641.397860437304,96.32000000000012,27.34406830486605,0.8108284486499315,2518.82402731513
2000,1927.2904441395951,9844.928062536357,0.8110779540877842,36388.41242043853,84528.45752934799,2518.7687266150797,1927.2836132936204,84526.5073051468,9845.301045499706,43940.34667219314,43940.77174255578,4219.209811535763,11791.467196610336,27.34458150567503,11791.896749409754,45641.103377286396,4219.135506192861,36388.029505296916,96.32000000000012,45640.94931166819,96.32000000000012,27.345565423466958,0.8110113029490837,2519.082636277213
2100,1927.2428359892058,9845.355979387925,0.8115099137206033,36387.454125006436,84526.95687342604,2519.0610359970356,1927.2622222606938,84525.00896399863,9846.27536470373,43939.92994675022,43940.03003490871,4219.523287879396,11793.403286743078,27.34734935130317,11794.648537373148,45640.75808651009,4219.657795096602,36386.61897434192,96.32000000000014,45640.96950728353,96.32000000000014,27.346226803433144,0.8115039789340621,2519.500420827345
2200,1927.1906402350944,9847.192344066412,0.811393535291909,36386.3870824077,84524.20668742903,2519.630827753651,1927.2031285974347,84523.50193273852,9846.752629250701,43939.84246647061,43939.869325295775,4219.88881108938,11795.201873397222,27.348926212774963,11795.840206746101,45640.50061759434,4220.107508392256,36385.83236036021,96.32000000000014,45640.67701663979,96.32000000000014,27.354960766515823,0.8114920676044264,2519.56376302193
2300,1927.1617364181902,9847.745022494335,0.811648387997395,36384.75853268432,84523.79757238014,2519.6676836549145,1927.1152402252221,84522.38684010631,9848.121100484834,43939.140240436354,43939.576501618125,4220.6817326288465,11796.400245130131,27.355504521645333,11797.328646828819,45640.07199184324,4220.9495155757695,36385.034539393826,96.32000000000014,45640.445141467906,96.32000000000014,27.353403851209915,0.8116109286537176,2519.8274437137957
2400,1927.0780189549384,9848.44845908143,0.8119899409327419,36384.58882455215,84523.46635181564,2519.848655528902,1927.0858376919632,84521.00328703293,9849.202627880746,43938.737092398296,43938.85433609788,4221.317119774682,11796.569867599113,27.35581085112312,11798.180023624393,45640.133383495384,4221.072951612786,36384.56214253973,96.32000000000014,45639.797857508885,96.32000000000014,27.360526441686204,0.8120746241198095,2520.427794675967
2500,1927.0372015831947,9849.848494155587,0.8121888572199175,36383.71128664356,84521.00461476595,2520.3534939252468,1927.0424631162127,84519.7333067955,9850.015533681737,43938.248208297526,43938.656611100385,4221.654868739162,11797.932239169388,27.359700650140237,11799.146708743296,45639.74028644832,4221.672791324993,36382.671482123216,96.32000000000014,45639.66713810803,96.32000000000014,27.36084401510143,0.8120602167350448,2520.5082881059516
2600,1927.0444090282556,9850.226816423527,0.8124936226998345,36382.21794763032,84519.27884053664,2520.7420697796747,1927.0096529687569,84518.39014127101,9849.95585004313,43937.81856799534,43938.0568989167,4221.878933748996,11800.106760468125,27.36428720742353,11800.257420656553,45639.42947913283,4221.9974354824535,36382.52105951934,96.32000000000014,45639.352558563,96.32000000000014,27.365774739007893,0.8123920397575154,2520.9996691582833
2700,1926.9921524636359,9850.873785075217,0.812529325185496,36382.26481039362,84519.33637236684,2521.0440544978323,1926.9889671027074,84517.80831380881,9850.958165399477,43937.38262260039,43937.29015821643,4222.477754258507,11800.975563247539,27.3677990208783,11802.667897409186,45638.911567092466,4222.776843972234,36381.360341876556,96.32000000000014,45638.95162858358,96.32000000000014,27.372615582083295,0.8123589113953424,2521.1692635625905
2800,1926.951882793511,9851.604532479583,0.8126077376233113,36381.43702010827,84517.26830261025,2521.350446430597,1926.9039822833097,84516.93307185164,9852.554837073567,43937.096990623424,43936.80291595098,4223.160702312017,11801.541281245063,27.368882127840408,11803.561000891712,45638.8564114452,4223.485270233357,36380.29616876915,96.32000000000014,45638.83268466519,96.32000000000014,27.375763682347987,0.8124518100674822,2521.366452557944
2900,1926.9164309041103,9852.236687197314,0.8129542675023014,36379.85667821188,84516.42232488074,2521.2423716173294,1926.8492020929339,84515.20845720803,9852.977370404655,43936.15061637229,43936.20549840965,4223.69343212956,11804.167399709831,27.37288668745509,11804.207719410828,45638.58638261263,4223.747847910238,36379.88090362821,96.32000000000014,45638.3707463447,96.32000000000014,27.373712332962064,0.8126940782293284,2521.864200392363
3000,1926.8617404045174,9853.800838690957,0.8130126205555885,36379.65391245496,84514.59988323819,2521.565148129869,1926.8570143407965,84515.29832469458,9853.850359452339,43936.02873099121,43936.16966749833,4223.82492556918,11804.036580847485,27.37957294812994,11805.994423869182,45638.16750613083,4224.001543343891,36379.187109475984,96.32000000000014,45638.118191248475,96.32000000000014,27.37920482148098,0.8129949885275752,2522.1892375957905
3100,1926.8192995939437,9854.663740990185,0.8129242732771944,36378.248103873506,84515.13533852238,2522.0775351090274,1926.793080935175,84514.28820058104,9855.209032212919,43935.23531089372,43935.453605910545,4224.403908672296,11806.55895653731,27.377553006128984,11805.916159817125,45638.219455515624,4224.70016700349,36377.94247344786,96.32000000000014,45638.25327786372,96.32000000000014,27.37987813271624,0.8129974714992273,2522.2251219504433
3200,1926.7526477139158,9855.515206078202,0.8132363539345869,36378.514186669214,84512.10722123834,2522.426594331723,1926.772174329143,84512.6504337766,9855.138291595482,43935.396671136165,43935.038398927914,4224.959898452485,11806.090253435545,27.384197502979326,11807.038287680645,45637.892476428715,4224.584320335228,36378.105596080124,96.32000000000014,45637.701256698594,96.32000000000014,27.386792653545175,0.8130811191745212,2522.6172227517595
3300,1926.7640314300338,9855.870711233349,0.8133253780633568,36377.013522533016,84512.02778045324,2522.3482930445166,1926.690721896443,84511.83159774508,9856.540142424072,43934.81117625284,43935.24561869113,4225.250233994485,11808.008944736586,27.38298020534583,11809.762057877253,45637.74545098233,4225.072764333327,36376.47941842433,96.32000000000014,45637.53231279235,96.32000000000014,27.386840704090652,0.8132898255868533,2522.6558729187273
3400,1926.6962454224333,9856.359528045226,0.8134902886366151,36376.55762389749,84511.76447292088,2522.6815967204016,1926.6558242605522,84510.03079456965,9856.562271096667,43934.309776686954,43934.44836625881,4225.161103386217,11808.936921065859,27.38807590250856,11809.55379973383,45637.239916211256,4225.8252912423395,36376.46401831853,96.32000000000014,45637.37658676593,96.32000000000014,27.393694550272713,0.8132340260332506,2523.170661792108
3500,1926.6644997216717,9856.907421757918,0.8134708795298121,36375.594809939095,84508.97174199899,2523.0143343151008,1926.636674094247,84509.30131584448,9857.200892443798,43933.953934519064,43934.39444729422,4225.951493641152,11809.387629423663,27.391517319456288,11811.607066920922,45637.17226294807,4226.41730533326,36376.13073031808,96.32000000000014,45637.11242398761,96.32000000000014,27.39298030977884,0.8132828905877678,2523.2479005926125
3600,1926.64505716592,9857.773009732799,0.8134567414762324,36374.921903604794,84509.36966689661,2523.3280901974863,1926.5917715681448,84508.53610829974,9858.884841296547,43933.51825343545,43933.9899101798,4226.017971686673,11810.68716149406,27.39366652178285,11811.218745758282,45636.91639156041,4226.776197489128,36374.6696054951,96.32000000000014,45636.79137948516,96.32000000000014,27.397565883967268,0.8132835250494345,2523.3210163930257
3700,1926.5738310993693,9858.369675172178,0.8135666448308563,36374.18670101678,84508.81309483755,2523.469826724597,1926.5356655335097,84506.94699064914,9859.229261948034,43932.87534296513,43933.070218662004,4226.497288788461,11811.315965963204,27.39531489740609,11812.196131752838,45636.73931254819,4226.917394639123,36373.953661994216,96.32000000000014,45636.55100299092,96.32000000000014,27.3968988134972,0.8135274113652202,2523.9709930409117
3800,1926.5344603954752,9859.501608276845,0.8136881471295068,36373.767716588336,84507.07942105857,2523.664672406908,1926.5327001112898,84505.45718332603,9860.436917653487,43932.4604390901,43933.069998510255,4226.80526787286,11812.126110726658,27.399894774595143,11814.237747280797,45636.43662633814,4227.563930789524,36374.00193469271,96.32000000000014,45636.50928369602,96.32000000000014,27.399242622120635,0.8137483192822037,2523.941229153432
3900,1926.5106229097303,9859.924262192457,0.8138289908513936,36373.14716572957,84505.19928970185,2523.7410273496253,1926.5098847288693,84505.59775924333,9860.413371227036,43932.57868581119,43932.42455122649,4227.243860686402,11813.601858339072,27.402906606823326,11814.6281090901,45636.121613314834,4227.5058306368555,36372.4376827374,96.32000000000014,45636.345524875665,96.32000000000014,27.40582922339666,0.8135791410882642,2524.3019663085497
4000,1926.4806436216697,9860.644353298601,0.8136409232700247,36372.10409561512,84504.88075169997,2524.010743884649,1926.4561868183491,84502.97022427192,9860.770370314509,43932.199342309235,43931.951158715456,4227.843946048744,11815.157035769904,27.40551150244932,11816.683823256912,45636.07641851487,4228.082792977112,36372.10390754381,96.32000000000014,45635.966936227895,96.32000000000014,27.40956660359449,0.8139059124713772,2524.509862248035
4100,1926.4648183733138,9861.886234144822,0.8139038986474998,36372.103065885145,84504.49978852159,2524.4693772083046,1926.4507827045545,84502.06097482124,9862.107089822262,43931.725341394755,43931.73392691983,4228.217699790489,11815.436074322162,27.406348378081077,11816.448074295635,45635.47810883911,4228.028868450704,36371.723108220256,96.32000000000014,45635.82186796337,96.32000000000014,27.408825563521624,0.8137011118932949,2524.7741080477244
4200,1926.443827664187,9861.700138493778,0.8136975958619747,36371.39756499604,84504.00723420008,2524.7142634081347,1926.4114662328832,84502.7203985931,9862.595196179404,43931.56488662992,43931.76698031779,4228.372592554249,11817.684707026063,27.406377867422197,11817.941590984094,45635.4288831606,4229.076584705557,36370.75728358181,96.32000000000014,45635.67456897332,96.32000000000014,27.4121703892937,0.8136785227441542,2524.964037526074
4300,1926.3863344837823,9863.245329577836,0.814001987497049,36370.66937119517,84501.86415770515,2524.698498533584,1926.3836930955,84501.24280399753,9862.860232656783,43931.07585564091,43931.33615210654,4228.882626033103,11817.26125286521,27.4140057957056,11818.522148703587,45635.426212046914,4228.809813892986,36370.09142257032,96.32000000000014,45635.06146881331,96.32000000000014,27.416175488655362,0.8138929386155407,2525.2244283672903
4400,1926.35424281872,9863.723541143774,0.8137737721067272,36369.71286928983,84502.15125969185,2524.941184533421,1926.3183559570357,84500.14806266334,9864.449689760719,43930.9372962669,43930.80178033523,4229.045212366027,11819.436385989908,27.414430951924448,11820.215467061998,45635.22866839052,4229.6686837566795,36370.225064551596,96.32000000000014,45635.154564831595,96.32000000000014,27.41502781907093,0.8140514732603668,2525.3040470429846
4500,1926.3531185366717,9863.818987069744,0.813919438915598,36369.7814981367,84500.09809560768,2525.2888620793506,1926.2912298041574,84498.73122542482,9864.888393500316,43930.349688498565,43930.66045124973,4229.070620696191,11819.484846865422,27.415822955892708,11820.161957464958,45634.89949910805,4229.539147189974,36369.56510940527,96.32000000000014,45634.82718392174,96.32000000000014,27.42044313398228,0.814134096198513,2525.35149439789
4600,1926.3277453258063,9864.198345692535,0.8139429766858451,36369.409304845074,84499.58176784481,2525.1271547290316,1926.243605014932,84499.029633891,9865.170109719977,43929.61308293936,43930.067330619466,4229.478640160665,11820.593979903086,27.420259550189993,11820.823417505,45634.7056089942,4230.073135083671,36368.85208876147,96.32000000000014,45634.78941006489,96.32000000000014,27.423510429724306,0.8138758672093542,2525.835872772459
4700,1926.2385321357995,9864.813722601482,0.8142391371575284,36369.07979401862,84499.05280288355,2525.3361014699585,1926.247251078166,84497.20338997619,9865.4467811774,43930.01316173787,43929.87310103725,4230.380310713087,11820.374678921493,27.42288379289503,11822.970513207176,45634.364601835725,4230.682187448965,36367.67173470258,96.32000000000014,45634.49425988729,96.32000000000014,27.42364447582936,0.8138804529482806,2525.947841615188
4800,1926.2384663382006,9865.43733306323,0.8141335989022336,36368.49418978811,84498.92846479874,2525.6853190566767,1926.209292737406,84496.63420303288,9866.841727740064,43929.2943399137,43929.52412528095,4230.168292986324,11822.105371778483,27.42010238717645,11822.704636707926,45634.251474758596,4230.8788644798105,36367.980666177624,96.32000000000014,45634.40571253406,96.32000000000014,27.42767193596932,0.8138794824590322,2525.9326213961886
4900,1926.1990552939833,9866.020170367434,0.8140890986443747,36367.19962801295,84497.47407727267,2525.969736333627,1926.1842452313613,84495.81807754085,9867.365119544285,43929.161230442856,43929.265007195136,4230.608668890668,11822.01850781186,27.4244085579338,11823.227640263936,45633.91227504473,4230.96630252533,36366.79037664377,96.32000000000014,45634.32065692079,96.32000000000014,27.428438296075402,0.8139907724733637,2526.446372348266
5000,1926.196893576739,9866.488750944416,0.8140283957024542,36366.414216704776,84495.57977151642,2525.951192177107,1926.1375823827798,84495.43372179534,9867.746699250045,43928.83168817132,43929.16412283436,4231.243408428667,11822.949330198802,27.429206666213314,11824.242538677223,45634.03519777554,4231.52833444229,36366.34591946773,96.32000000000014,45634.09238768935,96.32000000000014,27.432629219118326,0.8140517666569961,2526.432418889869
