milliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
0,1928.2060066787153,9828.10965044063,0.799969689033876,36404.76415294956,84565.94080414028,2509.96708468838,1928.216122073449,84565.64196811772,9827.64366049937,43952.80791275703,43952.43223416875,4207.339524133998,11754.112980367448,27.090959718664692,11754.551561969742,45649.80196964742,4207.129437156203,36404.291247084344,96.32,45649.92433081331,96.32,27.09277786186245,0.8001471385297957,2509.983281098692
100,1928.1906772756981,9827.59932857022,0.8010704722623317,36403.92525844086,84562.79070340554,2510.490298017163,1928.1919706105775,84563.56195319499,9827.639088557988,43952.59594057798,43952.19289046252,4207.333977062212,11756.850339306948,27.24907015296888,11756.541485518337,45649.53242443726,4207.6409968099915,36403.95842536673,96.32,45649.542171568595,96.32,27.250971258133347,0.8011321719551707,2510.8952031923486
200,1928.1525741539392,9828.508903706883,0.8019533825021711,36403.63126231631,84560.56210940891,2511.523278442514,1928.1493871868572,84559.19016763345,9828.521785767378,43951.91126964892,43952.15632348693,4208.208946633121,11759.562169921666,27.258677807829322,11759.91233981708,45648.74489455756,4208.053001383521,36404.04758476043,96.32000000000002,45648.73993552711,96.32000000000002,27.259110851634055,0.8020075534868483,2511.2187447834353
300,1928.1503273000114,9828.062684866924,0.802889723695537,36403.77365671511,84557.8267066951,2512.110944401954,1928.0918927679804,84557.248430366,9828.349901348973,43951.16910634429,43951.655479328685,4208.759563854298,11762.934290891042,27.266262836600113,11763.566356457884,45647.86966107166,4208.776522406854,36403.22404590852,96.32000000000004,45647.89765879323,96.32000000000004,27.266456599976895,0.8028473796733077,2511.9379577250847
400,1928.0956421668436,9829.049505996214,0.8037419325943318,36402.67065789143,84554.28433299907,2512.5070613710213,1928.0541742261712,84555.28876419642,9829.412803299783,43950.966586795854,43950.959365659925,4208.813882532115,11763.977762318127,27.26933774979954,11764.281929112687,45647.433729294586,4208.827660768459,36402.76433967627,96.32000000000006,45647.31501969989,96.32000000000006,27.270945141802375,0.8037256614186974,2512.6760818255902
500,1928.0314491385022,9829.799326023063,0.804377927722479,36401.671501261575,84552.38801301445,2512.9495566751084,1928.0395498000776,84552.31001597145,9830.736804717044,43950.43285611776,43949.966523592695,4209.765582319317,11766.74989653432,27.277446973893255,11768.244594810487,45647.07819529593,4209.652930212016,36401.3345222943,96.32000000000006,45647.061661313855,96.32000000000006,27.27746162108332,0.8041920837397727,2513.313694106024
600,1928.005637872373,9831.504886877576,0.8051775222749058,36401.270255225056,84549.97398563955,2513.490856831204,1928.0257032668183,84549.96477875134,9831.221349915442,43949.76807139223,43949.576692358256,4210.55563651228,11769.887681706883,27.285154621183462,11768.920545372473,45646.551653605115,4210.378824032537,36401.11961306586,96.32000000000006,45646.64735365791,96.32000000000008,27.285727466423317,0.8050226443746406,2513.670111491446
700,1927.9586604458686,9831.580473677548,0.8057884819949283,36400.290240707945,84548.56360101886,2513.9301963533994,1927.9381117593118,84548.49769879616,9831.414876921317,43948.50136661287,43948.74886022583,4210.980262653391,11770.644682217746,27.290683337415143,11770.649251096622,45645.975185521995,4211.542864511942,36400.097765848535,96.32000000000008,45646.06236950638,96.3200000000001,27.289929800068595,0.8058358631388701,2514.0604184897907
800,1927.9262105368555,9832.765539324415,0.8064435941317907,36398.80228412193,84547.01697210153,2514.2995493297626,1927.9264242673369,84547.26638790747,9833.058110081509,43947.84667916041,43948.20149263217,4211.919794927241,11773.185239797796,27.293596684112764,11773.877612554172,45645.42996211601,4211.986109828392,36399.46337527123,96.3200000000001,45645.381966136614,96.3200000000001,27.29100991741615,0.8063542946306259,2514.732856966515
900,1927.8264867576606,9833.931241034416,0.8070067252914476,36398.74576582714,84544.7470677813,2514.865804399646,1927.875563623897,84543.96487366428,9834.005538577798,43947.41644928402,43947.64299278291,4212.933225760556,11774.25591572992,27.298276647195596,11774.686535884008,45645.11765678561,4212.800498497324,36398.23935377363,96.32000000000012,45645.15119120806,96.3200000000001,27.300433311662754,0.8067041507416208,2514.8926082847725
1000,1927.7793930668586,9835.51300337795,0.8075599972303694,36396.86458537841,84542.60320182935,2515.458797955731,1927.7703560483392,84542.67513402112,9835.22392443761,43946.827327720166,43946.48949508186,4213.124406252691,11777.162969163275,27.299768139784145,11776.622073721916,45644.678959393896,4213.0480976128165,36397.54864068682,96.32000000000012,45644.75082849662,96.32000000000012,27.305709483671393,0.8074412246693421,2515.3635698592843
1100,1927.7560722314088,9836.349178229442,0.8079973397840534,36395.737974654534,84542.05006999096,2515.710987735632,1927.726432950327,84541.99574236732,9835.706416740102,43945.737926513044,43946.193611514034,4214.092376420795,11778.58744490556,27.305109481970288,11778.477715346984,45644.105575798785,4213.874922008793,36395.694247112886,96.32000000000012,45644.36173192992,96.32000000000012,27.30724076302751,0.8077433911628099,2515.996647442058
1200,1927.7137503121787,9836.567842569406,0.8084964701291091,36395.41385420888,84539.06268493338,2515.9527163129615,1927.6888973347527,84540.44701252755,9837.100434505703,43945.1996562935,43945.24530680169,4214.395666429901,11779.9471473037,27.311865689486996,11780.73286296077,45643.76877746238,4214.949354832802,36395.4786490939,96.32000000000012,45643.93337078169,96.32000000000012,27.31143504333999,0.8085146050634635,2516.103945137712
1300,1927.63721042589,9837.868665173528,0.8086661145950453,36394.22645810076,84537.4370930811,2516.350935191053,1927.6389048449835,84538.01336151219,9838.597387608603,43944.954244274006,43944.64458235097,4215.041866422703,11782.028213812686,27.31778975568187,11781.855556117298,45643.722143142004,4215.048903127325,36394.76154824235,96.32000000000012,45643.39643771715,96.32000000000012,27.31659536258805,0.808757178743637,2516.756551100223
1400,1927.565695726115,9838.376880313841,0.8092875698603316,36393.899272516916,84537.43536556445,2516.99040280746,1927.5830749961701,84536.25161635646,9839.416900126062,43944.37484208231,43944.5125324345,4215.6194461246305,11783.934539782333,27.320075008355097,11783.470898441174,45643.19792698315,4215.995095819136,36393.29572069256,96.32000000000012,45643.11443817796,96.32000000000012,27.322042014780312,0.8093584356888963,2516.9353708960384
1500,1927.5387285965166,9840.4984106594,0.8096395128910245,36392.730356971246,84534.6577615952,2517.039032740754,1927.5065614774082,84534.49028487067,9840.412531556105,43943.566944819584,43943.563898785134,4216.317034251694,11785.54476615859,27.323700381544292,11786.216909788536,45642.982906344885,4216.346349662307,36392.53862592985,96.32000000000014,45642.874480771985,96.32000000000012,27.32482172751937,0.809504073309726,2517.4624115916045
1600,1927.5170336730712,9840.394108167828,0.8097628077295299,36391.60448085323,84533.84178573856,2517.63904876286,1927.4927471840665,84532.52585744663,9840.894691058946,43943.12387803558,43942.90900763363,4216.668771958113,11786.779849109193,27.33084499158162,11787.059422234293,45642.538618824554,4217.457661702122,36391.66304059203,96.32000000000012,45642.559921141234,96.32000000000012,27.33266707765357,0.8101061841721,2517.6243410677534
1700,1927.423664208037,9841.372101401013,0.8104092032684153,36390.70988395155,84531.86164822048,2517.6468536374364,1927.4096174930505,84530.6375469611,9841.660311978374,43942.13667456072,43942.68104993194,4217.906994185792,11788.536544635632,27.33405636816389,11788.482490335255,45642.17348869901,4217.351482323024,36390.791081399766,96.32000000000012,45642.000144930156,96.32000000000012,27.335666295993953,0.8102157000498235,2518.083023266152
1800,1927.3753476227662,9843.311176528272,0.8105446949099273,36389.19221129322,84530.17452429153,2518.2529625448738,1927.3648712841582,84529.40692006442,9843.503762133629,43942.06408125816,43942.2032860886,4218.027101033687,11788.535457892549,27.337909888066662,11789.304328366337,45641.95640055194,4218.611838319936,36389.46455722776,96.32000000000012,45641.68741622736,96.32000000000012,27.336778303264122,0.8105424192959204,2518.248370888935
1900,1927.3700382341824,9844.292160385823,0.8107460721904053,36388.36196015332,84528.67884013624,2518.6218450922365,1927.3584140454614,84528.7549856712,9843.799477967003,43941.52094738342,43941.30925907093,4218.581042953234,11791.76154686831,27.34026254531495,11791.45558567807,45641.30607476438,4218.956960583838,36388.133104391985,96.32000000000012,45641.65917370571,96.32000000000012,27.339168791876457,0.8106945520024955,2518.5279332084865
2000,1927.2931528340876,9844.535196237937,0.811085382775792,36388.376386469616,84527.43723091102,2518.8471333553775,1927.2699936105453,84526.98997843501,9844.62247193232,43940.692626638396,43940.683310580745,4219.45959123248,11792.37382437446,27.341068930627532,11792.969425818868,45641.15363593666,4219.556574858721,36387.56030943634,96.32000000000012,45641.216753850524,96.32000000000012,27.344303705574184,0.811187894930733,2519.0820021814156
2100,1927.2328231291647,9845.602845817168,0.8112909686943043,36386.38069122972,84525.92021607127,2519.0215466774366,1927.220706597443,84526.12703720403,9845.526014107261,43939.94701227905,43940.20622817029,4219.605774565961,11792.776266001143,27.346926504648156,11794.560730714986,45640.967841546844,4220.084674837859,36386.52300965781,96.32000000000014,45640.930784727396,96.32000000000014,27.34963686523902,0.811231019461894,2519.33392356629
2200,1927.2273259758601,9847.203670136978,0.8117171023791933,36386.392796955115,84525.64108726697,2519.5783060774424,1927.1615564442325,84523.46986889011,9847.043520723637,43939.837987046616,43939.87036695412,4219.864652542616,11794.870064098772,27.349041793609395,11795.951369923408,45640.38673499579,4220.034785199685,36385.65368754514,96.32000000000014,45640.41893663522,96.32000000000014,27.35072431908686,0.8116433230987737,2519.840890005923
2300,1927.14096807825,9848.136211266441,0.8116317243637704,36385.595717476375,84523.48275571817,2519.801223268793,1927.1612087837195,84523.3507597174,9848.146874306412,43938.91554389594,43939.54954671608,4220.890205157751,11796.515691316336,27.352468202706408,11796.517062311383,45640.16257694586,4221.018604026725,36384.88229200041,96.32000000000014,45640.401844068314,96.32000000000014,27.35390808703856,0.8117987850269335,2520.0477192221224
2400,1927.0873153536386,9848.870520464097,0.8120274438759911,36384.26574460998,84521.92272601266,2519.9694669545274,1927.1230647829232,84521.2276967862,9849.251294748954,43938.94171633163,43938.918261318955,4220.839094985618,11798.134290372693,27.359569289141344,11798.435332059242,45639.727640116,4221.60568047221,36384.51972585457,96.32000000000014,45639.72380986981,96.32000000000014,27.35903493900324,0.8118442114167532,2520.3016833829834
2500,1927.0787764163422,9849.538922838992,0.8122901227988976,36383.500231712,84521.6012772587,2520.502285864428,1927.0775786066854,84519.79370882815,9849.702483306648,43938.49424535703,43938.682434064176,4221.687015040722,11798.835595385863,27.360415095659352,11800.450401392278,45639.62175869126,4221.749842295366,36382.795751582955,96.32000000000014,45639.538467314975,96.32000000000014,27.36165550683853,0.8122614393793294,2520.7889917242496
2600,1927.0139008497063,9850.850299558351,0.8123182895455422,36383.225750051235,84520.24039655217,2520.7913619667515,1927.0112516422944,84519.27701673235,9850.155877234716,43937.33446762483,43937.56033567739,4222.022842203589,11799.836677955504,27.363667022681515,11801.306186317688,45639.36737701537,4222.28661521219,36382.34429363035,96.32000000000014,45639.55581115764,96.32000000000014,27.363981107641866,0.8122645635852722,2520.756392276174
2700,1926.9968185540185,9851.356931009,0.8123946010956844,36381.46603254059,84518.40845353929,2520.95692282535,1926.935919761531,84518.5999830872,9851.504528791407,43936.92119709113,43937.42838368091,4222.56593388626,11800.526357144705,27.365649518478776,11802.048507470052,45638.95933090124,4222.95691738429,36381.224806801765,96.32000000000014,45638.942630536716,96.32000000000014,27.36635334096237,0.8124906033973992,2521.147222569703
2800,1926.9531027162227,9851.66331134577,0.8127220000672021,36380.69193077772,84518.03261842178,2521.1356557026643,1926.9194792087928,84515.91878238319,9851.761784456654,43936.64834458626,43937.27826215531,4223.255951946414,11803.326790316598,27.371144054375556,11802.450987399821,45638.833068405256,4223.154130330026,36381.18506236644,96.32000000000014,45639.049106759114,96.32000000000014,27.371161996313347,0.8125105272657863,2521.497305618384
2900,1926.8894448754043,9852.913222864014,0.8126210589041833,36380.55974715685,84515.61207920962,2521.647807287945,1926.9079841420198,84515.26472983552,9852.634045269595,43936.263961117,43936.859604474856,4223.291674108146,11804.080036874397,27.37521976519818,11803.89144661748,45638.51183690133,4223.527331788259,36379.75629616972,96.32000000000014,45638.72166145268,96.32000000000014,27.376914249816302,0.8127434286959063,2521.5479617755454
3000,1926.8322673335354,9853.10121975676,0.8130139501170756,36379.61956202755,84515.51900127488,2521.654847864867,1926.8132481767936,84513.55917560527,9853.330275530328,43935.74334499055,43935.848829346454,4224.035994523623,11805.142907174093,27.374354134454492,11805.111965708733,45638.15380778508,4224.055036752896,36379.060640309035,96.32000000000014,45638.49546498368,96.32000000000014,27.378262741297775,0.8128152184585854,2522.022460631769
3100,1926.7937540203754,9853.844770087579,0.8128305410504544,36378.63146450963,84514.72604046729,2522.0733309342277,1926.8214450938087,84512.30577070842,9854.67363850653,43935.5019055255,43935.432277622596,4224.019894367687,11805.543724836223,27.381546894419824,11806.814437731628,45638.047085259524,4224.670207650935,36378.57942684835,96.32000000000014,45637.99316112489,96.32000000000014,27.38243053459562,0.8129936721196955,2522.3458414723427
3200,1926.7460735435707,9854.612147354379,0.8130267391656774,36378.60856740155,84512.77741290117,2522.4216699418203,1926.7698013469842,84512.49264450185,9855.818475150209,43934.85312959408,43935.08889855154,4224.421139994235,11806.426816603907,27.385135944172827,11808.249011822216,45637.75686357742,4224.995732431397,36377.83630478389,96.32000000000014,45637.68046412166,96.32000000000014,27.38248843375067,0.8131732468228463,2522.529345191819
