miliseconds,R,L,RL,Gabg,RGabg,RGabgL,GaGTP,Gbg,RGS,RGSGaGTP,GaGDPP,Effector,GaGTPEffector,inertGaGTP,RGSinertGaGTP,GaGDP,P,z1,z2,z3
0,204.7847008981321,0.0,0.0,0.04828542403708363,0.29618749201831424,0.0,-6.29949381917481e-07,203.72575997003005,60.068619209403145,0.006418417651708126,-8.064789593434715e-05,205.01139696873352,0.005693942920948623,-2.725883199556896e-06,0.018138552215677093,204.8120371990565,0.0214045598151866,-0.004075665203960681,0.0013540952992572074,0.013975475855854656
100,185.79089399188916,0.0,0.0,181.01709545080413,17.47557758351691,0.0,0.0011976546794128815,2.6768245891212183,56.771464098731435,3.194147844963886,0.00783509783956836,204.7632682760045,0.24998945685265656,8.900238449448981e-05,0.03654218940845941,-1.2528282063164835,0.32248082353459073,0.007733662491233348,0.013492673737711701,-0.008788784067234306
200,171.04299709518838,0.0,0.0,163.80138828133167,33.368067843902246,0.0,0.0011241914231512723,4.6823882876791725,54.679978555051235,5.328402008132235,0.01338299299389397,204.5592521319047,0.4422313001105615,0.00016223749890357573,0.05351796187984256,0.45095234623607716,0.8106076804849869,0.050582576213019086,-0.00862664438735521,-0.0012306970094595653
300,158.95547039901888,0.0,0.0,150.61616939878178,46.15356042524989,0.0,0.0010422687416821307,7.15584131780303,53.116701520881215,6.759465243470948,0.016859114441458798,204.39656762879167,0.612013929514037,0.00023311020880275514,0.12731527737707007,1.2312379939387723,1.2638031052917957,0.11531382218751804,0.01596541681776972,-0.01269359793211093
400,147.10081347657587,0.0,0.0,138.08515239849854,56.74397551582842,0.0,0.0009852219575993857,9.44487734697345,52.151794323346564,7.620300799525585,0.018978417698760085,204.25946383151745,0.7571312353444346,0.00029079369428994776,0.16254843406262334,-1.3471614673272057,1.6137110143577713,0.21316355446703397,0.033341932373422284,-0.0013444317327865546
500,135.30840105180954,0.0,0.0,126.4869263410035,67.55603300844969,0.0,0.0009230846577517935,9.180191201026124,51.642056970866776,8.17614001543617,0.02024826809016351,204.13499588068396,0.8604295986105399,0.00033125117378265305,0.21147973953104995,-1.337628540360281,1.8769249844649178,0.3026496822421266,0.058084356164628155,0.0023850877428194424
600,127.25769320101757,0.0,0.0,121.25383326430057,76.9664126325196,0.0,0.0008753301152827007,10.76527688865741,51.343014914316434,8.249874283050787,0.02110891178300815,204.0489216165099,0.9436546567530864,0.00036696125135946353,0.2969474863684447,0.19303878248580697,1.9954876105510202,0.37370684766855994,0.10761451593523523,0.010844506408095802
700,122.88854229640427,0.0,0.0,112.20564825993486,83.59023027170147,0.0,0.0008170303638756349,8.57750167486841,51.27221986665145,8.37066460077108,0.020946413907700353,203.9643487877998,1.035080633330639,0.00040281922411133903,0.4079777407289161,0.4839451650518026,2.084911261815554,0.4712415897369657,0.13878683931426913,0.026747315230572097
800,116.52133531642316,0.0,0.0,106.60337114567386,88.94846099416314,0.0,0.0007658945725589169,11.271537266330009,51.18814036938961,8.37787457567263,0.02117069509035685,203.90622905300523,1.0761578870127775,0.00042671127371035936,0.4789074534144811,0.7813117418268201,2.0988415275809573,0.5539085024736893,0.19254352006186484,0.055584100452618974
900,111.00796596011364,0.0,0.0,99.78168962324814,95.92134586596923,0.0,0.0007165486288999439,10.910888694460493,51.32814546676401,8.181139088883208,0.02049373171673234,203.87146034234112,1.1225303735493748,0.00043409752476964987,0.5660181343960986,0.7871608288942769,2.09015414896363,0.6301343676884348,0.24962137017039607,0.07221360232746382
1000,103.42311088690619,0.0,0.0,95.12346806098851,98.93979010184252,0.0,0.0006841659010680339,8.895676845184319,51.3280586291054,7.851577512578455,0.019938243904649117,203.8430863425496,1.1474965522782996,0.0004511648361213806,0.6868649890141956,-0.0908958330443236,2.0366114369986756,0.6908731450122486,0.31201368949324476,0.10160585503657706
1100,101.48260267004204,0.0,0.0,90.94423290210527,105.18542691583838,0.0,0.0006581182773852796,8.45467944334996,51.44599334468235,7.7913064075910965,0.019290268646778862,203.84124891204317,1.159057251161822,0.0004524997435800109,0.8172325916887255,-0.1046465547833598,2.0002102704660016,0.7553879726888083,0.3639218610058919,0.15249122881423557
1200,93.73255588313488,0.0,0.0,86.14117460923788,108.24371444006563,0.0,0.0006180969549814398,9.540291808942499,51.716580479433766,7.491005502201051,0.018952504551609836,203.82099646706612,1.1882197790518778,0.00045479828275779544,0.8674653058446546,-0.03734290288395583,1.9674204499042096,0.8073118305498295,0.42516174682853697,0.19110241270822947
