miliseconds,R,L,RL,Gabg,RGabg,RGabgL,GaGTP,Gbg,RGS,RGSGaGTP,GaGDPP,Effector,GaGTPEffector,inertGaGTP,RGSinertGaGTP,GaGDP,P,z1,z2,z3
0,206.61742350067584,0.0,0.0,0.43489844306042863,-1.6226286553951368,0.0,-3.314033605755474e-06,203.82318089672194,60.037836204913766,0.044390557794582966,-0.00023811496176680153,205.00244617543277,-0.004634899263748989,-3.177167089692527e-07,0.004100204999766087,205.4252312311936,-0.021829135111310956,-0.006420735179464483,0.005927093138929151,-0.0015579014375266687
100,184.83859947533458,0.0,0.0,184.00135677328748,18.99928022985685,0.0,0.0012110209919858515,3.9015959622328467,56.73027440244584,3.194271597949903,0.008006584412686263,204.76188595066677,0.23151204329092143,8.068076723441168e-05,0.024212263760590585,1.2753456020909975,0.29996008075586833,0.005834756234549194,-0.01114439352385279,0.013920083571489607
200,170.7471036136202,0.0,0.0,165.28204197473517,33.22896335806981,0.0,0.0011290059321076703,4.784451556805627,54.61251099595001,5.257127919234898,0.013514592749970373,204.55554201814297,0.43871902437950866,0.0001589287646403839,0.0458475591552703,-0.6067364670424397,0.8224495325711008,0.05775840744835763,0.020068822033970358,-0.009040362528918596
300,158.36423924703797,0.0,0.0,150.41868061146377,49.05972074982874,0.0,0.001051044567125891,7.043887800244944,53.1747785357196,6.719320038113662,0.016698578760417016,204.386705124372,0.6047639550846499,0.0002303841560902327,0.10278937418228316,-0.6264421172473444,1.278855644704103,0.1321818333051763,0.020362563298518096,0.0036291401858313025
400,147.03361328007807,0.0,0.0,139.27897110238212,59.00889559894481,0.0,0.0009904919865732873,9.116876898228034,52.257006375121534,7.522851469215516,0.018845134267522434,204.24277448185396,0.7459526251194425,0.00029165320960533413,0.1332704615807292,-0.379960367762627,1.6204600115568386,0.19481241783005945,0.046032562934263464,-0.008297164733867933
500,137.35943559332003,0.0,0.0,129.49355650916328,67.0780985108407,0.0,0.0009104629457645139,10.082002655058693,51.62590388185991,8.108855323974353,0.02011108405354294,204.14410420125552,0.8624445529709441,0.00033086573212191687,0.25107043811527224,0.3156168318684507,1.8576968055328256,0.2958431806357887,0.08547732956407196,0.01874712625426546
600,130.56119725059855,0.0,0.0,121.2636493309046,74.5616228394016,0.0,0.0008645514486155335,10.159848116174379,51.27459105185265,8.428057319669122,0.021023110385525144,204.0362771697303,0.9560933622418034,0.0003719987253740106,0.2921154339674471,0.25856745782580565,2.01419175472066,0.39094103298745647,0.0998293646742845,0.01009086440391066
700,120.0763835601426,0.0,0.0,111.69721402400994,84.62085980602546,0.0,0.000813899448270235,10.031099959025633,51.17217099715417,8.302220625136066,0.02095319765343599,203.96744717789858,1.0244040136099333,0.00039911990330502087,0.38188206527760105,-0.9927826255949893,2.0730258469044323,0.4591491380631544,0.16617435423737248,0.02672018679240149
800,117.38747915050054,0.0,0.0,105.71636054311676,90.00397879700282,0.0,0.0007637886773599547,8.772161194509954,51.175217202548666,8.410029861965894,0.020838845588738927,203.91566962047588,1.0701249765274885,0.00042176269290016813,0.5314034725179486,-0.055862473374801616,2.0948210876065554,0.5474449506236995,0.1898967968504802,0.03996721254269238
900,108.74665310760597,0.0,0.0,100.60378988970275,94.46373651129706,0.0,0.0007330751771650231,10.483449838330618,51.20762968946171,8.239513789354334,0.0205364172054927,203.88884580897476,1.1271430657513093,0.0004344845382919974,0.6211378204424045,0.8276423858102385,2.068051064603785,0.6103585619907883,0.26545699929255623,0.06695800617293615
