milliseconds,Myc,E2F,CycD,CycE,Rb,Phosphorylated_Rb,Rb_E2F_complex,serum
0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,2.0
100,0.0,0.004804672200149544,0.033430085657900184,0.0005037533365881881,0.684384035801485,0.04074186197901232,17.945173612346377,2.0
200,0.0,0.007354903225588509,0.06220362703398618,0.0017357088080719515,0.8887058768964934,0.16624639796086324,35.78261571419117,2.0
300,0.0,0.008974965387028818,0.08696924360336959,0.003180793161085614,1.032716894594146,0.37034352797596565,53.520868792885565,2.0
400,0.0,0.010486987887626874,0.1082852073265758,0.004720081088154076,1.1095335882702775,0.6431511889735366,71.1671678961028,2.0
500,0.0,0.012175824419237773,0.126632027328958,0.0063447000215155185,1.1259251529904617,0.9741452772248551,88.72771004910187,2.0
600,0.0,0.014249874248925726,0.14242328375459695,0.008088858457822382,1.0907573866502316,1.3531159425987542,106.20789882435581,2.0
700,0.0,0.016964129121112878,0.15601494738632582,0.010018600976117505,1.0130363175985433,1.7703974239158418,123.61252038166353,2.0
800,0.0,0.020720536174663552,0.16771339948176486,0.012238180975021487,0.9015110845542716,2.216832760905396,140.94590189505047,2.0
900,0.0,0.02624190042006966,0.17778234932642345,0.014910465705993496,0.7647194578515223,2.683638154270374,158.21208025837637,2.0
1000,0.0,0.03497478863764753,0.1864487724294606,0.01829861523778963,0.6112813554345888,3.162264598832509,175.41501226840637,2.0
1100,0.0,0.05014921530150991,0.19390803187064648,0.02284524409263163,0.45058933190035666,3.644410161043973,192.558880150838,2.0
1200,0.0,0.07976229746392603,0.2003282758892868,0.029298779349008017,0.2946828277876397,4.122618252762701,209.64857296762736,2.0
1300,0.0,0.14369219788081514,0.20585423091523466,0.03875313785422245,0.16277232023462693,4.592760933447862,226.69035703891737,2.0
1400,0.0,0.27521541924140314,0.2106104642632997,0.05193618480945226,0.0796792079136393,5.05999264548449,243.6920762968386,2.0
1500,0.0,0.4839430576065015,0.21470419218370634,0.06782103528979737,0.043250666561325146,5.539763603881616,260.6611957301949,2.0
1600,0.0,0.7479822900135835,0.21822769648189203,0.08444237961826477,0.02763314447783209,6.0440758096108995,277.6019858447063,2.0
1700,0.0,1.0513900134912664,0.2212604047500981,0.10050863452989163,0.019615224629240792,6.576384043752009,294.51552718086475,2.0
1800,0.0,1.3854789970718167,0.22387068092422546,0.11543453670251756,0.014892354419334692,7.13598342393168,311.40113557531225,2.0
1900,0.0,1.7441900295885329,0.22611736642530594,0.1290079063936287,0.011843507082378697,7.72064387451623,328.25733781866023,2.0
2000,0.0,2.1226683103423647,0.2280511065943209,0.1411968182515049,0.009744241641557983,8.327637861035495,345.08236559412296,2.0
2100,0.0,2.516816530224128,0.2297154921378959,0.15205554077992361,0.008228132927543865,8.954168733752773,361.87439908869385,2.0
2200,0.0,2.9231135168779647,0.23114804204927167,0.16167783028921207,0.007092204010777802,9.597559072789254,378.6316872176398,2.0
2300,0.0,3.338516872986054,0.23238104918482833,0.1701729652583508,0.006215735425132323,10.255331642825777,395.3526048249969,2.0
2400,0.0,3.760397338494585,0.2334423082613882,0.1776531727320598,0.005523071520850757,10.925238723558035,412.0356766561942,2.0
2500,0.0,4.186486788342547,0.23435574241363863,0.18422705525007393,0.0049646453867119465,11.60526565173794,428.6795833818492,2.0
2600,0.0,4.61483411377471,0.23514194247723225,0.18999628860746254,0.004506796205160317,12.293621385531209,445.28315794976317,2.0
2700,0.0,5.043766530793162,0.23581863114369536,0.19505414696087797,0.004125931837348743,12.988722869052966,461.8453768852666,2.0
2800,0.0,5.471855349308539,0.23640106246847745,0.19948505924076074,0.003805106161346145,13.689176831371226,478.3653491812114,2.0
2900,0.0,5.897886322120417,0.23690235810644808,0.20336470805718196,0.0035318776485938237,14.393761688362433,494.8423047702109,2.0
