milliseconds,C,M,X,MI,XI
0,0.0072288950007011535,0.009885119901383672,0.009909394305424623,0.9901387617090724,0.9898621022155765
100,0.015567461273035252,0.0002663418306741436,2.317166735982338e-06,0.9997203051959246,1.000024826793458
200,0.011977505558151485,0.00022594492546711375,-7.229444806787669e-05,0.9998027515600717,1.0000890900022275
300,0.01633181369656279,0.00021806633409136804,9.563987778426323e-05,0.9997863242220362,1.000010213092978
400,0.022036183974603867,0.000348266562955665,5.978529456527213e-05,0.9995711331168073,1.0001220628616607
500,0.021714001615015043,0.0003554129263375084,2.907212418153693e-05,0.9996151319032378,1.0000064783850087
600,0.022762922680105498,0.0005841855920988219,8.738065982434555e-05,0.9994717887807167,1.000049148626219
700,0.02892090553499139,0.0004928153066470228,3.258665691191466e-05,0.9994962502861464,1.0000123463408896
800,0.03093007910840883,0.0005013114634783167,2.3923336840301716e-05,0.999488923745601,0.9998586848179825
900,0.034367567085288694,0.000831239074512443,5.176179549538104e-05,0.9993673746269749,1.000027683946413
1000,0.03551161799636153,0.0008822722086146705,-0.00012588249121428286,0.9992992348248161,1.000019345564022
1100,0.03638974474246281,0.000875724374253157,-0.00010197953451533295,0.9990741431184827,0.9998750520310197
1200,0.04076488353262645,0.0008723287402289646,3.862446284028674e-06,0.9990137110644003,1.0000642312090533
1300,0.03871716466132217,0.001050296528256799,-1.8262486150305432e-05,0.999074434602873,0.9999861462211379
1400,0.046604798698162656,0.000822702087231819,9.851525976934278e-06,0.9989138111213726,0.9999866920438245
1500,0.0487084350020583,0.0009407564593212797,5.649242153264499e-06,0.9988449909510294,0.9999732152669019
1600,0.04909837941923862,0.0010162487608762398,-4.8467360495759467e-05,0.998854149675544,0.9999970111977219
1700,0.055137811382201585,0.001297775825480936,3.852949421459613e-05,0.9988110260938335,1.000025978632097
1800,0.05688744372120457,0.0013242446024560066,8.133744208699928e-05,0.9988236422046682,0.9999507743945035
1900,0.0554064124611459,0.0012419056249495426,-4.898204810839284e-05,0.998861932603307,0.9998921756854603
2000,0.05745795539258733,0.0012057067088540882,5.695199957790441e-05,0.9986288368047241,1.0000336441595241
2100,0.06024687459806709,0.0014405900282166303,-7.027391363572519e-05,0.9986976621643372,0.9999453742000853
2200,0.060980749593521726,0.0015911425105114702,0.0001342890797363698,0.9985788248112581,0.9999712631683624
2300,0.0673211828771689,0.0015411505269214106,-2.6669003989115426e-05,0.998476401051489,1.0001093256048312
2400,0.0720026483365579,0.001597977486943538,5.607446817813906e-05,0.9983009394281929,0.9998762036464381
2500,0.06928790752656751,0.0015262434709624852,9.810830270603606e-05,0.9983332281736719,0.9999074708429336
2600,0.07073814548053053,0.0017270933834618513,-6.80196130670178e-05,0.9983972588061873,1.0000465738596989
2700,0.07599852654083325,0.0019343377419535667,6.309040782353655e-06,0.9981477206965175,0.9999993930397764
2800,0.07631326535308709,0.0019808610622361043,-5.365065846181121e-05,0.9982464583114495,0.9999909479343122
2900,0.08014919954986918,0.0018203858573439301,8.946171974119983e-05,0.9981800608760109,1.0001149348584897
3000,0.08542496051017133,0.001941369534244879,4.858099434113364e-05,0.9980017806234311,1.0000469636098535
3100,0.08748920095934587,0.002164314489669936,-6.278285303330934e-05,0.9978295872515168,1.000096444313014
3200,0.09067313859791197,0.002142623429474448,0.00014333958387771251,0.9979274722666958,1.0000548147525392
3300,0.08725998014484578,0.002306674916362828,1.6356413961745776e-05,0.9978408206941312,0.9998974232450504
3400,0.09004565263147384,0.002234823270122959,0.00014655174525263616,0.997628882281744,1.0000739687019475
3500,0.09531336638870958,0.002283676415326198,0.00014673563115964012,0.9975813882895659,0.9999752826822697
3600,0.10048870479762738,0.0025185974006484623,3.078867631703333e-05,0.9976216387088199,0.9999664014131683
3700,0.0988957707461234,0.00234030189247951,-5.108544733118264e-05,0.9974093378042252,1.0000519856523848
3800,0.10248743478591328,0.002695764131576819,-4.7457803132208256e-05,0.9974796406872718,0.9999134983268839
3900,0.10549030976615865,0.0026612059792589693,3.6574370253382735e-05,0.9974357767944769,0.9999205412769359
4000,0.1061840548965025,0.002828529703436346,1.247939013097407e-05,0.9972667692899521,0.9998767484583495
4100,0.11120292665674321,0.002840259150948011,-1.67187926675184e-06,0.9971162272500126,0.9998618438314124
4200,0.11560752450802336,0.0028843487150438238,-0.00010924414819377564,0.9970654951928455,1.0000160128118563
4300,0.11459159700919994,0.0030277806350308316,0.000128020425254535,0.9969765567418464,0.9999315219777309
4400,0.11757146701355803,0.0029267856247008135,2.6203272897301348e-05,0.996839025656921,0.9998665005634202
4500,0.11808580402996498,0.003167867428294432,-2.8454357026668465e-05,0.9970072562427797,1.0000074316166638
4600,0.12078713972256096,0.003122428144460446,4.2195391602992734e-05,0.9966902189475303,0.999971013945831
4700,0.12436927163532065,0.0031609127750705833,6.98606715636578e-05,0.9967526801024454,0.9999308790063575
4800,0.12928570400769268,0.0033041492391384084,1.2179961608520953e-06,0.9966492994903037,0.9998844702162824
4900,0.12622315287950953,0.003572770369518452,-8.947818882881788e-05,0.9966744033744042,0.9999948235175131
5000,0.1302260928911,0.003394586198923764,0.00013625863978462333,0.9963305027178,1.0000084983626736
