milliseconds,U,I,V,C
0,1.0,0.0,0.1,0.1
100,0.8790965999244625,0.11026740370327598,0.0001282246791006704,6.583690394115175
200,0.8558201977790239,0.12173056286572755,0.00014539929887416047,9.200380626593933
300,0.8304240742325699,0.13435833836887612,0.00016538298691627656,10.112672394593657
400,0.8027690132814219,0.14828613696789603,0.00018880477994910548,10.27900993930833
500,0.7726238699423605,0.16365611291892154,0.00021649050455930014,10.124020379029286
600,0.7396979233306338,0.1806214840799346,0.00024954825934860904,9.835578712795876
700,0.7036521914552799,0.19934936697540762,0.000289501875342492,9.496636274055962
800,0.664101115090341,0.22002289487851048,0.0003385094256997064,9.143631884895129
900,0.6206095697677858,0.24284294925180513,0.0003997311916283284,8.792394164972555
1000,0.5726873593810974,0.2680295464147642,0.00047798934773621293,8.44962587531805
1100,0.5197822673096872,0.29582261784625025,0.0005810442647671901,8.117995430934563
1200,0.4612726201132541,0.3264814255829154,0.0007222066475405739,7.798394799195782
1300,0.3964616665258633,0.3602802760631391,0.0009264192832016082,7.490939552311687
1400,0.3245811897688651,0.39749334654528345,0.0012463384721061945,7.195412106268831
1500,0.24483476690940725,0.4383398415323337,0.001815060089157014,6.911457694765303
1600,0.1566507276891328,0.48272960927524455,0.003085844497992488,6.638670950503309
1700,0.061888851896274195,0.5281466934890011,0.00785211566752062,6.376633872032993
1800,0.0007173323005807894,0.5353256388317935,0.05425511896818303,6.1249322522592236
1900,2.9035367728699915e-12,0.4846967389103549,0.15549237360961415,5.883162601430825
2000,-9.331663117064517e-13,0.43827519821815397,0.2476719170971435,5.650934859481525
2100,1.3179507894700335e-14,0.39631023864814086,0.33100318186654754,5.4278732574663975
2200,6.035769560236177e-14,0.35837283516396284,0.4063350747712309,5.213616420476313
2300,9.833364534566829e-14,0.3240750467935946,0.47443558601941593,5.007816882024239
2400,1.9875697861436813e-13,0.2930666459040361,0.5359983781185252,4.810140898668479
2500,-2.2797628052935916e-13,0.26503119949575804,0.5916504661162665,4.620267827891726
2600,1.0548381248101246e-13,0.23968283332253454,0.6419585617429541,4.437889677362942
2700,-5.416698893243403e-13,0.21676340669693644,0.6874346158192504,4.262710641748779
2800,-2.6219447183616475e-14,0.19603959571203056,0.7285415491451516,4.094446549820255
2900,-1.5339894429766146e-14,0.17730062338290553,0.765697712590556,3.932824462764048
3000,7.18068030364379e-14,0.16035584815739995,0.7992816328322334,3.777582142670397
3100,-1.212888700375846e-13,0.14503309072074808,0.8296353031284086,3.628467772172412
3200,6.700951114296842e-13,0.13117674328705015,0.8570679085150938,3.485239462942574
3300,-1.1948558676535683e-12,0.11864617286558529,0.8818589729731913,3.347664873308355
3400,-4.947622157190284e-13,0.10731427225814749,0.9042612173439722,3.2155208317056845
3500,-4.907446760462349e-13,0.09706615548618217,0.9245031339765762,3.0885929764613542
3600,6.343177215461089e-13,0.08779798081418123,0.9427913108740886,2.9666754106048527
3700,-1.1508970390288941e-12,0.07941586321765677,0.9593125806353529,2.8495703492887996
3800,1.7521229572924462e-12,0.07183490425611183,0.9742359383843562,2.737087803187849
3900,3.920131433546067e-13,0.06497846232531526,0.9877139842161533,2.629045362898722
4000,7.994679941009503e-13,0.058777231121873975,0.9998847477647601,2.5252677867649997
4100,5.047271020050838e-13,0.05316848727882892,1.0108731779818276,2.4255866784492426
4200,1.1141599234288755e-13,0.048095504674963666,1.0207923032184198,2.3298403099326666
4300,-2.9195149938827024e-14,0.04350705882467867,1.0297442128251386,2.237873403510094
4400,-6.976282818389458e-16,0.03935674718763364,1.0378214056702681,2.149536692593758
4500,6.621087274000023e-15,0.03560264439015366,1.0451074731290164,2.0646868872913915
4600,3.627267876998407e-15,0.03220694420923306,1.0516778092930223,1.9831864443368314
4700,-1.0825156727300643e-15,0.02913539692299772,1.0576007285015718,1.9049031318542844
4800,-5.464344925366746e-15,0.026357014192068377,1.0629380511953992,1.8297099346483103
4900,5.85758252449737e-15,0.02384377174343191,1.0677456944210477,1.7574848708773743
5000,-8.806887001420841e-16,0.021570349273453394,1.0720741887228615,1.6881107887115963
