milliseconds,X,E,P,Q
0,8.0,1.0,0.0,0.0
100,7.459942095539086,0.47499505530289954,0.5250049446971009,0.015052971874923073
200,7.2044816732277015,0.25211233791825804,0.7478876620817424,0.047630705108726905
300,7.064749038225733,0.15258684534004505,0.8474131546599551,0.08783782616785091
400,6.975635272784015,0.10712602012590942,0.8928739798740909,0.131490767193889
500,6.909461339064644,0.08618622414820007,0.9138137758518005,0.17672490501793364
600,6.8538871878815515,0.07657421436770942,0.9234257856322909,0.22268704641513973
700,6.803272936820346,0.07225388668159419,0.9277461133184063,0.26898096978659064
800,6.755004737738257,0.07042561868658083,0.9295743813134197,0.31542090087371655
900,6.707860354624084,0.0697794127587432,0.9302205872412573,0.36191907806095014
1000,6.661264428030757,0.0696981337973907,0.9303018662026098,0.4084337256929292
1100,6.614944939237744,0.06988972184169286,0.9301102781583077,0.45494480253023345
1200,6.568772692786069,0.07021524366274937,0.9297847563372511,0.5014425708029914
1300,6.522685912305302,0.0706080804888781,0.9293919195111223,0.5479221881098808
1400,6.476655455643475,0.0710366235861949,0.9289633764138056,0.5943811878690388
1500,6.430667304583295,0.07148550401239405,0.9285144959876064,0.6408182193554393
1600,6.384714584899279,0.07194702179103801,0.9280529782089624,0.6872324568180999
1700,6.338794522691573,0.07241787214103867,0.9275821278589618,0.7336233693758049
1800,6.292905956994034,0.07289648026790159,0.9271035197320988,0.7799905432002086
1900,6.247048388160331,0.07338197856814703,0.9266180214318533,0.8263336103341579
2000,6.2012217987666975,0.07387401169300936,0.926125988306991,0.8726522328526486
2100,6.155426460421141,0.07437252846499423,0.9256274715350061,0.9189460879701856
2200,6.109662763893259,0.07487759938364479,0.9251224006163556,0.9652148554167138
2300,6.063931091020416,0.0753892791161264,0.924610720883874,1.0114582080220358
2400,6.018231815017778,0.07590760841521686,0.9240923915847836,1.0576758133237651
2500,5.972565359177341,0.07643267376030585,0.9235673262396947,1.103867334509292
2600,5.9269322258630535,0.07696463015486076,0.9230353698451398,1.1500324242181357
2700,5.881332830880609,0.07750355327210576,0.9224964467278948,1.1961707423178267
2800,5.835767684688634,0.07804959368728423,0.9219504063127163,1.2422819289249805
2900,5.790237287961671,0.07860289438289611,0.9213971056171044,1.2883656263475571
3000,5.744742102771407,0.07916356497227982,0.9208364350277207,1.3344214821272067
3100,5.699282706911845,0.07973178541654084,0.9202682145834598,1.3804490984310303
3200,5.6538595727214185,0.08030767607993633,0.9196923239200643,1.4264481232848527
3300,5.608473272197375,0.08089140286950208,0.9191085971304984,1.4724181505984624
3400,5.5631243522186,0.08148312148703063,0.9185168785129699,1.5183587891947652
3500,5.517813350244594,0.0820829810089011,0.9179170189910993,1.5642696506906426
3600,5.472540875445126,0.08269114978926177,0.9173088502107387,1.6101502942704708
3700,5.4273074652241835,0.08330777917936692,0.9166922208206336,1.6560003338815181
3800,5.3821137483538415,0.08393304410875226,0.9160669558912483,1.7018193156812456
3900,5.336960313493605,0.0845671088829623,0.9154328911170383,1.7476068153156918
4000,5.291847771388045,0.08521014615752869,0.9147898538424719,1.7933623946958184
4100,5.246776818119781,0.0858623569403265,0.9141376430596742,1.8390855587468802
4200,5.201748050492981,0.08652390844952054,0.9134760915504802,1.8847758778828743
4300,5.156762098784488,0.08719497929579784,0.9128050207042028,1.9304329004376446
4400,5.111819660966322,0.08787577015996398,0.9121242298400367,1.976056129119977
4500,5.066921474346919,0.08856649455588167,0.911433505444119,2.0216450401352977
4600,5.0220681824038484,0.08926733545500432,0.9107326645449964,2.067199172977491
4700,4.977260479685754,0.0899784924840747,0.9100215075159259,2.112718032724656
4800,4.932499155595215,0.09070020721432176,0.9092997927856789,2.158201071545441
4900,4.8877849936901585,0.09143271750602201,0.9085672824939787,2.2036477437421977
5000,4.8431187318119715,0.0921762394311024,0.9078237605688982,2.2490575275454656
