miliseconds,M_T,M_P,T0,T1,T2,P0,P1,P2,C,CN
0,1.413644088721166,0.08969703007907028,0.5381583577549204,0.7958345417163616,4.660399615565394,0.020067667659708792,0.019669103807189024,0.010141669669203782,0.17930951648720841,1.1994364471428045
100,1.3742864174818166,0.08910715021883213,0.5275856740024297,0.7799573844542608,4.490906418851629,0.021042763827187158,0.020169545304332837,0.01145530446017126,0.17706037916356376,1.1918063210200696
200,1.3560147110696168,0.09020483441281091,0.5107965091170932,0.7609978203996176,4.2013145340033935,0.021321621725776244,0.020369383761889417,0.012036981745935843,0.17541796549481153,1.1919889831722605
300,1.3261269700696083,0.09335430719649494,0.5014276713622778,0.7415109105661324,3.970760383495121,0.02267566628718406,0.020290728731721865,0.012448096617053274,0.17440734983350364,1.1904275295947926
400,1.2933180579936432,0.09440612459767285,0.4802416765716935,0.7235277434718992,3.7372038519524953,0.02293101092757681,0.02064660691128293,0.012762802894848052,0.1729420164108096,1.1862490299340587
500,1.2580058166775907,0.09671705853619386,0.4659787637031012,0.7066233691024276,3.4687652422158863,0.023398771533991003,0.021327239836653272,0.01304674385709111,0.17071915465401719,1.1776517310379173
600,1.2470986750324107,0.09694174354093724,0.4625795995781227,0.6914122815826731,3.22188964960317,0.023743779750380233,0.021108002036110612,0.013299845584040007,0.1690869548563198,1.178548618121704
700,1.2194597487279124,0.09822170497514661,0.44623163427199675,0.6690163175483602,3.0147403155935764,0.02385909237436867,0.022258660787756943,0.013632732077909127,0.16679072137299966,1.1738628062211183
800,1.1785054698883903,0.0979592608988404,0.4381287818510777,0.637052150611234,2.855821661597863,0.02494937697736546,0.022113905950221162,0.013952999790646216,0.16492298630489957,1.1621363237618747
900,1.1527590535830616,0.1013078932971248,0.4244421127072459,0.6243704565541853,2.5936050610770396,0.024378979812421,0.022660895805395542,0.014083063113927534,0.1638988746029758,1.1599754114786789
1000,1.1386857329971158,0.1025846400610764,0.40493282188265634,0.6019624994729772,2.36436642471255,0.024951802934465007,0.02344360030182747,0.014845232346970091,0.1600018300279264,1.1536565179008231
1100,1.1017751359234085,0.10303226765930401,0.40408636784158913,0.5827278516091404,2.0425059439612374,0.025316587145568465,0.023575127353391196,0.014777768183256374,0.15987577525681365,1.1491875562919445
1200,1.0903875942938555,0.10419139533827998,0.3927219923894002,0.5719023624660888,1.9015566190974702,0.02613669614398594,0.0237758047459001,0.015436248699513409,0.15622584835636022,1.142666480032401
1300,1.0636868295487176,0.10867573399288452,0.37236462474474086,0.5508661655035623,1.5693996091566684,0.02608857967584934,0.02382652895856715,0.015907464885516334,0.1539571485145963,1.1365796427249732
1400,1.0453914537693172,0.11067158923290094,0.3706922456772768,0.5189902335335798,1.4804230870624262,0.02667153783801996,0.02477682214227811,0.016296310808110698,0.1529245419973104,1.1317820701089945
1500,1.0255487897603937,0.11080202313196442,0.354922158387624,0.4951274710466618,1.1570332981704772,0.027224571649281163,0.02499878688492384,0.01657507245045443,0.15151488978204464,1.132027490836393
1600,0.9967167893679463,0.11097797780646594,0.34607588228946407,0.47552558569395487,0.9643887153141901,0.02724629561340635,0.025005693056828128,0.016922734914721814,0.1487003501164273,1.122932623442011
1700,0.96881359628818,0.11312182544719515,0.3414098041201997,0.4628962691031277,0.7292009091895693,0.027576486998907655,0.025994601690819234,0.017532920426730485,0.145898003989615,1.1217209749006325
1800,0.9570920760477392,0.11750431145663053,0.332317520901188,0.4346706828863306,0.533812494258362,0.028721183657833053,0.026438803024679044,0.01769296350858578,0.14432335734566215,1.1140410160545047
1900,0.936685375416611,0.11959207635016668,0.3182626113583972,0.40309864675230644,0.47494673589092845,0.02892058334589203,0.026523867520647094,0.018036542138121597,0.14131906302519792,1.1059747594742164
