milliseconds,M_T,M_P,T0,T1,T2,P0,P1,P2,C,CN
0,1.4050978691080107,0.08884971437463299,0.5399142889365022,0.7836979524995196,4.687682091551676,0.020045158728264335,0.02020606092263166,0.009861865648003893,0.1793713906333099,1.1979457533807396
100,1.3776407423285488,0.09105689110736999,0.5246888553592978,0.7765111728011986,4.43398652791352,0.0210454703744921,0.020255097816796956,0.01140776903999091,0.17825424020835517,1.2003149776652602
200,1.35768608839966,0.09057564804033566,0.5074704825652002,0.7476893575907012,4.206915401053495,0.02200092113770671,0.01980662422966523,0.011943290184090332,0.17483639423692604,1.1883900299742074
300,1.314335120633206,0.09186497868166114,0.501238828167987,0.740295109483436,3.9092546942182143,0.02252764477734314,0.020291316067216163,0.012214410084996088,0.1739180725154685,1.1887685073863925
400,1.2975083853350664,0.09623832561446109,0.48121953254188066,0.720211690403654,3.7467437797234666,0.02275228497866573,0.020807967302643737,0.012904602436717205,0.17187600114973364,1.182681225039745
500,1.260683944375715,0.09498576881567392,0.4654906388246071,0.7034349704376549,3.5610544728398557,0.023812802242452562,0.021317827650254806,0.013090570775132164,0.17076815150423955,1.1826024402057702
600,1.2333131286645163,0.09600636609115223,0.45918124457880216,0.6807137300316635,3.2849889099803504,0.023535423252310197,0.021445891655659508,0.013280503555944942,0.16891382496231785,1.1780189992050984
700,1.2076456745478092,0.09883516490572956,0.4464911847952582,0.6671708645850193,2.9659296082549336,0.0238280843485163,0.02219486342032214,0.013729408622843525,0.16705694527414142,1.1698445276797065
800,1.1823068536644794,0.09989215230793552,0.4311577501492472,0.6506683956991868,2.8232517821658725,0.024266260369615242,0.022722659443476907,0.013882630822082721,0.16552792378529063,1.1629608183093607
900,1.1683603688588144,0.10166970457145562,0.42013275760516444,0.6235196940220387,2.5528322071107707,0.025042371840870423,0.02285624779470415,0.014166551405452562,0.16308834307448156,1.1576736387058015
1000,1.1445266925243318,0.10041155851718846,0.40960914526039693,0.6113224050878465,2.3378329291259217,0.02570850832731174,0.02287520250935416,0.014465686497567638,0.16104725289576857,1.1555704668112166
1100,1.1139033456185548,0.10476293414062551,0.3955071238780038,0.5784920136398347,2.077993767143103,0.026011919305364825,0.02363945998935164,0.015048595068205602,0.15997490659221517,1.1526305359699034
1200,1.0952082272441268,0.10612706460141864,0.3855619441239285,0.5564075654214082,1.8371844017949823,0.025647565059268625,0.023803038807079287,0.0153090198566989,0.15729910347028866,1.1469996975868082
1300,1.061812515090397,0.10888194699769228,0.3737779670919398,0.5405874271657981,1.64704759387618,0.02649337437669626,0.024300719274257875,0.015625020434845774,0.1541364435561255,1.1449042066249562
1400,1.0322273338886707,0.11081527105922138,0.3640639002090224,0.5218518062476862,1.4318607696981656,0.0269597641133059,0.024961487346353266,0.01593920637905039,0.15164773635160303,1.1362735926874374
1500,1.0169441285751768,0.10948283386303936,0.3588318427148761,0.5089948894692987,1.2096719013625359,0.027404459771532268,0.02462861746053303,0.016565782190627244,0.1510227006682635,1.1282141599862427
1600,0.9971020280571924,0.11295541903495011,0.34847084409148305,0.4761986362266315,0.9436287803448596,0.027556449594782664,0.02521300276558517,0.016851409051907493,0.1494782274835786,1.1279586103248105
1700,0.9762420577400075,0.11454645813364545,0.3412670308503866,0.45050643183636085,0.7758009789188018,0.02854961529584046,0.02619098169384038,0.017532697497973777,0.14564665580064662,1.116618809754082
1800,0.9632815786726355,0.11697432623888603,0.33055677891125945,0.4220109735328014,0.5926856325815243,0.028838778478627886,0.02611048822537719,0.01781086284254642,0.1423925026187363,1.1170403606513348
1900,0.9432436921291,0.11949630351516619,0.3239074286032479,0.400959283325319,0.4474275418874469,0.028526898600793257,0.026716981512466684,0.018231655020750547,0.1417286377688726,1.105129708887733
2000,0.9174469584727214,0.1207367028325717,0.3122274326734452,0.3849325713548398,0.27490343225423,0.029802727078928507,0.027484594860591592,0.018699326620758065,0.13837060015261118,1.0993113926206155
2100,0.9072530065983878,0.12239508924461064,0.3040701424378905,0.351571842065617,0.156058458447166,0.03039579261859605,0.02724823822040024,0.018841998786201106,0.13554239315770944,1.0936650887390247
2200,0.8774610096203141,0.12532057877239747,0.2952543765240845,0.3446254481415428,0.11525906609591041,0.030770371719021996,0.028407349347347875,0.01906732025653216,0.1334294751435308,1.0864639896056827
2300,0.8596340435831751,0.12598436443826405,0.2815999602717871,0.32147532947038315,0.05085009998246606,0.03133048343363421,0.02858432635368443,0.01970204225177611,0.13233974983098928,1.0820040785045302
2400,0.8572471170852222,0.13202669864607863,0.2771671443777261,0.2974567821809989,0.08151877860529275,0.03172342394629944,0.029188042161440903,0.019623278615848037,0.13021568301826367,1.0752406114508894
2500,0.8330968909536249,0.13261530551093662,0.26771340089485685,0.2755489797783836,0.03122510906322836,0.032866847846078386,0.029599565337158035,0.019790189983741196,0.12911573953492736,1.0650262841921916
2600,0.8169625460544818,0.13447595016632252,0.2653036372113287,0.2775858474241725,0.13533990816167196,0.03279028820361566,0.029943858944407962,0.019967720193850725,0.12578278018986797,1.0598803744582597
2700,0.822563661827677,0.14112723870932112,0.26097248805950696,0.25211118557703993,0.05613884157672604,0.03402925932871383,0.030484769486973647,0.020273815283357054,0.12494834862560464,1.056386980595465
2800,0.8093406515048134,0.14291831026620697,0.2536818522346391,0.2446473158289208,0.08522464158061156,0.03478865959054482,0.03111436148208825,0.020258449186925875,0.1231623686846389,1.0444612598924023
