milliseconds,M_T,M_P,T0,T1,T2,P0,P1,P2,C,CN
0,1.4183273083967973,0.08989845696461524,0.5421048091687501,0.7824457908745499,4.587757666139695,0.019797011080757487,0.019763778456950227,0.010088552218244338,0.18060553224603762,1.2006474076412066
100,1.3732523374215295,0.08938344741087963,0.5217926945291437,0.7670150032172679,4.468687897977718,0.02124330827244766,0.020117365183343765,0.011456152612068601,0.17848632933349828,1.195283751836491
200,1.3560388601735955,0.0901370838442269,0.5116617275171885,0.7550071600672152,4.2506437179875,0.021978258851723095,0.02009652556836587,0.012287189159362855,0.17482565780863887,1.1964971833865008
300,1.3245037226109693,0.09196747720090258,0.5014613217571846,0.7446023583018215,4.017816274002124,0.022315531013988817,0.020025002107059,0.01238373409041745,0.1731487109849003,1.1867981293034302
400,1.3029304216386888,0.09490050998569086,0.4802555000051134,0.7194722821088932,3.7434823565802753,0.023303785693305767,0.020677803757473377,0.012775636921837093,0.17109261623831185,1.1849189948594583
500,1.2553960902977617,0.09690095331133297,0.47475661712413,0.702164482587084,3.4866325919312056,0.02378114261042298,0.02125413574840178,0.013152032378241392,0.1704952037755817,1.1797656820534523
600,1.2388223436123909,0.0976081913263661,0.46038959452238093,0.6777139010490969,3.2347296840193183,0.023786808653949335,0.021946980768231792,0.01335045242472015,0.16730938537464027,1.1762052314544982
700,1.2160775537954143,0.09646571772063271,0.44807082882796373,0.6668457929322532,2.972704780155788,0.023775162026487377,0.022084335173313003,0.013665463304640503,0.1665442946750223,1.1678675629961601
800,1.189818037204262,0.09828240058509495,0.4292884903909723,0.6529642598306605,2.868535998246184,0.024708556076574063,0.022371321041164786,0.013733584090589335,0.16467293563445198,1.1681119851450616
900,1.1513791636384096,0.1014294346866047,0.4208811054308873,0.6163993075440264,2.5817467982682842,0.02443680456615624,0.0230779208802962,0.014371103475449794,0.16273318344704513,1.1621913361971654
1000,1.139789727640038,0.10241172991446507,0.4086148789408887,0.6135778835439432,2.3706296142618926,0.02493946342139861,0.02314319460279996,0.014567938725393461,0.16151419849249868,1.1605700494073832
1100,1.1045651236072171,0.10409823133673336,0.39582027944871134,0.5843307977601445,2.036072004248491,0.025095610414282047,0.023934105209665154,0.015062542857277064,0.1584684104897595,1.1550662699097987
1200,1.0808619714401817,0.10389643442774034,0.3928314116276462,0.5731424720195396,1.8064221545031578,0.025555117307770398,0.023859232494502183,0.015411664673769046,0.15693091430438008,1.1489520292081958
1300,1.0665154970628132,0.10668287730816481,0.380953929471856,0.5375985466805722,1.600554874643017,0.026573289286118542,0.02393553774467908,0.015551185433075342,0.1545904679377849,1.1370040016053957
1400,1.0295859441619197,0.10677290328040592,0.36451138332380834,0.5133018619245003,1.436227266912002,0.027177357298365457,0.024928177185613264,0.01624271114975109,0.15361582704673898,1.140139690929445
1500,1.0132048691586661,0.10890636921841462,0.35211111416199314,0.4971931940184837,1.1287629981316896,0.026724589333004322,0.025407725705692354,0.016517002564568464,0.15071494258604928,1.1315144754468562
1600,0.9993624840710491,0.11460830408771443,0.3480360064002157,0.48611782765669065,0.9260447154500575,0.02731456013730955,0.025459260397358092,0.016837947018309433,0.148956754362442,1.126598499850288
1700,0.9750108120722868,0.11595227119775688,0.3410429082290035,0.44921525272782553,0.7298060282050856,0.02786378988360129,0.026290459936578976,0.01745649709013996,0.14651815020301676,1.122784555771628
1800,0.9508378587295663,0.11540353526713629,0.3288880567785587,0.42438309726361795,0.628840682155036,0.02891120107438338,0.025883030741971198,0.017640353575119117,0.14246912779909704,1.1162570879630034
1900,0.9410207115514915,0.11765398050521075,0.3140387812962532,0.4071558384192681,0.41630613091707863,0.029021527918661808,0.0266177427871867,0.018156293748236046,0.14007662072500598,1.107426926469464
2000,0.9126745108287558,0.11883045549769178,0.31326774896526266,0.37341799277929777,0.37421575773737165,0.029249109532011416,0.027481376992978375,0.018792242896998088,0.13862271165498782,1.0953327040160292
2100,0.905882806010976,0.12246996535277187,0.29650036082656067,0.35475340508985787,0.253160684558018,0.0300634315243109,0.02746288985994227,0.019090892482890774,0.13539491020271302,1.0948507955660076
2200,0.8790108716292261,0.12402095761380975,0.2892833868700356,0.3382844571918924,0.16396049746990848,0.030608841794471712,0.02828093928586836,0.019350397769953256,0.13511925646235223,1.0907988598927845
2300,0.8756404245477337,0.1263446020323868,0.2803979948269994,0.32289092866097513,0.04696859821959739,0.031127723965892338,0.028550606055283034,0.019488925611793727,0.13239157157993459,1.0838420099229864
2400,0.8534607333659923,0.130476483705377,0.2782911521449006,0.2982713239133104,0.13901105404191094,0.031951406593974316,0.02910564234028184,0.019697230149470984,0.12884445076546974,1.0687545578358475
2500,0.8454365659597697,0.13241844485279974,0.27203459713391354,0.2881616081157518,0.04523441447844506,0.03196908660830147,0.02991458722577495,0.019884595292359794,0.1270449231967049,1.0634992324540486
2600,0.8185202170593591,0.13749343607461437,0.2657450354523164,0.2730856481862626,0.13956786158585863,0.032851192982050664,0.03014835154616849,0.019967534337590832,0.1261236783369336,1.0635749983487701
2700,0.8088817105482937,0.1406462948311785,0.26035456867659645,0.2588901978692483,0.06357098209643686,0.03407879913616644,0.030758868300259926,0.020207546230219902,0.12453992974103524,1.0475826075105126
2800,0.8096667918982005,0.14298140494983816,0.250901175080209,0.2612617445476028,0.03871879475371372,0.0340010882637165,0.031139720579526926,0.020147343143667697,0.12457515671183324,1.042939033197983
2900,0.7834044419772248,0.14314206299178855,0.2402812191912677,0.23809945157741094,0.05336139676916404,0.034866133754078946,0.03173239410501144,0.02059456906167028,0.12156745475053342,1.041559527940136
3000,0.7897064976086337,0.1487646250588538,0.23532308603196056,0.23176782199983192,-0.0028349605198786723,0.03617074049054068,0.03268091314381847,0.020876191425410032,0.12005487013193829,1.0276414521676913
3100,0.7670819135607233,0.15124792400614182,0.2313983169387065,0.22135905410290596,0.05031198540433123,0.036911395091602815,0.03322741813055458,0.02109381727644827,0.1189433416121283,1.0242877193741076
3200,0.7698713472837059,0.1552211204794714,0.2330594011941437,0.22425722161234612,0.08156794667221107,0.037879867981885085,0.03400815166738678,0.021189270427430063,0.11916469920045361,1.0123677790742223
3300,0.7677434795240747,0.1605752250000869,0.22866234162174262,0.22521916970678288,-0.001246093828086249,0.038966669762017105,0.034905295489101144,0.0212833597769306,0.11766256538400181,1.0070619192821837
3400,0.7562881028415226,0.16276441561245025,0.22317457376989802,0.2204561583097857,-0.01398915973927798,0.03973319393579918,0.03579365949389179,0.02169777546211503,0.116999103922538,0.9981231427259428
3500,0.742675931089799,0.1666030933947407,0.21862596621599717,0.21594118326077283,0.031856805669265895,0.04023120321663715,0.035937431275800645,0.021733916288582466,0.11597958215422231,0.9957953992487133
3600,0.7411360487690867,0.17263828937740042,0.2223591570010615,0.2075979397417855,0.08021014984414065,0.04153298243598539,0.037388802259492634,0.0220885192147003,0.11506178654093649,0.9845329915635271
3700,0.7441578453409546,0.17341623022970312,0.21541475281194816,0.19955192252489687,0.10140488958299462,0.042083437698500835,0.03797907775493219,0.022567075069249633,0.11443853149714857,0.9790576149196928
3800,0.7338212974909337,0.17963153553587907,0.21207195617979377,0.19379537227452445,-0.017668609903989163,0.0428502420716286,0.03896023850247479,0.022946349253193787,0.11282703048410994,0.9752900048166845
3900,0.7266837565667826,0.1838497786869708,0.21552094214567846,0.19217626112843056,0.0213673446558544,0.04432354887083352,0.04002813533348172,0.022992506597297298,0.11348915019534772,0.9639627591446062
4000,0.7175290223599418,0.18539581779846503,0.20900887021863992,0.18712090416430144,0.05738025116792721,0.04493168531110926,0.04083500870330082,0.023558493747470557,0.11262590615841296,0.962986194063763
4100,0.7357870481729344,0.19278612650499272,0.20647489810098416,0.18829364605437393,0.05092342972878682,0.04611613571247278,0.04140082032719608,0.023654311581917532,0.10998022014844176,0.9526865711364763
4200,0.7277346412184841,0.1964684573805593,0.2062807446528914,0.18774517353970913,0.005477843158173165,0.04695627638994824,0.04278759487770826,0.024297750011069,0.10998523508028164,0.9454604620956452
4300,0.7249960822938808,0.20075967108151008,0.2044067753202044,0.18041359931764872,0.03095182118898395,0.048227558360503214,0.04321783636843327,0.0242804656235709,0.10790168352412534,0.9379624295299367
4400,0.7227179617863172,0.2053146802718229,0.2094683865266327,0.1868568614460496,-0.00471385266305948,0.04987363871812534,0.044165334391120144,0.024731454324732376,0.10784990016192879,0.9358875478542048
4500,0.732438180944513,0.2111266310733752,0.2040065078795825,0.19630904811429467,0.09687526771963291,0.05049850190686563,0.04592473044712787,0.0252715454506225,0.10661006092650158,0.9250602876743154
4600,0.7232391836905507,0.21280866768389298,0.20729397457375476,0.18530052554037876,-0.01010817195126245,0.05176662774328067,0.046894128819060465,0.025524331691762325,0.10595442299399713,0.9192684047112448
4700,0.7375829326220071,0.21931376068657019,0.20800923568961113,0.19345249933290393,0.1138766209268137,0.053535241743987855,0.0475302757731725,0.026045349089053184,0.10671380910178573,0.9176443225993699
4800,0.7308915729796066,0.22358267105974278,0.20933974097026006,0.183090681074362,0.061666224626751365,0.05433793666358852,0.048722201691322874,0.02645969009138191,0.10497546239894905,0.9092019424071552
4900,0.7395867306907519,0.23098644555385625,0.20477538695582811,0.17542556477218246,0.045734803959244626,0.05623558808504464,0.04994176124075123,0.027151260995771885,0.10482540358301806,0.8988917764976475
5000,0.7479171689710016,0.2334531073977963,0.2080050958265242,0.18801223675004708,0.11334345248001197,0.057675971113503456,0.05113671486177331,0.02723204121624561,0.10274716999840912,0.8906030211347458
