milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
1000,4.56583819604757e-34,0.011759056870631399,2.5905131147985835e-33,0.0379799887571665,2.237369508218211e-34,0.003942399901237671,8.058442633790695e-34,0.00200010981212238,1.827694092369883e-34,1.1266044141867202e-38,1.5821833083706305e-05,8.418206507822197e-35,2.30017456622937e-08,1.3524819675705248e-05,9.35334724058838e-06,3.331121046515899e-08,-3.2896198354171848e-50,4.164039288069911e-34,1.3092500431992642e-35,0.000286841656341217,0.0030378361484431917,-2.565313638537115e-33
1100,5.035649141913007e-34,0.011759056870631399,2.9754032250167144e-33,0.0379799887571665,3.6784538795043158e-34,0.003942399901237672,1.0919173200034788e-33,0.00200010981212238,1.8193294215953986e-34,1.0822594575199112e-38,1.5821833083706308e-05,7.717659690465498e-35,2.30017456622937e-08,1.3524819675705262e-05,9.353347240588388e-06,3.331121046515899e-08,-3.040910610290052e-50,4.6476334664587145e-34,1.547844302016669e-35,0.000286841656341217,0.003037836148443192,-7.885729054786147e-34
1200,5.179936975255159e-34,0.011759056870631399,3.6592255442876275e-33,0.0379799887571665,4.195749937806911e-34,0.003942399901237672,1.2615914714114613e-33,0.00200010981212238,1.8349560462714717e-34,1.3573474120944683e-38,1.5821833083706308e-05,7.585959391616176e-35,2.30017456622937e-08,1.352481967570525e-05,9.35334724058838e-06,3.331121046515899e-08,-3.1866119304493627e-50,4.337884035791557e-34,1.8086136337525034e-35,0.000286841656341217,0.0030378361484431926,-2.1506226604345895e-34
1300,6.045614304418033e-34,0.011759056870631399,3.449841635773587e-33,0.0379799887571665,5.412555014555906e-34,0.003942399901237672,1.2752485283789376e-33,0.00200010981212238,1.9745303083464796e-34,1.2926532981716728e-38,1.5821833083706305e-05,7.634531099819768e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588393e-06,3.331121046515899e-08,-3.101762323709446e-50,4.61693756242689e-34,2.4300757915770307e-35,0.000286841656341217,0.003037836148443192,3.36052838390837e-35
1400,6.063553060451791e-34,0.011759056870631399,4.085673578401226e-33,0.0379799887571665,6.27735441533529e-34,0.003942399901237672,1.3564254226921139e-33,0.00200010981212238,2.0671202653260893e-34,1.508836621533457e-38,1.58218330837063e-05,7.075718667228727e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588383e-06,3.331121046515899e-08,-3.2987397341879277e-50,5.035564685453428e-34,2.274629307016427e-35,0.000286841656341217,0.0030378361484431926,1.9679262127287443e-34
1500,6.598898685806755e-34,0.011759056870631399,4.8493699116608525e-33,0.0379799887571665,6.832095971990948e-34,0.003942399901237672,1.4049379220538177e-33,0.00200010981212238,2.220930227905548e-34,1.6394283535930463e-38,1.58218330837063e-05,6.782132930894331e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588393e-06,3.331121046515899e-08,-3.405689654259327e-50,4.990630543133832e-34,2.41242404758139e-35,0.000286841656341217,0.0030378361484431926,1.1689902128246133e-33
1600,6.945110051973439e-34,0.011759056870631399,5.7436582995943546e-33,0.0379799887571665,6.45859925275147e-34,0.003942399901237672,1.6966478049884413e-33,0.00200010981212238,2.1604680067281472e-34,1.7467110154259268e-38,1.5821833083706308e-05,6.439848556976814e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588375e-06,3.331121046515899e-08,-3.3272346832761262e-50,5.06219182430494e-34,3.1478110336850715e-35,0.000286841656341217,0.003037836148443192,2.14830065692308e-33
1700,7.232967470512296e-34,0.011759056870631399,5.870580796142271e-33,0.0379799887571665,8.958683784694114e-34,0.003942399901237672,1.825995084457383e-33,0.00200010981212238,2.3824684560349935e-34,1.7833969442485162e-38,1.5821833083706305e-05,6.18303262849753e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588381e-06,3.331121046515899e-08,-3.2816181446606874e-50,5.38253378300974e-34,2.9859664894465807e-35,0.000286841656341217,0.003037836148443193,3.550908440174275e-33
1800,7.427240765190729e-34,0.011759056870631399,5.7272119914725794e-33,0.0379799887571665,9.096964339329907e-34,0.003942399901237672,1.8235252197131892e-33,0.00200010981212238,2.4461189464283433e-34,1.8486259482512933e-38,1.5821833083706308e-05,5.91603981079878e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588392e-06,3.331121046515899e-08,-3.4438390452452664e-50,5.7781624485125725e-34,3.157319427028974e-35,0.000286841656341217,0.003037836148443193,3.4510185600966986e-33
1900,8.135700560182464e-34,0.011759056870631397,6.4086729526586e-33,0.0379799887571665,8.782539144473284e-34,0.003942399901237672,2.0726081998587716e-33,0.00200010981212238,2.5053017631611317e-34,2.0118372730817078e-38,1.5821833083706305e-05,6.036676154380909e-35,2.3001745662293693e-08,1.352481967570525e-05,9.353347240588388e-06,3.331121046515899e-08,-3.7024701778301704e-50,5.9378788019977205e-34,3.6870707065625093e-35,0.000286841656341217,0.0030378361484431926,4.8377472840232695e-33
2000,8.914742762831244e-34,0.011759056870631397,7.010295385880026e-33,0.0379799887571665,1.113892008604642e-33,0.003942399901237672,1.973433588354929e-33,0.00200010981212238,2.4812853847765343e-34,2.2292322485691707e-38,1.5821833083706308e-05,5.626837846788255e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588393e-06,3.331121046515899e-08,-3.646518353522874e-50,6.1528364504314996e-34,3.691607446518342e-35,0.000286841656341217,0.003037836148443193,4.254789652320319e-33
2100,8.454999332138747e-34,0.011759056870631397,6.968620433452149e-33,0.0379799887571665,1.2179243898451184e-33,0.003942399901237672,2.265378117725928e-33,0.00200010981212238,2.5636519144381346e-34,2.1595152825514075e-38,1.5821833083706305e-05,5.290834812648884e-35,2.3001745662293693e-08,1.352481967570525e-05,9.353347240588373e-06,3.331121046515899e-08,-3.7785245605618194e-50,6.010082930096385e-34,3.7224730973741815e-35,0.000286841656341217,0.003037836148443193,6.232548017052679e-33
2200,9.162076695705509e-34,0.011759056870631397,8.585945424686661e-33,0.0379799887571665,1.2478214470195212e-33,0.003942399901237672,2.38871840813247e-33,0.00200010981212238,2.786894497592736e-34,2.3323667181551357e-38,1.5821833083706308e-05,4.747103424504556e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588381e-06,3.331121046515899e-08,-3.837021984334142e-50,6.344598791398017e-34,4.449057774252069e-35,0.000286841656341217,0.003037836148443193,6.742668300499333e-33
2300,9.732797168885767e-34,0.011759056870631397,7.988296521482427e-33,0.0379799887571665,1.2485236984644076e-33,0.003942399901237672,2.4496713097388615e-33,0.00200010981212238,2.8485242527741576e-34,2.422080983671823e-38,1.5821833083706308e-05,4.829379223126686e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588383e-06,3.331121046515899e-08,-3.7703903815879726e-50,6.516855580040483e-34,4.4362104575208825e-35,0.000286841656341217,0.003037836148443193,7.272609195800437e-33
2400,1.0262979284187548e-33,0.011759056870631397,9.38895965520733e-33,0.0379799887571665,1.3949439538137046e-33,0.003942399901237672,2.4328338733656397e-33,0.00200010981212238,2.9235351015162025e-34,2.5849184380377626e-38,1.5821833083706308e-05,4.584842790252948e-35,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588385e-06,3.3311210465158996e-08,-3.935024898126633e-50,6.774490292644174e-34,4.440406914186658e-35,0.000286841656341217,0.003037836148443193,8.420120010699369e-33
2500,1.0254873101411858e-33,0.011759056870631397,9.938245515198296e-33,0.0379799887571665,1.3602332209588475e-33,0.003942399901237672,2.6327586109214132e-33,0.00200010981212238,2.991080454153193e-34,2.675387293079466e-38,1.5821833083706305e-05,3.922035995312881e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588388e-06,3.331121046515898e-08,-3.7088842937702144e-50,7.033979933797598e-34,4.832227027017319e-35,0.000286841656341217,0.0030378361484431934,7.726697099059308e-33
2600,1.1399612230718169e-33,0.011759056870631397,9.344509445819072e-33,0.0379799887571665,1.4630333865499341e-33,0.003942399901237672,2.8640121414906024e-33,0.00200010981212238,3.0908827777142042e-34,2.632655333674071e-38,1.58218330837063e-05,3.74692756872956e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588381e-06,3.331121046515899e-08,-3.6873283381564782e-50,6.848105082669816e-34,5.124192280023636e-35,0.000286841656341217,0.003037836148443194,9.397969351068235e-33
2700,1.1803192302297207e-33,0.011759056870631395,1.0038665075799681e-32,0.0379799887571665,1.6433131043734054e-33,0.003942399901237672,2.7359443311827495e-33,0.00200010981212238,3.097166387387997e-34,2.8676078906778317e-38,1.5821833083706308e-05,3.610503528684911e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588388e-06,3.331121046515899e-08,-3.729402563630576e-50,7.271621762116539e-34,5.129824401873045e-35,0.000286841656341217,0.0030378361484431947,9.892199818566392e-33
2800,1.137307150684564e-33,0.011759056870631395,1.1087470621392787e-32,0.0379799887571665,1.7331657158781485e-33,0.003942399901237672,2.9001425729857437e-33,0.0020001098121223805,3.2427570362542248e-34,2.9465833662693073e-38,1.58218330837063e-05,3.645436470801927e-35,2.3001745662293693e-08,1.352481967570526e-05,9.35334724058839e-06,3.331121046515899e-08,-4.1042736459613305e-50,7.498150117925732e-34,5.80776929906805e-35,0.000286841656341217,0.0030378361484431943,9.800978922090439e-33
2900,1.2576739263082473e-33,0.011759056870631395,1.1692092335047681e-32,0.0379799887571665,1.706716917622516e-33,0.003942399901237672,3.065803211181288e-33,0.0020001098121223805,3.252217039371858e-34,3.1387524032573326e-38,1.58218330837063e-05,2.863815206732842e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588375e-06,3.331121046515899e-08,-4.0930911578761195e-50,7.529874438522642e-34,5.740022309881328e-35,0.000286841656341217,0.0030378361484431943,1.0511890567443075e-32
3000,1.2641376409775405e-33,0.011759056870631395,1.1550943453776669e-32,0.0379799887571665,1.924662126418317e-33,0.003942399901237673,3.231446089172062e-33,0.0020001098121223805,3.463522283637131e-34,3.1308375863181207e-38,1.58218330837063e-05,2.993709026442822e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588386e-06,3.331121046515899e-08,-4.2612052862293465e-50,7.529980590864615e-34,5.70254464964748e-35,0.000286841656341217,0.0030378361484431943,1.1980065178271706e-32
3100,1.3161775860747992e-33,0.011759056870631395,1.1739559229767557e-32,0.0379799887571665,1.8989220858450343e-33,0.003942399901237673,3.2172875847997734e-33,0.0020001098121223805,3.4949897664985733e-34,3.111962780891173e-38,1.58218330837063e-05,2.3639130710782199e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.35334724058839e-06,3.331121046515899e-08,-4.25450948412351e-50,7.744904049785578e-34,6.352048934331143e-35,0.000286841656341217,0.0030378361484431943,1.2061334888919131e-32
3200,1.3682885075091598e-33,0.011759056870631395,1.27631926299594e-32,0.0379799887571665,1.984349214337111e-33,0.003942399901237673,3.484928927568887e-33,0.0020001098121223805,3.4929830248443047e-34,3.433648817936341e-38,1.5821833083706305e-05,2.476491028731427e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588388e-06,3.331121046515899e-08,-4.042458341755745e-50,7.916416427957017e-34,6.164529382671582e-35,0.000286841656341217,0.0030378361484431947,1.3659899315265243e-32
3300,1.4128605007369688e-33,0.011759056870631395,1.3409523071626385e-32,0.0379799887571665,2.0773319951215636e-33,0.003942399901237673,3.380726996302639e-33,0.0020001098121223805,3.657826923289742e-34,3.3382667225190855e-38,1.5821833083706308e-05,1.723927029443094e-35,2.3001745662293693e-08,1.3524819675705255e-05,9.353347240588376e-06,3.331121046515899e-08,-4.342828289337434e-50,8.33354274813098e-34,6.872328545237975e-35,0.000286841656341217,0.003037836148443195,1.331915995192337e-32
3400,1.4070458205576481e-33,0.011759056870631395,1.4350284840787055e-32,0.0379799887571665,2.059008804327712e-33,0.003942399901237673,3.5239923143579864e-33,0.0020001098121223805,3.7436160643488363e-34,3.4437344066316314e-38,1.5821833083706305e-05,1.6732814500960212e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.35334724058838e-06,3.331121046515899e-08,-4.1812346012174586e-50,8.552554574355612e-34,6.58440429065277e-35,0.000286841656341217,0.003037836148443195,1.4639139672238693e-32
3500,1.4303999651664239e-33,0.011759056870631394,1.436320264248818e-32,0.0379799887571665,2.3187851521810897e-33,0.003942399901237673,3.72965024302749e-33,0.0020001098121223805,3.8265357679552406e-34,3.587940289730087e-38,1.5821833083706305e-05,1.1954792355571865e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588386e-06,3.331121046515899e-08,-4.192680983650196e-50,8.79610034099229e-34,6.858406284417491e-35,0.000286841656341217,0.003037836148443195,1.459208325805945e-32
3600,1.5358909354654058e-33,0.011759056870631394,1.4983177300351191e-32,0.0379799887571665,2.3427191691733616e-33,0.003942399901237673,3.968968873037584e-33,0.0020001098121223805,3.907379844333523e-34,3.7308100110673797e-38,1.58218330837063e-05,1.0662097132462434e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588386e-06,3.331121046515899e-08,-4.280527369388168e-50,9.0109704486946e-34,7.304945152203402e-35,0.000286841656341217,0.003037836148443195,1.5252199673145783e-32
3700,1.5872251154027025e-33,0.011759056870631394,1.5603338253587712e-32,0.0379799887571665,2.3775984049782092e-33,0.003942399901237673,3.84553432184418e-33,0.0020001098121223805,4.0061380984473675e-34,3.930925277048661e-38,1.58218330837063e-05,1.0619748285141228e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588383e-06,3.331121046515899e-08,-4.454782582997439e-50,8.900811736647477e-34,7.655096699201762e-35,0.000286841656341217,0.003037836148443195,1.7270557767197855e-32
3800,1.6005776634354418e-33,0.011759056870631394,1.5212254382632003e-32,0.0379799887571665,2.44641701619488e-33,0.003942399901237673,4.005676045148849e-33,0.0020001098121223805,3.961493726316785e-34,3.8445725248656384e-38,1.5821833083706308e-05,8.855097815652438e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.35334724058838e-06,3.331121046515899e-08,-4.590741544063296e-50,9.170648943772788e-34,7.826992660009429e-35,0.000286841656341217,0.003037836148443195,1.7641577286941455e-32
3900,1.6529507669433947e-33,0.011759056870631394,1.6182598623525553e-32,0.0379799887571665,2.44115127039524e-33,0.003942399901237673,4.116502146339933e-33,0.0020001098121223805,4.094633290035935e-34,4.0098796419099e-38,1.5821833083706305e-05,5.456285678935738e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588373e-06,3.3311210465158996e-08,-4.725539229797576e-50,9.018485334309167e-34,7.625671753179577e-35,0.000286841656341217,0.0030378361484431956,1.7098374749134085e-32
4000,1.5729609049283036e-33,0.011759056870631394,1.632119950886088e-32,0.0379799887571665,2.429036102163614e-33,0.003942399901237673,4.129019625750303e-33,0.0020001098121223805,3.9177960794795605e-34,3.922399440811847e-38,1.5821833083706305e-05,5.0693402896348184e-36,2.3001745662293693e-08,1.352481967570526e-05,9.35334724058837e-06,3.3311210465158996e-08,-5.296727696649959e-50,9.313441771605486e-34,8.202054658881262e-35,0.000286841656341217,0.0030378361484431956,1.7458044991320035e-32
4100,1.644745746841506e-33,0.011759056870631394,1.613216305816916e-32,0.0379799887571665,2.4827042088140398e-33,0.003942399901237673,4.226573631327462e-33,0.0020001098121223805,3.946829921546511e-34,4.064808471169374e-38,1.5821833083706308e-05,5.676259231684981e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588378e-06,3.3311210465158996e-08,-5.943138732420236e-50,9.00732256374019e-34,8.174985154044322e-35,0.000286841656341217,0.003037836148443196,1.778859940178961e-32
4200,1.571982397296895e-33,0.011759056870631394,1.6040239277820554e-32,0.0379799887571665,2.5111080487899915e-33,0.003942399901237673,4.2336884058819e-33,0.0020001098121223805,3.964464726899978e-34,4.011840820871385e-38,1.5821833083706305e-05,6.464653459264861e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588378e-06,3.3311210465158996e-08,-6.340943908571075e-50,9.06187033853549e-34,8.495978786364704e-35,0.000286841656341217,0.0030378361484431956,1.7381668696315998e-32
4300,1.6163483720541694e-33,0.011759056870631394,1.6627205978475978e-32,0.0379799887571665,2.4293986229717004e-33,0.003942399901237673,4.1410288178547866e-33,0.0020001098121223805,3.9786706932831834e-34,3.8730286952382833e-38,1.5821833083706308e-05,3.586246274958713e-36,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588386e-06,3.3311210465158996e-08,-6.851509234553345e-50,9.410415893509641e-34,8.811577980544355e-35,0.000286841656341217,0.003037836148443196,1.7818138898217093e-32
4400,1.5944565028083148e-33,0.011759056870631394,1.5930688087095413e-32,0.0379799887571665,2.5563584828846374e-33,0.003942399901237673,4.014752930284308e-33,0.0020001098121223805,3.864122851536783e-34,3.995267262655606e-38,1.5821833083706308e-05,4.3754102629339506e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588386e-06,3.3311210465158996e-08,-7.229256164016247e-50,9.370197824585707e-34,9.307581461044688e-35,0.000286841656341217,0.0030378361484431956,1.6601979722759383e-32
4500,1.6443362800206814e-33,0.011759056870631394,1.656680729771322e-32,0.0379799887571665,2.604166744467832e-33,0.003942399901237673,4.23116113904402e-33,0.0020001098121223805,3.914233227335469e-34,4.071988522213352e-38,1.5821833083706305e-05,7.510252570341828e-36,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588378e-06,3.3311210465158996e-08,-7.823606593286561e-50,8.959254149405083e-34,9.560431841595769e-35,0.000286841656341217,0.0030378361484431956,1.774619901662694e-32
4600,1.5666114212176785e-33,0.011759056870631394,1.5843568656555554e-32,0.0379799887571665,2.4495137993646447e-33,0.003942399901237673,4.0835731631576446e-33,0.0020001098121223805,4.035907706425496e-34,4.0624239271952666e-38,1.58218330837063e-05,4.306608459307246e-36,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588388e-06,3.3311210465158996e-08,-8.201053643572605e-50,9.290057100412778e-34,9.737700867109244e-35,0.000286841656341217,0.0030378361484431956,1.671871699429363e-32
4700,1.58188667011114e-33,0.011759056870631394,1.6437990023142498e-32,0.0379799887571665,2.6350430155171773e-33,0.003942399901237673,4.055461387702565e-33,0.0020001098121223805,4.016421550594511e-34,4.0268035807719164e-38,1.5821833083706305e-05,6.594335684028983e-36,2.3001745662293693e-08,1.3524819675705267e-05,9.353347240588371e-06,3.3311210465158996e-08,-8.614053214875797e-50,9.032871716782746e-34,9.716777473552326e-35,0.000286841656341217,0.0030378361484431956,1.711689443467091e-32
4800,1.5430072412020257e-33,0.011759056870631394,1.6775942614181427e-32,0.0379799887571665,2.608561838422001e-33,0.003942399901237673,4.1674199226947254e-33,0.0020001098121223805,3.912003113706954e-34,4.038301737130129e-38,1.5821833083706308e-05,9.006653146248724e-36,2.3001745662293693e-08,1.3524819675705255e-05,9.35334724058839e-06,3.3311210465158996e-08,-9.019627661253102e-50,9.021718306853434e-34,9.929204356937857e-35,0.000286841656341217,0.0030378361484431956,1.7566049511645775e-32
4900,1.6041239637497948e-33,0.011759056870631394,1.7098608606707443e-32,0.0379799887571665,2.509326675274803e-33,0.003942399901237673,4.2620850990873544e-33,0.0020001098121223805,3.934691881856243e-34,3.990823272915353e-38,1.5821833083706308e-05,8.461060637381902e-36,2.3001745662293693e-08,1.3524819675705267e-05,9.353347240588385e-06,3.331121046515899e-08,-9.76830506180837e-50,9.126150357211523e-34,1.0118872906961394e-34,0.000286841656341217,0.0030378361484431956,1.7451897803007916e-32
5000,1.5386900555012067e-33,0.011759056870631394,1.6402006256992373e-32,0.0379799887571665,2.5981357521291882e-33,0.003942399901237673,4.013604605755126e-33,0.0020001098121223805,3.872790415215064e-34,4.030219262576842e-38,1.5821833083706308e-05,7.430344576291908e-36,2.3001745662293693e-08,1.3524819675705267e-05,9.353347240588386e-06,3.3311210465158996e-08,-1.0136320180824894e-49,9.397467678365413e-34,1.080465643793064e-34,0.000286841656341217,0.003037836148443196,1.6867126757933e-32
