milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,1.7767938782184045e-36,0.0117590568706314,-5.197482016085265e-34,0.0379799887571665,-9.882185883371474e-35,0.00394239990123767,-4.2634586197547576e-35,0.00200010981212238,-1.2021887332466385e-36,2.469590422621013e-40,1.5821833083705997e-05,-3.0300412002266584e-36,2.30017456622937e-08,1.3524819675704801e-05,9.35334724058914e-06,3.3311210465159e-08,2.551747024600928e-52,9.973996210916435e-36,1.6204959600248526e-36,0.000286841656341217,0.0030378361484431904,-3.573897847743864e-34
100,-9.559306316721079e-36,0.0117590568706314,-6.2254713430208056e-34,0.0379799887571665,-1.0486223853258839e-34,0.0039423999012376705,-1.1123313183887981e-35,0.00200010981212238,1.9441959314852796e-35,2.038617353680027e-39,1.582183308370626e-05,1.8131760928790802e-35,2.3001745662293693e-08,1.3524819675705143e-05,9.353347240588556e-06,3.331121046515881e-08,-6.796735111937667e-51,3.4764162277349726e-35,-1.7883215829362306e-36,0.000286841656341217,0.0030378361484431904,-9.553856892639282e-34
200,9.292312976470062e-35,0.011759056870631399,-6.977275030897586e-34,0.0379799887571665,-6.020379831342115e-35,0.003942399901237671,1.282424953335733e-34,0.00200010981212238,5.286379620165634e-35,2.8391739280544464e-39,1.582183308370627e-05,4.4934062339535434e-35,2.3001745662293693e-08,1.3524819675705177e-05,9.353347240588493e-06,3.331121046515888e-08,-1.446633567758325e-50,1.2638257388304334e-34,1.6668262217428155e-36,0.000286841656341217,0.0030378361484431904,-2.416853537059344e-33
300,1.7818873952619744e-34,0.011759056870631399,-1.0749075734827798e-33,0.0379799887571665,-1.3759298319053526e-34,0.003942399901237671,1.3994602320292754e-34,0.00200010981212238,9.58956368563411e-35,2.8516752451683632e-39,1.5821833083706298e-05,7.362513357911647e-35,2.3001745662293693e-08,1.3524819675705218e-05,9.35334724058844e-06,3.3311210465158936e-08,-2.0775158881173824e-50,2.4720064372813816e-34,1.8081212234425455e-36,0.000286841656341217,0.003037836148443191,-5.3563507672904255e-33
400,2.2014502733982004e-34,0.011759056870631399,-2.065176565935718e-34,0.0379799887571665,-1.2344352636462984e-34,0.003942399901237671,3.2714775111862232e-34,0.0020001098121223797,1.3999962091111358e-34,5.35418190964042e-39,1.5821833083706305e-05,9.982064147546226e-35,2.30017456622937e-08,1.3524819675705258e-05,9.35334724058838e-06,3.331121046515899e-08,-2.704981390915134e-50,3.259840806254663e-34,2.6030713400078993e-36,0.000286841656341217,0.0030378361484431913,-5.200454164782411e-33
500,2.2252443882257187e-34,0.011759056870631399,-3.197905151038554e-34,0.0379799887571665,-6.862061541516563e-35,0.003942399901237671,3.2428063356010756e-34,0.0020001098121223797,1.396680475749392e-34,5.473752047192558e-39,1.5821833083706308e-05,9.52803800752773e-35,2.30017456622937e-08,1.3524819675705246e-05,9.353347240588388e-06,3.331121046515899e-08,-2.7198792338310553e-50,3.2378055445918674e-34,4.4839249481710296e-36,0.000286841656341217,0.0030378361484431917,-5.107470166005036e-33
600,2.3392393492074285e-34,0.011759056870631399,1.1115536812548546e-34,0.0379799887571665,2.2008143644991467e-35,0.003942399901237671,4.101038611178206e-34,0.00200010981212238,1.39690142140967e-34,7.434491127880558e-39,1.58218330837063e-05,9.389507124484245e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588395e-06,3.331121046515899e-08,-2.8933763550983797e-50,3.536110247752994e-34,1.0332563311128848e-35,0.000286841656341217,0.0030378361484431917,-4.852717653420775e-33
700,3.0734233410880223e-34,0.011759056870631399,3.2581960308201e-34,0.0379799887571665,5.524606232221044e-35,0.003942399901237671,5.780312051125922e-34,0.00200010981212238,1.5589976935063734e-34,6.481366217827706e-39,1.5821833083706305e-05,8.851328037995836e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588388e-06,3.3311210465158996e-08,-3.029577993155651e-50,3.548424547468479e-34,6.301281738382342e-36,0.000286841656341217,0.003037836148443192,-4.549453048266077e-33
800,3.164258481390217e-34,0.011759056870631399,1.0702383732196256e-33,0.0379799887571665,9.003085145938289e-35,0.003942399901237671,7.316620788954288e-34,0.00200010981212238,1.6410666488515587e-34,8.853709126997463e-39,1.58218330837063e-05,8.629428756151898e-35,2.30017456622937e-08,1.3524819675705251e-05,9.35334724058838e-06,3.331121046515899e-08,-3.0540659822879306e-50,3.9360676488914565e-34,9.172777547261695e-36,0.000286841656341217,0.003037836148443192,-2.486489540055916e-33
900,3.8850146891069945e-34,0.011759056870631399,1.490170310149264e-33,0.0379799887571665,2.460749895990324e-34,0.003942399901237671,9.304656390409486e-34,0.00200010981212238,1.6863229559701172e-34,8.736595340603463e-39,1.5821833083706305e-05,8.611158730154221e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588386e-06,3.331121046515899e-08,-2.8727646995106684e-50,4.195786898821829e-34,1.2143586427170498e-35,0.000286841656341217,0.003037836148443192,-2.9821392260843964e-33
1000,4.133907056701575e-34,0.011759056870631399,2.71932220349799e-33,0.0379799887571665,2.1171770820897475e-34,0.003942399901237671,9.64894185567705e-34,0.00200010981212238,1.8033740065227918e-34,1.1265620390832355e-38,1.5821833083706308e-05,7.99361625249453e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588388e-06,3.331121046515899e-08,-3.0429993452577047e-50,4.053235077882931e-34,1.546480448871638e-35,0.000286841656341217,0.0030378361484431926,-1.8539112013784928e-33
1100,4.181974946483506e-34,0.011759056870631399,2.2640078096363817e-33,0.0379799887571665,3.3225651993476238e-34,0.003942399901237672,1.0249640659557947e-33,0.00200010981212238,1.8808591637186685e-34,1.2594096128065362e-38,1.58218330837063e-05,8.091950704909952e-35,2.30017456622937e-08,1.3524819675705257e-05,9.35334724058838e-06,3.3311210465158996e-08,-3.0777429128701574e-50,4.280572853723247e-34,1.5580144683893662e-35,0.000286841656341217,0.003037836148443192,-1.5977226029910652e-33
1200,4.821853576210204e-34,0.011759056870631399,3.0793078346544562e-33,0.0379799887571665,3.6380080691940067e-34,0.003942399901237672,1.1738583544984424e-33,0.00200010981212238,1.8460207512716034e-34,1.370605608520269e-38,1.5821833083706305e-05,7.967548880433027e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588388e-06,3.331121046515899e-08,-3.0074806434499844e-50,4.564716587789408e-34,2.2873781587964308e-35,0.000286841656341217,0.003037836148443192,-1.527530515087613e-34
1300,4.990664254037776e-34,0.011759056870631399,4.272110070996148e-33,0.0379799887571665,4.228576651333216e-34,0.003942399901237672,1.2065407844856917e-33,0.00200010981212238,2.0881945782343013e-34,1.366578561536966e-38,1.5821833083706308e-05,7.28397886561361e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588381e-06,3.331121046515899e-08,-3.16125032510198e-50,4.9976764889103015e-34,2.3496378086186125e-35,0.000286841656341217,0.003037836148443192,2.581719932143734e-34
