milliseconds,sucr,EtrioseP,Ephe,N,starch,Next,Enitrate,trioseP,Estarch
0,0.7,8.06,1e-05,5.0,0.0,500.0,0.075,1.1,0.0001
100,0.7999683926197203,8.081638883751154,4.325797426454702e-06,4.999472407785404,0.8086618170155246,499.25055439023566,0.0750024531617046,0.6476203866478908,0.19832409600820314
200,0.7428725742839719,8.10441027289852,3.0694143759297245e-06,4.998038377878701,1.4048551673780987,498.50216531420756,0.07501491253340671,0.5727934054187943,0.40630900081915483
300,0.7016246655371191,8.132419834424962,2.476868655802559e-06,4.995956896160503,1.9603538850412703,497.75469079929303,0.07504517876966584,0.5598567498323745,0.6665418697981124
400,0.6857150595719362,8.163231555556017,2.291995330797244e-06,4.993509369765623,2.50029963407309,497.0079255421713,0.0750983252082571,0.5569701874812606,0.9547446904791139
500,0.6871453075210479,8.19470217763345,2.307827523143359e-06,4.990970325577623,3.0259875688942497,496.261629079999,0.07517662254125554,0.5556955231466281,1.249512611507251
600,0.6995489050547145,8.225439957829764,2.451631756250026e-06,4.988583029718782,3.5352900033178902,495.51555309075843,0.07527973349294598,0.5546938794247306,1.5369394022871181
700,0.7189871969271241,8.254560172896475,2.703975266356313e-06,4.986541707573327,4.026084996020958,494.7694653466579,0.07540512439746984,0.5537731123323518,1.8081831029058428
800,0.7429715285838748,8.281492470192612,3.0712192085190895e-06,4.984980717006753,4.49684164395135,494.0231687294277,0.07554861110960037,0.5529189348640532,2.0575429919133033
900,0.7697757027972578,8.305872809266113,3.5785389180846877e-06,4.983971077126036,4.946699784166464,493.2765140778262,0.07570498409202274,0.5521394277419222,2.2813803101437125
1000,0.7980902414486507,8.327487458110301,4.272557932383178e-06,4.983522911670405,5.3754435184701395,492.52940706274023,0.07586862964555727,0.5514420341667543,2.477558775116401
1100,0.8268628693162751,8.346239861179846,5.232568769833421e-06,4.98359350927702,5.783430081364558,491.78180877760946,0.07603410661428825,0.550830855536952,2.6451135264292973
1200,0.8552345107715842,8.362128647843159,6.596391301270668e-06,4.984098975923917,6.171499066245942,491.03373116652455,0.07619661841090157,0.5503069159470532,2.7840313455427985
1300,0.8825143538393301,8.375229750017217,8.620518342213456e-06,4.984927897892356,6.540871345963799,490.2852285071868,0.07635235606592583,0.5498687049721419,2.895071907212641
1400,0.9081686734824752,8.385680341476679,1.1837114865164467e-05,4.985955454718784,6.89304701192925,489.53638638661477,0.07649870412579153,0.5495126988350724,2.9796072167018073
1500,0.9318109576572184,8.393663463345582,1.755324721586353e-05,4.987056818394971,7.229706672210547,488.78730927888313,0.07663430577045381,0.5492338461669977,3.0394678924458454
1600,0.9531892682209054,8.399393975036999,3.005056131793513e-05,4.988118465556394,7.55262463801982,488.03810835077525,0.07675900399302542,0.5490260045467056,3.07680269322646
1700,0.9721702937747484,8.403105859098975,7.579887954739384e-05,4.989046859704109,7.863594706453321,487.28889040424195,0.07687368323778077,0.5488823338284571,3.093951578477668
1800,0.9887198562328616,8.405041276325438,0.0012794594484778063,4.9897740259936185,8.16437071457383,486.53974884137693,0.07698003871319999,0.5487956381551167,3.0933362675223295
1900,1.0028698230952406,8.405442157209707,0.01258058187461971,4.9902599792269156,8.456621647997627,485.79075718393347,0.07708030622383068,0.5487586437824076,3.0773761595886078
2000,1.014702541696472,8.40454486402696,0.03659023010308092,4.990492260589334,8.741898773230043,485.0419653377049,0.07717698224536079,0.5487641890255066,3.048434957938778
2100,1.0243611118579756,8.402574399508483,0.07125167801931127,4.99048304018171,9.021613503979067,484.2933985476651,0.07727256110532303,0.5488053802868934,3.0087627593519883
2200,1.032029866089452,8.39973920965473,0.11450839053075365,4.990264418715466,9.297025851415881,483.54505873797115,0.0773693111003918,0.5488757502222712,2.960444084611447
2300,1.0379150915170527,8.396228104095837,0.16448663652035123,4.98988271844485,9.569241522455979,482.79692768400076,0.0774691053659779,0.5489693717262466,2.905367083781255
2400,1.042230347427379,8.392208763403495,0.21952308377971624,4.9893921364755,9.839215282452527,482.04897164098696,0.07757330734460195,0.5490809242557994,2.845208610556107
2500,1.0451865423105633,8.387827598156022,0.27815756772704414,4.988848659106871,10.107759088256534,481.3011467463005,0.07768272523279246,0.5492057142710085,2.781432813746306
2600,1.0469853992678362,8.383210328754696,0.3391405801775833,4.988305116098331,10.375552020123274,480.5534040845014,0.07779761993984032,0.5493396692643241,2.7152969360143566
2700,1.047814487870899,8.378463178675013,0.4014206361527968,4.987806670696007,10.643152949123444,479.805695006065,0.07791775900856777,0.5494793117947862,2.6478632468618044
2800,1.0478447172988565,8.373674411829523,0.4641153022213623,4.9873878624413885,10.911013349908625,479.0579754486856,0.07804250755860835,0.5496217197159423,2.5800144165831327
2900,1.0472292571702773,8.368916116451024,0.526503728102252,4.987071076964349,11.17949053716188,478.3102092507243,0.07817094717040247,0.5497644766331651,2.512471355374395
3000,1.0461034257492823,8.364245934280651,0.5880184163429513,4.986866411242581,11.448859618818966,477.5623700866302,0.07830199593067162,0.549905622144743,2.445810505401261
3100,1.0445849988322409,8.359708876423369,0.6482103086431481,4.986772528464937,11.719325675420727,476.8144424452897,0.07843453064576818,0.550043598805069,2.3804819995750472
3200,1.0427750642578597,8.355339007368892,0.7067333330500208,4.986778446784797,11.991034576355279,476.0664213983705,0.07856749064661567,0.5501772018990109,2.316826501984796
3300,1.0407593699751854,8.351161068239822,0.763346099120423,4.986865923747151,12.264082851388467,475.3183115116099,0.07869996416767826,0.5503055299608238,2.255091440540174
