miliseconds,Myc,E2F,CycD,CycE,Rb,Phosphorylated_Rb,Rb_E2F_complex,serum
0,0.0,0.17416085904454798,0.0019715479259312,0.003235484856682292,0.5435140690662458,0.35305317900124217,-5.400340682911937,2.0
100,0.0,-0.14448483764528397,0.03584207583717603,0.00011830884628258488,0.694658207559001,-0.28252074659584314,18.39249097027471,2.0
200,0.0,-0.1954602741717676,0.059504783718386606,0.0015129402229444278,0.8763288998916564,0.5790979997899304,44.09655232472124,2.0
300,0.0,-0.061640036034868596,0.08893142584690639,-0.0008863554757070589,1.038448587902346,0.7170466006851234,44.91043825582818,2.0
400,0.0,-0.04458985537361844,0.10905002365514196,0.0037872346050582782,1.1129760621767202,0.7818051344234573,63.186606576498136,2.0
500,0.0,0.08432806604743631,0.1271858484901773,0.008040416423010637,1.122831524807438,0.860483576532214,99.32724444904517,2.0
600,0.0,-0.0006079906300874988,0.1428635574780334,0.010696603636603698,1.0941449355316435,1.2044568308658534,112.78866011216546,2.0
700,0.0,0.05789131882218395,0.15813779742538425,0.0072310434060325925,0.9980533444337724,1.5491277093254672,133.3606397575793,2.0
800,0.0,-0.0825985703744874,0.17040461220742606,0.012296653192019984,0.9170058568641074,1.8396199395139379,132.79300536661276,2.0
900,0.0,-0.06690507729074789,0.18017495878344755,0.01408798027449239,0.7478076083884314,2.652991338525689,149.188726090897,2.0
1000,0.0,0.020762935294850047,0.18798357425781073,0.017869777616045197,0.615193722902444,2.884392177565194,182.39693840846837,2.0
1100,0.0,0.11218522580454707,0.1920372358821319,0.019095782064005938,0.4645698530876389,3.496505065464953,200.52175348480407,2.0
1200,0.0,0.01625052387707973,0.19792324273010095,0.0299329457233577,0.3011659856875396,4.475642585908572,217.50382233163535,2.0
1300,0.0,0.06365627132106914,0.20495149546241495,0.03974488202519069,0.16425888561549518,4.919867138830654,228.66074621514764,2.0
1400,0.0,0.32429227074290057,0.2127914293778731,0.051364780928693635,0.07698724952939169,4.794585147378239,251.62811820434447,2.0
1500,0.0,0.3563948957463392,0.21214111941294372,0.06915836318408497,0.03097996488237669,5.140052242546145,271.5174257305686,2.0
1600,0.0,0.6039352864312773,0.22107268960872525,0.08216771431235331,0.041893878268679415,5.81511223878023,281.4992209690714,2.0
1700,0.0,1.2639141237821852,0.22269729588106937,0.10254337503012075,0.0029786753603418953,6.764557607404994,305.01128051638784,2.0
1800,0.0,1.3502736940916449,0.22670863285988974,0.11819780559816209,0.016818752790630456,6.919458664796587,299.51159590074155,2.0
1900,0.0,1.7136005872496614,0.2257454753963892,0.13343980881488085,0.02027678418855495,7.681744282796269,331.8468608844654,2.0
2000,0.0,2.288389962974112,0.2297702564652979,0.1425783709559698,0.022876636460673012,8.69506626752717,343.6239947056903,2.0
2100,0.0,2.435135686001564,0.23244686754003394,0.1489625106170051,0.013863628164845307,8.588565185478112,355.3641057922067,2.0
2200,0.0,2.955548605049785,0.2293722080280146,0.16476240512803988,0.018441789102113065,9.835411980073363,387.8905581249796,2.0
2300,0.0,3.27485129790475,0.23116125928352807,0.16918165075497513,0.004284245539637118,10.183347984862158,391.95372634921915,2.0
2400,0.0,3.618385000306799,0.23531027222528225,0.17784324207377736,0.002075709222286694,10.520007172311153,413.0162375866416,2.0
2500,0.0,4.231551419886971,0.23555277119260615,0.18686919967201945,-0.012166915343035243,11.978489173237264,422.2572644473134,2.0
2600,0.0,4.790660724174967,0.2335882765744721,0.1938106470695157,-0.008383995208474354,12.668242439766077,441.2327073063644,2.0
