milliseconds,Myc,E2F,CycD,CycE,Rb,Phosphorylated_Rb,Rb_E2F_complex,serum
0,0.0,0.20318942595239123,0.00017754719376952507,0.0038007981244715405,0.5577685778721443,-0.0889345152730347,-2.0115876690443097,2.0
100,0.0,0.2209230577182363,0.03383517611597484,-0.0022858108853527712,0.6956089209940166,0.4131195950190032,23.738077602898876,2.0
200,0.0,0.1323198924801943,0.0620264317517222,0.0031253957577839454,0.8924884397494485,0.5155158453644987,37.97076451405224,2.0
300,0.0,0.2068817169809512,0.08663095556620792,0.0017760900703337002,1.0382254135396614,0.15696903715132918,61.93398771051466,2.0
400,0.0,-0.14536396903908846,0.10730935498815251,0.007349319813141264,1.1138537382462228,0.9445673709408239,74.64653405660562,2.0
500,0.0,-0.007967052050652798,0.1290956983114688,0.005528242941225162,1.1237425630979683,0.5614884181216402,94.42297560680741,2.0
600,0.0,0.18640862719037965,0.14417946090218356,0.010609497976291188,1.084626039066655,1.3521824118204386,108.71509383972288,2.0
700,0.0,0.12924780095206378,0.15363306963837253,0.00886316446271727,1.018062113196899,1.4333330446847965,132.9256988799014,2.0
800,0.0,-0.0957336129397495,0.1693005221677444,0.013476589582794764,0.8943966903867262,1.8740147930924886,149.4953191978096,2.0
900,0.0,-0.03843410215236388,0.17938166204609501,0.011038358773867114,0.767355338058019,2.395405964291325,147.47231516169623,2.0
1000,0.0,0.05411583936506186,0.18820049703158068,0.021648761393114,0.6002094111673459,3.236846852008884,180.3374825303972,2.0
1100,0.0,-0.17947195736858307,0.1932175573960318,0.022177492177563436,0.4456191962669389,4.03308636841158,204.15636602285258,2.0
1200,0.0,-0.09912561652463113,0.20168096974787045,0.028337957448184202,0.29250929449124113,3.9356452449991437,199.72276682258752,2.0
1300,0.0,0.37667900069343796,0.20724331366294704,0.04030296790811641,0.17482066439969168,5.000472120160955,218.327515520328,2.0
1400,0.0,0.16219053090187074,0.20891232636817042,0.04857464072085277,0.09051540126156501,5.196424717151948,251.7075379310272,2.0
1500,0.0,0.5604328844300093,0.2137904451634394,0.07072709860322547,0.030512049150016544,5.094561392457129,269.9770411839242,2.0
1600,0.0,0.6289880434758103,0.21985374897960955,0.08333891252920125,0.019787474760969266,5.997266307387083,288.1537279146104,2.0
1700,0.0,1.103248416364579,0.21984937363725307,0.10402178827047258,0.00943583676166873,6.335634746298127,283.94546984764327,2.0
1800,0.0,1.6034993707760183,0.22561323709258316,0.11554138588919398,0.009510399128525214,7.063031518494549,304.55018682373867,2.0
