miliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,0.0048730244273528615,-0.0002515182107515137,0.11900000309215043,1.8645733683515867e-07,0.10599999543772974,0.10500438229957823,-4.473686800368472e-06,7.97485247643818e-08,0.2000007452821646,0.11498912051315618,0.00013987181410169544,-9.393807057891769e-07,0.9999991711076385,0.0020034907364759463,0.002002871039544719,0.9980050052892872,0.019999836481658408,0.0009998947259316812
100,0.013238890045701342,0.00026205167047629586,0.1189999476816925,7.196511318314981e-06,0.10600008781407284,0.1047857275720861,3.6816470323648166e-05,1.3521806265295455e-05,0.19999856477191427,0.11494262254053102,-0.00019957769060094052,8.662486060776075e-07,0.9999648111449073,0.0020727073373882415,0.0020134048958512047,0.997951655942517,0.019995537472267042,0.000970717312506472
200,0.015498803138310492,0.0008206749439671779,0.11899992315305748,1.925481796417335e-05,0.10600008275820876,0.10474306255528097,7.034621732089464e-05,2.0564924630702954e-05,0.1999964724049072,0.11494929100929123,0.000404170946448245,8.472017236620186e-06,0.9999434807794882,0.0021328165030569703,0.0020831641668155225,0.9978662519765829,0.01999354921117223,0.0009522621940018671
300,0.027412104587000868,0.0011071013800015629,0.11899990610665007,2.652965116603323e-05,0.10600017038640981,0.10472830468576902,8.802025113555574e-05,2.37993614096079e-05,0.1999953756904278,0.11490233345301494,0.0005167742349709568,1.6116657579426996e-05,0.9999289349558216,0.002185244022140853,0.0021337598886795547,0.9977980306107803,0.019989520079273494,0.0009327481825232753
400,0.03516640232438441,0.0017657885704200048,0.11899989371529254,3.445117495120879e-05,0.10600029518449938,0.10471809635675207,0.00010099734069561761,2.6295895119516037e-05,0.19999403082763545,0.11488540041026234,0.001425370631432142,2.1567983575445003e-05,0.9999202343662691,0.002227013018513773,0.0021692399609976798,0.9977460375979083,0.019987434503465417,0.0009223438596351179
500,0.04861072649470208,0.002041663831599536,0.11899985389563505,4.2133399957481527e-05,0.10600032251023929,0.10471266274066754,0.00010610396400204935,2.6083798318927563e-05,0.19999300276024676,0.11487322027008245,0.001584515580068192,2.8006208059645612e-05,0.9999157088717372,0.0022583836456803825,0.0022044830330217825,0.9977146258872871,0.019985023600324857,0.0009129677420894698
600,0.05755984168115153,0.0026803719956756734,0.11899985082300941,4.764342418999652e-05,0.10600046748214756,0.1047007962506295,0.00011703282896190704,2.746175196190292e-05,0.19999110790734317,0.11487245950894075,0.0017509533369806439,3.8533465508216276e-05,0.9999123510167472,0.0022802634030305194,0.002229922093009705,0.997682041283113,0.019982161600318852,0.0009061188570302712
700,0.06560934507115669,0.0025873289667070138,0.11899982600859214,5.3029432574636135e-05,0.10600046323337874,0.10469553960257805,0.00012566284257807197,2.935817896180333e-05,0.19998947206036016,0.11482719125121371,0.002278661400827317,4.3652142946831775e-05,0.9999102199168833,0.0023004389893751874,0.002249790213317006,0.9976572356933806,0.01997931275791831,0.0008954163037963942
800,0.0787554408527884,0.0034363347424953444,0.1189997987191161,6.264345311531852e-05,0.10600053966125052,0.10469546417973698,0.00012200725177372699,2.955583159950751e-05,0.19998839678231578,0.11482301061911307,0.0024776548062676374,4.767645952380854e-05,0.9999091306153225,0.0023187263722958874,0.0022679142683768084,0.9976370388575222,0.019976512147019877,0.0008954385695774445
900,0.08918341702421873,0.0036239504482548203,0.1189997560140013,6.94100334241906e-05,0.1060006856636937,0.1046871471529277,0.0001276074351238822,3.127920179533931e-05,0.1999872609898754,0.11482204017271548,0.003082825876047227,5.624880345093985e-05,0.999906745861434,0.0023364264645684106,0.002282601047626386,0.9976270145697516,0.019975564202890803,0.0008955258386747736
1000,0.09897201865670448,0.004319932197571154,0.11899973434098683,7.525802350222696e-05,0.10600080297358075,0.10468733956237115,0.00013929077618466903,3.3073561088226506e-05,0.19998422807092703,0.11477745031933623,0.003245578245715697,5.918156208704384e-05,0.9999068794213088,0.0023453085200094335,0.002292029113242148,0.9976155946150692,0.0199718378371568,0.0008947218471337287
1100,0.1042611980593291,0.004344549742051538,0.11899973376940771,8.046379995296503e-05,0.10600080268190588,0.1046812927457526,0.00013625813805464125,3.406497654986518e-05,0.19998320808488015,0.11477365865710502,0.004062668340454195,6.560181915813009e-05,0.9999049367577776,0.0023577325437000984,0.002301266434624566,0.9976073299037524,0.019970428144965083,0.0008929304323403743
1200,0.11495357595078946,0.005019650762249955,0.11899968588382273,8.292250702625482e-05,0.1060009428004793,0.1046715335114483,0.00014934006071322376,3.44667879744784e-05,0.19998153624074458,0.11473232689045111,0.004164215941753599,6.887478993128544e-05,0.9999049673242871,0.002362387574968259,0.0023062959972678385,0.9975925994920939,0.019966714785200408,0.0008928060528380485
1300,0.12458768697974934,0.0055651611848673115,0.11899966877457217,9.111008699246075e-05,0.10600095522763074,0.10466655266690485,0.00014924055694213724,3.7305037752580436e-05,0.19998018677591534,0.1147339408613105,0.0045966696012350455,7.759752479206433e-05,0.9999047685071325,0.002369788265965044,0.0023154674907839446,0.9975903243176618,0.019965464478364496,0.0008976820366163877
1400,0.12807744446475414,0.0061950302487903085,0.11899964801105804,9.244585722910104e-05,0.10600100028904795,0.10466354853541793,0.0001537130910138789,3.7414736544147916e-05,0.1999802070074027,0.11471816776156996,0.005365891759898877,8.078519115987906e-05,0.9999044776353893,0.002371451377513829,0.002319586667727126,0.9975886515686012,0.0199621645527926,0.0008993561713148982
1500,0.13603755513552995,0.006739005445967504,0.11899964598646043,9.959192650736539e-05,0.10600109887361332,0.10465949554568514,0.00016219685050507796,3.843295873840712e-05,0.19997786963709321,0.11469840138348977,0.005532050206336429,8.61866997569796e-05,0.9999027930894407,0.002372027087175157,0.0023238001921926103,0.9975837050179109,0.01996025675683102,0.0009013376573715647
1600,0.1420757788956933,0.007013185570292478,0.11899960706764566,0.0001041639750012895,0.10600115968094702,0.1046572109531914,0.00016370886959491952,4.102391485298249e-05,0.19997650911246945,0.1146571113327804,0.005989121053223293,8.804885519191218e-05,0.9999037500753013,0.0023752053142574326,0.0023266500967160176,0.9975751255599917,0.019958279127779095,0.0009009053963342533
1700,0.15571862164928463,0.0075584443950674094,0.11899960309754987,0.000104661555799184,0.1060013372919906,0.10465319288500613,0.00017516208971077185,4.177963020455488e-05,0.19997585485870784,0.11464800247948737,0.006710874317883903,9.161196029330469e-05,0.9999031337038655,0.002378073940832874,0.002331304961257985,0.9975708660079718,0.019955150695410307,0.0009071017292214173
1800,0.1667565495821558,0.007814709868020622,0.11899956983571168,0.00011009930722333292,0.1060013800309459,0.10464658443380842,0.00017685923899983348,4.293965648049166e-05,0.19997376499269112,0.11460368074217345,0.00693873572705122,9.448363062283539e-05,0.999901462854325,0.0023820881410566066,0.0023296521348963044,0.9975685130828473,0.019952740239248572,0.0009070975996993164
1900,0.17853854477318404,0.00805237657413415,0.11899954035045299,0.00011291211504364284,0.10600140181608812,0.10464018368717637,0.0001800705237586103,4.493226171952753e-05,0.1999732563349796,0.11461533211340369,0.007051115989076373,0.00010175302314390217,0.9999016447794743,0.0023858261054912084,0.0023332966730738756,0.9975748813949663,0.019952002053591135,0.0009137977158336806
2000,0.18326393050901396,0.008703002862371592,0.11899950816964563,0.00011938534872276374,0.10600151550537787,0.10463676079670105,0.00018497056014430714,4.459914901717365e-05,0.1999718055491962,0.11457957003475612,0.007822519483658514,0.00010371657133281936,0.9999016726084398,0.0023874771227164198,0.0023354111885273386,0.9975721331346159,0.019949360834377854,0.0009159907235124945
