miliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,0.005187782868945572,0.0002998864677537629,0.11900000340064455,2.071608224481531e-06,0.10600001814130562,0.10500128883626342,3.831223421099874e-06,-8.18829907305842e-07,0.19999941848462327,0.1149890480763995,0.00013064964704820016,-1.0272872694971475e-06,0.9999995049624854,0.002002023841263683,0.0020021122251320466,0.9979977396321483,0.020000616645727273,0.0010004908144600842
100,0.011588848737571282,0.00041956691739866074,0.11899995630956772,1.0982771645495518e-05,0.10600004296279517,0.10478542112850958,3.273267193799466e-05,1.3146342392278923e-05,0.1999983425795533,0.11496227881052896,0.0003658421391458099,7.968238556954996e-07,0.9999634914435972,0.002068738444883067,0.0020168831741111926,0.9979493521980374,0.019997375429794587,0.0009698410779745369
200,0.022855870180828252,0.0007953807234376525,0.11899994036393245,1.6776888183311783e-05,0.1060001064700467,0.10475071484425522,7.382452769987687e-05,2.0407153673346776e-05,0.1999972268128856,0.11492354749340233,0.00042982739406206,8.093785516692611e-06,0.9999430831867326,0.0021359989374362537,0.0020821444587541854,0.9978590078837908,0.019994755596873536,0.0009526629735802637
300,0.02774637810161967,0.001516754520616671,0.11899991609282771,2.6516945401924052e-05,0.1060001867400199,0.10472319580189217,9.714695352703947e-05,2.363746739014364e-05,0.1999954967300529,0.11492010233705867,0.0010064080678201602,1.6852937811413095e-05,0.9999298688082511,0.0021836301876502428,0.0021324349095675813,0.9977986102123165,0.019991305473211218,0.0009297630735929416
400,0.0381625782428486,0.001898000909970317,0.11899986775433458,3.141376397277374e-05,0.10600029008368406,0.10471849615651348,0.00010408801487893197,2.6118560558773305e-05,0.19999387542252345,0.11489438628338634,0.000803204942342464,2.3236647493932978e-05,0.999921634390114,0.002221774503551543,0.002172868347612237,0.9977488050679282,0.01998652918178618,0.0009188744983264038
500,0.04625528554419463,0.0023561869516589727,0.11899984642030523,4.069361567590033e-05,0.10600034291094527,0.10470728061463722,0.00010921528583411516,2.785823116950993e-05,0.1999915305275332,0.1148662990574259,0.0016710674599279198,2.991223468079822e-05,0.9999144584285902,0.0022531223597682046,0.0022020930926742004,0.9977125222372746,0.01998541495145345,0.0009089465396338535
600,0.06368687086195772,0.002486854270533049,0.11899983360965949,4.954981655137949e-05,0.10600043063015377,0.10470117226275594,0.00012074242450554392,2.9124935413227787e-05,0.199990483488119,0.11488106044789184,0.001833307999003959,3.694438288507169e-05,0.999911079295846,0.002284086822461285,0.0022254663816797375,0.9976828374331501,0.019983084774546193,0.0009048286572048318
700,0.06655781017165191,0.0027627392878089,0.11899980485085353,5.428879512271691e-05,0.10600055685954066,0.10470341929110134,0.00011899932994607867,3.031407846231813e-05,0.19998958003780257,0.11483016303889657,0.002089863406906692,4.144936739751575e-05,0.9999097415718883,0.0023020386316457203,0.002248157993362496,0.9976589797958485,0.01997894283868959,0.0008997647421131906
800,0.08217128339300002,0.0031112633120626214,0.11899977462832181,6.008299308993739e-05,0.10600057603303763,0.10469933853786453,0.00012700184608123544,3.1183606197588115e-05,0.19998812962252122,0.11481313107069119,0.0024567154079554844,5.0085115135195823e-05,0.9999082985745023,0.0023253109796568185,0.0022656643360216555,0.997636877825978,0.01997820219540313,0.0008929045168414268
900,0.08950198996312496,0.003443792212722059,0.11899975751842622,6.540571384339085e-05,0.10600066586773123,0.10468610901489936,0.0001319375500881626,3.188307513906892e-05,0.19998613380418798,0.11481371439503595,0.002954590021250466,5.525629296487776e-05,0.999907434027802,0.0023380831928596704,0.0022801894021187985,0.9976212250665776,0.019974010796566966,0.000895464299294829
1000,0.09263692136394264,0.004090965132885206,0.11899974083120476,7.136276662169322e-05,0.1060007296500885,0.10468947239967771,0.00013537638036645018,3.385955652212626e-05,0.19998442490102494,0.11478726817139184,0.003548104739094289,6.009202777171104e-05,0.9999066061840818,0.002342158333229197,0.0022962017446560064,0.9976183055360399,0.019973068104614567,0.0008899596307529008
1100,0.10412704321840512,0.004447713193000308,0.11899970732799947,7.735004488693989e-05,0.10600078686803319,0.1046806049809045,0.00014299041817918983,3.322995181695769e-05,0.19998306725166037,0.11476925215092812,0.004012690248853275,6.385584370389309e-05,0.9999058984889047,0.0023538406978369578,0.002300641171861451,0.9976015012496675,0.01996900347306319,0.0008920111399072194
1200,0.10977293293327717,0.004742349330260284,0.11899971370370528,8.280313374342802e-05,0.10600087809217605,0.10467359118081217,0.00014934074481407747,3.575844777349503e-05,0.19998148940650576,0.11475366451729505,0.004514735693903046,7.281024574457599e-05,0.9999045237899319,0.0023594818697324476,0.0023109313023836854,0.9975990818400574,0.01996716515716553,0.0008913687802423832
1300,0.11924783401073609,0.0054259351154859565,0.11899968755815414,8.93233894978059e-05,0.1060009922820397,0.10466811948000905,0.00014784637577440945,3.5650139200551516e-05,0.19998170088125486,0.1147118554643897,0.004775044291296536,7.582991001045868e-05,0.9999045594519721,0.0023713309418683846,0.00231432200126814,0.997592615429316,0.01996567352023492,0.0008971249178858265
1400,0.1298606636396672,0.006113711378038391,0.11899964110721417,9.538362982915563e-05,0.10600104825280841,0.10466464286034989,0.00015207244472358487,3.7349975184452806e-05,0.19998043997366283,0.11471142254965715,0.004948965951145759,8.194798110305887e-05,0.9999044679094055,0.0023708545084271345,0.0023159045270663113,0.9975829106336828,0.019963525854487046,0.000898726673504345
1500,0.13481434101274867,0.00605035480471999,0.11899963430067868,9.589519058902849e-05,0.1060011782776988,0.10465501015820176,0.0001582260857360267,3.938814529329315e-05,0.1999791954761888,0.11467946281749307,0.005763621110868774,8.384061118487926e-05,0.9999040470936215,0.002373289505634511,0.0023225394185545866,0.9975827645244613,0.019961439899953262,0.0008972546759751823
1600,0.14885221804767715,0.007072591113950924,0.11899962338812098,0.00010234533197868197,0.10600125562388973,0.104650634078261,0.00016765668246534178,3.9201810577133124e-05,0.1999768009244941,0.11465644444037826,0.006363604944267602,8.796723216634358e-05,0.9999031937645906,0.0023805347168033984,0.002322543069124048,0.9975762364853642,0.019958835538877125,0.0009049396290918853
1700,0.15681093372182156,0.007459793882345497,0.11899958821213265,0.00010684164698753462,0.10600134226657952,0.10464880762485201,0.00016692047686958577,4.078104916322745e-05,0.19997511565282372,0.11462959912801587,0.006529979114239578,9.082499845709189e-05,0.9999017061763386,0.002384281370992741,0.002328658067224953,0.9975763096685738,0.019956971251513213,0.000905086370683838
1800,0.16337174171495722,0.007928680642119861,0.11899957630992529,0.00011275876607862387,0.10600141949328776,0.10464690534377383,0.00017193785879213928,4.2143322589955426e-05,0.19997438730813094,0.11462792225341947,0.006920802730496303,9.493821933232058e-05,0.9999025226901563,0.002382781984426836,0.00233128790895538,0.9975732877999612,0.01995362736809462,0.0009086870678423022
1900,0.1681823535644493,0.008113309878637495,0.11899953797597404,0.00011500373144175994,0.10600145016101176,0.10463678851460408,0.00018677301746330808,4.362972150724618e-05,0.19997255637217454,0.11459901862413223,0.007382334162946544,0.00010132820881010502,0.9999024470664295,0.002381310039233229,0.002334119277506554,0.9975741170118357,0.019951658165896603,0.0009125711456746395
2000,0.1839735945183837,0.00877695391941272,0.11899951896556502,0.00011941411585454905,0.10600149450684605,0.10463854298231608,0.00018886981422176088,4.586992050361579e-05,0.19997214878662808,0.11459467624266559,0.008076568514262555,0.00010256307073765602,0.9999017966368149,0.0023900902981936526,0.002331986810109404,0.9975738946259383,0.01995016397335793,0.000917936590379478
2100,0.19431480899009065,0.0094103049030249,0.11899950382549819,0.00012074629245232161,0.10600160785523732,0.10462911518255336,0.00019425332992970492,4.566517554018428e-05,0.19997160621285298,0.11456355023211953,0.00855552497082993,0.00010647598124427018,0.9999002034357625,0.0023859945551704875,0.002336914957356883,0.9975721305564175,0.019946434539888102,0.0009217648870953559
