miliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,-0.0008695404510439207,-7.090027146024725e-05,0.11900000275284649,6.448193471054092e-07,0.1060000114363515,0.1050025275530906,-1.9269120414411175e-06,7.211580016559574e-07,0.19999925139039182,0.11501428132390956,-0.00010420246653786248,1.1790174071633929e-06,1.0000004315012376,0.0020022017101953156,0.0020021419317678155,0.9980032106027793,0.020000155044127478,0.0009988503309472062
100,0.014942943689429344,0.00038261972563607727,0.11899993094060894,9.129142284413533e-06,0.10600005870497545,0.1047814065235911,3.292182428315575e-05,1.1996525992913155e-05,0.19999886376527024,0.11494948981577985,0.0003633699168118298,3.249967232664426e-06,0.9999644565337953,0.0020663970093513415,0.0020187550086225403,0.997943599642486,0.019996817040244544,0.00097199545485333
200,0.015404419243117324,0.0007355266388032697,0.11899992976204361,1.5584406399569066e-05,0.10600014666982258,0.10475044807299269,7.586727755942135e-05,1.9627889070112253e-05,0.19999597849798434,0.11492203842848002,0.0003541567240883832,8.913500430886216e-06,0.999942393534537,0.002132384338374442,0.0020751697020519595,0.9978605856869077,0.01999315200682545,0.0009510645764123821
300,0.026491138292522542,0.0014649950095059084,0.11899989452367875,2.5408713443825266e-05,0.10600020872426101,0.10472931582377468,9.409937086757802e-05,2.4140659382321865e-05,0.19999465991386636,0.11491465990273761,0.00088189755854514,1.7350678756669815e-05,0.999929104977971,0.0021851910012326025,0.0021313544553265788,0.9978003525550401,0.019989838226173506,0.0009342153759047894
400,0.03592661947555075,0.0017618088620524682,0.11899987248488393,3.602849233277351e-05,0.10600026659973631,0.10471772012080792,0.00010770803557142,2.560168817111209e-05,0.19999455314087938,0.11489448600609707,0.0013329015073318116,2.3848078345426337e-05,0.9999199951604794,0.0022250217086351204,0.0021670826897088494,0.9977530792280195,0.01998687852597578,0.0009223363997885144
500,0.05178629019663531,0.0021830309900817734,0.11899986718633576,4.02447083792237e-05,0.1060004120731652,0.10471137762993701,0.00010637907828243353,2.699359819738068e-05,0.1999921048129128,0.11487285704603001,0.0013763175231179259,2.809556516214026e-05,0.9999151902812304,0.002256592408653133,0.0022048685734367174,0.997712275898925,0.01998496695783655,0.0009079790199391752
600,0.052859098881371205,0.002600716550849159,0.11899984286946738,5.0579145718373245e-05,0.10600039941555352,0.10470500038209118,0.00012122666679356841,2.8223087111118473e-05,0.1999908146835722,0.11484691946259737,0.0021972680386050133,3.806229895387534e-05,0.9999127955579098,0.0022833071954734946,0.0022287689271596766,0.9976862114335857,0.0199814131232712,0.000904468854647901
700,0.06818685245445781,0.0027662047453416443,0.11899979795143274,5.2677215645693804e-05,0.10600055638300544,0.10469612334800488,0.00012009913053904087,3.0293793524720474e-05,0.19998867849857668,0.11485172916363905,0.0023039234084859302,4.249010336590666e-05,0.9999102766556538,0.0023021780651173948,0.002253782658201622,0.9976562751724072,0.019980996574632343,0.0008977666847840092
800,0.07890225792641163,0.003591633059203954,0.11899979199551822,6.249790815228218e-05,0.10600057574339339,0.10468961942631565,0.00013066782442855174,3.0123996628459186e-05,0.19998807470747837,0.11483334792334436,0.003024605696827733,4.796927024323749e-05,0.9999089356876156,0.0023250129973175293,0.0022639310827085894,0.9976374611830713,0.019975656107977302,0.0008965858370748492
900,0.09148535505253426,0.0038271126006505294,0.11899977242096027,6.936825505479054e-05,0.10600062174191067,0.10469181523735464,0.0001301647823182946,3.104629553844046e-05,0.19998643076227318,0.11479078683932349,0.003070952367736525,5.4627204411024556e-05,0.999907534708562,0.002338855065874555,0.002282388734721041,0.9976302549910518,0.01997349273945848,0.000894121104186072
