miliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA
1100,1.308887071158278,113.17287201887292,0.005558527691681352,0.005687648099278531,0.00023357165434703984,2.796911555595441,0.002256753084704676,91.0,164.99430060115535,0.005393257199376253,2.986520646733903e-07,0.3398960621635645,0.00010938798867078602,-2.8476917939448265e-05,1.2532478999273444e-08
1200,1.3097846725230997,113.17126211439638,0.005152052263397796,0.006204459402499752,0.00016201512289572962,2.797447755943164,0.002604283550673956,91.0,164.9954000481721,0.013136328250620197,8.637493237422848e-06,0.33987966125286334,0.0001110003974494594,5.363873279656343e-05,-4.420710496471522e-07
1300,1.31048156066038,113.16970340280632,0.004512424531314337,0.008828378037763589,0.0004181207576399567,2.7968765200935386,0.0041898113128671114,91.0,164.9931096154248,0.008221219807708043,3.5766707203912255e-06,0.33987228177039913,0.00012119263839556197,-4.4621546582982195e-05,6.013098936652377e-07
1400,1.3118741597804386,113.1672700500499,0.0038343313984404727,0.010173088624950902,0.0005639378929325501,2.7954395261687344,0.004304287912912807,91.0,164.98096587473896,0.017315879985954578,2.2469958890084127e-05,0.33986235949090754,0.00013653799906321873,-1.4248586671768941e-07,7.520843818429554e-07
1500,1.3121325339075824,113.16671765428251,0.0032546336627967787,0.01164101719102774,0.0006569081455836654,2.795675245454778,0.005019515319738833,91.0,164.98404548901567,0.020897087531598968,5.562587969737898e-07,0.33984953441401333,0.0001488834137088401,1.1940445796293803e-05,3.364915790011665e-07
1600,1.3135189390294109,113.16537843691714,0.0027041612230731464,0.012514286502486092,0.0007810199786652927,2.794518979522748,0.004902513895307689,91.0,164.9858210558223,0.013130773944182758,1.6190542607904011e-06,0.3398462482524284,0.00014797542310375261,4.9040836790720765e-05,5.751096812629765e-08
1700,1.3135779281440272,113.16257609960002,0.0023224558750764204,0.013410539340983267,0.0010959454442779372,2.793434136345967,0.005819042258006152,91.0,164.98351677166175,0.027821242175756787,2.44987869188246e-05,0.33984423534677916,0.00016586442911903433,-8.273778137440798e-06,1.1855066271572006e-07
1800,1.3152696105715516,113.16146608640179,0.0019467928549044499,0.014455684722055403,0.0010897694737518066,2.7928512928411005,0.00631017544808333,91.0,164.9807147032826,0.021867313461392035,1.78621225708734e-05,0.33982969493446435,0.0001667400511478177,4.927828938093811e-05,1.1133392495573584e-06
1900,1.3153803435912819,113.15845772042219,0.0016518614124660564,0.016197277731530152,0.0012847453903428153,2.792576591771398,0.007208184742114279,91.0,164.97534858411763,0.02556456849774615,3.125509110630026e-05,0.3398221629038194,0.0001756876082125849,4.7433566265959895e-05,1.4305619487377116e-06
2000,1.3166845345192508,113.15876005943184,0.0013867832026913732,0.016549904070074298,0.0016459835100872074,2.79140275336593,0.008815376429817383,91.0,164.95977279991274,0.03584551312347235,5.354207253555091e-05,0.33980939833750495,0.00019326610612788384,7.663039034680027e-05,1.917362429727732e-06
2100,1.317395024259789,113.15641256834245,0.0013828784803347459,0.017522488780771235,0.0019794452944509634,2.7912841520037346,0.008935218050377109,91.0,164.95770898731138,0.03730190949221262,5.6988275341551504e-05,0.3398000928407225,0.0002060535642318154,3.360952941853383e-05,2.3654298219986153e-06
2200,1.3177191955008571,113.15353829492159,0.0012324169943131267,0.018338719065976002,0.0021658297373705246,2.7906415710426264,0.009517070227488877,91.0,164.94725740493115,0.048751779945423554,4.1399290227189796e-05,0.3397893815131276,0.00021176148748258168,7.069971117761267e-05,1.7288848496625888e-06
2300,1.3181516104000663,113.15247820807005,0.0009920264429970265,0.019129773078326487,0.002395521631985336,2.789165081254946,0.010632443193027415,91.0,164.95116188649644,0.05548878172682048,6.904831428847721e-05,0.3397828738205504,0.00022734234177274474,0.00011898591635200804,2.0404980588930083e-06
2400,1.3190827434835874,113.14938095300178,0.0010087024982149743,0.02003955969306188,0.002727790899421439,2.7885051291586103,0.010886879704887008,91.0,164.94608008103353,0.056739010972822426,6.91127101318762e-05,0.33977169933011975,0.0002274553775038455,9.201050863801073e-05,2.963236006024436e-06
2500,1.3197808038083567,113.14889030763602,0.000932981407282731,0.021838501162212722,0.002940742788338787,2.7870805599761344,0.012358575018370713,91.0,164.9304814364169,0.06657659655894103,7.877558447810454e-05,0.3397628956537386,0.00023766719087968023,0.00011761085819962388,3.4413297663628805e-06
2600,1.3207320764501478,113.14801422429153,0.0008183304579759357,0.0214303491142116,0.0033492242592013375,2.78677369139635,0.013002397653929746,91.0,164.92966008254666,0.07211445778332759,0.00011255394024243888,0.3397533019734453,0.0002510118968091835,0.0001549096978693392,4.341336844854648e-06
2700,1.3208727163514011,113.14596827742612,0.0007313773320710272,0.02212327820149792,0.0034493986909472454,2.7859058212496923,0.014628764426423803,91.0,164.9202043548553,0.0780386104721714,0.00012167931965954468,0.33973486991542556,0.00025451871451490885,0.00019689442604225917,4.112544901296927e-06
2800,1.3215931221687223,113.14465078433476,0.0006177136220384642,0.022989195032089817,0.0036104496170636336,2.784780370045193,0.014687445330077565,91.0,164.9143575057123,0.0937806867895654,0.00014833693779551848,0.33973434788707474,0.0002630562662845532,0.00026517206887787925,5.152219409389038e-06
2900,1.3226585017295704,113.14304713872176,0.000672777427140624,0.023804425754629707,0.004157815186150106,2.784414476923335,0.016796462060374186,91.0,164.89605091517538,0.09561056529543077,0.0001669939678224573,0.3397265235649331,0.0002783104818976977,0.0003189658506621296,6.569190332388892e-06
3000,1.3234054694088548,113.140152147937,0.0006306394380188486,0.025073444009503787,0.004258449211258827,2.782627094145415,0.017388765913642218,91.0,164.89380747785563,0.11693837573150923,0.00019699214587932257,0.3397062244569143,0.0002813767793359571,0.00038780789385060133,7.63940221339885e-06
3100,1.3237566740750535,113.13787202420929,0.000538359809235945,0.025916642151325525,0.004844525107360143,2.781962932379427,0.017710531457612415,91.0,164.8814674831748,0.12361397987837583,0.00021295351224708144,0.3397091586565739,0.0003023905262404699,0.0003704852206671207,8.584206654014294e-06
3200,1.3239515967408142,113.13676172673631,0.0005817314945937376,0.025845792876019475,0.005171604071195428,2.7809445605257554,0.01918538138604487,91.0,164.8652995453792,0.1309476637860175,0.00024482734007751485,0.3396998894769828,0.0003037940273100854,0.0005418797423871245,9.641476581588104e-06
3300,1.32540885218045,113.1365943817234,0.00043865776229372083,0.02646359813847058,0.005481933161145492,2.7800770780219457,0.020543183521683397,91.0,164.85395705757225,0.14995562120846773,0.0002754446540611823,0.33968290260700895,0.00031261895889787904,0.0005478497452046879,9.813960817927413e-06
3400,1.3260441333657909,113.13309145209995,0.0005480740815377509,0.027178219514267576,0.005782354046340742,2.77810432414954,0.02144396270863782,91.0,164.8356533427398,0.16336553770430037,0.0003208904628973518,0.33967637005003176,0.00032838152170684394,0.0007091347155962443,1.19591134216249e-05
3500,1.326106294298775,113.13200063292746,0.0004115815326931449,0.027738802208792122,0.0059409493480109855,2.777903242028783,0.02313780923736238,91.0,164.82416672033537,0.1783398018817266,0.00032182353646537836,0.33966244916748617,0.0003358491438454536,0.0007796752356071423,1.2861361391022523e-05
3600,1.3266903960638023,113.13013962814306,0.000441868248545561,0.028923608608391407,0.0064356087790075475,2.7767331283073218,0.023534024988064717,91.0,164.82001053964186,0.17960860492649902,0.00038932160080961,0.33966027350646527,0.000348401689479827,0.0008586379605569062,1.3909414963364799e-05
3700,1.3271976363640803,113.12815572643237,0.0004502947626000398,0.02908595806061992,0.006489245010255274,2.7753267528996637,0.02517157407713552,91.0,164.79937918626487,0.1968191379020316,0.0004192545475536299,0.33965190937489165,0.0003536287103087103,0.0010181110135243539,1.5912983460695564e-05
3800,1.3281886297541048,113.12653769729397,0.0003962720859657279,0.029640140310022444,0.006939004856337095,2.7746539084923105,0.025397414413291332,91.0,164.78395197209264,0.2210709686886561,0.00047998201710429964,0.33964292028454646,0.00035746159186755193,0.001155186922445832,1.7187625615465232e-05
3900,1.3280785938349682,113.12668797631339,0.0004256605439474667,0.03024354716270524,0.007282517323335966,2.7722461882862652,0.027380317227750986,91.0,164.76291039865367,0.23513191230398592,0.0005225671903506438,0.3396308923367159,0.00037950202760408773,0.0012870266361735357,1.9418964430636216e-05
4000,1.3293351923970542,113.12346794625564,0.0002723874181864591,0.031698329291411836,0.007785997657866714,2.7711895128815995,0.028898504575897054,91.0,164.75104730142328,0.24508847799666234,0.0005711728678428229,0.3396151151896976,0.00037816859846954856,0.001410847771076275,2.2052124287252495e-05
4100,1.3294695087574746,113.1237762606287,0.00033464196744996714,0.03135212690970266,0.007849407733875132,2.7699802860543303,0.029988835563811822,91.0,164.73073759410846,0.2626691483459514,0.0006058367945633457,0.33961093505719775,0.00039885899601985924,0.0015897075052428487,2.332316502788811e-05
4200,1.3305635493588928,113.12034266616627,0.0002547125341227987,0.03225859400368641,0.00819081074109764,2.7690789701339935,0.030163173973657503,91.0,164.71632189230084,0.2859760559287012,0.0006878335044745296,0.3396011622428799,0.0004009726034947587,0.0018004829136770337,2.5898272906715464e-05
4300,1.3304376920176604,113.11953335441885,0.0003299644107194063,0.032897455916077074,0.008728625256886658,2.768425467042669,0.031950145963084334,91.0,164.6947460764988,0.30701688881178407,0.0007499725096091931,0.3395840884067112,0.00041423762010971935,0.00207681792358127,2.8568211058977548e-05
4400,1.3310457352094052,113.11756550804247,0.00024643530387157117,0.03316644856764559,0.009078578526914467,2.766371731835981,0.033774662294676884,91.0,164.6803673473167,0.3249907380119546,0.0008216138373991638,0.3395806463360998,0.0004265205890160765,0.0023292426535251477,3.0254155828893048e-05
4500,1.332300150475918,113.11528163428189,0.00021628399952658309,0.03344849710611884,0.009248905484807963,2.765540049944496,0.03448567442542068,91.0,164.65434575945622,0.3442368860139262,0.0008899602619182483,0.3395690716836506,0.0004283263224076012,0.002530165232080078,3.374450391299271e-05
4600,1.332514783747739,113.11352648358513,0.00034729732282778343,0.03460925725096951,0.00972435034579538,2.763888589612204,0.03558717029017977,91.0,164.63804271777775,0.3697704936311593,0.0009561797429268753,0.3395564349125865,0.0004392120009269446,0.002803187368685754,3.688687343121771e-05
4700,1.3334707189043775,113.11191668872958,0.0003306712079834625,0.0343987746101856,0.009952283782788871,2.7628513731286213,0.036626964754933676,91.0,164.6142092668069,0.39059070582241606,0.0010494728787670828,0.3395497432581883,0.0004477876122761405,0.0030898813889240436,3.8842023326385e-05
4800,1.3331071628830677,113.1122561031084,0.00017318437848484915,0.03480773347245191,0.010295790258603967,2.7608904530585985,0.03866067371136119,91.0,164.588446680574,0.40706518893232085,0.0011335543759032336,0.33953538082893236,0.0004608203409217987,0.003464673590290327,4.259671635080909e-05
4900,1.3339207928377492,113.10989721057857,0.00026271925906654325,0.035988028198184634,0.010817085333494543,2.760091283545624,0.039781775091010614,91.0,164.57062586897814,0.42752359861531586,0.001215376638913509,0.3395247172622535,0.0004724316247065906,0.0038875573233246056,4.6716038184490486e-05
5000,1.3342622689159729,113.10725165988767,0.00023150254538932392,0.03613893936529454,0.011152453337964404,2.7584545949668913,0.04163545958809473,91.0,164.54847465346552,0.4494583879710882,0.0013180390172985801,0.33951467431049154,0.00048492905933640156,0.004193978657967625,4.990398522444109e-05
