miliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA
0,1.3001437223170833,113.19394966064979,-3.238865281701308e-05,-0.000542641118776182,-0.00011579178687500179,2.7998275971044664,0.0003585846368304324,91.0,165.0011683656162,-0.005507546589376494,1.1274625261172459e-06,0.33999712454445485,2.911556309864018e-08,4.791381372406034e-05,4.7451475944422546e-07
100,1.3013486985206206,113.19178390095131,0.0010230624330298131,0.00042510020904783057,0.00010974368238404503,2.799438775810531,0.0006133520816321206,91.0,165.00058529513765,0.0038789747969774006,1.7368245883763176e-05,0.3399873979993376,6.730648533710101e-06,-3.065307901317702e-06,-5.354763923264091e-07
200,1.3020754061560795,113.18952906520437,0.002068804659759236,-0.0004654467293870304,0.00012930521950851742,2.799420907636234,-0.0005354313220119868,91.0,165.00301419523004,0.0050527922145439325,-6.48114783549764e-06,0.33997841230818865,2.1220220055187278e-05,-4.1464329893394355e-05,-2.6246842689409855e-07
300,1.302326324693627,113.18851593390248,0.0029938123331988537,-0.00014783174618157686,-0.00010897601553528102,2.799380874062434,0.0005050986525922501,91.0,165.00039349401226,0.0025831579555169485,9.885089377082349e-06,0.3399723564005007,2.4700501461018435e-05,-5.488539744530956e-06,-2.1576184656843017e-07
400,1.3036034384198596,113.18652804324614,0.0038238430900874817,0.00046792409045010367,0.00015062265180274112,2.799758200507894,-6.881191943749196e-05,91.0,164.99435796153978,-0.006350686576666584,-1.5034804541007128e-06,0.3399569528370972,4.2902211078774194e-05,-4.536277595661098e-05,-1.464030827965911e-07
500,1.3044348470201135,113.18381464356452,0.0046489035124503515,0.0008532077685532665,-2.4756676538352837e-05,2.799955218062697,0.00021978722034358543,91.0,164.99306150041025,0.0009004919024405674,1.3372133550002974e-05,0.33995340319911677,4.689900756961602e-05,-4.381252874166e-05,-6.142014876343916e-08
600,1.3052358458946036,113.18205633892808,0.00545930364877699,0.00012263645222934866,0.0001167801183535957,2.799611780828905,0.0005805053886656567,91.0,165.0034683560864,-0.001957580181374992,-1.3348107803075587e-05,0.33994306867925056,6.133349125317665e-05,2.3754117002927854e-05,4.4249996356665707e-07
700,1.306009169333214,113.1819743211946,0.005828939180308812,0.0009623644538008557,0.00010669526341742003,2.798807248167628,0.0012702488944265932,91.0,164.99189867572449,0.0032926039472334512,3.672171145012388e-06,0.3399315337314818,6.915699792469997e-05,2.6099201032154782e-05,-4.701160425992396e-07
800,1.3070988182656536,113.17792865727033,0.0061007747249830525,0.0024631358188112787,-7.814703413205616e-05,2.798170861181752,0.0013898307028726796,91.0,165.00244955808665,-0.0018885360359573882,2.3527008797203023e-06,0.33991801940909666,8.345528832280374e-05,-4.5208664603167785e-05,3.553308481022773e-07
900,1.3079539701336726,113.17682836814394,0.006203401665229316,0.00278748729407963,-9.06686427461331e-05,2.7979422212296297,0.0014831824541325794,91.0,164.99665665820822,-0.0019367994931662352,-5.02344659198314e-06,0.33992088126708975,9.107457500888403e-05,-4.798119660731179e-05,7.40977038999256e-07
