miliseconds,Cyclin,Active_Cdc2_kinase,Active_APC
0,0.010381067084167755,0.009988122836756274,0.010041865181281074
100,0.016946788286910396,0.00014166628113967112,1.1781023177144355e-06
200,0.021210227319066254,0.00017956160551495085,-8.804694523206301e-06
300,0.0315407699014899,0.0002307939476725557,6.37745910593356e-05
400,0.030443074696389245,0.0002481323062180344,-1.2957250824423278e-05
500,0.04311232870264324,0.00040184279112023586,6.726262346588333e-05
600,0.04447808003217445,0.00035191343419795724,-4.0002053250553964e-05
700,0.05103697872557244,0.0004925197171043941,9.89864712817543e-06
800,0.05799367357639529,0.0005011404782323463,5.925803058131084e-06
900,0.06245378022002249,0.0006449756915851918,3.511823180572113e-05
1000,0.06921750472198283,0.000619581538607234,2.1840737646603238e-05
1100,0.07478171148000035,0.0006543026705514306,5.975109141252868e-05
1200,0.08156478353630842,0.0008367608152955023,1.6912528890564008e-05
1300,0.08398094538535139,0.0009040796380788737,3.628000027488046e-05
1400,0.09365514802502088,0.0009116905959842444,2.2276228874446933e-06
1500,0.09682662027952475,0.0009057357768208631,9.693780113783773e-06
1600,0.10488786838195414,0.0010642702655859382,-1.6957477998536708e-05
1700,0.10963714468163839,0.0010861512271990582,4.437450602616612e-05
1800,0.1123784313025189,0.0011907806094047261,-4.246380075329439e-05
1900,0.11838324444216049,0.0012651312221865954,-2.6927928667411588e-05
2000,0.12130610122603258,0.001269791411696283,-3.180709200731002e-05
2100,0.1270659473484787,0.001374124864841827,-2.8029873418062283e-05
2200,0.13753114111851017,0.0014311275221831083,5.189515315820974e-05
2300,0.140771013454042,0.0015996386631863075,6.754054074938916e-05
2400,0.1479912683100698,0.001645000940351089,6.343618106647859e-05
2500,0.15265565636194092,0.0016284638222307495,-4.374052522449173e-05
2600,0.1530163691979534,0.0018255567726027991,9.228886989299843e-06
2700,0.1580493149058589,0.0018897600216003867,5.590853906018499e-05
2800,0.16508816463760864,0.0019750646066807784,1.6213000637845603e-05
2900,0.1746558653398247,0.001995684895144916,5.352296386037061e-05
3000,0.17585654938364711,0.002142003866209799,9.056891659797779e-05
3100,0.18429087959287593,0.002281400260225153,7.463894055195758e-05
3200,0.19052758929383612,0.0024222262060688833,-4.387017562459249e-06
3300,0.18876108033234493,0.002548937969865341,-1.5414095407251163e-05
3400,0.1998828797062673,0.002528180856809118,1.0494675696239603e-05
3500,0.19884111735388127,0.0027405333607829147,-1.1454903562999286e-05
3600,0.2057678105058064,0.0027602555596604734,3.2618893081586784e-05
3700,0.21512113919589618,0.0029772189568111006,-4.1883848309113065e-06
3800,0.21582665549886212,0.0030132106803108937,4.458849691818647e-05
3900,0.22465318634109743,0.0031789488656966173,-4.3663185799798526e-07
4000,0.22695393824893073,0.00331312067875077,4.489866791564615e-06
4100,0.2304584320011075,0.0034989022424414488,0.00010171884225663178
4200,0.2342341550072107,0.0035546284008425456,1.2516688729724002e-05
4300,0.24276196809177772,0.0036678629761401934,2.3543242204505893e-05
4400,0.24759499153231265,0.003953042619097725,0.00011260230185980658
4500,0.248899315055337,0.004080269789469596,1.5299537703379025e-05
4600,0.2579307413781492,0.004193638612711711,1.1457636382966522e-05
4700,0.2653480732092084,0.004392903481625648,2.7178214438988122e-05
4800,0.26642277677956,0.004598729777547431,2.8235426737691573e-05
4900,0.2684856792984573,0.004753206737687475,5.936602912628677e-05
5000,0.27856989667627297,0.004843107914642278,0.00013759882075444136
