milliseconds,Cyclin,Active_Cdc2_kinase,Active_APC
0,0.008148348512377222,0.01002024996080827,0.010018190601580901
100,0.014999652765127842,0.00012937001315842744,3.56810283325033e-05
200,0.0243140565498113,0.0002486730107713483,-1.654636324036208e-05
300,0.025370764689361672,0.0002555869164721788,1.266945826311892e-06
400,0.031593878893100315,0.0001990561789330541,-6.56918228739728e-05
500,0.0427133134017665,0.0004069603953654088,2.685205760174956e-06
600,0.042096773299732514,0.00032155014926758916,1.636211817549023e-05
700,0.048453247144204695,0.00053451383993353,1.029558933301964e-05
800,0.05632457876849432,0.0005210012768463815,5.630352327329395e-05
900,0.060426295848225814,0.000615356877696603,-5.3021904944218525e-05
1000,0.06612427367703734,0.0005532832655326806,-1.784581726084592e-05
1100,0.07292141076122702,0.0006128610384071365,5.6351490474978296e-05
1200,0.0800454428798439,0.0006766917523843412,3.799252031881968e-05
1300,0.08308259096513514,0.0008615164850065191,2.8700370783119322e-05
1400,0.09404239013659019,0.0009508860786037512,-9.794032211478457e-06
1500,0.09391811260947357,0.0008649312389664086,7.557322181488276e-05
1600,0.09943460472962826,0.0010804433139120343,7.019618736000342e-05
1700,0.10411720873681159,0.0010475125260535853,3.287683638529764e-05
1800,0.11611654356631528,0.0011494600269015196,2.939563360701819e-05
1900,0.11754406330738469,0.001313927119793246,3.292177159860161e-05
2000,0.12700498927704304,0.0013410984416223773,-3.905644286876586e-05
2100,0.1326379033740548,0.0014465516729509364,8.108551348324347e-05
2200,0.13111508502108826,0.001535949049244266,5.974047008193908e-05
2300,0.14090064778801667,0.0015998132635177528,7.411000485398864e-05
2400,0.14554973615936026,0.0016724503166203172,6.522600005831764e-05
2500,0.1479542223535003,0.0016537543428025623,5.403872586624774e-05
2600,0.15826303002236422,0.0018160937027291882,-5.720646811444306e-06
2700,0.1598441893264149,0.0019698623372725065,-6.450028549731119e-06
2800,0.16459620459762916,0.0020561068364547456,7.488843084455154e-05
2900,0.1696570197920335,0.0020253784969698567,2.034620958560885e-06
3000,0.1757767699658226,0.0021734289470556286,-1.669605994344395e-05
3100,0.18307767139996442,0.002356067534785493,-2.277568094805662e-05
3200,0.18918500572631977,0.0023471676079093915,9.713011434642624e-05
3300,0.19266220149155244,0.0024408181661182376,-1.5504800246753472e-07
3400,0.199579900661347,0.002528365966994423,3.757679767847116e-05
3500,0.20024635515000436,0.0026588871279885793,-1.0194018664111995e-06
3600,0.20740584042285806,0.0029003797223168624,5.033630244091662e-05
3700,0.21159157654764277,0.002889342753573477,-1.6644969817809134e-05
3800,0.21432791470855828,0.003106408038959302,8.980260091000962e-05
3900,0.22360620524507693,0.003193041639686863,0.0001039410523995445
4000,0.22506546889675347,0.0033505595905967468,0.00010516474914069591
4100,0.23026495362922614,0.0034663784653083474,5.184353489683724e-05
4200,0.23360437459513986,0.003615592289275446,7.4358455538415564e-06
4300,0.24316447024741475,0.003742079986801158,4.5035222911208364e-05
4400,0.2495973833365287,0.003872537255166808,0.00010233430317225564
4500,0.24826630516678816,0.003962371858420579,3.3995792130679723e-05
4600,0.2540628001750027,0.004111112529993856,0.0001106884782823811
4700,0.2593670850174,0.004355537053067838,0.00011502431566285388
4800,0.2644571784908799,0.004453210405239011,7.718039564912558e-05
4900,0.27126860136308073,0.004613524060527281,0.00010593122589233514
5000,0.2754845387198143,0.004912521099066814,5.152808657369137e-05
