miliseconds,Cyclin,Active_Cdc2_kinase,Active_APC
0,0.012410507345670969,0.010001573654937581,0.009944380425556468
100,0.015249971517869486,6.823267218896662e-05,3.3562077102200426e-05
200,0.024433330648202065,0.00015792008157392034,-6.0069853814218434e-05
300,0.031332079430475175,0.000247383143745163,-8.53323500918716e-06
400,0.03419795095717752,0.0002420002467669722,-3.0159885628872285e-05
500,0.04248378161270225,0.00032049048219943006,-4.6358242212977145e-05
600,0.04220180513899614,0.0003994636673655452,2.447392541865117e-05
700,0.05277367649613096,0.0003834678755664351,-3.6865396842306825e-05
800,0.05720627012828433,0.0005034397046100766,-5.6215427393142093e-05
900,0.06543329453427099,0.0005622919803971651,-1.5940289122529232e-05
1000,0.06912337685464387,0.0005421705998376867,-5.541684906751356e-05
1100,0.07408370424454006,0.0006260586390212412,6.304410710908832e-05
1200,0.07681609923824603,0.0006872127153143755,1.187521149301756e-05
1300,0.08798871281063203,0.0008857933189869954,-6.897755313186858e-06
1400,0.08804585962247347,0.0009202206340115391,-4.840884384148154e-05
1500,0.09477937118212557,0.0009033021600824931,6.943297892641545e-06
1600,0.10388568410922161,0.0011052413726649322,1.1125096866819654e-05
1700,0.11040888354268093,0.0011479609045582015,6.058487125625185e-05
1800,0.11512096690080162,0.0011220627729843543,7.469533287868362e-05
1900,0.11969017394715571,0.001240504365683941,2.397036503857897e-05
2000,0.12540584746482286,0.0012315799601139423,-1.9118850738145504e-05
2100,0.1308045842473804,0.0014694971353239406,2.47769613440785e-05
2200,0.13646275564982868,0.0014463247162543181,6.791328613159453e-05
2300,0.13729690361487631,0.001505632040437143,1.0423906656459658e-06
2400,0.14419862166115444,0.0016630522723808034,1.375143103262348e-05
2500,0.15299463000317895,0.0016385357051619633,5.44559386549066e-05
2600,0.15433005963133922,0.0017912360165341895,-4.184939215107623e-06
2700,0.1597222011050273,0.0018562735011895075,7.218949702959378e-05
2800,0.16379970564938306,0.00204769071845604,2.737490400265303e-05
2900,0.17072429640589679,0.001990488450651476,-7.325338294018255e-06
3000,0.17365604593915035,0.002093667400758634,-3.496228412275548e-05
3100,0.18469257254541774,0.0023322705216766953,-2.3617991339670456e-05
3200,0.18792512310587045,0.002430405923608832,5.923747381811929e-05
3300,0.1891502025199629,0.002429877670035575,2.7413356694092614e-05
3400,0.1982204117834751,0.0025502487106933017,-1.4656283225165112e-05
3500,0.20288192588730725,0.002651255716141057,5.1439143067571855e-05
3600,0.20790530920263883,0.002786951154062715,1.0465381263588723e-05
3700,0.212965124919154,0.0028507760170419726,-1.7538539761551183e-05
3800,0.2189629429106851,0.003113249197134814,5.4541708794936316e-05
3900,0.22149583857110458,0.0031538675696273057,9.859997977969598e-05
4000,0.22957798247067918,0.0033696767311270173,0.00011081265173529495
4100,0.2352576693314818,0.0035169951188560506,3.262784835108155e-05
4200,0.23888529073942544,0.0035177050721827943,-4.058597130405988e-06
4300,0.2412293400407623,0.00377842190222959,3.435068560709325e-05
4400,0.24549726647685144,0.003944859637447551,0.00012329900795435582
4500,0.24875513303325453,0.003960854549759821,-4.813705348394156e-06
4600,0.25933215449912717,0.004206664436549027,0.00012283841071054376
4700,0.265376423830583,0.004430464780769256,-4.371305734562561e-06
4800,0.267012450786848,0.004459853297579849,7.737820702906074e-05
4900,0.2735310960804384,0.004607819895312934,5.1900441596812693e-05
5000,0.2744098909620413,0.004871327942745904,8.714961838234104e-05
