milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
3400,1.024995024720127e-11,9.943492966904609e-11,4.0772121431860974e-15,2.0370236993206718e-13,2.0370236993206718e-13,4.077212143186097e-15,8.284208875170376e-18,8.297397174820065e-18,2.1220265529043768e-19,2.323288001085215e-16,8.297397174820066e-18,8.284208875170313e-18,7.400065285998221e-22,3.228201544528295e-22,3.2282015445283163e-22,7.400065285998236e-22,2.183849417780195e-27,4.969852403730923e-15,1.3903821166521559e-13,2.2304415517282464e-19,2.2304415517282464e-19,1.3360626825540373e-16,1.9370433691730185e-19,4.9698524037309615e-15,1.9370433691730308e-19,2.230441551728234e-19,2.230441551728234e-19,1.3360626825540304e-16,4.6510058228667595e-27,4.6510058228667595e-27,4.6510058228667595e-27,2.137780581140745e-24,2.137780581140745e-24,2.137780581140745e-24,1.2813692025440097e-21
3500,1.0247982792691742e-11,9.943399067839572e-11,4.0764019093423316e-15,2.0366375889363699e-13,2.0366375889363699e-13,4.0764019093423316e-15,8.280806562931647e-18,8.293743163874961e-18,2.1281421537783134e-19,2.3400464647253476e-16,8.293743163874963e-18,8.280806562931586e-18,7.563893911569124e-22,3.2270009724242836e-22,3.2270009724243042e-22,7.563893911569145e-22,2.216576007021861e-27,4.967823848948481e-15,1.4004750194166617e-13,2.321125154224664e-19,2.321125154224664e-19,1.3904652556704332e-16,1.9363222883723447e-19,4.967823848948519e-15,1.936322288372357e-19,2.3211251542246476e-19,2.3211251542246476e-19,1.3904652556704239e-16,4.885281103584773e-27,4.885281103584773e-27,4.885281103584773e-27,2.268644988156567e-24,2.268644988156567e-24,2.268644988156567e-24,1.3598685417449236e-21
3600,1.0246015338182213e-11,9.943305168774533e-11,4.075591675498566e-15,2.036251478552068e-13,2.036251478552068e-13,4.075591675498566e-15,8.277404250692917e-18,8.290089152929858e-18,2.13425775465225e-19,2.3568049283654806e-16,8.29008915292986e-18,8.277404250692857e-18,7.727722537140028e-22,3.225800400320272e-22,3.225800400320292e-22,7.727722537140057e-22,2.2493025962635265e-27,4.965795294166039e-15,1.4105679221811676e-13,2.4118087567210825e-19,2.4118087567210825e-19,1.4448678287868296e-16,1.9356012075716708e-19,4.965795294166077e-15,1.9356012075716828e-19,2.4118087567210623e-19,2.4118087567210623e-19,1.4448678287868178e-16,5.119556384302787e-27,5.119556384302787e-27,5.119556384302787e-27,2.399509395172389e-24,2.399509395172389e-24,2.399509395172389e-24,1.4383678809458382e-21
3700,1.0244047883672685e-11,9.943211269709496e-11,4.074781441654801e-15,2.0358653681677657e-13,2.0358653681677657e-13,4.0747814416548e-15,8.274001938454189e-18,8.286435141984755e-18,2.1403733555261863e-19,2.373563392005613e-16,8.286435141984756e-18,8.274001938454129e-18,7.891551162710932e-22,3.2245998282162603e-22,3.22459982821628e-22,7.891551162710966e-22,2.2820291855051922e-27,4.963766739383597e-15,1.4206608249456738e-13,2.502492359217501e-19,2.502492359217501e-19,1.499270401903226e-16,1.934880126770997e-19,4.963766739383634e-15,1.9348801267710087e-19,2.502492359217477e-19,2.502492359217477e-19,1.4992704019032112e-16,5.3538316650208e-27,5.3538316650208e-27,5.3538316650208e-27,2.5303738021882125e-24,2.5303738021882125e-24,2.5303738021882125e-24,1.5168672201467528e-21
3800,1.0242080429163155e-11,9.943117370644458e-11,4.073971207811035e-15,2.0354792577834638e-13,2.0354792577834638e-13,4.073971207811035e-15,8.270599626215459e-18,8.28278113103965e-18,2.146488956400123e-19,2.390321855645746e-16,8.282781131039651e-18,8.2705996262154e-18,8.055379788281838e-22,3.2233992561122487e-22,3.223399256112268e-22,8.055379788281879e-22,2.3147557747468583e-27,4.961738184601155e-15,1.43075372771018e-13,2.5931759617139205e-19,2.5931759617139205e-19,1.5536729750196228e-16,1.9341590459703233e-19,4.961738184601191e-15,1.9341590459703346e-19,2.5931759617138916e-19,2.5931759617138916e-19,1.5536729750196056e-16,5.588106945738817e-27,5.588106945738817e-27,5.588106945738817e-27,2.661238209204036e-24,2.661238209204036e-24,2.661238209204036e-24,1.5953665593476682e-21
3900,1.0240112974653626e-11,9.943023471579421e-11,4.073160973967269e-15,2.0350931473991616e-13,2.0350931473991616e-13,4.073160973967269e-15,8.26719731397673e-18,8.279127120094546e-18,2.1526045572740595e-19,2.407080319285879e-16,8.279127120094548e-18,8.267197313976674e-18,8.21920841385274e-22,3.222198684008237e-22,3.222198684008256e-22,8.219208413852789e-22,2.3474823639885236e-27,4.959709629818713e-15,1.4408466304746855e-13,2.683859564210338e-19,2.683859564210338e-19,1.6080755481360187e-16,1.9334379651696494e-19,4.9597096298187485e-15,1.9334379651696605e-19,2.6838595642103054e-19,2.6838595642103054e-19,1.608075548135999e-16,5.8223822264568275e-27,5.8223822264568304e-27,5.8223822264568275e-27,2.792102616219858e-24,2.792102616219858e-24,2.792102616219858e-24,1.673865898548582e-21
4000,1.0238145520144097e-11,9.942929572514383e-11,4.072350740123504e-15,2.0347070370148596e-13,2.0347070370148596e-13,4.072350740123503e-15,8.263795001738002e-18,8.275473109149443e-18,2.1587201581479958e-19,2.423838782926012e-16,8.275473109149445e-18,8.263795001737945e-18,8.383037039423644e-22,3.2209981119042255e-22,3.2209981119042443e-22,8.383037039423698e-22,2.3802089532301893e-27,4.957681075036271e-15,1.4509395332391917e-13,2.7745431667067566e-19,2.7745431667067566e-19,1.662478121252415e-16,1.9327168843689755e-19,4.957681075036306e-15,1.9327168843689863e-19,2.77454316670672e-19,2.77454316670672e-19,1.662478121252393e-16,6.056657507174844e-27,6.056657507174844e-27,6.056657507174844e-27,2.9229670232356802e-24,2.9229670232356802e-24,2.9229670232356802e-24,1.7523652377494966e-21
4100,1.0236178065634569e-11,9.942835673449345e-11,4.071540506279738e-15,2.0343209266305577e-13,2.0343209266305577e-13,4.071540506279738e-15,8.260392689499272e-18,8.27181909820434e-18,2.1648357590219322e-19,2.4405972465661444e-16,8.271819098204341e-18,8.260392689499217e-18,8.546865664994548e-22,3.219797539800214e-22,3.2197975398002323e-22,8.546865664994608e-22,2.412935542471855e-27,4.955652520253829e-15,1.4610324360036973e-13,2.865226769203174e-19,2.865226769203174e-19,1.716880694368811e-16,1.9319958035683016e-19,4.955652520253864e-15,1.9319958035683122e-19,2.865226769203133e-19,2.865226769203133e-19,1.7168806943687863e-16,6.290932787892855e-27,6.290932787892855e-27,6.290932787892855e-27,3.0538314302515023e-24,3.0538314302515023e-24,3.0538314302515023e-24,1.8308645769504105e-21
4200,1.023421061112504e-11,9.942741774384307e-11,4.070730272435972e-15,2.0339348162462555e-13,2.0339348162462555e-13,4.070730272435972e-15,8.256990377260544e-18,8.268165087259236e-18,2.170951359895869e-19,2.4573557102062773e-16,8.268165087259238e-18,8.256990377260489e-18,8.710694290565454e-22,3.2185969676962023e-22,3.21859696769622e-22,8.71069429056552e-22,2.445662131713521e-27,4.953623965471387e-15,1.4711253387682034e-13,2.9559103716995937e-19,2.9559103716995937e-19,1.7712832674852078e-16,1.9312747227676278e-19,4.953623965471421e-15,1.931274722767638e-19,2.9559103716995484e-19,2.9559103716995484e-19,1.7712832674851807e-16,6.525208068610871e-27,6.525208068610871e-27,6.525208068610871e-27,3.184695837267326e-24,3.184695837267326e-24,3.184695837267326e-24,1.909363916151326e-21
4300,1.0232243156615512e-11,9.94264787531927e-11,4.069920038592207e-15,2.0335487058619535e-13,2.0335487058619535e-13,4.069920038592206e-15,8.253588065021816e-18,8.264511076314133e-18,2.1770669607698053e-19,2.47411417384641e-16,8.264511076314133e-18,8.253588065021762e-18,8.874522916136356e-22,3.2173963955921907e-22,3.217396395592208e-22,8.874522916136429e-22,2.4783887209551863e-27,4.951595410688946e-15,1.4812182415327093e-13,3.0465939741960113e-19,3.0465939741960113e-19,1.8256858406016037e-16,1.930553641966954e-19,4.951595410688979e-15,1.9305536419669642e-19,3.046593974195962e-19,3.046593974195962e-19,1.8256858406015741e-16,6.759483349328885e-27,6.759483349328885e-27,6.759483349328885e-27,3.315560244283148e-24,3.315560244283148e-24,3.315560244283148e-24,1.9878632553522397e-21
4400,1.0230275702105983e-11,9.942553976254232e-11,4.069109804748441e-15,2.0331625954776513e-13,2.0331625954776513e-13,4.069109804748441e-15,8.250185752783086e-18,8.260857065369028e-18,2.1831825616437417e-19,2.4908726374865427e-16,8.26085706536903e-18,8.250185752783033e-18,9.038351541707258e-22,3.216195823488179e-22,3.216195823488196e-22,9.038351541707338e-22,2.5111153101968517e-27,4.949566855906503e-15,1.4913111442972152e-13,3.13727757669243e-19,3.13727757669243e-19,1.8800884137179996e-16,1.92983256116628e-19,4.949566855906536e-15,1.92983256116629e-19,3.137277576692376e-19,3.137277576692376e-19,1.8800884137179676e-16,6.993758630046896e-27,6.993758630046896e-27,6.993758630046896e-27,3.44642465129897e-24,3.44642465129897e-24,3.44642465129897e-24,2.0663625945531535e-21
4500,1.0228308247596455e-11,9.942460077189195e-11,4.0682995709046755e-15,2.0327764850933493e-13,2.0327764850933493e-13,4.0682995709046755e-15,8.246783440544357e-18,8.257203054423925e-18,2.1892981625176785e-19,2.5076311011266757e-16,8.257203054423926e-18,8.246783440544305e-18,9.202180167278163e-22,3.2149952513841675e-22,3.214995251384184e-22,9.202180167278252e-22,2.5438418994385177e-27,4.9475383011240615e-15,1.5014040470617213e-13,3.2279611791888483e-19,3.2279611791888483e-19,1.9344909868343965e-16,1.9291114803656061e-19,4.947538301124094e-15,1.929111480365616e-19,3.2279611791887906e-19,3.2279611791887906e-19,1.934490986834362e-16,7.228033910764912e-27,7.228033910764912e-27,7.228033910764912e-27,3.5772890583147935e-24,3.5772890583147935e-24,3.5772890583147935e-24,2.144861933754069e-21
4600,1.0226340793086924e-11,9.942366178124156e-11,4.06748933706091e-15,2.0323903747090474e-13,2.0323903747090474e-13,4.06748933706091e-15,8.243381128305627e-18,8.253549043478821e-18,2.195413763391615e-19,2.524389564766808e-16,8.253549043478823e-18,8.243381128305577e-18,9.366008792849067e-22,3.213794679280156e-22,3.213794679280172e-22,9.366008792849161e-22,2.5765684886801834e-27,4.945509746341619e-15,1.511496949826227e-13,3.318644781685266e-19,3.318644781685266e-19,1.9888935599507923e-16,1.9283903995649322e-19,4.9455097463416515e-15,1.9283903995649419e-19,3.3186447816852043e-19,3.3186447816852043e-19,1.9888935599507554e-16,7.462309191482926e-27,7.462309191482926e-27,7.462309191482926e-27,3.7081534653306156e-24,3.7081534653306156e-24,3.7081534653306156e-24,2.2233612729549827e-21
4700,1.0224373338577396e-11,9.94227227905912e-11,4.0666791032171446e-15,2.0320042643247452e-13,2.0320042643247452e-13,4.066679103217144e-15,8.239978816066899e-18,8.249895032533718e-18,2.201529364265551e-19,2.541148028406941e-16,8.24989503253372e-18,8.23997881606685e-18,9.529837418419971e-22,3.2125941071761443e-22,3.21259410717616e-22,9.529837418420073e-22,2.609295077921849e-27,4.9434811915591775e-15,1.521589852590733e-13,3.4093283841816854e-19,3.4093283841816854e-19,2.0432961330671892e-16,1.9276693187642584e-19,4.943481191559208e-15,1.9276693187642678e-19,3.409328384181619e-19,3.409328384181619e-19,2.0432961330671498e-16,7.69658447220094e-27,7.696584472200942e-27,7.69658447220094e-27,3.839017872346439e-24,3.839017872346439e-24,3.839017872346439e-24,2.3018606121558974e-21
4800,1.0222405884067867e-11,9.942178379994082e-11,4.065868869373379e-15,2.0316181539404432e-13,2.0316181539404432e-13,4.065868869373379e-15,8.23657650382817e-18,8.246241021588615e-18,2.2076449651394875e-19,2.5579064920470736e-16,8.246241021588615e-18,8.236576503828121e-18,9.693666043990875e-22,3.2113935350721327e-22,3.2113935350721477e-22,9.693666043990982e-22,2.6420216671635148e-27,4.941452636776736e-15,1.531682755355239e-13,3.500011986678103e-19,3.500011986678103e-19,2.097698706183585e-16,1.9269482379635847e-19,4.941452636776766e-15,1.9269482379635936e-19,3.5000119866780327e-19,3.5000119866780327e-19,2.0976987061835432e-16,7.930859752918953e-27,7.930859752918953e-27,7.930859752918953e-27,3.969882279362261e-24,3.969882279362261e-24,3.969882279362261e-24,2.380359951356812e-21
4900,1.0220438429558339e-11,9.942084480929044e-11,4.065058635529613e-15,2.031232043556141e-13,2.031232043556141e-13,4.065058635529613e-15,8.23317419158944e-18,8.24258701064351e-18,2.2137605660134243e-19,2.5746649556872065e-16,8.242587010643511e-18,8.233174191589393e-18,9.85749466956178e-22,3.210192962968121e-22,3.210192962968136e-22,9.857494669561894e-22,2.6747482564051808e-27,4.939424081994293e-15,1.5417756581197451e-13,3.5906955891745225e-19,3.5906955891745225e-19,2.1521012792999815e-16,1.9262271571629109e-19,4.939424081994323e-15,1.9262271571629198e-19,3.5906955891744483e-19,3.5906955891744483e-19,2.152101279299937e-16,8.16513503363697e-27,8.16513503363697e-27,8.16513503363697e-27,4.100746686378085e-24,4.100746686378085e-24,4.100746686378085e-24,2.4588592905577266e-21
5000,1.021847097504881e-11,9.941990581864007e-11,4.064248401685848e-15,2.030845933171839e-13,2.030845933171839e-13,4.064248401685847e-15,8.229771879350712e-18,8.238932999698406e-18,2.2198761668873607e-19,2.5914234193273395e-16,8.238932999698408e-18,8.229771879350665e-18,1.0021323295132683e-21,3.2089923908641095e-22,3.208992390864124e-22,1.0021323295132803e-21,2.707474845646846e-27,4.937395527211852e-15,1.551868560884251e-13,3.68137919167094e-19,3.68137919167094e-19,2.2065038524163773e-16,1.925506076362237e-19,4.937395527211881e-15,1.9255060763622456e-19,3.681379191670862e-19,3.681379191670862e-19,2.2065038524163305e-16,8.399410314354982e-27,8.399410314354982e-27,8.399410314354982e-27,4.231611093393907e-24,4.231611093393907e-24,4.231611093393907e-24,2.5373586297586404e-21
