milliseconds,M,N,Z
0,2.4916322068033736,1.5051153965230146,0.4998607174482192
100,2.8145138884610184,1.501373763724943,0.5023943705441001
200,2.98544410909703,1.516883393836024,0.5043526621460385
300,3.0907547815763157,1.5094623436102714,0.5073047379222372
400,3.1288610184257952,1.5135505807987661,0.5092357439360314
500,3.1508790903396195,1.5210378110520817,0.5096623986968181
600,3.1744318683435746,1.5226877895579525,0.5123830683102624
700,3.1797792614948115,1.5324400579587087,0.5142459882577801
800,3.1802848001254436,1.5393721116589307,0.5151158706630965
900,3.1867284198291066,1.5432350583343384,0.5170949861017169
1000,3.174949566808063,1.5530306587148706,0.5179156831623912
1100,3.18799167031373,1.5556072005677986,0.5184698112397076
1200,3.1820372697509756,1.5631285327665323,0.5203762402936675
1300,3.18873612331834,1.5549004654475056,0.5208376111140843
1400,3.1852598694004093,1.567977019360354,0.522561548586272
1500,3.1718165589257707,1.5705135387490479,0.5230185977225565
1600,3.1781348870042994,1.5824314811810083,0.5241663783907019
1700,3.1790212800454065,1.5788204050878474,0.5244908270489239
1800,3.178681641507751,1.5944377048128062,0.5250273858328794
1900,3.176593079064721,1.5944642288413873,0.5248416352371074
2000,3.1780511271600713,1.593591170827315,0.5266811996120035
2100,3.1796893271846667,1.597971211723531,0.5256748887162899
2200,3.177722696076912,1.6022175004988808,0.5271550941909708
2300,3.17064545941596,1.6093715007510483,0.5277333253041515
2400,3.1719249966931304,1.6202149139542283,0.5270341640684826
2500,3.1776481522431195,1.6256601267737048,0.5277900184703709
2600,3.168696946850417,1.6281284752220815,0.5281344302739823
2700,3.171137148528218,1.6417817100796555,0.5273523323760231
2800,3.159834078317501,1.639725361576347,0.5281200089021397
2900,3.15817349458481,1.6480270458839439,0.5286580938926275
3000,3.1607184701295776,1.648855138041666,0.5281102973315469
3100,3.1770170724453046,1.6531876732639414,0.5282465448899216
3200,3.1591806815393926,1.6547624748630778,0.527987036463526
3300,3.169770717369708,1.6707934651559717,0.5291140233049237
3400,3.165561231517404,1.6747648036441936,0.5290567173182521
3500,3.1561088724788697,1.6774614877661402,0.5288012399721288
3600,3.1723294453660387,1.6799523146764521,0.528450428268371
3700,3.1697186090371816,1.6895341997273607,0.5286134826255959
3800,3.1593688786152034,1.6874911456776915,0.5276285045445961
3900,3.1592206986652527,1.7043427549242334,0.5274532750307723
4000,3.1575707251954968,1.7083234197797401,0.5281244897234834
4100,3.152578874639254,1.7185781089343766,0.5274188874006296
4200,3.150449577646688,1.7224696691450956,0.5264881438963698
4300,3.1636207600715576,1.7296201834783,0.5273274638900063
4400,3.14787661322184,1.7350636066835194,0.5270219509167675
4500,3.1582612024170476,1.739142245046473,0.5261153786318338
4600,3.157699123279471,1.7413112764025998,0.5258000017099402
4700,3.1573268691476897,1.7416409377459359,0.5252411121645401
4800,3.1455422172121663,1.7566335071069643,0.524871351594747
4900,3.1458281935277768,1.7499264696904755,0.5257951803910579
5000,3.142187678297447,1.7580400201095394,0.5247531914565745
