milliseconds,M,N,Z
0,2.4991016588771253,1.4966073163456866,0.5000224367515127
100,2.817865408632549,1.5080672415913843,0.5023657801591891
200,2.9927609441825425,1.5141104600125153,0.5050123451119237
300,3.077655988877305,1.5104936696598663,0.5070286625756172
400,3.1235416124523963,1.5188454785313557,0.5081009324490354
500,3.153548644352541,1.5300163466744072,0.510003860918415
600,3.1730836233059994,1.5205664657705633,0.5117354921669424
700,3.179245180223629,1.5371262061098276,0.5129110329854528
800,3.172845067412344,1.5445008067770887,0.515631755209791
900,3.1836098066942897,1.5437900668428703,0.5160842043574825
1000,3.1711451607558154,1.5403827262059424,0.5172126550276509
1100,3.181809617523209,1.547109838034193,0.5189353191812842
1200,3.1863724297134612,1.5578183868456332,0.519695012426765
1300,3.174132007391695,1.5687440422206007,0.5208006874536669
1400,3.1717649884575176,1.559858335905091,0.5214064306537891
1500,3.1829471502793405,1.5692972417216167,0.5221811922781847
1600,3.173382851768812,1.580472298230778,0.5237693077860587
1700,3.1827834320442117,1.578145865782651,0.5242475257672852
1800,3.1774478399720048,1.583084899846425,0.5253948948411327
1900,3.186047550868668,1.5893447339928963,0.5260949231592071
2000,3.169714663912997,1.5972061580318115,0.525347449412273
2100,3.169470045916849,1.597403500683257,0.5258458927877098
2200,3.1788557306961684,1.6039786728545617,0.5262094966958797
2300,3.17818482534938,1.6099012050204466,0.5266722758860888
2400,3.1640848984665118,1.6208953712324556,0.5268926109550948
2500,3.180404237957023,1.6260028716481885,0.5271156041152947
2600,3.1682756605893463,1.6296367597610795,0.5273451697223603
2700,3.1789190880477998,1.6354085968098175,0.5274217873500214
2800,3.163681709641948,1.6475978523186585,0.5279414625340795
2900,3.1597949462841135,1.6472144784076228,0.5284923442174425
3000,3.1714296871168535,1.6539772912580801,0.5288560102038594
3100,3.159426981495631,1.6584258852009655,0.5283885912187058
3200,3.1750803341201705,1.6557867131705788,0.5279319195275965
3300,3.155958769873886,1.6689867038535544,0.5286611484106899
3400,3.1548529844499593,1.6661056643043355,0.5276292649426639
3500,3.157267020504449,1.676736256634376,0.5287691548655252
3600,3.1663493619526064,1.6901042526213386,0.5274590838708921
3700,3.1670172717798573,1.6965638397824532,0.5282270129243066
3800,3.1673207076347447,1.6988302882123405,0.528154224764095
3900,3.163641071183824,1.6945631348994081,0.5274816889683778
4000,3.1588704875623277,1.7041646610962435,0.5273787338572978
4100,3.1663028660528614,1.70591700834563,0.5274108919539592
4200,3.153057673794634,1.7234404793320728,0.5275965434653788
4300,3.1539109990665883,1.7249523068622359,0.5275397784505558
4400,3.1646610663371963,1.7319365967653957,0.527378426111331
4500,3.1472851313438897,1.7287295718702007,0.526190025518742
4600,3.1660741458383694,1.7348638991508447,0.5255754632192174
4700,3.1532628591898826,1.7379329638941867,0.5265836699401302
4800,3.1503967902224037,1.7447298445529915,0.5254116308570528
4900,3.14705757003608,1.758965014771359,0.5250054252979615
5000,3.144646951329032,1.7567968637630231,0.5245590457855049
