milliseconds,M,N,Z
0,2.501638529768553,1.5072496522074248,0.49993758487474754
100,2.822672568313834,1.4968623277055173,0.5017007828508274
200,2.9851932008619384,1.5112139087820293,0.5050175131090328
300,3.09155598336324,1.506284933023925,0.507326893594805
400,3.137378779060516,1.5169721623134897,0.5090077068740034
500,3.1613607219713384,1.5239466548059188,0.510881741599719
600,3.1792824936523365,1.521738134022463,0.5121119498450545
700,3.1877021942568886,1.5283313436637556,0.5135180364177316
800,3.184774193951742,1.5300819314918677,0.5157190714656554
900,3.179115565003329,1.5457057238979148,0.5158028792721889
1000,3.187082618830237,1.546125258873362,0.5176491032321326
1100,3.182086303179858,1.5537098011277113,0.518322722500891
1200,3.1817318912074826,1.5559365406695818,0.52060098978359
1300,3.181582789837823,1.5638011340928364,0.5205274445777299
1400,3.172879856583233,1.570163207285354,0.5215932383759234
1500,3.1709457243692074,1.56682887646781,0.5230212670297378
1600,3.172562993750149,1.5725823217273214,0.5240753446984379
1700,3.171920951168171,1.5867762167542463,0.5245443401355792
1800,3.167492572980267,1.5890425366108338,0.5242789009907599
1900,3.176983374057896,1.5920172643339494,0.5256810286442504
2000,3.1852798307518704,1.5906682388748925,0.5264136061557195
2100,3.170816843422403,1.6031010895573188,0.5256576205886115
2200,3.174703031507913,1.6024715520252706,0.5264346038245827
2300,3.169584402993402,1.6198814575725955,0.526820824085213
2400,3.1790738344974434,1.618426764587938,0.5281580021212589
2500,3.1759337427325045,1.6251636052499874,0.5282775527057874
2600,3.1677588469136913,1.6295364457724382,0.527781483550072
2700,3.1697508002978685,1.6375808433378094,0.5278253879904024
2800,3.1792630425935506,1.6347240612925444,0.5279284291249776
2900,3.1643828310523783,1.6490401893600806,0.52764631241872
3000,3.1754163632901906,1.652170877050658,0.5286834792229169
3100,3.17381707834463,1.6636915730981716,0.527798113694742
3200,3.1667386727643048,1.6593365429523035,0.5282201699399844
3300,3.1683449651212845,1.6665929041332979,0.5287230565233109
3400,3.168308240383092,1.670112913131164,0.5278771198113307
3500,3.1585514178875225,1.6860713506064318,0.5285004295887096
3600,3.173642666433657,1.6907496547653806,0.5275481246597642
3700,3.1724892211270572,1.6826786471466098,0.5279946406408672
3800,3.1557581921527027,1.6978540678560603,0.5280069629665575
3900,3.1524553277284575,1.7020978920084873,0.5280876158136817
4000,3.1644840399825287,1.7127183084735322,0.5273382669560247
4100,3.1528291810267417,1.7110534946488822,0.5271099580820013
4200,3.152857801984379,1.7113268042872651,0.5274106812958469
4300,3.156613909336233,1.719583641136554,0.5271589869203431
4400,3.1615747969252888,1.7211448996272516,0.5273973991208905
4500,3.1617169126570177,1.7299106910900048,0.525771250193531
4600,3.161173099219818,1.7422598434636412,0.5257838704407747
4700,3.163876117359736,1.7404053755393742,0.5261106199417601
4800,3.1564116206397284,1.7586369554807635,0.5253247786809205
4900,3.142891277102679,1.7514086405418687,0.5257319966626361
5000,3.15909802973734,1.7605026155230825,0.5249258262983424
