milliseconds,M,N,Z
0,2.508259658822745,1.4974147594082339,0.49998919751607646
100,2.816499984203937,1.5034365350769563,0.50257412661581
200,2.9986630975237034,1.5144190441991996,0.5042098183151607
300,3.0842519568906646,1.511610999077907,0.50692504322339
400,3.1345980706966348,1.5199932277699495,0.5087969238733907
500,3.16116174056081,1.526488244350198,0.5105885152774527
600,3.1682399873528975,1.5346512544069126,0.5119728030185882
700,3.167660631388108,1.5260103548200015,0.5143066494481805
800,3.1889647409710227,1.5379324936891694,0.5146330946364337
900,3.1731752958355015,1.5463039235030067,0.5158440372709875
1000,3.1791719487551293,1.5508132386764053,0.5179916886140856
1100,3.1794489689503016,1.5513966593818778,0.5184616771756483
1200,3.178798709412536,1.5621818054331456,0.519495082424966
1300,3.182478910693767,1.5667082858113457,0.5208507793535959
1400,3.17318282808178,1.5619566090728119,0.5223308332932008
1500,3.188902109990477,1.573193517269501,0.5221054548402724
1600,3.179567244855341,1.577895945087415,0.5240592202778561
1700,3.183787859561991,1.5800151691436946,0.5237578739128284
1800,3.1763860079793442,1.581856947870516,0.5247923938068174
1900,3.1728683407667466,1.5944160724531389,0.525144549769825
2000,3.1672600363593335,1.603115247047739,0.5264316510501883
2100,3.1808809527847375,1.5975671916155298,0.5270227206986019
2200,3.167288663755123,1.6091785257743048,0.5273800793044279
2300,3.1660900368934786,1.620079796220909,0.5264571336690438
2400,3.1764599713676853,1.6144096235812697,0.5269273388016867
2500,3.1805423416350145,1.6180988018013347,0.5269912520924129
2600,3.1684269901401225,1.6330708582176743,0.5282562249949452
2700,3.1731085879561136,1.6395826913884466,0.5287722464628651
2800,3.1752252357424915,1.6341600396998723,0.5281760350064297
2900,3.1692424514767517,1.6472073197080175,0.5277017595129816
3000,3.1771628751830305,1.6558615370019922,0.5277149400434411
3100,3.1620634345103706,1.6613169371267722,0.5283028635431998
3200,3.166070849823218,1.6580172377925895,0.5278207044286506
3300,3.159790297798472,1.6619128054334777,0.5288404074992646
3400,3.170953217355542,1.670874474169476,0.5286491695905804
3500,3.1606894183316476,1.672730084358015,0.527694415800316
3600,3.1692506725571197,1.6788778176601142,0.5275567611505095
3700,3.15687929935854,1.687493526909486,0.5276997383239229
3800,3.15494629867457,1.696820717010814,0.5276394154891766
3900,3.162130027043465,1.6993938283196441,0.5275405625920436
4000,3.1590427444335307,1.7078200197055016,0.5271876778400976
4100,3.157142422813855,1.716955540745906,0.5268636204524898
4200,3.156657732949185,1.7239673342293031,0.5279097371571997
4300,3.153004396132423,1.7294436752238682,0.5266804982256005
4400,3.1570456921804464,1.7273468168457902,0.5260648406488067
4500,3.1545852752554038,1.7281079324188493,0.5261412212434324
4600,3.162587359083841,1.7429798415177453,0.5265298363772216
4700,3.1621036971113474,1.7383961190323063,0.5266520867054509
4800,3.1510600654677003,1.744305867837352,0.5256118842955625
4900,3.1558300847978114,1.7573071256554549,0.5256088307888632
5000,3.158961548328002,1.7611535289876576,0.5256687386858389
