milliseconds,M,N,Z
0,2.502940008346981,1.5067048130081997,0.49940304904061106
100,2.8254465273656955,1.497570642487205,0.5026348239227274
200,2.9950945467074077,1.5167383720625285,0.5049882148949572
300,3.0877392958367476,1.5206531983102094,0.5073981855894958
400,3.143048572305706,1.5255467464147558,0.5090930124240977
500,3.165712804530346,1.5180598033579211,0.5098845274224751
600,3.164674588450153,1.531758621399391,0.5126135090102475
700,3.173669705849257,1.5349629699874439,0.5141633236617797
800,3.186108301256062,1.5372542938309786,0.5144271597332202
900,3.173603919794593,1.5368267659489028,0.5165128678253017
1000,3.1717009961494287,1.5428891689266693,0.5170694136180837
1100,3.189700718837022,1.5544534403692039,0.5196255995118549
1200,3.182621960746351,1.5557958772024958,0.5193276772848938
1300,3.1768868227532683,1.5665127600665167,0.5217794479350082
1400,3.187806118997266,1.5744040666384582,0.5212484303099149
1500,3.176556167067963,1.5654172679224965,0.5228705098061618
1600,3.1769599699263886,1.5831426564701945,0.5241264105556636
1700,3.168205394384365,1.588711331198605,0.5238591612334365
1800,3.1861768428010504,1.5908661010497904,0.5255435865112466
1900,3.170635240681229,1.5994197677737074,0.5254377976081406
2000,3.1836340906280394,1.596740855554656,0.5252985257519766
2100,3.1807378731144866,1.6083337731878267,0.5256398082091294
2200,3.1793186163721763,1.6158778868878023,0.526596422895072
2300,3.175687407749789,1.6205795459894374,0.5273405073697843
2400,3.1644233085372035,1.616344825439051,0.5269738355817903
2500,3.1651256146821547,1.6194884797554439,0.5269546155090628
2600,3.1784437992056502,1.6231128475273047,0.5274451099383213
2700,3.180767841697637,1.6409908192039788,0.5286457241129798
2800,3.1728422151763085,1.6407485807525863,0.5286478476376317
2900,3.1665705971738562,1.640301934447614,0.5276604575146038
3000,3.1771083441928005,1.6444096260879413,0.5278789531440767
3100,3.170885576797562,1.6560480130767432,0.5288832371552428
3200,3.1662290761128205,1.6674191532351466,0.5285073681554516
3300,3.1667945105149453,1.6692386443878728,0.5288254853160151
3400,3.1696970309295827,1.6747322379336234,0.5277100377618357
3500,3.1628950021128555,1.673835128211822,0.5279355656471857
3600,3.15615454012027,1.6772120313450742,0.527963017456371
3700,3.160962079068721,1.6913586061278831,0.528062509642722
3800,3.1568120435063247,1.6923920646822352,0.5281174953816364
3900,3.1608223213561475,1.6936707753152032,0.527646945872541
4000,3.168967913601456,1.7054464811301264,0.5282419540275721
4100,3.165146862189571,1.7075573254919727,0.5266794075479656
4200,3.1647621155149896,1.7161486280398426,0.5268056747415759
4300,3.1654760512744815,1.7243047092047776,0.5263192079583006
4400,3.16228898345899,1.7328677395070595,0.5262371060387183
4500,3.148366570635285,1.7390726556032143,0.5260185057780685
4600,3.1494122416784727,1.738276268911521,0.526058699465175
4700,3.147793166872466,1.7481811178440143,0.5260492512433693
4800,3.1471287016319693,1.755486102066091,0.5248796891614286
4900,3.1569452355280285,1.7583959445762714,0.5251948806937566
5000,3.1492789330118827,1.7656826277850264,0.5250221323160752
