milliseconds,CArt,CGut,AGutlumen,CLung,CVen,CRest,CLiver,CMetabolized,CKidney,CTubules
0,-1.2521541155022483e-06,2.109253527064423e-06,0.009186348379496162,2.1270235545320576e-06,1.3004592083898293e-06,2.8972146032271985e-06,-2.557929898977833e-06,6.350628207320748e-05,1.3142351445052442e-06,-3.5989653281752212e-06
100,5.0877513041237424e-05,0.0002079570747288461,0.007970909952799074,5.380295973766168e-05,5.159881469315873e-05,1.1981344956152914e-05,0.00011135395463300435,4.894012737654826e-05,3.7895363774699175e-05,9.94365661388261e-06
200,6.935512628248824e-05,0.0002125249517138258,0.0067592943761377,6.999755266944237e-05,7.22147511911544e-05,3.746510730568685e-05,0.00011512025266205185,0.0003376733526782347,4.850182311999363e-05,-8.046339706119212e-07
300,7.825449757526829e-05,0.00020495904906379998,0.005882725645706201,7.961345960939435e-05,8.0084251204921e-05,5.38288914742519e-05,0.0001094303086829033,0.00028428261142102244,5.810736637445061e-05,1.2367940398164037e-05
400,8.84004448439704e-05,0.000190432386919696,0.005045483419781394,8.899867496158261e-05,8.973707267312366e-05,7.478589415962348e-05,0.0001071969909334436,0.00045528013561213244,6.295753438454604e-05,1.4310601833150254e-05
500,9.670473158174455e-05,0.0001855081196661266,0.004419773728309098,9.533257921054231e-05,9.771828630021108e-05,8.54503610510694e-05,0.00010418132509331694,0.0005364980600151228,6.779912837067499e-05,2.7862507655544926e-05
600,0.00010229784280945402,0.00017738447195701792,0.003821618477324638,9.96908903098252e-05,0.00010017047107971957,9.501582684145907e-05,0.00010138997469582255,0.0008392899854231851,7.257034981420735e-05,2.831274944393792e-05
700,0.00010306435091175911,0.0001714572317950619,0.003189250014253504,0.0001049350031112298,0.00010533839805138871,0.00010366926753467253,0.0001018562224928759,0.0007806212851067989,7.767109082434296e-05,4.0395072598402064e-05
800,0.00010814261011891564,0.00016219786773026123,0.002636167640849605,0.00010561153106579541,0.00010911737980059646,0.00011056925017452653,9.979355591204777e-05,0.0008747269215385948,7.995290545927018e-05,4.483211524006935e-05
900,0.00010811060985185174,0.000155496645638218,0.002471521581861711,0.00010948456269160301,0.00011207993471956821,0.00011876644324053058,9.582926355604777e-05,0.0011061183838278553,8.056422259424472e-05,5.9919939725570146e-05
1000,0.00011015346061338409,0.00015545905544964308,0.0020811545549716606,0.00011304625933163512,0.00011172426525518593,0.0001255579897596049,9.059080793774503e-05,0.0011619830937450598,8.205461577468286e-05,6.488097997242035e-05
