milliseconds,CArt,CGut,AGutlumen,CLung,CVen,CRest,CLiver,CMetabolized,CKidney,CTubules
0,1.0290096887285222e-06,3.1335238833162047e-06,0.009079097850735145,2.0744814548371435e-06,-6.35834297193139e-07,-2.7594349585437534e-06,-9.754207137705623e-07,9.588360073574163e-05,5.567753357189209e-07,-6.232497840778823e-07
100,5.189175615854262e-05,0.00021179872048705827,0.007765346015694391,5.275623160985372e-05,5.358459693079039e-05,1.5239456045865628e-05,0.00011018830839700072,6.205920339674081e-05,3.77814192037683e-05,-5.617940751278176e-06
200,7.094715349260168e-05,0.000212616537379389,0.00705660391975136,6.913648973411589e-05,6.970803502664894e-05,3.573607933872576e-05,0.00011151679048437028,0.00022957786164815798,5.0466498755770456e-05,4.3679777748236375e-06
300,7.823056392877002e-05,0.00020273161252360665,0.0059024282927315486,8.245253672563494e-05,7.960478132183204e-05,5.5525023654916236e-05,0.00011094040432281877,0.0004040563139745153,5.885496400951116e-05,1.4818313612028727e-05
400,8.977873905397457e-05,0.00019001886812506527,0.005139719745800117,8.864380295470016e-05,8.965891921737737e-05,7.200156679412363e-05,0.00011029241451745436,0.00047148564081503407,6.415042771429654e-05,8.653483134991915e-06
500,9.414988127959038e-05,0.00018290725854105456,0.00416176600158698,9.692401934113111e-05,9.746760751287436e-05,8.337551934419058e-05,0.00010511781724117236,0.0006159154089266929,6.967693043628477e-05,1.5060798977149166e-05
600,9.948979192607347e-05,0.00017754226982311179,0.003966866323972564,0.00010005314859608261,0.00010127514617700229,9.710545736027499e-05,0.00010356480111815621,0.0007894263912726509,7.390090660411378e-05,2.5986466596451917e-05
700,0.00010688847598178518,0.00017531562163511006,0.0033786241311814912,0.00010271581130826254,0.00010704724449407475,0.00010545402231264422,0.00010156849379085199,0.0007493703648644276,7.549563739731007e-05,4.428008696359535e-05
800,0.00010953121684188136,0.0001624972911345287,0.002616611247312062,0.00010587251914416045,0.00010726233969886432,0.00011094645048183432,9.511322781588216e-05,0.001062682802905607,7.876435134614291e-05,5.308033365628766e-05
900,0.0001118410934555981,0.00015873252290486359,0.0024691471424533296,0.00010865827615701196,0.00010826867873050344,0.00012049425233030987,9.197568806139921e-05,0.0011020806801541323,8.000675377989284e-05,4.565032576558028e-05
1000,0.00011321435625698645,0.00015794582202348744,0.0020328118698320873,0.0001098236626122691,0.00011288116133962728,0.00012262920829971772,8.963045401268475e-05,0.0010904466436323856,7.940893736290282e-05,5.4291605357476704e-05
1100,0.00011146276915859527,0.00014506118764307896,0.0016811000622400248,0.00011038049146854492,0.00011395420404313398,0.00012746349641272004,9.08121050624901e-05,0.0013936238286751095,8.052234506134033e-05,6.718478730832934e-05
1200,0.00011184358259985049,0.00014347711120202663,0.001425989644697418,0.00011302343908982084,0.00011042353555031136,0.00012715619072796507,8.788363732080908e-05,0.0014644969555198466,8.304375948065336e-05,7.391842492695906e-05
1300,0.0001128517625227804,0.00013595499055398422,0.0013393314197489162,0.00011369130290216276,0.00010976031193152445,0.00013109982896704128,8.71235779244109e-05,0.0016003086943801289,8.230868135154128e-05,7.395283550389524e-05
1400,0.00011013874743809958,0.00012984689942555463,0.0011791287529395412,0.00011010655207618522,0.00011329917947901878,0.00012865874645395678,8.50489104484389e-05,0.0015496477836494,8.075463692796761e-05,8.345677925041267e-05
1500,0.00010868276745842084,0.000129183655988622,0.0011638525001591105,0.00010953060320693751,0.00011047127571770841,0.00012773832273033114,8.159258213061254e-05,0.0017910098051075875,8.122211601753799e-05,9.848002829528482e-05
1600,0.00011067656291377128,0.00012921943954359057,0.0006992097484082686,0.00010870249338521076,0.00010731352333073524,0.00012942739649891402,7.579108743494991e-05,0.0018815082982922124,7.797866131326273e-05,0.00010890212206097261
1700,0.0001057053291706244,0.00011835199233486099,0.0006703497790577757,0.00010681048709161925,0.00010800063494765952,0.00013149771891337884,7.420929318362479e-05,0.0018732817818884217,7.69696385745071e-05,0.00011961884820951332
1800,0.00010500132614917382,0.00011877005083465427,0.0004881351298595904,0.00010802075328332299,0.00010732380553856519,0.00012831642316115752,7.55967774580782e-05,0.0019669234807270525,7.838766845041344e-05,0.00011590015336455746
1900,0.00010291275936575313,0.00011996858999464518,0.000510415755701286,0.00010395729107636941,0.00010341976084083987,0.00012421376519301122,6.954608276020689e-05,0.0021738242132384455,7.669863836640564e-05,0.0001297371315023785
2000,0.00010322010934858622,0.00010781163699309136,0.0003697984580468452,0.0001037818565233927,0.00010356976234586216,0.00012449742762278253,7.239194925482278e-05,0.0022555809581803294,7.563757655903071e-05,0.0001390034691738489
2100,0.00010108574330766906,0.00011080732865651366,0.0004990339646441192,0.00010185632217346084,9.795144600782858e-05,0.00011941467136903372,6.657908016067984e-05,0.0021905843494701613,7.218489212580998e-05,0.00013621287938358044
2200,9.840351564455127e-05,0.0001022772062197858,0.0002405391056927812,9.757169512715133e-05,9.710251176869464e-05,0.00011762392798079477,6.710054001358419e-05,0.0023922304657813544,7.289270527303514e-05,0.00014117951446478017
2300,9.822128722210735e-05,0.0001073784387624774,0.0003558720228621735,9.858293366420587e-05,9.756295953663903e-05,0.00011993415714670385,6.662884484022564e-05,0.002282748094799248,6.861505022600286e-05,0.0001624424403417905
2400,9.498549588563775e-05,9.900074569376266e-05,0.00014619938909389438,9.512218253827288e-05,9.434781154850152e-05,0.00011555026938911761,6.312766427657714e-05,0.0024405799001677763,6.832236299480467e-05,0.00016420114218116343
2500,9.09102116442674e-05,9.524092702719218e-05,0.00022828980350810048,9.32747069221365e-05,9.42377638780989e-05,0.00011177290437317127,6.29099447346102e-05,0.0026206559770739195,6.743537436407928e-05,0.0001729587031956309
2600,9.088456716034388e-05,9.88483669398015e-05,0.0001917945237745911,8.886226547005499e-05,9.033541769547232e-05,0.00011046422539109246,5.860381164194882e-05,0.002725559325359223,6.404744360774641e-05,0.00017866226758966834
2700,8.834331963461843e-05,8.799488307419368e-05,0.0002191515564091095,8.944024577622919e-05,8.615396281454435e-05,0.00010659756891485123,5.606564823941375e-05,0.0026938744918943765,6.522162582553695e-05,0.00017983124474962232
2800,8.36597448009352e-05,9.253494487360097e-05,0.000312959415511203,8.772775064052697e-05,8.599846424330829e-05,0.00010375089195853973,5.819376639844999e-05,0.002788874386250738,6.1015641886729835e-05,0.0001941964972620877
