miliseconds,ATP,NAD,AcCoA,KG,Cit,OAA,Pyr,DeltaPsi
0,3.5339690871984897,0.8556473335960895,0.06306537360061581,0.2250499723840197,0.4399988648963846,0.004997580995538575,0.15408364794575655,150.02595879444294
100,3.531094603162657,0.8569746055700996,0.06311714888004319,0.22543276395959586,0.4398447834080693,0.004822603526352097,0.15360640897621475,159.05357471373364
200,3.523606157581339,0.8578980354621261,0.06355157577508848,0.2263939106570316,0.43938886471838723,0.004731754120535667,0.15323329601709096,158.92345025030994
300,3.5176197345633256,0.8594113529009231,0.06386187288309372,0.2270497962143433,0.43933815644655955,0.0046897568497421575,0.15283307511533822,158.79892856512726
400,3.51534406373878,0.859615281705903,0.06417153981278784,0.2285275409770805,0.43890260957999727,0.004666034926148458,0.1526054469216954,158.68173649780502
500,3.50718292474081,0.8607039241117727,0.06433879288671927,0.22886852227403606,0.4385559526617348,0.004650862784978139,0.15229749724756755,158.62818373349964
600,3.5033406541110326,0.8616143287285007,0.0645420410326518,0.22974917733069677,0.43837506756835404,0.00464385385323266,0.15193686952034025,158.5160140679592
700,3.500272199102364,0.8632320960471506,0.06481770289680043,0.2304264158978749,0.43813439210763716,0.004637064443129242,0.15156373775568555,158.38298807374628
800,3.4934256748974883,0.864170606089883,0.06521812419907591,0.2312727888234315,0.43786849603868644,0.004634056310632213,0.15128573575784926,158.31657638220605
900,3.489180132707812,0.8643209501869653,0.06539769117566761,0.2322790469885841,0.4374963500401654,0.004632755715654869,0.15101085655024138,158.18826297463312
1000,3.487171018715356,0.8648747990163745,0.06565240418522854,0.2327351154262159,0.43709335860016885,0.0046358574595833845,0.15077405714115036,158.04221337620498
1100,3.482410462827279,0.8667970265619676,0.06579788899945749,0.23320088636367894,0.43683528337946737,0.004629121544286525,0.1504643614474628,157.86815699711806
1200,3.4778138329841486,0.8678987037482689,0.06614722825329916,0.2342875781754386,0.43667865471375533,0.004629214421606762,0.150267149701093,157.83794315376758
1300,3.4710651840057416,0.8688073352524333,0.06629854256368993,0.23493564674402,0.4365471042392316,0.004630163959709599,0.14994499220501478,157.78499626957142
1400,3.468006523994834,0.8695310142153959,0.06651828881735228,0.23550722054679346,0.43613946928545283,0.004628350325166948,0.1495737084021612,157.58318845836158
1500,3.465072004517816,0.8702998715341352,0.06690860049720754,0.2356621119560822,0.43606741461032933,0.004629350392845918,0.14949234316837628,157.5327319107038
1600,3.46295912018186,0.8707050836514468,0.06703715200975349,0.23639456273166284,0.435695821621225,0.004631843819173353,0.14919139972212742,157.38970956280215
1700,3.4591319091655124,0.8725336462625444,0.06714449877974711,0.23712968044402327,0.4353395332529455,0.0046318717200588356,0.14884369471316053,157.292719974916
1800,3.4539062440982673,0.8726218141521676,0.06728338344695385,0.23773715720744037,0.4351167185501968,0.00463191671902707,0.14876531778650465,157.18722517406394
1900,3.4524587941062217,0.8738754362954045,0.06763207046637897,0.2383370016316268,0.43513958299994027,0.004632930072517876,0.14830205755286038,157.0841529623476
2000,3.4453990413273874,0.8741969898150337,0.06778116532661325,0.23884241751256446,0.4348037445634019,0.004631306689245917,0.14809634240643277,157.0541055319958
2100,3.442290596882371,0.8754761831188187,0.06802886823830061,0.23986280759400525,0.4344326119913963,0.004635987579097527,0.14801618773045824,156.976969166331
2200,3.442360025149214,0.8760532231025069,0.06822937281283939,0.23987060248804995,0.4343437387018435,0.00463302025008082,0.14790133592928925,156.81869954589578
2300,3.4402168678088114,0.8772631887958937,0.06815890253301703,0.2411530520516662,0.4342950175990964,0.004635901976010316,0.14746432322920158,156.77256329513835
2400,3.4347187101664334,0.8783311257306562,0.06845784501579733,0.24176203615466013,0.4339785422811279,0.004637096877091663,0.14745312564069488,156.64125141761372
2500,3.4310697447896867,0.87940575501594,0.06852455369172537,0.24238818986978544,0.43362970272484186,0.004641255912796298,0.1473212241970771,156.60678630617218
2600,3.430751904285397,0.8806797707102803,0.06873784709253476,0.24214405277785472,0.43346991890815917,0.004639999256734252,0.14711110271105807,156.58117460750324
2700,3.426456793130681,0.881404236393359,0.0688522387297491,0.24269523853298433,0.4333476486101969,0.004645612034052427,0.14691669125036208,156.4872162576792
2800,3.4222850069569577,0.8821115331910471,0.06901330459614864,0.24345908052592943,0.43300501869418917,0.004646577477938898,0.14681456571562201,156.41720349878068
2900,3.4195523395100156,0.8819845181886931,0.06918048054189616,0.2442525459766258,0.43297712952443373,0.004646040061875563,0.146490836538798,156.21859766514874
3000,3.4168972092714047,0.8837995967881794,0.06931837087895132,0.2443600116146779,0.4326755788047595,0.004649705895043675,0.1464217956471794,156.14290118756904
3100,3.417514354840465,0.8846910583758145,0.0693927395562418,0.2450526471480376,0.432475475006823,0.004653176731783783,0.14615605024617034,156.1768819409267
3200,3.415039821513359,0.8856931125833092,0.06958347670241856,0.24522586828189244,0.43252739482878133,0.0046540649805596425,0.14607290182173485,156.1195300024436
3300,3.4086568437236164,0.8856427464055554,0.06973276591041853,0.24642832720793745,0.4322256118811758,0.0046559596170697775,0.14572881796066686,156.02680741867462
3400,3.406020122271824,0.886435907132177,0.06965938735177128,0.24654625033887145,0.43209259421845575,0.004659106845920133,0.14557775816964771,155.88254960878754
3500,3.4039226446700863,0.8873434496936955,0.06974306406971956,0.24685100640559726,0.43179463230298637,0.004663758215163144,0.14562233952288411,155.84635877051502
3600,3.4027758611697005,0.8877028800649038,0.06981779078185578,0.24716756948679747,0.431567013630132,0.004668122054424564,0.14551503855784,155.77685981433194
3700,3.4000461702369944,0.8887126136894621,0.07011049510209537,0.24784799837142063,0.4314838945171651,0.0046702354287393045,0.1452849434433184,155.62872913355358
3800,3.398519715239349,0.8891129000687656,0.07004119086758585,0.2484193495353177,0.43129426651975794,0.004673946161886308,0.1450501055063667,155.67105423020942
3900,3.3949007216221943,0.8899194681353451,0.07021257807886698,0.24872963763235112,0.4311991204167887,0.004675518612506364,0.14513149698740552,155.52186239629896
4000,3.3952244267632405,0.8916611128810917,0.07034170920522821,0.2493365125421214,0.43096132835485196,0.004677191968599534,0.1448515657818332,155.38572015255338
4100,3.393713869224973,0.8923571104176329,0.07041476158908393,0.2498539529857686,0.4308026908099904,0.004684098704311769,0.14479268392753344,155.31282289367155
4200,3.3901625980219285,0.8928862543354661,0.07046348209542952,0.2503948541311617,0.4306778195480461,0.004684019524200004,0.1446658378959572,155.28396254848118
4300,3.3910467736167362,0.893050078252206,0.07064567256934892,0.25062103945639547,0.430456911866338,0.0046900050469351326,0.14455545410985848,155.29983329976747
4400,3.3892432666620462,0.8942005757496702,0.07049785554647306,0.2507540929420394,0.4305061387167713,0.004690406475955634,0.14449609723818263,155.16512944975983
4500,3.3834104245700676,0.8950891730740784,0.07066943651072273,0.25148623963230887,0.43031660516905357,0.004694846896174726,0.1443574898642272,155.10909057726124
4600,3.385518839574511,0.8956913190688234,0.07061608781133724,0.25149472333490835,0.430287838768956,0.0047013408849741435,0.14407120402154386,154.98560782035895
4700,3.380202598985166,0.8955606745500684,0.07081335684122103,0.25193300333933955,0.43001367145623925,0.004701689580990073,0.14389945213650088,155.06229371707093
4800,3.3781313678441056,0.8963207101733651,0.07079122167963682,0.2524691667050189,0.4297741643146525,0.0047063141505019265,0.1438611664647407,154.87771073328008
4900,3.3787684359606054,0.8977114699373389,0.07087178400088992,0.2529121079024584,0.42985169747544555,0.004711007000423035,0.14390641268032223,154.93293430072396
5000,3.3777452994447437,0.8978497332895133,0.07102078650740538,0.2537433152058313,0.4294935808009538,0.004714693579332677,0.1435802051365181,154.78284952850743
