milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
0,0.5038688559475887,0.20063792435727992,-1.599195898107317e-05,0.09913658476687817,0.0009502872967070746,0.09960634497670662,-0.0018539835140529573,0.09959034913215331,2.9986547254534957,0.10496176332665563,0.09809104109417985,0.48921875462249886,0.22224273880569162,0.10320145359009594,0.09855726929452743,0.09953590957849198,2.0,2.0,2.0,2.0,3.0,1.0
100,0.44241381711291367,0.2442682722922224,0.00024170477884068054,0.09268007768756609,0.0017647970931184633,0.001813336001812331,0.01712433184714967,0.039503983036790986,2.9493191966473438,0.1577801629016836,0.13894014585707853,0.594018032264014,0.2432225714693245,0.1028238582464993,0.09314260199742877,0.09212199482375036,2.0,2.0,2.0,2.0,3.0,1.0
200,0.3837839798524521,0.28600749835006084,0.00037120411036691226,0.08680824813513742,0.0025566281608092704,-0.0002903269624285401,0.026077958318540078,0.016617557964169995,2.9287256918475157,0.1622740697879497,0.19304037849324712,0.7136737358370756,0.2562859407984671,0.08570405822346475,0.09438893119954528,0.08443521958474194,2.0,2.0,2.0,2.0,3.0,1.0
300,0.3319625257965344,0.3269953144768001,0.0004359425515108279,0.08118933668534556,0.0032837497746065073,0.0007849496584577096,0.034842178967888535,0.007264322533939529,2.918873683604207,0.16858555205047154,0.22062293181266684,0.7939069450669316,0.311120068338971,0.07227976313116034,0.09948109725232297,0.0766928378169625,2.0,2.0,2.0,2.0,3.0,1.0
400,0.29877851163746044,0.35544683566904545,0.0004952705334698335,0.07569414070491776,0.0038300024291179364,-1.5937474319098423e-05,0.04469076490036565,0.003909749626201798,2.9165172077953816,0.16642739177450183,0.24116221913538152,0.8800399460075033,0.3485298787659521,0.07059680605528296,0.08857602360086626,0.0716043349116414,2.0,2.0,2.0,2.0,3.0,1.0
500,0.2555370193559249,0.38369165268867683,0.0005607137820331367,0.07143335066695994,0.004383123320099064,0.0008594190335440493,0.05310107267696703,0.00273402105904697,2.9148194559631344,0.18211036111415946,0.2584038333903598,1.0094370675212094,0.36653537619222476,0.07188138135882814,0.09586001485250778,0.06479463034642396,2.0,2.0,2.0,2.0,3.0,1.0
600,0.22409452346786732,0.40582199211590037,0.0006214818276769605,0.06678181676419682,0.004826672547563291,-0.0003877431969604516,0.06091667336618721,0.002674903438979034,2.9152482507047766,0.18736084812357706,0.2943411169920333,1.0797449841787616,0.3876498784898436,0.09664627759781075,0.08645802245245093,0.06079395552750324,2.0,2.0,2.0,2.0,3.0,1.0
700,0.19993072802294568,0.4259937310163348,0.0006783109996276503,0.06158902765282846,0.005327361472631508,0.0003439363488726363,0.06387112956124205,0.0025597110630156757,2.9124165477151185,0.19675293309893685,0.29506365596062994,1.2064997211398834,0.47292463226771375,0.08739004665708515,0.09304450692125554,0.054991716445550815,2.0,2.0,2.0,2.0,3.0,1.0
800,0.17624658027005846,0.445900982736386,0.0007495438991184718,0.057094852189084104,0.0056338201424314515,3.4167670643470214e-05,0.07002383666325755,0.002169265983697194,2.912723939160951,0.20134796172373617,0.3271058061951529,1.2682989325122995,0.49405526501668934,0.07173927633342347,0.08294654096190998,0.05020543211035678,2.0,2.0,2.0,2.0,3.0,1.0
900,0.16216855035287955,0.4613563300060797,0.0008027657209437956,0.05487151556169008,0.006032514644436554,-0.00020694551801607079,0.07523440453351787,0.003161110231323518,2.9120884964210725,0.20329090017117024,0.3443213642208522,1.3530787682660887,0.5541263212511304,0.08428526736829117,0.09157671920796959,0.04586290247279629,2.0,2.0,2.0,2.0,3.0,1.0
