milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
1000,0.1434504187766862,0.4742683364190182,0.0008581977254851685,0.05150397793276402,0.006224876424572057,0.0007573010580661532,0.07772382347514492,0.00287372278357568,2.911413805171352,0.20823329248830136,0.3553503124840755,1.4668645814925476,0.6656068167727253,0.09611162007626767,0.09008014415627472,0.0428391625559868,2.0,2.0,2.0,2.0,3.0,1.0
1100,0.12518886022388248,0.4861026339901561,0.0008842256678834639,0.046785171643393145,0.006455918447399569,-0.00016558774567748598,0.08552892281529731,0.002290097238450294,2.910958277061514,0.2185257025473911,0.3954178681372995,1.5504781130761738,0.7319993354804643,0.08984583475106842,0.07948479081565442,0.03895852814712033,2.0,2.0,2.0,2.0,3.0,1.0
1200,0.11836517372487358,0.4957865158762091,0.0009364274699307713,0.043626073419555295,0.006751174053419996,0.0005738654718166032,0.08815042177486693,0.002531969957386346,2.910637350651157,0.23313379791719777,0.4147146220042751,1.6192055479148189,0.8236202088418285,0.11498333507560543,0.08337382082080573,0.03610551707797744,2.0,2.0,2.0,2.0,3.0,1.0
1300,0.10462829821870695,0.509078281226493,0.000979127168633101,0.040922158748945975,0.006849546572263535,-7.158053889073424e-05,0.0894725341323309,0.0024674552998754026,2.9090752868967322,0.24312639974866465,0.4201017712155438,1.7078836041969507,0.8840399049252736,0.1238973636533922,0.0803581917841228,0.03357882694942052,2.0,2.0,2.0,2.0,3.0,1.0
1400,0.09499012312229231,0.5109234373487751,0.0010248910338881353,0.03775839486250791,0.007002713676456061,5.399550494577816e-05,0.09533218120641435,0.003000073099280412,2.9092400952113384,0.2522358336038254,0.4549979906342304,1.7785796363726611,0.9424273910168355,0.1398820689584949,0.08044436920030774,0.031236534968593563,2.0,2.0,2.0,2.0,3.0,1.0
1500,0.09199200366584061,0.5204561510454712,0.0010394779342411005,0.036611091514874614,0.007148273739702528,0.0009043545292721214,0.10361182143439798,0.00308969726659702,2.907887688952564,0.25576248196805096,0.4809142944389173,1.8476273129062022,1.0677086874795516,0.1531220384597734,0.07834057106637418,0.029788622078798666,2.0,2.0,2.0,2.0,3.0,1.0
1600,0.0862079278677346,0.5291039599834995,0.0010665924615113078,0.03233110793129881,0.00720957078149564,0.0006815965736990195,0.10743772249515346,0.0034530892802595446,2.9072316944228804,0.26138214934114073,0.4923222865772368,1.902448255543431,1.1070001175747228,0.16819994349595452,0.08260563918946799,0.027687632463342767,2.0,2.0,2.0,2.0,3.0,1.0
1700,0.07271701950417248,0.5375956034935484,0.001120877373330669,0.030488873964081942,0.00719792756160961,4.922026289699068e-05,0.10664061181394394,0.0030546376980188253,2.9072511389917053,0.2712422897579524,0.5165413709643409,1.9391901300409635,1.2051098780387035,0.16550587258459484,0.08369860621088154,0.02539162786233525,2.0,2.0,2.0,2.0,3.0,1.0
1800,0.06706538062570795,0.5417915204560209,0.0011329281853275724,0.02986679242549141,0.007292736515985582,0.0005275505213208965,0.11177598703082568,0.0034656914833384594,2.9043988796938,0.27639028312124025,0.5184281138561132,1.954990131406534,1.2823549353605586,0.19349344236827573,0.08439131463097553,0.024321032952710396,2.0,2.0,2.0,2.0,3.0,1.0
1900,0.07147551649644374,0.5454208784055427,0.0011433350213275989,0.027917435359603653,0.007296531980966009,0.0008314483349348739,0.11464667335747668,0.0028370763255694347,2.905067449937811,0.2893855133019745,0.549928461325027,1.9649230094927261,1.4275942744499603,0.191460947136605,0.08567314311972372,0.02253051196202322,2.0,2.0,2.0,2.0,3.0,1.0
2000,0.06561555411919001,0.5522892384466151,0.001187409179258089,0.0248998679429011,0.007367333959060464,0.0005849217424442393,0.12327711149806944,0.0033939608869245526,2.902110587241619,0.29561954142061975,0.5690219930549115,1.9656587227994602,1.480059695652335,0.23055340858428816,0.08574214517474957,0.020659163176606474,2.0,2.0,2.0,2.0,3.0,1.0
2100,0.05942227828250265,0.5538123160010784,0.0012023841830301311,0.02395986844098922,0.007297394975504475,0.0005829676434034802,0.12753528682655238,0.004097467809026406,2.901941056257371,0.3074863226965187,0.5997644059667766,2.0053110024731096,1.5925325461830864,0.2502344211354869,0.08942643162500545,0.021016229826258767,2.0,2.0,2.0,2.0,3.0,1.0
2200,0.05320425413828597,0.5595728049682311,0.0012421544579434803,0.022420013396452932,0.0072480681449271726,0.000687399656256478,0.12642650604565303,0.0036600354898121226,2.9015115893283707,0.31760175196625196,0.6082072228227032,2.0067923918178465,1.6798890835297149,0.2891041448460491,0.0895200192732529,0.019297424651611314,2.0,2.0,2.0,2.0,3.0,1.0
2300,0.05005344532756024,0.5657795416954062,0.0012687825208359785,0.019832833530446473,0.0072075108738119,-0.00021990007403971048,0.13480965018956398,0.0034862327029623035,2.898632555983567,0.32254080964867693,0.6316972411532528,1.9787334560346024,1.753122080782559,0.2885640185819471,0.09165603918466254,0.019484143564832992,2.0,2.0,2.0,2.0,3.0,1.0
2400,0.050631980776190195,0.5630968181141293,0.0012782441500504727,0.017842772225051838,0.0071646892509556045,0.0004835653399182069,0.1344607503765525,0.0038452770334064168,2.8983162193240353,0.33341697091750827,0.6737677794478577,1.9942949018401317,1.848029131911082,0.3423851165853108,0.09696202487764008,0.017071788548143074,2.0,2.0,2.0,2.0,3.0,1.0
2500,0.048024069300023106,0.5707349266968745,0.001292764132276826,0.017944563107012236,0.007082110560819207,0.0011602387435481528,0.1415959001798562,0.003849753351044099,2.894965578777352,0.34330683774210174,0.6743263307872314,1.995477131681298,1.925897483330541,0.36529229741415187,0.10326525909028064,0.01727530492963264,2.0,2.0,2.0,2.0,3.0,1.0
2600,0.049008852922881686,0.5699146950307432,0.0013282624698240071,0.01604226012061041,0.007136473905798852,4.7614107035301976e-05,0.14756053392794857,0.00453960645820719,2.895522865967121,0.3553410055760665,0.721306593965367,2.006573901816795,1.9710848272700447,0.3980368719139293,0.12090074495874839,0.017469099139278778,2.0,2.0,2.0,2.0,3.0,1.0
2700,0.04920002119116048,0.5803152855292513,0.0013160079373384476,0.013802847850439191,0.006938312212685045,0.0010880566074511152,0.15259743636919326,0.004671233860317273,2.893781555124407,0.3580208167549467,0.7134637421344142,1.98458889268376,1.9544799501364571,0.41804403690517267,0.12704815074507772,0.01736486027431767,2.0,2.0,2.0,2.0,3.0,1.0
2800,0.04542831417203935,0.5832551121506468,0.0013510955104495106,0.014768788718472602,0.006924879009096641,0.0010117172639517139,0.15107606174329968,0.003816437389230939,2.89286393259811,0.36773488593831055,0.7535095370547622,1.9712892841725747,2.004856151895819,0.4620915809520596,0.12783693486068032,0.01768664988539767,2.0,2.0,2.0,2.0,3.0,1.0
2900,0.05017959313108719,0.5857102900103331,0.0013558714128851762,0.013567485468759959,0.006820286941591839,6.787642198603306e-05,0.15725822785218116,0.004636990643355592,2.890276595754744,0.3744661255880401,0.7678772831081373,1.997979204505991,1.9759966172931294,0.48306087406431425,0.1433664960760515,0.017645771663755513,2.0,2.0,2.0,2.0,3.0,1.0
3000,0.0431103947125132,0.5916586456151632,0.001393054985330542,0.011723680781373527,0.00668774749762457,0.0004191650823417984,0.1612904140482214,0.004578164369537455,2.887788793379499,0.3897989698608966,0.7976248547573845,2.004627897731078,2.01237390673767,0.5427901477332787,0.14930323215595118,0.017650980361849773,2.0,2.0,2.0,2.0,3.0,1.0
3100,0.04209790736684372,0.5888099720608037,0.0014029757172259855,0.010604212690339648,0.006669295686432393,0.00102711428828965,0.16310806018258742,0.004057427470736967,2.886410392632992,0.38673605105357944,0.8025130801312058,1.9814870060919458,1.9741926428343066,0.5749882796001587,0.15884898058927144,0.01823850191914754,2.0,2.0,2.0,2.0,3.0,1.0
3200,0.047205902094379595,0.5945900287877525,0.0014144436594601452,0.010711464046808167,0.006483474021618673,-5.601796450196701e-05,0.16850665943463253,0.0042330147413791935,2.884893570037368,0.3953462426144191,0.8476848025904165,1.9765140510911143,2.003580512323403,0.6067950801291248,0.16958199171838048,0.01858011638228234,2.0,2.0,2.0,2.0,3.0,1.0
3300,0.04135542909628519,0.5907543729355664,0.0014456740456992077,0.009084641849130147,0.006396077939884652,0.0010238087226056608,0.1730524156377847,0.004572480004286146,2.8824709408270857,0.404212109140667,0.845660500521804,1.9916107628604192,2.0244813639456494,0.6303100217937676,0.19032838502464006,0.01907071950236239,2.0,2.0,2.0,2.0,3.0,1.0
3400,0.042464286421835105,0.59899761026084,0.0014626184725708606,0.010383142790906406,0.006270983808270195,0.0011177713292163426,0.1779645127868457,0.004990571512494446,2.882654719236448,0.4179789629031046,0.8649308739346839,2.010036309300532,1.9734852301395236,0.6690837223960214,0.19787534373603238,0.018646090781458104,2.0,2.0,2.0,2.0,3.0,1.0
3500,0.04612028175346086,0.5978418631008,0.001455642393540701,0.007976831582943544,0.0062421646479128914,0.0008680365281990951,0.1839401376677961,0.004702688908909126,2.8799525656317018,0.42394789827142787,0.9045534257878382,1.9931058325499622,1.9785275503174702,0.673960285930505,0.21455193275767856,0.019773717739077372,2.0,2.0,2.0,2.0,3.0,1.0
3600,0.042240372366941226,0.6021705866953723,0.0014563506800125327,0.007752481583624794,0.006126605631120228,0.0012876374020307042,0.18238899847966938,0.004729459367444331,2.87864594257447,0.43416451309981363,0.9061864273386171,2.0079930035819453,2.0014690401402278,0.7077199879492184,0.2215520794606684,0.02198538345415952,2.0,2.0,2.0,2.0,3.0,1.0
3700,0.04321162034678863,0.6086594362960802,0.0014689854209117448,0.008307253008598622,0.0059353957585030715,0.0006786678716204251,0.1912654887373605,0.004534576850744729,2.8758819149376604,0.43808629335475585,0.9388235148560331,1.968367453475485,1.9761518437654735,0.7535026921602803,0.23481027137083615,0.022032371287121315,2.0,2.0,2.0,2.0,3.0,1.0
3800,0.04325257280740929,0.6091684688835497,0.0015060634106461644,0.005677531863872975,0.005879006736143355,0.0009473926538385066,0.19205540247008976,0.004886845434044041,2.874072596629829,0.4520291529833355,0.9521760806726134,1.9711062680953253,1.984225103290845,0.7837972137107716,0.2574760662389631,0.024053405249142488,2.0,2.0,2.0,2.0,3.0,1.0
3900,0.04720377290092918,0.6073770527086534,0.0015261690769934426,0.006529218742984702,0.005633056301692739,0.00019050141715057497,0.1961782309778943,0.004696186134594081,2.872355714824109,0.45813825405049885,0.9901995903492494,1.9974136082762068,2.000427411693484,0.8333489262249723,0.2635792041602968,0.023709159984157836,2.0,2.0,2.0,2.0,3.0,1.0
4000,0.041268663138677664,0.6158075864764528,0.0015180800435361849,0.005655994693289668,0.005652436965791967,0.0009587921737178868,0.20132226887276947,0.005246445024030183,2.869652159808965,0.4716864311740294,1.0170858991333223,2.0063800985854066,2.0056570538347165,0.847092523793232,0.2784841317025891,0.025242810407742698,2.0,2.0,2.0,2.0,3.0,1.0
4100,0.04707006027707979,0.6119035292134045,0.0015492605209602875,0.0055795875806948425,0.00549051321239853,0.00019861128665017442,0.20669326812347755,0.005809936644117143,2.866501567351514,0.4813077271431118,1.02571887929842,1.9896611325008424,1.9902943001139108,0.8636220820965846,0.29953634464664614,0.026410072589648923,2.0,2.0,2.0,2.0,3.0,1.0
4200,0.04300410844600436,0.6171898277347935,0.0015536173299165235,0.005843425740433858,0.005341834683035707,0.0009449787084927843,0.20615910065331502,0.006006997980658178,2.865183965916795,0.4884244566011309,1.0349009916131433,1.9961213895161805,2.011540829244351,0.9079228162281212,0.31230364149274537,0.02811889930641605,2.0,2.0,2.0,2.0,3.0,1.0
4300,0.040955491714783944,0.6175633364155155,0.0015832413518046926,0.004011664178778997,0.005199871360145935,0.000634399073930781,0.21491826612376994,0.005665725713667862,2.863589589431478,0.4957459111604034,1.0591344088698629,1.9913019392454376,2.011480301850865,0.9524505100820202,0.33116188011520303,0.03013710804592163,2.0,2.0,2.0,2.0,3.0,1.0
4400,0.04255490797699142,0.6243518568437618,0.0015869198095217177,0.003969750656632068,0.005046313424971682,0.0014412326227060317,0.21767306998026628,0.005714779217894652,2.860306894327745,0.5037439172864141,1.074736641944635,2.008461146247942,2.0052439907786064,0.9872748474918621,0.34256298176269795,0.03079657686719417,2.0,2.0,2.0,2.0,3.0,1.0
4500,0.04562817688960675,0.6213318878455198,0.001595731017115099,0.003303820558970028,0.004936300327085847,0.0009816713372119922,0.22141727848100853,0.006203423652402034,2.8591402089650115,0.5074868240672895,1.1125360468408685,1.992342778428337,2.0155583514173365,1.0034371994091802,0.36132438419365853,0.03318402565029427,2.0,2.0,2.0,2.0,3.0,1.0
4600,0.045902906192766865,0.625339273980272,0.00162792256718138,0.003919575192376425,0.004825879944945879,0.0003187481983987604,0.22152052599494274,0.005549800492029435,2.8551109708523716,0.5177939737453189,1.1489437338471347,1.9924911740319262,2.0012043831844397,1.0419945303279154,0.3737595901167701,0.03390441712013861,2.0,2.0,2.0,2.0,3.0,1.0
4700,0.0395361770860486,0.6319359817789808,0.0016442589695807456,0.004504313977997115,0.004795132547315115,0.00048642022534882987,0.22621478789513383,0.005750616166862923,2.852081428251693,0.5203573054452922,1.147883551545044,1.9850119776069761,1.9805329846677144,1.0638636625662141,0.39019476763131644,0.03711185737376992,2.0,2.0,2.0,2.0,3.0,1.0
4800,0.04411779709123357,0.6347007271648707,0.0016610099172337351,0.002553208849438204,0.004603760658992001,0.001287793875627971,0.23317451358291164,0.005725102770789828,2.8497777723141446,0.5319579811012654,1.1731798096135588,1.9859286161589718,2.0246724342077074,1.114789702815099,0.4024221375392412,0.03890423368501051,2.0,2.0,2.0,2.0,3.0,1.0
4900,0.04449297211350559,0.6351092482176568,0.0016580813676725706,0.003195849346937412,0.004585958689485317,0.0006110052930478622,0.2383790625734339,0.005778852066844982,2.847618782497764,0.5470671535572589,1.2021544064733405,1.9869296460631383,1.9937615838749165,1.1231205938794826,0.42134502906114485,0.04027526676477036,2.0,2.0,2.0,2.0,3.0,1.0
5000,0.03797201883110574,0.6380812872635763,0.0016692679908393438,0.0030547803934843033,0.004437454787657716,0.0013899169025551267,0.24130077511968318,0.0063206864248730715,2.844501566632115,0.5529388641750074,1.227584188455716,1.9678303684566263,2.0307080580183907,1.1568819883974681,0.4404167500573891,0.042048742745994606,2.0,2.0,2.0,2.0,3.0,1.0
