miliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
0,0.5000954521022161,0.20516252037641933,-6.537298138484743e-06,0.10032178266877524,0.0009552182819485877,0.09981939608978582,0.0019658404330212655,0.10017478605273647,3.0002987696584125,0.09652735590574393,0.1112798086286034,0.5150769051257716,0.22156428825335645,0.10442852700863546,0.10361976871196776,0.09911133312346179,2.0,2.0,2.0,2.0,3.0,1.0
100,0.43772080427315524,0.24769095769420613,0.0002517757773305526,0.09349164284108336,0.001811789577832381,0.002264881100446146,0.013239637988114672,0.040072934486055936,2.9484593776069774,0.1642589644507031,0.15925403747448227,0.6023340702944192,0.2382784625357142,0.11096111431235597,0.09352630760689165,0.09236848248750978,2.0,2.0,2.0,2.0,3.0,1.0
200,0.38499735724819534,0.288118959774442,0.0003490122765389042,0.0881642375235212,0.0025301519888491983,0.0005360839071064218,0.02724022238508212,0.016589467784162967,2.927629881361637,0.1639339195268699,0.1803489363500292,0.7171332145553596,0.2550808350674643,0.07810546129968478,0.09665514262329057,0.0852611948680392,2.0,2.0,2.0,2.0,3.0,1.0
300,0.3315567308281868,0.324888078114966,0.00043844714487030327,0.08172302909778618,0.0032309391839942673,-7.44383022489763e-05,0.033897141146149175,0.007828281781344409,2.920533472584315,0.1641890238524164,0.2229354260978502,0.8078247738682076,0.2678740077881289,0.07699217418514011,0.09717723777781465,0.07814368464811565,2.0,2.0,2.0,2.0,3.0,1.0
400,0.29021875593766444,0.35843022224127813,0.000515715173171182,0.07533823824985546,0.0037698078359052643,0.00012858671901547187,0.04264067189792017,0.005023484478378331,2.917342823142558,0.1747559510458003,0.23842312233147997,0.9190293969725732,0.3360829250045244,0.07910861916032785,0.09353710435594927,0.07146509113347761,2.0,2.0,2.0,2.0,3.0,1.0
500,0.2589589819795409,0.38591993255954543,0.0005458974502405559,0.0726471804644461,0.0043133695449791495,-0.00016327308473289726,0.05166712979215736,0.0037259724972290437,2.9154950836763907,0.18173618066335734,0.25909533181897204,0.9815363231744471,0.36310835759161214,0.09825852332030267,0.0907816214976906,0.06554663598257729,2.0,2.0,2.0,2.0,3.0,1.0
600,0.22300874080518884,0.4110348705353074,0.0006263016265169042,0.06653719675544749,0.0048029333070775376,0.0003422216387615707,0.05735076365714014,0.001968637066821401,2.9133859792631434,0.17892495634307568,0.3010854234355892,1.1039494047489173,0.42022764069486584,0.07767530611887348,0.09254674535779378,0.05954873372592114,2.0,2.0,2.0,2.0,3.0,1.0
700,0.20408096352518043,0.4277099374315066,0.000683224043182646,0.06292774983389408,0.0052206685056322,-0.0003274185700045883,0.06253152952001549,0.002211288898382244,2.9145004025884154,0.19397696397991596,0.3045616878204708,1.177946544052624,0.4947660020558775,0.07732789235609024,0.091083553429559,0.05579966261325344,2.0,2.0,2.0,2.0,3.0,1.0
800,0.17717651601690856,0.4467621466769,0.0007455590925201452,0.05685409172263682,0.00564801396261882,0.00072538508563202,0.07002466257396481,0.0021403723253587506,2.9133074406073383,0.1931932224987725,0.32577442889401625,1.2956052217222778,0.5444933114656434,0.07841189659107303,0.08911192165884967,0.051701632460248906,2.0,2.0,2.0,2.0,3.0,1.0
900,0.16310830095909817,0.46120573603412446,0.0008081291140267695,0.05377644670195206,0.005930374879203586,0.0005711604994148585,0.07583192756433071,0.0027047918287458287,2.9127394041916634,0.20459443109054756,0.3531348723216994,1.3871575837750452,0.561803060195667,0.10251090781881167,0.08479167591433076,0.047022651896130654,2.0,2.0,2.0,2.0,3.0,1.0
1000,0.14112530597146275,0.4776867394127865,0.0008451035846746807,0.049211371345371784,0.006271983845688996,0.0004898325760414396,0.0819103255957458,0.0025164789979299604,2.912708621082447,0.21844331064822553,0.34831229062239316,1.4660201961535893,0.6228621532394778,0.08886324348448582,0.08013989080833549,0.04368640933829902,2.0,2.0,2.0,2.0,3.0,1.0
1100,0.12559086122350857,0.4839440125383849,0.0008975943886572813,0.045884142251340236,0.006494564557539376,-4.535342392211007e-05,0.0862122706978402,0.0022619424343440866,2.9119060714707317,0.22396585777986164,0.38563793900279275,1.5314929365683465,0.7437039362082076,0.11037171450955693,0.0785437238718899,0.03899230131465021,2.0,2.0,2.0,2.0,3.0,1.0
1200,0.11022998303276788,0.497323237831395,0.0009394961843358744,0.0432326797053038,0.006677144705921432,0.00041473508319280817,0.09010558468963206,0.0020907708861941502,2.909790811301412,0.23240394270594295,0.4064487731476351,1.624247922482961,0.7793719638244745,0.11900388948117063,0.08749215939074124,0.03634113816699205,2.0,2.0,2.0,2.0,3.0,1.0
1300,0.1027794080247352,0.5116866106001804,0.0009752323870853523,0.04031511501775225,0.006874763718988745,0.0006158302940382812,0.09506949667501408,0.0025754054635346788,2.9106191022596386,0.23680185510685062,0.42713931052934917,1.7059342946359484,0.885840402406894,0.11353971669840092,0.08360940826684733,0.03479886944709252,2.0,2.0,2.0,2.0,3.0,1.0
1400,0.09299171152440783,0.5174762381212599,0.0009974000004742709,0.03678504944180725,0.0070258045452426835,2.6572224843558637e-05,0.09654160462346352,0.0031171576626682867,2.908565146639462,0.24758206208398106,0.4418334354681775,1.7825061998977407,0.9559963879699753,0.1315103915191127,0.08184260460081504,0.031846282141545154,2.0,2.0,2.0,2.0,3.0,1.0
1500,0.0859955190282367,0.5240582375233362,0.0010609667442955711,0.03452115909700804,0.0070848300450572065,0.00011530245792404982,0.10001636011448248,0.002899572602793629,2.9070128919114446,0.25703443903060846,0.4543257889815306,1.8314814679171842,1.0625974046464173,0.15816514837801043,0.07625947197286481,0.02998373041367455,2.0,2.0,2.0,2.0,3.0,1.0
1600,0.07592328981499626,0.5288541707884934,0.001059169218375389,0.03267089683459457,0.007256771959019838,0.0005729926553635588,0.10494648710555557,0.0028638601106007445,2.90731341146147,0.26781563233515276,0.4831865780229972,1.9099465662970767,1.1550031193594763,0.14148502225902065,0.07749266985973141,0.028122965713016153,2.0,2.0,2.0,2.0,3.0,1.0
1700,0.07079141506059307,0.5342292401081946,0.001122372159187004,0.030082850739172246,0.007251721870403837,0.00041677755131704883,0.10911022428205547,0.00240500078374286,2.904743619540682,0.2707364680556497,0.5024933728390691,1.9342460388479645,1.24688209615593,0.1820686227089644,0.08697155313691919,0.0247968226787075,2.0,2.0,2.0,2.0,3.0,1.0
1800,0.07062541950962058,0.5396448743950687,0.0011391715973035979,0.02745063241453553,0.007290603752999117,-7.467453314820847e-05,0.11343366543823269,0.0035243558400647862,2.9059462820233755,0.2785367494633842,0.5192841968101585,1.9782428511288996,1.2865023342361652,0.19600719151542026,0.08728787774800198,0.02343304870937761,2.0,2.0,2.0,2.0,3.0,1.0
1900,0.07185076049406416,0.5430168841766627,0.0011551321411089972,0.02711539849516164,0.007298641249695958,2.8295698515551403e-05,0.11826950108616131,0.002934773840467416,2.903931848515306,0.28653570400345446,0.5449437708042988,1.994179298849746,1.3772895141366641,0.21195622222917146,0.08387011733592246,0.023381936092586812,2.0,2.0,2.0,2.0,3.0,1.0
2000,0.06131560420707515,0.5556460596596354,0.0011813413516984306,0.025318504788914637,0.007256239676263178,0.0002964096365395019,0.1196387808237331,0.0026579540847476266,2.903174762851765,0.30240172386559083,0.5846891389464985,1.99480342868203,1.4843213532232888,0.23762181145080494,0.08852708077550929,0.021103316072271536,2.0,2.0,2.0,2.0,3.0,1.0
2100,0.061892929724640576,0.5557770203251629,0.0012130523367745436,0.022045719920595647,0.007361480269266835,0.0010417835003456747,0.1230304939739291,0.0027593493896690066,2.9016153630196073,0.30724410589541346,0.6107872106686388,1.9768066480365432,1.6001008970074606,0.26307444917965406,0.09374552063586464,0.019783366034024873,2.0,2.0,2.0,2.0,3.0,1.0
2200,0.06213048526745883,0.5581869605372498,0.00121486549271462,0.021939546945892993,0.007275444226287928,0.0004891380027847435,0.1318611718968488,0.00318908163969604,2.8989294175017655,0.3212605412779399,0.6195333424528623,1.9958351498980127,1.643358458656905,0.26359319994305763,0.0912589776669374,0.01896795475256388,2.0,2.0,2.0,2.0,3.0,1.0
2300,0.05649691217997108,0.5673842890735744,0.0012436927462078427,0.01915120547808117,0.007230999295665519,0.0003280595771289313,0.1348306769878524,0.004213795803982643,2.8978647590606816,0.32186552276569,0.6429021226854373,1.975570020625976,1.7240595737127444,0.29575638670004084,0.09577002805594494,0.019539512060661963,2.0,2.0,2.0,2.0,3.0,1.0
