miliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
1000,0.14114643066656196,0.47705610712427005,0.0008382788881127033,0.05134983604857098,0.006248540946776014,0.0006969134927706439,0.08157422932257549,0.0025040331235967874,2.912692689268096,0.2098037675717168,0.3777706224488625,1.4702592799113727,0.6485980320478536,0.11075811998166817,0.08803579335052594,0.0436849081640704,2.0,2.0,2.0,2.0,3.0,1.0
1100,0.13169812358814037,0.4828728966138635,0.0008765377762294965,0.048163090146522515,0.006501396335553511,0.0005385169877264211,0.085579275542267,0.002573982277253292,2.909855023060414,0.22622211263905417,0.3761987962806329,1.5585331391253296,0.7512313066485895,0.11416621487912627,0.08584779239664565,0.03872357741699564,2.0,2.0,2.0,2.0,3.0,1.0
1200,0.11939231188862746,0.4995561620684255,0.000922266543131638,0.043951212472838556,0.006752230440557659,0.0006885690733700921,0.08915989050692869,0.0032036869428315137,2.9113712695580145,0.22558307516803583,0.3942083689016111,1.627173040610472,0.8148680784729463,0.10045640425299385,0.08667999533156144,0.037440903787988755,2.0,2.0,2.0,2.0,3.0,1.0
1300,0.10648117493550945,0.5029610827279586,0.0009814749110091542,0.04214381396828426,0.006850108133350085,-0.000186750989737222,0.0935537953724903,0.0026630464985761618,2.9094115494063244,0.2381559415471753,0.41388164888069734,1.7156443567552817,0.9048835566784323,0.12292200957329182,0.07825850194896611,0.03488006873817349,2.0,2.0,2.0,2.0,3.0,1.0
1400,0.0910131115404701,0.510862261338323,0.0010257419649275232,0.03716938516944109,0.007022708501683288,0.0004134818049538031,0.09369360263936352,0.0029351647100157668,2.9082711312845806,0.25183673579355914,0.43607164778280827,1.7665913038942376,0.9313694385377037,0.12870438144127005,0.07816028773449091,0.03175921498630544,2.0,2.0,2.0,2.0,3.0,1.0
1500,0.0904698271670201,0.5268046627536298,0.001061933915571401,0.03575921199339736,0.0071712824633760825,-0.00016759023775051905,0.10168367680313661,0.003442402179320523,2.9075934198033666,0.25810063365211017,0.46316123216237104,1.8484125209953302,1.0573908607978084,0.13331605881329825,0.08119555173459954,0.030145496974382843,2.0,2.0,2.0,2.0,3.0,1.0
1600,0.08517234587058653,0.5266864332304328,0.0010584653851675697,0.03225472805703542,0.007245492834342081,0.0006415724398970985,0.10391282594610622,0.0033165970761965978,2.906248980484009,0.26145375281740163,0.47718641811460966,1.8813233610961184,1.1307735035921853,0.15108426876479872,0.08653689247739897,0.027873366098850008,2.0,2.0,2.0,2.0,3.0,1.0
1700,0.07714411325004161,0.537144715730743,0.0011242352479159145,0.031430242838459646,0.007240084745251095,0.0008522843440439754,0.10689798910734208,0.0030065446956762305,2.9064946651955683,0.2724377896328069,0.518866771159134,1.9507058183419694,1.2188065424543602,0.16512874731726712,0.0765692899265925,0.025435080769985893,2.0,2.0,2.0,2.0,3.0,1.0
1800,0.0669188895817683,0.543175635145892,0.001128260387533838,0.02834395455248009,0.00726283839594971,0.00042329563439893005,0.11522416856991044,0.0038343500053082133,2.9035536872355774,0.28077994689074554,0.5284945160869642,1.9789607427112008,1.3305434500397904,0.17590179039002696,0.08752920320621406,0.02412231606897977,2.0,2.0,2.0,2.0,3.0,1.0
1900,0.06774043163402114,0.543703329881467,0.0011706314171724128,0.0276843608692004,0.007303430795136624,0.0008470254493056911,0.11687956923972732,0.002760345366858055,2.9044209095561797,0.29580996170547885,0.5672276820101682,1.9604989664212458,1.4035350830606483,0.20275766945483156,0.07980803153475485,0.021606999719553675,2.0,2.0,2.0,2.0,3.0,1.0
2000,0.06620031625840386,0.5480715578192006,0.0011839530144093352,0.023901966946370895,0.0073177913146880505,0.0009243846421181172,0.11981018356580593,0.003260006786933949,2.9014388685355934,0.29915390573649747,0.5734773334888449,2.0002466485812764,1.5125715003563227,0.22411666476977785,0.08797901536815364,0.022081377604795702,2.0,2.0,2.0,2.0,3.0,1.0
2100,0.06443524238290649,0.5537617908654859,0.0012160724249460518,0.023644232903436414,0.007278120093187398,0.0001241617499977491,0.1266185254354794,0.0033689978425692404,2.9026227315197644,0.30604840249156307,0.6014387422823871,1.9893989232086653,1.6004772005957715,0.24662523997096994,0.09310860763040434,0.021084866969661425,2.0,2.0,2.0,2.0,3.0,1.0
2200,0.0541118446836327,0.5610740017794345,0.0012342240899604116,0.022368393771994708,0.007348238041087655,0.0006608769445242463,0.13156884370288033,0.0039466624083951156,2.901310961422288,0.31727312980516564,0.6180655991099401,1.980745373727505,1.6768764737366322,0.27340653719592123,0.09454819996349768,0.01986401318266337,2.0,2.0,2.0,2.0,3.0,1.0
2300,0.05834127589742549,0.5678630410150969,0.001251436864474309,0.01871131057111304,0.007258731993996111,0.00022408147438261636,0.13527858610692203,0.003203448634012284,2.897609261614721,0.32721217401043123,0.6584074256962617,1.9721129984007253,1.7647253964549368,0.3117802942892274,0.09188688998688821,0.01943688032614016,2.0,2.0,2.0,2.0,3.0,1.0
2400,0.05667158946449271,0.565224334755396,0.0012886788220620427,0.01781881777616576,0.0071692121801389,0.00019930278033629541,0.14050653297601662,0.0037480177585915023,2.896306212165588,0.33494644490916,0.67235787854478,1.9744076536482984,1.8144861708271867,0.34033158777814326,0.10493667719133579,0.018845465067375687,2.0,2.0,2.0,2.0,3.0,1.0
2500,0.05091195492543793,0.5706389199235523,0.0012775014883966934,0.018234263728987073,0.007067245025004344,-7.446993230274105e-05,0.1435323714655283,0.0037300118520784647,2.895395306615212,0.34548208571870986,0.6794686416393645,1.9770380774382459,1.8730215001883592,0.36035833903042613,0.111337640812521,0.017440380004448825,2.0,2.0,2.0,2.0,3.0,1.0
2600,0.04908500150768419,0.5730919803956677,0.0013187654380277282,0.01648774835611269,0.007061063283400978,0.001018992382318788,0.14331717486816534,0.004189026948152129,2.8952574746830253,0.34604377701149397,0.6950174675994243,1.9804110799097685,1.9232472915855372,0.3788021731532104,0.11097525407073044,0.017393525896074204,2.0,2.0,2.0,2.0,3.0,1.0
2700,0.054672483124372,0.5797182628855221,0.0013304734586297108,0.014087300116192027,0.007017824423527715,0.0010028995095038155,0.15083657885290735,0.004707333500485407,2.8930556671478973,0.3579518427413198,0.7221093317058976,1.98017629246077,2.00823685951499,0.44191328677446196,0.12561407116394366,0.01635547529124352,2.0,2.0,2.0,2.0,3.0,1.0
2800,0.04991640761220632,0.5816402036741674,0.0013319347994668706,0.013367050789132045,0.0069021515473815164,0.000905404135492427,0.1540985749777934,0.004099722989667659,2.8912833041385415,0.3702044001147734,0.7420590838143836,1.9843436901220053,2.0150669548554387,0.47103170396341987,0.12901662952629447,0.017321723949528398,2.0,2.0,2.0,2.0,3.0,1.0
2900,0.049042181072404545,0.5832958872449361,0.00135347065224854,0.013597365722881647,0.0068815447899652025,0.0006655476119889702,0.15459189253906533,0.004314395288476096,2.89128321723429,0.376648992882227,0.7610125109806128,1.9771258548178343,2.00700364777607,0.47805710668221696,0.1447009716877342,0.018019728219652868,2.0,2.0,2.0,2.0,3.0,1.0
3000,0.04510389919006389,0.5836400294552663,0.0013907277414503872,0.013435702147484777,0.0066820189793739505,0.0001769424693644197,0.15921027804398155,0.004012587884002087,2.8883524207094,0.3896422735717026,0.7835961082392495,1.9822266801369344,1.9869274517170086,0.5417271588890922,0.14702283115740353,0.017817872823520143,2.0,2.0,2.0,2.0,3.0,1.0
3100,0.04238153420457372,0.5942535324677173,0.0013986085539076378,0.011036696248502498,0.006636258017387179,0.0007144376004248066,0.1622433907180321,0.004480797907168577,2.8862413789884886,0.3881606468566856,0.80234579084561,2.001288475690672,1.9996045443220125,0.5766406299551039,0.16442185744527818,0.017619899427374103,2.0,2.0,2.0,2.0,3.0,1.0
3200,0.04060597178071639,0.591007037499397,0.0014196497449828526,0.010732250706378435,0.006479703957437169,0.0004268735164579245,0.16636861752998977,0.004494941656319475,2.8843738385457485,0.39528594370983783,0.831467242467005,1.9977776253519313,2.019177963689058,0.6045115161197467,0.179838393418572,0.01792477745048309,2.0,2.0,2.0,2.0,3.0,1.0
3300,0.04999036806499631,0.5903131875347654,0.0014474754252733527,0.010307547835430309,0.006369152510905313,0.0004243700739743565,0.17166438938672146,0.005036984937901446,2.883896623798644,0.4117523150520225,0.8697221944107019,2.004335557923933,2.0032153623226057,0.6379408009997306,0.19230919711677394,0.01798438852872306,2.0,2.0,2.0,2.0,3.0,1.0
3400,0.040692285057797886,0.5983256972378873,0.0014327612855830586,0.009961476385495412,0.0062308511379637,-1.3253750661219995e-05,0.17623124685741465,0.004480294918610793,2.88209209765668,0.41448159378868715,0.8853276610121531,1.973134566025428,2.016819773001305,0.6692458603117634,0.19533333338310405,0.020245254811680203,2.0,2.0,2.0,2.0,3.0,1.0
3500,0.04529220693383687,0.6012894710976653,0.0014393381016864428,0.00880520909931348,0.006175461371790097,-1.3949115208368315e-06,0.17862993409014474,0.0054260889850031024,2.879838886667379,0.4240419343675206,0.9010223995303528,1.9849839188134133,1.9703693362421377,0.7046021696116145,0.21751351338103744,0.020311590167460314,2.0,2.0,2.0,2.0,3.0,1.0
3600,0.045214689012965104,0.6014070317240761,0.0014565791728112106,0.008469788544271564,0.0060309781404373295,0.00042458947503663585,0.18478878512248612,0.004601993071808597,2.878518560728054,0.4313860853176221,0.9272941191648091,1.9672758321389345,2.0070968085307155,0.7127613074798159,0.22620764050127,0.020450674749322238,2.0,2.0,2.0,2.0,3.0,1.0
3700,0.04507356413246691,0.6062341323864272,0.0014688082388568018,0.007191602650921623,0.005998058720089561,0.001038456267181993,0.1887864676732447,0.0049811817941861425,2.875719715922631,0.44771402332063603,0.9513600221038991,1.9735125654268155,2.0157819191006316,0.7644285306074676,0.2433509677674976,0.02238301873217949,2.0,2.0,2.0,2.0,3.0,1.0
3800,0.0390296001539252,0.6076242158240441,0.0014996989502503882,0.007728172562426124,0.00577962180931068,3.228285362059371e-06,0.19170287263097283,0.005118241294094624,2.872489476439908,0.4552034030051071,0.9691231634491303,2.000013270098629,1.988175237817104,0.7676196564056477,0.2541964486536535,0.023939597142130377,2.0,2.0,2.0,2.0,3.0,1.0
3900,0.048249350950077416,0.6131106909078233,0.00150108980612685,0.007278121348775622,0.0056338746226879755,0.0009191700572840632,0.1970556270090227,0.0048310830857498195,2.8703177017557797,0.45356267747078394,0.968191100284806,1.9755792727273966,1.9856447704979425,0.827629405342762,0.265553894475989,0.02462117095679989,2.0,2.0,2.0,2.0,3.0,1.0
4000,0.0447728540828522,0.6093226873989094,0.0015340454514605846,0.006568593843310782,0.005521476270038827,3.220623259286544e-05,0.20154740278004402,0.005630422130108854,2.868255770576637,0.4657388805054713,1.0037052634104233,2.0098773094543567,2.0205322913047996,0.8524010689294831,0.28198504483435133,0.026582228909395506,2.0,2.0,2.0,2.0,3.0,1.0
4100,0.04841599458855193,0.6185840631115097,0.001527761516039736,0.004599000678149914,0.005443309596441,0.00015505243101162334,0.2035110889083591,0.006059972514427145,2.8676635276178777,0.4770821864554037,1.0158386793944032,2.003742669104843,1.9893622065898489,0.891023718684361,0.2944479294048803,0.027852789356506365,2.0,2.0,2.0,2.0,3.0,1.0
4200,0.04129742086932079,0.6163726233597114,0.0015730156202163727,0.00558703898634076,0.005278093660571049,4.274845588861614e-05,0.2063557656096758,0.006006881170053932,2.8642979934396497,0.48616529636989275,1.034656100869779,2.0014040069059913,1.979592855545761,0.9200111044118353,0.3146397004028943,0.028409692284326066,2.0,2.0,2.0,2.0,3.0,1.0
4300,0.038951677230373224,0.623909020974078,0.001573609745302282,0.005172913859838762,0.005281855907484479,0.0008181180349995566,0.2132597804138348,0.0052349130841284,2.861275206889664,0.4934093627024365,1.0521927837259222,1.9959547426588855,1.9704456838680944,0.9459720542886484,0.33182356352231324,0.029961774023500497,2.0,2.0,2.0,2.0,3.0,1.0
4400,0.03796752746436833,0.6238977662154738,0.0015971524358942752,0.004180834548460931,0.005111652813966404,0.0005178090026657387,0.2187356775916779,0.006027573564071148,2.8614337264599214,0.49930971666344914,1.0869969254473424,1.9804197880938545,2.027830598645752,0.9861557974425543,0.3418344262662856,0.03092753437035886,2.0,2.0,2.0,2.0,3.0,1.0
4500,0.04289183492518164,0.6217735043618199,0.0016093992791588196,0.004805823304952119,0.005030618974740544,0.0005668621086692725,0.2196726876045113,0.005847202728236762,2.859094173900065,0.5040005196426784,1.1164498580191862,1.9825158210932534,2.010196703675862,1.0187025356700539,0.3598286071055123,0.034084679552480276,2.0,2.0,2.0,2.0,3.0,1.0
4600,0.0401703050749212,0.6226407381799333,0.0016298519361410062,0.0037739029388840707,0.004850977594216908,0.00019737163524727644,0.22377714424241266,0.006526694001316828,2.856185788057818,0.5178084093563863,1.1487603773990158,1.9898227506031307,1.991907112416863,1.0461059978139395,0.37838773182758406,0.03444399435389494,2.0,2.0,2.0,2.0,3.0,1.0
4700,0.04659397723015079,0.6329985293743907,0.0016344337206666967,0.004881050459425774,0.004726882464955339,0.0009054717437241804,0.22800821423600134,0.006406214317617998,2.8535624029860065,0.5292294495971648,1.1530590722684626,1.9688064423831217,1.988785163361946,1.0834038444496767,0.3944757878711405,0.03689581563962305,2.0,2.0,2.0,2.0,3.0,1.0
4800,0.04798916919226427,0.631810650099121,0.001670217717575699,0.003714076555982852,0.004687105403776145,0.0005566894739427487,0.2317336181269131,0.006330134211854728,2.851311449002649,0.5385756737782216,1.1781916886691481,1.9985752807187722,1.9736702237053243,1.107332136868576,0.40571027424728623,0.03805686953963524,2.0,2.0,2.0,2.0,3.0,1.0
4900,0.041305265631377895,0.6347026201017584,0.001655731462751343,0.0037806435872377434,0.004565975474885903,0.0006222896579985176,0.2368724076027461,0.006808264715942233,2.848659980680251,0.548063644406562,1.2021105291204845,1.9972634584404803,1.9846078117786619,1.1200415094464353,0.41925631671099395,0.04077216696578738,2.0,2.0,2.0,2.0,3.0,1.0
5000,0.043305470073303,0.6383483855457655,0.0016675799497806363,0.004290538142920788,0.004461665268780984,0.0006971506373236217,0.24050580601677748,0.0071574414739131505,2.8441215316540203,0.5480839115834445,1.209720185525365,1.9988096980014443,1.9657652471366438,1.1516307692278955,0.4310326009252585,0.04120676261476391,2.0,2.0,2.0,2.0,3.0,1.0
