milliseconds,x1,x2,x3,G,Ii,Ip
0,73.17184060551149,88.05921139363214,99.10991318767198,10859.243271969128,205.20042977248661,59.47664575305366
100,72.98253778704623,88.1765183719226,99.01182835017762,10859.052200242228,204.76022908155755,59.3512176607737
200,72.61495059275707,88.10773385904379,98.94116627590982,10857.84496862093,205.07639769968407,59.177477103200715
300,72.77442455367195,87.92994278354581,98.92840042185561,10857.854991399836,204.75514363198943,59.267147189777454
400,72.53305452868952,87.71681604155006,98.69339560984942,10854.171509002499,204.3857621768134,59.182078431598676
500,72.34124371649524,87.57463326242713,98.62030819218565,10856.408202237017,204.45285666751616,59.006049546081194
600,72.20067440539074,87.57774545803183,98.66746346063012,10849.967044774527,204.22979153886686,58.936842725496895
700,72.05895708344738,87.28876621771713,98.58282833737202,10851.019512995454,203.66987161498804,59.07210064106529
800,72.17347616068123,87.07300175881244,98.40900256282154,10847.10953733451,203.6401899701906,58.90237534321322
900,72.1633934579129,86.92149537859729,98.25913099012399,10850.583829499717,203.45663246540175,58.7785469008312
1000,72.01272463436122,86.92902726467332,98.318732213198,10847.943248970298,203.27126738510393,58.85079143366874
1100,71.8097830192661,86.92558469256925,98.1961054944761,10841.98213335177,203.30459427610376,58.71033596640829
1200,71.76858562701177,86.78238014197126,98.13778667790459,10840.6612286966,203.22508486802246,58.80259993251961
1300,71.54957951572206,86.48488074179613,97.91989078952417,10846.209096352042,203.01951367128424,58.62344885124986
1400,71.33204789840524,86.58743175696308,97.93806377379234,10841.365028797594,202.41374064889393,58.565461107411025
1500,71.21990875908752,86.26407262646029,97.83039625437215,10836.530726727635,202.4799490903637,58.57061792514366
1600,71.11991039628657,86.12874432229076,97.57932169654384,10839.452006157559,202.3046924260157,58.49548772099171
1700,71.19552023002132,86.09908816336483,97.57952825191438,10834.191898241748,202.23641729658115,58.546839833546294
1800,71.09024731318213,86.12931082093537,97.45717377163193,10832.842079008542,202.0511318878498,58.42876476714781
1900,70.81916694583366,85.69826914310046,97.24784844427911,10835.178606992054,201.65966940623142,58.420644631895875
2000,70.73801149035535,85.73293131324169,97.36129875504338,10832.734140255849,201.7036537800966,58.30535089646432
2100,70.76497173090272,85.65705572035303,97.0708789678385,10834.565255986801,201.50683632445507,58.28665155582879
2200,70.73960496396305,85.51494261819384,97.09626441907479,10832.127009709819,201.24434697932043,58.19433110184903
2300,70.60612014941623,85.23141446810176,96.84760655177729,10835.522158185686,200.99473204198586,58.18139164600868
2400,70.49901919095278,85.34101888128794,96.96997418355868,10828.679876599992,200.63108157534342,58.155333491531266
2500,70.39920075576849,84.97076688730233,96.7310666495427,10828.56800616714,200.57526157678058,57.95599986293755
2600,70.12498910345728,85.13043886165461,96.65046516816325,10832.04864043037,200.31918966767233,57.92676503352003
2700,70.28614099055284,84.89147781659933,96.57391191969245,10828.856359506171,200.1691155377995,58.05927178531192
2800,69.85673515790907,84.71443292946606,96.42161528341094,10827.777982393669,200.33035509806666,57.92175010656685
2900,69.90263312933514,84.61616053024296,96.49536319678442,10829.245624437453,200.1061482682572,57.97848331062758
3000,69.97151631556143,84.53322570429307,96.2702573403192,10824.838225285981,199.81711532447497,57.872804551482396
3100,69.74932653206784,84.42308747239736,96.29630711692096,10827.85550835694,199.59055519370423,57.835973060302535
3200,69.51850732444863,84.32260612566618,96.02416424107896,10824.362537614788,199.37527716440846,57.83426050612383
3300,69.6429394400447,84.29953656889892,96.03781411137679,10829.276198710339,199.0612950432884,57.630088941411096
3400,69.42939120014077,83.90462989190861,95.92779279701607,10821.3759841004,199.35887964235724,57.67905808589014
3500,69.15382094364325,84.03059771154875,95.86658486709977,10823.561990834936,198.851612987187,57.68069421858154
3600,69.10703777215126,83.70053862874248,95.72773451867647,10823.87349935257,199.00453812342778,57.48149175114267
3700,69.04473155499453,83.70769168873117,95.58145071456438,10822.01878618499,198.64813331797916,57.51221804468026
3800,68.90916852161288,83.34556643226401,95.39942428870485,10820.03898486362,198.25007719222617,57.4045652424725
3900,68.76017098997427,83.42051670357301,95.46866238307334,10822.120174502721,198.0511393785132,57.49271040345099
4000,68.9625728611074,83.2537169003926,95.37601854172753,10823.680906704556,197.90767849955583,57.35908181624892
4100,68.73273058298813,83.2243157086364,95.24684619426796,10823.415897879499,197.71074085795573,57.435984230463255
4200,68.70067380188821,83.16509693611427,95.14111232128053,10823.905910905096,197.88154500107402,57.29444831110769
4300,68.4597456367286,82.83272747445203,94.89864847246486,10820.442574699855,197.41074483713697,57.220056547427056
4400,68.5091869144569,82.79281629916798,94.95834670872945,10824.649722593907,197.140052271416,57.248902958918315
4500,68.21457550060659,82.66883562667205,94.66774344122133,10822.588247378417,197.05654068680542,57.22306570117097
4600,68.37948101795985,82.57052894633448,94.76475899302288,10821.293739144006,197.21094710070176,57.248946383975905
4700,68.18386490404316,82.59433440684299,94.63233999309215,10824.63218554574,197.02880347028437,57.06895375048448
4800,68.25157457693646,82.23505859178178,94.38524782949112,10820.826298692988,196.55852290329597,57.05506125567231
4900,68.09370000956446,82.01196903462109,94.27871999719109,10822.513099474743,196.40451736309575,57.09844308166234
5000,67.78795873977403,82.12426019847274,94.24390711696466,10826.728012551263,196.07382474369982,57.14705659972854
