milliseconds,x1,x2,x3,G,Ii,Ip
0,63.97852000895893,76.60528511113809,89.10906314976275,10890.015562590026,187.87286555683767,56.09618185719519
100,63.871390801506934,76.32729931778954,89.11393130541484,10896.587316496421,187.70437192929197,56.08741498906178
200,63.95683546219284,76.28726307149182,88.722504726991,10897.18864674273,187.91535000178206,56.118124272468485
300,63.775532237993545,76.3350828014285,88.87746576796972,10901.042259492187,187.73906896881624,56.08358750629762
400,63.75184235205147,75.9499720950094,88.64937449304959,10902.925940748724,187.4426379513494,56.08051978629007
500,63.678433512769644,76.07286194779822,88.44796095381376,10904.30287480339,187.1451575818255,56.11097873034733
600,63.5393807686371,75.80457157703532,88.56409457805493,10907.82966460659,187.27217661298164,56.068604156665145
700,63.43779899538074,75.87154208602232,88.4495487446132,10909.355534551876,186.92624904204504,56.11429714213122
800,63.49146963770353,75.76869122582912,88.23637813025897,10915.250698749061,186.95390442759145,56.076739087692694
900,63.339647754025755,75.4779032234016,88.08168061004841,10914.833579898834,186.85052104669512,56.059895564403234
1000,63.36841275857589,75.32808059773458,88.17058279431662,10917.760613903534,186.40917712205828,56.088151536151265
1100,63.2528727779343,75.32527365398063,87.8801776171045,10921.520688091003,186.2428283998811,56.09253381658045
1200,63.15174057192413,75.12347348379893,87.98083384885554,10926.006297064509,186.40521729421175,56.10508905467412
1300,63.2105508103357,75.28727143712827,87.59286719519616,10927.92974529881,185.8581456975824,56.10395420205178
1400,63.22318709109561,74.91630357164607,87.69536412317662,10933.548111591183,186.0515622143417,56.07329031796339
1500,63.06288806647313,75.0803727610286,87.56275913198832,10935.919302324202,185.6991559701046,56.083261279003544
1600,62.951790020099885,74.81116217504108,87.55805814158475,10938.722938558712,185.3977253732429,56.13547485344612
1700,62.993734967106654,74.87974901003362,87.24010738301435,10941.398066262358,185.24194066316687,56.13788726432967
1800,62.854139906422745,74.73137741477707,87.3138056486562,10944.342090527636,185.2342742804508,56.11918549907538
1900,62.86181579749333,74.60103401396611,87.02570153034172,10949.56656601704,184.99277415976306,56.12021308457918
2000,62.83555101292992,74.57526636886504,87.14522118974925,10949.73993282958,185.20613863148546,56.12946316623184
2100,62.74152003001358,74.30365489200149,86.9041949737397,10953.571420467895,184.81642364295294,56.153529690083104
2200,62.74010370173922,74.16905221852973,86.65058304274156,10960.258317885791,184.62088391274295,56.143099835825524
2300,62.6252811823543,74.19071228841892,86.79598461466591,10963.087116973049,184.63838079766873,56.138736754090054
2400,62.67646602825273,74.14102695704209,86.73016772368645,10965.962183160056,184.3732715759366,56.17499073047094
2500,62.55086645756368,74.04564246378528,86.49820474610185,10968.162530617621,184.2514243466597,56.16136548755649
2600,62.38421445590718,73.81888158825716,86.48937602596897,10973.966642527812,183.9055048361502,56.1600682705817
2700,62.39096585019492,73.89663840995729,86.40485708703409,10976.295309405396,183.970975580779,56.21881527614059
2800,62.39394914129753,73.87424236660564,86.29251138986312,10980.614426208771,184.01229986802292,56.208692621275404
2900,62.2126885408257,73.57760409466668,85.9333917602436,10983.650304386207,183.78202269861941,56.247553103401195
3000,62.193878052183614,73.64895359685192,85.88710832529445,10987.484464237275,183.35998739375975,56.21031529884678
3100,62.26501329558812,73.45852811234069,86.00413916082674,10993.323959140464,183.1968529144336,56.24167967004006
3200,62.26728851803947,73.38404444078957,85.71987577129681,10995.318524154138,183.35686262212417,56.24422891613616
3300,62.07026875028932,73.16316030632481,85.74229592251267,10998.253567201522,183.33506124931836,56.28665973837516
3400,61.96853737246097,73.16164643751591,85.52303211487094,11002.784626028155,183.0244395015432,56.30654708662366
3500,61.96380868828369,73.17909438963551,85.5025323992615,11008.173618240347,182.88767452222365,56.31557149238425
3600,61.9404233926219,73.06087015401246,85.18692797175211,11013.34350724773,182.56442635447303,56.3183490093645
3700,61.99052614263868,72.8531962595475,85.34135621524952,11017.304516220682,182.65878312737894,56.32599435971194
3800,61.931535344236735,72.92790810563538,85.05997077480664,11020.462804353338,182.43323393558254,56.353603175769095
3900,61.768189668837486,72.79277193790651,84.99962012155933,11024.392782982612,182.1552279662321,56.3892731024077
4000,61.81791832459818,72.76372654047645,84.90672799265434,11027.581531392303,182.27296432608222,56.423102260139714
4100,61.655505605166034,72.36361393914459,84.70396508590599,11035.794145058553,181.83651805788367,56.42125880794782
4200,61.58508029374302,72.40958588766748,84.68999102598018,11039.368768009874,181.80550644838513,56.4335744663764
4300,61.63069763421627,72.19977682727692,84.63304620458749,11041.17217697431,181.61930192500438,56.48187886109954
4400,61.60628284766731,72.20220590973238,84.50979994676412,11046.14234766207,181.4194280139106,56.51873271112089
4500,61.67689146867898,72.18515247248838,84.49620662373414,11050.923508014039,181.33079051164134,56.52421134430633
4600,61.48750490142749,72.18510005501452,84.4142475565022,11056.163747412458,181.4595846400763,56.560493853179075
4700,61.53390574706656,72.05117564855173,84.1926421738207,11061.608013466383,181.07277777765225,56.57283921891613
4800,61.394958818062356,71.86840642812815,83.97683765767937,11063.953380340954,181.27597791583725,56.60892684671679
4900,61.38197785393565,71.83757363165618,84.15690182097319,11071.58234172871,180.80066971559862,56.591550133311785
5000,61.287872353074576,71.64476477314436,83.91220169705358,11073.900842982566,180.9297898937405,56.6259437499741
