milliseconds,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147
0,5.0867299362677265,0.08703583480557107,5.00586938706171,-0.01547479943917851,4.991336041910936,-0.0031254001563828116,4.9423373014919,0.010042990446205255,5.0,5.0,0.9890365523876167,5.003209656803977,0.0028744078634612047,5.0,4.964297137291858,5.0,0.4981888689876696,-0.00126962002157976,2.0,0.020320425611874204,0.5,0.00639596294648296,4.982278158897429
100,5.069028486435382,0.06749520398311795,4.984329171239902,0.009886318576141145,4.986361182654759,0.011451921665814772,4.838348897152485,0.18003528166376712,5.0,5.0,0.9966629667329724,4.99558793349786,0.008053986290183323,5.0,1.72473893501981,5.0,0.4946323038398639,-0.0010655790826040721,2.0,1.5881736375175108,0.5,0.04955534598591204,4.942902644788772
200,4.96617279817518,0.08994361581725771,4.985633857843661,0.018707147105558077,5.011465839833631,0.01668678475678855,4.754420016359251,0.21822945519363632,5.0,5.0,0.9972832378174733,4.985638867101804,0.013233764503160814,5.0,1.600132683501693,5.0,0.4866481296484434,0.008176425565618546,2.0,1.6470901610552164,0.5,0.05938948949632259,4.9207553911422135
300,5.012870690151043,0.02761905895778395,5.005767068982015,0.015852300941145737,5.016397871074815,0.017300545698902867,4.637416954565359,0.37069535250600777,5.0,5.0,0.9706432496310201,4.983366079396593,0.0173391869651709,5.0,1.5345146421249787,5.0,0.46859773211428674,0.039239293440692914,2.0,1.5859940168348095,0.5,0.07789275008964539,4.902240905666411
400,4.848507068343597,0.10074907166688549,5.008078636953318,0.005865692434484933,4.991162091464128,0.015417994807692683,4.594589636099349,0.38583544150015836,5.0,5.0,0.9714066721573145,4.978236787245764,0.0215154320044629,5.0,1.600132643223081,5.0,0.4424318874635,0.06035700320673034,2.0,1.5693870927921725,0.5,0.16174665069626404,4.883681252833527
500,4.721105717074241,0.1382990191863935,4.997339118856004,0.00438433535275363,4.986565232134026,0.028176927854953706,4.466715215823415,0.5901272819908034,5.0,5.0,0.971983917314087,4.968405454360249,0.029837383587703256,5.0,1.5099852540562784,5.0,0.422128998817843,0.08058562549367207,2.0,1.5470370982539279,0.5,0.14445757955710087,4.830365434344996
600,4.737770891931593,0.3044533225641198,4.981203476109226,0.0006533669131119184,4.987566002676727,0.022423712223729596,4.357686057547577,0.5850436721932493,5.0,5.0,0.981353190785421,4.966200419725906,0.03620902358151811,5.0,1.5108464826681072,5.0,0.38696202174501537,0.10902140284142517,2.0,1.5034051305901948,0.5,0.2177201674290764,4.815594796093615
700,4.607440249852816,0.38432402514765107,4.969536606498041,0.032125193637884644,4.990333566248679,0.030313405609079698,4.252785241137848,0.730219711817067,5.0,5.0,0.9883843405241778,4.9609319135680785,0.03890417385441349,5.0,1.5798055945589906,5.0,0.35680853829422515,0.1418049337364529,2.0,1.5241857113422674,0.5,0.19902933781520615,4.8076203736855625
800,4.44346045732499,0.555274194566944,4.975675786649335,0.036426099051348915,4.97602985070613,0.035966251576227515,4.234143431271211,0.8224616511632414,5.0,5.0,0.9589038741624272,4.9578894741232675,0.03969070551869486,5.0,1.5369728230568853,5.0,0.3312952443142229,0.16310388094501846,2.0,1.4425655790998095,0.5,0.24163841999862667,4.719396931669462
900,4.433942197169506,0.547626753507841,4.972723768608388,0.04859978370029985,4.995305150212521,0.03809395836344588,4.098621167463267,0.8187192074874263,5.0,5.0,0.9803930180897455,4.954438630227874,0.046841508087922534,5.0,1.5261656936170327,5.0,0.3090606279094865,0.180996856339224,2.0,1.4750889895357564,0.5,0.3043375299260899,4.692432148415159
