miliseconds,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime,P4_prime
0,0.009987367353826899,0.099827612508478,0.09619049240977952,0.1004260192228304,0.9978012196113457,1.008509297468588,0.09435370293272159,0.10038834066257771
100,0.009715867612050195,0.09781223800363992,0.14022078098680094,0.09859922044927481,0.9859331808775945,1.0445191697160356,0.13204436640965267,0.09725461916939625
200,0.009477808222385963,0.09670760081733765,0.17196199410310975,0.09478538101669222,0.9739320417116293,1.0721611619019493,0.13641715979888927,0.09347479817661104
300,0.009347065697688102,0.09446803098986187,0.19308763108889254,0.0938995179826392,0.9473318747078119,1.123737754498668,0.1849681537645184,0.08955914743252744
400,0.009114184768638534,0.09336315171220899,0.21981343821898341,0.09165790749989433,0.9399150835579984,1.1426818059297668,0.21714293109241964,0.08691639650428157
500,0.008982738872822494,0.09095992178074039,0.24271851570472436,0.08884706329322026,0.9174559878335927,1.188720662080321,0.22701894376790338,0.08231223630742536
600,0.008676834334393825,0.08967789968069405,0.2608948442431282,0.08735396073238674,0.8977985715170724,1.2246199159254791,0.2665823542704114,0.08105781095770642
700,0.008530979443461796,0.08769839485427651,0.2809108094894487,0.08481089742853774,0.8826410099473839,1.2409623653845452,0.297112979192542,0.07737457247824414
800,0.008200719023823888,0.08747315369045976,0.29880396619289035,0.08190120259277574,0.8620531738993242,1.2789763440235726,0.3408389370491949,0.07381468880247916
900,0.008154655764058306,0.0852903546244861,0.3109723991874248,0.08157460696156546,0.8510104117923918,1.2931769480475013,0.38273097744911894,0.07192671562959585
1000,0.007975920249772799,0.08456419162543942,0.3255556526772443,0.0782430475111355,0.8344511495247151,1.334300770274039,0.41532898585271755,0.06934437812771052
1100,0.0078053975727756415,0.08282516825292734,0.33504089409709614,0.07670291510904953,0.8238670902943803,1.347567234757799,0.44488986920781953,0.06722057129005048
1200,0.007496927573812263,0.08044965531099894,0.34762752223157123,0.07500692557794683,0.8093718800755385,1.37632044972724,0.4624406620048825,0.0651201616649879
1300,0.007418540206567133,0.07864068807286885,0.3643905238097805,0.07423789062205588,0.7937669243977475,1.397079821121331,0.4982536284648594,0.06072073687668854
1400,0.007287295584413787,0.07809107580078614,0.37575677096392496,0.07237042363071833,0.7840359456857445,1.420132880565108,0.5272338638516424,0.05968957997446878
1500,0.007064902269532523,0.07618325287866932,0.38341306902666294,0.07088815186848471,0.7671127808272701,1.4272505955902262,0.5568272554663971,0.05670749858185368
1600,0.006813281108016361,0.07519466188589856,0.3898911982707991,0.06809648035884742,0.7440086486832623,1.452276709233404,0.5867924898470397,0.05449382152951189
1700,0.006801544135555551,0.07462403302137026,0.3957419612418861,0.06725127005394045,0.7336758614353744,1.471589769003475,0.5912535418717796,0.05258863881140279
1800,0.006470713915034354,0.0717092766487111,0.4042120284141146,0.06460669828528304,0.7323323064174148,1.4907022110530306,0.625960206432073,0.05056699891188978
1900,0.00633654296602275,0.07097450070525543,0.4119469552188895,0.06463741345699779,0.7047842101293584,1.4976295931813735,0.6418688339530414,0.0495909248085809
2000,0.006194102449617351,0.07027120247193473,0.4198161012249534,0.06305171876860977,0.7040858470214435,1.5251319781822823,0.6741655325488783,0.04768781151010004
2100,0.006099161881765982,0.06931034764693648,0.4301880476158909,0.060856699577732334,0.6816930070358597,1.5238949315818757,0.6948842228577664,0.04591544154079399
2200,0.005983350170984464,0.06759736657612718,0.4325279691338428,0.05915130680958539,0.6780589803231474,1.5515080897491749,0.719186918138812,0.0452532671253305
2300,0.005880698464033317,0.0657238244605667,0.4374964586912817,0.058274395843022714,0.6537509163413543,1.5591054685792112,0.7474626702668152,0.042408012433647294
2400,0.005716040196222281,0.06438817312310645,0.441651418169787,0.05756791669272526,0.6581057821223445,1.5583772734293477,0.7729255912501638,0.041510519069586874
2500,0.005524058790830057,0.0630100872767885,0.44857842573759776,0.05544232865153226,0.6374370236534019,1.5770998937775624,0.7841553408662999,0.038842874145010364
2600,0.005374294330681786,0.06294864185278307,0.45424161574221894,0.053514386395859766,0.6353607727576331,1.5842676925844492,0.8176787041354743,0.038128421894282796
2700,0.005338119115489954,0.060689712051013776,0.4514535199937092,0.053512167482686154,0.6184883487341196,1.5867117995241795,0.8387385970071627,0.03758976301324591
2800,0.005157773261703588,0.0609502783046241,0.4546561065998923,0.051624595548955286,0.6094293858233998,1.604849912989414,0.8441802957003325,0.03690911720746346
2900,0.005098936509346604,0.059444360925479764,0.4595404876769099,0.050215302707448034,0.5885246060458659,1.6156426224479767,0.8714987967382676,0.03370608855298629
3000,0.005012719174010687,0.058584021232255215,0.4563108883968413,0.04974760008020495,0.5894387474374365,1.6245312565661472,0.8745835098938591,0.0333492217451464
3100,0.004876798845769652,0.05777401131354457,0.4563119077776169,0.04866795615365582,0.5632425113130131,1.6201383845327844,0.8914075244166899,0.03201420249829068
3200,0.004674195832642847,0.05599160599493464,0.45773579465631553,0.04811142018644707,0.5623657908017519,1.636952286351778,0.9032526829024727,0.03023305138266928
3300,0.0045234905092962855,0.05485521880365811,0.45967937774589696,0.045103305214888596,0.5546214048926728,1.6351693789369497,0.9220497854386847,0.030022382904503656
3400,0.004555120895465533,0.05458043752619171,0.45313884882501515,0.044876194395448175,0.5328019211400907,1.6463873067264307,0.9299691061319588,0.027946915979125724
3500,0.004435652300869256,0.05261601719464312,0.44845845868453516,0.04482590504050278,0.5302506769797993,1.6384901799199745,0.9529053916358882,0.027844669788570784
3600,0.004381979832551637,0.052586808540582196,0.4494672573850379,0.04293496616889285,0.5286217321206024,1.653932921899041,0.9760161105551965,0.02779948910642893
3700,0.004096479914180806,0.05053888442698075,0.4502366049582169,0.04091954123505521,0.5184909372336284,1.6474910361852264,0.9839933705715005,0.025816480523916635
3800,0.00407965301276409,0.049650262411409886,0.441272298498965,0.04123911720670164,0.5106026286102886,1.6502127677239977,0.9935645562471908,0.023869156542036852
3900,0.00390498506880942,0.04925381006783331,0.43383569939622324,0.040649539547425326,0.4904243682865801,1.6525873781507483,1.022001167440593,0.023318289136920058
4000,0.003941805918768785,0.0485779720653045,0.4312545501974083,0.03810535243582924,0.4761405834469318,1.6552393059008659,1.0174399433219117,0.02340006960353716
4100,0.0038632907167719974,0.04713002326855696,0.42381311558883344,0.037534051648154355,0.47496426256398033,1.6544091099070735,1.0305112370079292,0.02217059265255516
4200,0.0037645076409902165,0.046472759613163814,0.41903840568000666,0.03740605900928045,0.47391422911560516,1.6740529867139728,1.0574710061932944,0.020612815011413276
4300,0.0035974437572746164,0.04552767331812831,0.41952924830600796,0.0362265610537941,0.44949885528580646,1.6715760106864623,1.0571117603262399,0.019882322268740902
4400,0.003455174405061474,0.04549870442261003,0.412842278640689,0.03514177397624721,0.45604715959052494,1.6662552682777294,1.0540956444720604,0.020048294588090883
4500,0.003475848177095894,0.04451565053758472,0.40389255311240096,0.03522752625823495,0.4355477456192266,1.6718277874969336,1.0694471908693601,0.01839121551940462
4600,0.003365443501303499,0.04286752942879568,0.3967580122358813,0.034332516540853515,0.4257465076773927,1.6779820215098697,1.072879236663726,0.018407313888681536
4700,0.003244618365678715,0.043243054167183534,0.3918689941457104,0.033839194373753476,0.42883692843577953,1.6760704894833074,1.0826787146116976,0.017386235194695822
4800,0.0032756009604160584,0.042443121298009034,0.3856214798785214,0.03165502560215284,0.40971824443476124,1.6757816184798913,1.1108412060061803,0.016309955347173548
4900,0.003223390550655637,0.04124536886194284,0.3807678410763701,0.031034943601430325,0.4145697820872023,1.6666968827349697,1.1171820827281638,0.01711498160235997
5000,0.0031084202001829793,0.039330894228850624,0.37040255355328544,0.031626704213101146,0.3959320567226781,1.6628448970224974,1.1066627866775256,0.015147894923892501
