milliseconds,A_dopa,C_dopa,C_OMD
0,100.99307217756035,0.5493572851805065,-0.2349112456611464
100,81.00739250683792,7.740735181881429,0.31554573065327973
200,67.71198978144811,12.517353506876953,0.37665146500356916
300,55.554159127734636,14.974946463093753,1.329975872290595
400,43.70204418381279,16.983331146205956,1.7394120709671337
500,33.58746756015987,17.381154415777203,2.667330011549544
600,27.107845454730818,17.78187176114235,3.445806580731002
700,22.00840572493511,17.38367723810661,4.092222009851774
800,20.164648602190805,16.268367840471733,4.36397785228965
900,15.608377486834643,14.337122504340075,5.504213682021972
1000,13.777320287195122,13.42913174134654,5.74254247613992
1100,11.328722014121379,12.217508101975907,6.102900446703757
1200,5.930766022604978,11.275556792598259,6.975436457551527
1300,8.199973989624949,9.953048743637513,7.018214556969941
1400,7.241518470368155,8.591277597402962,7.407655449362333
1500,5.298048723232506,8.423244882158428,7.846902996088008
1600,3.231247407258225,7.650555193719049,8.190574833611148
1700,1.8890354591004042,6.638619476036473,8.269869532313983
1800,0.12089025810278242,5.586792177067877,8.784931225067895
1900,2.8494679226202635,4.51641791534119,8.755218086859054
2000,1.2704466907064498,4.283236148385709,9.029917894840525
2100,3.0160737615952486,4.048127895589406,8.943423142747072
2200,1.8409947223208936,3.063212644759202,9.112672544245777
2300,1.1870228616716259,2.600693630349194,8.998088668063406
2400,1.2723018663099332,2.6402181700230645,9.32148713989024
2500,-0.028443416460602222,2.5046442806400933,9.088220306383006
2600,-0.4185212679816278,1.9862078286819125,9.354484410089325
2700,0.7713222798053045,1.1935689034844248,9.09541448412977
2800,-0.38550031442003113,1.0378251350795233,9.176819896982698
2900,1.9916713616989459,0.9627307766338217,9.517126828328228
3000,1.500068583884393,0.4574684775854554,9.385875039460664
3100,1.2986692923305272,0.8673818641434288,9.167860833514593
3200,0.07497581349282972,0.7377499749238625,9.195909344689118
3300,0.8952696509585234,0.5989730559300412,9.17612911409643
3400,1.4214287005423578,0.30772572998726566,9.405334356366053
3500,-1.2998460496498188,-0.058410538955810665,9.413181500684484
3600,-1.1469132915828182,0.28541988885644376,9.181674722690682
3700,-0.5623435473769999,-0.09278821950532545,9.14478320402468
3800,-0.38928387786951113,0.5161637512111071,8.879104391634886
3900,-1.9736402666767394,0.6221905774350229,8.936004901264278
4000,2.1912167716195396,0.7578491837865508,8.943210878469921
4100,1.3507972064792106,-0.2620945065578616,9.096156017288749
4200,-1.0002639806182072,0.10888856363505296,9.046829412249329
4300,1.0319563065536577,0.34311990129396763,8.929942724040828
4400,1.267940706921693,-0.11076133234914498,9.02592795458429
4500,0.9058409145159938,0.18164165369996083,8.903911880637438
4600,-1.2921979848111331,0.5670963061432931,8.745903211291697
4700,-1.679811100822195,-0.4514542230423588,8.69016209465526
4800,1.1890099941373373,0.4763414462920942,8.559031007896518
4900,-0.35038142684697443,0.3803397972880891,8.487412420529902
5000,1.9116045117412208,-0.17679481257344357,8.528612359201885
