milliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,0.0002999769330290768,0.0002450352450791588,7.993294930905455e-09,6.496548438056182e-09,0.0003959871289244782,3.5142989562477525e-06,0.00027190924705750984,0.0007998255228215311,0.9999684099474979,2.807565495142057e-05,9.85947673999867e-11
200,0.0005998755303557565,0.00048037853777365785,6.388906187642403e-08,5.064861039066686e-08,0.0007840563930836805,1.391608182705443e-05,0.0004946108287697139,0.0015992454964799741,0.9998807546719101,0.00010532778139452434,1.4648688509787397e-09
300,0.0008996476478864188,0.000706378427855787,2.1542185377781612e-07,1.6659305436953954e-07,0.001164368033044286,3.099770811518704e-05,0.0006771170635645943,0.0023981778805032545,0.9997462541374745,0.00022274124986602366,6.90454472963883e-09
400,0.0011992453728248093,0.0009233729874962278,5.10119635534851e-07,3.848703502251944e-07,0.0015370799787497896,5.455721856107896e-05,0.0008267954276256185,0.003196544257087158,0.9995724779717989,0.0003729444591178462,2.0350522653612118e-08
500,0.001498621045289759,0.0011316897979874794,9.95280997005965e-07,7.326686342815908e-07,0.0019023476641986574,8.439855672673478e-05,0.0009496598289554476,0.003994269623308102,0.999365636105292,0.0005499189022816126,4.6435700087143064e-08
600,0.0017977272814778417,0.001331646016980156,1.7179507984244024e-06,1.2340700407524235e-06,0.002260323888346187,0.00012033167585599405,0.0010506270018875894,0.004791282182781825,0.9991308354249127,0.0007487427290458663,9.017018599568648e-08
700,0.0020965169950013613,0.001523548509921077,2.7248977386755494e-06,1.9102725404369793e-06,0.002611158730470572,0.00016217254271966495,0.0011337142068931802,0.0055875131581070905,0.9988722765797644,0.000965394146005441,1.567315109109849e-07
800,0.0023949434175240753,0.001707694025697129,4.062592673657111e-06,2.779798374867616e-06,0.002954999500633681,0.00020974307592456725,0.0012021993559761732,0.006382896615796571,0.9985934162257154,0.0011965893740488365,2.5132431148837143e-07
900,0.002692960119422636,0.0018843694067847178,5.777186928627955e-06,3.858696304736461e-06,0.0032919907136173036,0.00026287104164208754,0.0012587608037077352,0.007177369296074056,0.9982971048243547,0.0014396450531168497,3.790808866238036e-07
1000,0.0029905210293660264,0.002053851819242426,7.914491756482888e-06,5.160727220001183e-06,0.003622274085156866,0.00032138991665470125,0.0013055846723479987,0.007970870457851909,0.9979856948966874,0.0016923701835377405,5.450031203986183e-07
1100,0.0032875804536993533,0.002216408998836768,1.0519958016256691e-05,6.697542264466536e-06,0.003945988541519197,0.00038513873293393494,0.0013444566500682045,0.00876334173040969,0.9976611332091221,0.0019529741337067311,7.539242375313456e-07
1200,0.0035840930951055654,0.0023722995068665223,1.3638656624655137e-05,8.478848373098898e-06,0.004263270242044083,0.0004539619084579716,0.0013768352848667433,0.00955472697592787,0.9973250337544951,0.002219993846339405,1.010490707899762e-06
1300,0.003880014070651431,0.0025217729891926013,1.7315259664490745e-05,1.0512563175359415e-05,0.00457425260940068,0.0005277090725421829,0.001403911021033658,0.010344972161579378,0.9969787372461149,0.0024922345259587335,1.3191553845495833e-06
1400,0.004175298929366707,0.0026650704367271,2.159402199358685e-05,1.2804960986035019e-05,0.004879066365370478,0.0006062348895158865,0.0014266554653301331,0.011134025239598302,0.9966233606440291,0.002768720289622495,1.684176832927788e-06
1500,0.004469903669333536,0.0028024244458074517,2.6518763377875824e-05,1.5360810277282698e-05,0.005177839571004169,0.0006893988822425054,0.0014458621541060723,0.011921836034787504,0.9962598379735705,0.003048653520591586,2.1096235958439754e-06
1600,0.004763784754267512,0.0029340594757270855,3.213285116605829e-05,1.818350295919526e-05,0.005470697669254768,0.0007770652577980406,0.0014621800545531133,0.01270835613926254,0.9958889540853906,0.0033313812754991183,2.5993813126076886e-06
1700,0.005056899129472889,0.0030601921025531914,3.8479183631058224e-05,2.1275173615326687e-05,0.005757763530655272,0.0008691027369691471,0.0014761393387304712,0.013493538815998164,0.9955113704718672,0.0036163696289647743,3.1571621992499436e-06
1800,0.005349204237272024,0.0031810312680837036,4.560017387003596e-05,2.4636810835309545e-05,0.006039157500201304,0.0009653843885756159,0.0014881722713131224,0.014277338909342163,0.9951276463075669,0.003903182788959243,3.7865148986502656e-06
1900,0.0056406580319902306,0.0032967785233453464,5.3537734175320215e-05,2.8268362379592928e-05,0.006314997444090803,0.001065787468471139,0.0014986313927119572,0.015059712760934478,0.9947382568428744,0.004191464854648205,4.490834006695903e-06
2000,0.005931218994461647,0.003407628266496235,6.233326091215152e-05,3.2168833886144266e-05,0.006585398796483709,0.0011701932636114765,0.0015078048059482074,0.015840618131247743,0.994343608885081,0.004480924482161953,5.273369146052485e-06
2100,0.006220846146004165,0.0035137679748844775,7.202761995777791e-05,3.633638053416372e-05,0.006850474606520472,0.0012784869415602175,0.0015159281668312278,0.01662001412724169,0.9939440529313889,0.004771322893399296,6.1372336520375405e-06
2200,0.006509499061865859,0.0036153784309986454,8.266113269827587e-05,4.0768392039197445e-05,0.007110335585281366,0.001390557405434198,0.001523194021706526,0.017397861135793898,0.9935398926292731,0.0050624645525225555,7.0854127705643165e-06
2300,0.006797137884174144,0.0037126339421764717,9.42735625487572e-05,4.546157183925052e-05,0.007365090152168507,0.001506297153960967,0.0015297595062703994,0.018174120762138847,0.9931313926094709,0.0053541894652631115,8.120771305457463e-06
2400,0.00708372333440216,0.003805702554132138,0.0001069041019805536,5.04120110139103e-05,0.007614844480522823,0.001625602146488349,0.0015357529003441099,0.018948755772818307,0.9927187851843878,0.005646366608489219,9.24606063509509e-06
2500,0.007369216725344847,0.003894746258429257,0.00012059136006252127,5.5615257078891366e-05,0.007859702542570722,0.0017483716730010675,0.001541279048516994,0.01972173004299669,0.9923022759051106,0.00593888849687433,1.046392501455743e-05
2600,0.007653579972596171,0.003979921193971901,0.00013537335052470867,6.106637777514857e-05,0.008099766153747835,0.0018745082290754632,0.001546423672500771,0.02049300850801926,0.9918820479971047,0.006231666866603772,1.177690721664006e-05
2700,0.007936775605530294,0.004061377842564569,0.00015128748034055312,6.676002015676045e-05,0.008335135016301962,0.0020039173954675086,0.0015512568133240793,0.021262557118931144,0.9914582659189183,0.006524629231921688,1.3187453693077675e-05
2800,0.00821876677754056,0.004139261215655758,0.0001683705390832391,7.269046317149971e-05,0.00856590676163963,0.002136507724180384,0.0015558353989238167,0.02203034280342577,0.9910310780444647,0.006817716312083966,1.4697919271441067e-05
2900,0.008499517276600237,0.004213711044993542,0.00018665868794576017,7.885167323678286e-05,0.00879217699324108,0.002272190621741734,0.001560206257995115,0.022796333424275658,0.9906006197911263,0.007110879015167236,1.6310571965299187e-05
3000,0.008778991534404017,0.004284861956609993,0.00020618745023995514,8.523734775782096e-05,0.009014039327215218,0.0024108802449018325,0.001564407619638644,0.023560497747783127,0.9901670152281401,0.00740407693024477,1.8027596713878927e-05
3100,0.009057154635297606,0.004352843643116499,0.00022699170211313825,9.18409577480986e-05,0.009231585432870525,0.0025524933988119503,0.001568470613361534,0.02432280541287854,0.9897303786762667,0.007697276827006226,1.9851097915636418e-05
3200,0.009333972325956553,0.004417781044046217,0.00024910566248504404,9.865579643792215e-05,0.009444905073955137,0.002696949426898871,0.001572421507857626,0.02508322689527662,0.9892908170565027,0.007990450412104718,2.1783104494236724e-05
3300,0.009609411021428944,0.00447979448453382,0.00027256288676376453,0.00010567499959779757,0.009654086143642557,0.002844170129903873,0.0015762808284610914,0.025841733494832052,0.9888484290912916,0.008283575205005255,2.382557379984514e-05
3400,0.009883437814143317,0.0045389998508445885,0.00029739625747467945,0.00011289159101581876,0.009859214706165915,0.0029940796648790903,0.0015800656862104908,0.026598297302009636,0.9884033077318308,0.008576632211770126,2.598039152032065e-05
3500,0.010156020480691174,0.004595508738287953,0.0003236379772038548,0.00012029850965954374,0.010060375033210977,0.0031466044579057896,0.001583789851141283,0.027352891179491287,0.9879555403198386,0.008869605846574303,2.824937568170368e-05
3600,0.010427127487969099,0.004649428594857204,0.0003513195621925353,0.00012788863616209993,0.010257649639781034,0.0033016731205336067,0.0015874645483045634,0.028105488743781763,0.9875052094658704,0.00916248313383589,3.0634279760499616e-05
3700,0.010696728000065332,0.004700862872078993,0.00038047183516602657,0.00013565482268166457,0.01045111932139992,0.00345921636246951,0.0015910990297522307,0.028856064344367476,0.987052393709386,0.009455253133232824,3.313679491207163e-05
3800,0.010964791883794183,0.004749911162322773,0.0004111249195562545,0.00014358991558163968,0.010640863189038582,0.0036191669125996903,0.0015947010021697202,0.029604593048326466,0.9865971680248858,0.009747906509804179,3.575855271069909e-05
3900,0.011231289713274336,0.004796669327237735,0.00044330823470804754,0.0001516867733326181,0.010826958702928536,0.0037814594475896945,0.0015982766554919357,0.030351050628519182,0.9861396039226171,0.010040435503520942,3.850112627264615e-05
4000,0.011496192775603542,0.004841229637106409,0.00047705048995405787,0.00015993829074103133,0.011009481707824391,0.00394603051165035,0.0016018311925046285,0.03109541354686631,0.9856797700580082,0.010332833397465957,4.1366032875795236e-05
4100,0.011759473074468195,0.004883680890268822,0.0005123796808163755,0.0001683374124868657,0.01118850646534801,0.004112818450997536,0.0016053687529888909,0.03183765894570407,0.9852177322217573,0.010625094592155762,4.435473508967867e-05
