miliseconds,T,Th,Tc,B,A
0,9.010934320505898,6.983526394031833,1.1300467228082498,-318.6470461950647,-72.7865266164275
100,1.7095274272602654,8.1553485382427,1.8012170933545208,-146.88042627654588,-58.358960252161104
200,0.9913475528831192,8.611669844882439,1.9750246330632488,198.19915444461083,53.53296932339634
300,0.6626299090689481,8.696013737769027,2.124757677979897,361.7015343940629,-85.43748777619636
400,0.47291760125740395,8.696411705997418,2.5156677219530446,60.11931596177281,72.0803374895142
500,0.44355279464826736,8.772402583086413,2.5783788810597947,-370.693789596929,86.88287406895277
600,0.3877911817790088,8.68983352025204,2.9427728906082193,-53.711714176737594,-58.20318593992511
700,0.26472684043908645,8.681184364060663,2.9622547261661833,-20.478439599490123,42.251070254208074
800,0.2794773348171123,8.69765206814849,3.148017685061648,-105.19500922164806,36.82556570733624
900,0.22896515539440507,8.524488496322087,3.554559433837502,-41.63447628242381,51.55971649490744
1000,0.1548402138929197,8.547858089179252,3.574523134021209,33.73259736445444,-46.09486014789898
1100,0.1694632180213036,8.411304607137744,3.9123011159949836,-278.80853149233803,-12.802267501040065
1200,0.1085753645328816,8.273793465576826,3.8716483115333027,97.12925038934176,-31.775395430858126
1300,0.14816508935891715,8.190181701186132,4.036756055146158,-10.759039131777328,-20.578119978037023
1400,0.1274020930624364,8.125453757772043,4.266665929838343,-168.80934229825954,8.835746350737923
1500,0.14306398656365515,7.994104739061909,4.545376118716063,20.07039841429191,54.7061615181791
1600,0.11328824399362794,7.90940570591931,4.765238218192135,-20.395667460861915,87.90501814279146
1700,0.09669709574958726,7.748839595594761,4.909890041754341,215.25990502376817,94.87463654512045
1800,0.08528792292234294,7.6186410200948185,5.308833147178305,40.36790225277373,104.33926489496037
1900,0.12923774421812737,7.558541643456077,5.2762644111796355,461.01794030395274,36.83179079369333
2000,0.10849988010067615,7.386052534049401,5.456758433978206,-48.38505228147989,9.418188602324527
2100,0.040547311210615125,7.313524725105401,5.719687941493734,77.21320419621875,47.77410083927293
2200,0.11860699891401896,7.119676456749477,6.06912715384473,170.8038944362094,127.43715597835464
2300,0.0266864982750708,6.949487092394608,6.321331229362958,891.3836503542414,6.437168107187347
2400,0.06034362672616011,6.872359976816951,6.407429925802052,391.1999351520484,54.410058053397506
2500,0.09028026540074746,6.747034304222966,6.642521028615248,573.8060700926188,47.218093203785486
2600,-0.01563010961846309,6.717762351257423,6.775597782341364,1068.0130044204698,63.84913278506874
2700,0.047637438618453,6.577868005246323,7.056952459111877,1456.1251140259506,59.37646645817762
2800,0.03893185661488987,6.427523857882421,7.411585262812872,1440.3249797574415,213.7359291209499
2900,0.08031257475958323,6.235991130382399,7.583381517096622,1789.1122732210065,274.66919136623846
3000,0.03847349429037576,6.2458846092901155,7.561283032325919,1558.3494420510178,189.53798538719258
3100,-0.03726737504916338,6.099738917104163,7.978163892353082,2144.514205192249,409.6445201545498
3200,0.0017272838033983232,5.977689837545866,8.094606513391941,2197.5221972277136,396.06250846907403
3300,-0.021091797887805342,5.846695066729691,8.48949785256041,3214.397566800042,449.9144941859424
3400,0.030341967988870403,5.73493550654428,8.440405734033996,3815.8676681605302,516.1727855130921
3500,0.05743448798077899,5.553855601598212,8.899131380001128,4516.386605074849,623.6360536403131
3600,-0.0019467677527054811,5.482659595805086,8.879024342645158,4565.819623789005,747.5335018167223
3700,0.030983821558797944,5.314540051020796,9.085176960472317,6221.944917464336,1083.7019462306419
3800,-0.06202035584005637,5.242573944088891,9.42961951247817,6740.65878600051,1156.90698056369
3900,0.03785905251050133,5.154201985698577,9.579519827455606,8283.120437877715,1404.491615187295
4000,-0.011664818621827347,5.033796610275822,9.773107074306752,9348.181322122155,1756.4991584094807
4100,0.013361425414738724,5.027864356591876,10.016096316759906,10781.372738642352,1977.5365179775495
4200,-0.003396327495255991,4.926890031383222,10.208821129859084,12507.178851935883,2357.804164275072
4300,0.01843241566637552,4.705655196346618,10.29632696887072,14703.179940138274,2789.399308772333
4400,0.04027601543789893,4.75464298836632,10.721034119596208,16508.552231265574,3184.403562026654
4500,-0.06058131640473847,4.558186146036332,10.77793185960949,18613.313474406255,3718.5466508085765
4600,0.008971140605610401,4.458990610354676,11.125345745403546,21462.46527321885,4172.1156002892085
4700,-0.041648527732724164,4.439940320228401,11.101046003132529,24503.6077174119,4901.837269269157
4800,0.028933850880325494,4.348176590100652,11.36396945547452,27987.216151177377,5622.508498242076
4900,-0.05133514573398362,4.308629160968929,11.511363797329647,31460.06183852343,6464.120278997947
5000,0.06137556686343538,4.1305381212960866,11.762817722914829,35603.17139367759,7458.067453581153
