milliseconds,s5,s16,s1,s27,s28,s30,s31,s32,s33,s37,s46,s75,s101,s102,s107,s121,s155,s164,s171,s172,s173,s170,s195,s174,s239,s36,s123,s129,s159,s232,s176,s179,s183,s188,s245,s252,s268,s260,s270,s275,s278,s286,s288,s292,s61,s259,s266,s267,s304,s305
0,-0.016117683572565756,-0.012133671620954882,3.029904157142168,0.009072888727442122,3.032350243121309,1.0142621911803,2.9859694364426748,1.0033415379013515,0.0018623969649502103,0.0016775514980295005,0.993746258379902,3.0252468648678286,-0.018469115011923005,3.008408878242529,3.0011765318432926,4.004951987635551,0.0002980170879901534,0.01542212578022863,2.0381866075158204,1.9820826493932138,2.0024552409718828,1.9571805312786967,0.011740767571001535,4.039987207737994,4.955733617644776,5.073741555997718,0.004370225273237376,0.003971600226791034,0.008374819025097855,0.007111394929061004,-0.011759073042180788,-0.00418157188655431,-0.0011443355057952592,-0.0036409945324110417,-9.625341227500321e-05,4.998902558394016,0.9732298247133758,-9.55431711429029e-05,0.0006973139920179372,-0.004735556333705452,0.007556713069727982,0.0018350339716865201,-0.002377115215265824,0.005185987283213801,2.0166186129933026,0.011491315990722398,0.0005705437660830931,0.00024316790815939924,0.5,0.0002552734296726774
100,0.3879234856094837,0.02604763634708075,3.016296099601193,-0.0033780413191943906,2.9691696786741857,0.8821474569105479,2.9869917195348488,0.8976979357626116,0.11066352625541774,-0.0019735620847357595,0.9392693311181289,2.8281417490291996,-0.01784867039872511,3.0051828951803534,2.891961023837542,2.502988583777046,0.0010984097253147948,0.015478329963137052,1.9539249062949753,2.0060820051463244,2.050945880228158,1.9436389922634563,-0.006903636334425507,3.858614651193903,4.653238386010525,2.8663394051366504,1.240177259870379,0.0567734465620708,0.15935109730359054,0.4509828639011192,0.18251171522756,0.01023440781531702,0.0006862816538130552,0.0023357344407313268,-0.0006589625227515869,4.818873390904023,0.9879238669450012,7.704265398213988e-05,0.0027753399628319083,0.004655664388322208,-0.009554355212377881,0.19426309330756955,0.0021686181516465323,0.00547577339782904,1.8153130966053213,0.19052638367526475,0.003542082158192594,-0.0005439622636710296,0.5,-0.004675536822410028
200,0.6316012274008651,0.11751431854150685,2.832336768593512,0.010269441667879398,2.9831917244158164,0.8070011307080714,2.977741334113507,0.8125355729780364,0.1910176167408152,0.0016989502036591042,0.8421056827798561,2.58096421199115,-0.00037225282314315086,2.999033580945722,2.8262224034155286,1.9532574882231883,-0.0008991910587849874,0.013695184870616503,1.9406022281231883,1.9989494426048817,2.0435193046868623,1.9207003395024138,0.03961483075889306,3.467048523441063,4.251428812588187,1.8861798592992636,1.4853016658336784,0.14531367830528796,0.3903544109315969,0.5426238681474341,0.4015996204528753,0.07091394053026487,0.015264745375992815,-0.0003510160213650456,0.004060185218008616,4.676208521484225,0.9456423188163248,6.725751078338814e-06,-0.0012111501307634919,0.04413790858413923,0.002270106598312837,0.36086990296513555,0.020701674616174778,0.004103737646048748,1.6717029498724147,0.2941879824822228,0.007907420051476505,-0.0004441859867341522,0.5,0.002679782385804688
300,0.7729969086906777,0.2186506640192903,2.694829706768468,0.10190086657831915,2.9012292914827666,0.7093801664155585,2.977851976794583,0.7447637493341642,0.24909764900014442,1.873994248728338e-05,0.7720065993684617,2.3631542228848317,0.012419655090405008,2.9889824004500416,2.7729293579597614,1.6749278425668304,-0.0005858415642631793,-0.014260545761240575,1.9144021647063043,2.0235278207741954,1.9343643941899757,1.7552329700561822,-0.022190720854259847,3.173038856703692,3.9594688630805233,1.4536307588281236,1.4451274791886242,0.2135578658698819,0.5431683602248518,0.5257643430066482,0.5857196062402631,0.15284904722345521,0.04716873769525788,0.018166544019193206,0.011664339657405265,4.592282128836658,0.883625833254661,7.435104312568603e-05,0.00467275215104822,0.08703634767046987,0.024632515872024224,0.4813523809988487,0.024366550038751475,0.007843132510586891,1.556404422151482,0.42765253889240995,0.01484109725299285,-2.7055545035263996e-05,0.5,0.003692338561083191
400,0.8679733563628457,0.2997682116306034,2.6077346747587695,0.13674951709571426,2.878974515166539,0.6633775825391345,2.945074155434613,0.7099795708050869,0.30352042235007604,0.0015983548372100697,0.7214651839396091,2.2274901958823485,0.03275823701526365,2.9897343731197434,2.727398964811078,1.5249041461327386,0.0020403000352934414,0.00868216677392475,1.8748829909757259,2.0245391392382737,2.004271165595366,1.6969431205689192,0.038256594698006206,2.9400170082159587,3.753055271115214,1.014702232299066,1.3804006873373833,0.27032225894174516,0.6347395747367627,0.4751632029772818,0.6839136939215597,0.21184978864284684,0.07470843493545776,0.023402120366952304,0.020311924021591404,4.480719954033586,0.8092808362332372,-0.00010143044844716216,-0.0012705505056492235,0.14020223726903572,0.04636388602191122,0.5943960857032471,0.04151108768915229,0.008667523952888173,1.495215051555034,0.4971265821632916,0.022065382306050877,0.0013801891870103026,0.5,0.009717852288901815
500,0.9352599063010997,0.3442780278961186,2.461795064903955,0.2006127466346077,2.7597492277975606,0.5859134393636807,2.9241821955311154,0.6596505023123914,0.33789065023912096,-0.0005969448560494937,0.6814415635240486,2.0827573255935685,0.0627776551354098,2.994375854334997,2.6973449998952774,1.4671692968100236,0.0018259164826683499,0.005718010486473373,1.8216195688937444,2.0041929013508017,1.9539503157120182,1.5781459687042085,0.008236784663916447,2.840608434229745,3.488990241451003,0.8011561121175688,1.2665743607117093,0.296556533868899,0.676136543455403,0.440622548795333,0.7456248195539503,0.2595208957363477,0.12268979397077323,0.07678353487161527,0.031185674538633745,4.4192398382022455,0.6988373683959309,7.007266750305783e-05,0.003065890830901134,0.1738030046573868,0.06719685286225649,0.6554614675523399,0.05906308296033689,0.016602221953686973,1.4160856600240785,0.5642485384387265,0.029548158607969534,0.0013698735785720524,0.5,0.004872838980653287
600,0.9879720401831275,0.40721035361669117,2.269540905428773,0.37449365972314047,2.6485918841387943,0.4989713364329975,2.897506928670983,0.6358649550766637,0.36332336562503176,0.0013608444604123033,0.6451218576915277,1.984079709291992,0.09289259867598872,2.977984933702296,2.6752730859852627,1.456330709283484,0.0021498731993532857,0.01983127350804243,1.7372271252271911,1.9925198049051727,1.8726806974261123,1.4287025228464498,0.045286157928068886,2.5914937411489776,3.1991639996014656,0.6243135806898903,1.2186550411007842,0.3217961793588714,0.691787905056012,0.40926565623982436,0.7887454606127934,0.3043089772140486,0.16422886385325125,0.11180560450262476,0.03953066788116262,4.363729225748781,0.6727426337476222,0.00014599264779138825,0.005321604574364321,0.2061879350107051,0.10674465262621709,0.7274767842506984,0.07279019833100826,0.016156113310876994,1.3600851335833892,0.5998166578512699,0.03625558866600567,0.002851017604209244,0.5,0.024342067163733112
700,1.0541167862870349,0.4438329126352605,2.119860334734923,0.4278421152854523,2.5658307297696354,0.459851912217567,2.873324132124652,0.618897148768661,0.38276177882959816,0.0025232570136102285,0.6234231991402894,1.9108926049261936,0.15243666770389103,2.9774248208580776,2.661348500818098,1.3911443644852786,0.0045127701312332675,0.00397068237269285,1.6649380303424675,1.9298184708520723,1.758474119983421,1.3328853280024857,-0.021999485337603195,2.4676652024423977,3.031237851387895,0.5197499323043291,1.1361111845992486,0.32875264394581577,0.6911847391566299,0.36371919303878736,0.7747467508127462,0.32820863628597147,0.18502916423007687,0.13944129634058622,0.046646863965627026,4.298634324812096,0.5874779221330424,0.0002263726187330487,0.01149449572828098,0.22534738109204067,0.14132826773056523,0.7441790908276146,0.08823813714553932,0.02476910893034981,1.304430022869926,0.6473325077026811,0.04256330011858124,0.003749025631270885,0.5,0.034343161389192384
800,1.0970522783035948,0.507513755542827,1.9444117338284148,0.501977836062532,2.4472448860853158,0.40109353842431383,2.868954766162551,0.5974221003818228,0.3918943972522046,0.0019520301458253858,0.6081721842659593,1.9034687768617773,0.16996178492158928,2.969786610283849,2.648220832013877,1.4484083351584651,0.007538528509012395,0.007902803816729701,1.5744588942328481,1.8875167566006472,1.771009900697467,1.1646454497861838,0.0005245058277578707,2.3863637630847427,2.9294230769129053,0.5201828905850584,1.1042642661246713,0.33397390399919497,0.691233507188,0.34510520932181415,0.8119097915974658,0.3356057342093803,0.20780725883914639,0.18816055924921032,0.04826124535761969,4.250511447097413,0.5167892125348297,0.00046056961597784433,0.014661699890645991,0.2309819089618091,0.15983507375436265,0.7996706621517792,0.09541612557631518,0.037636969662563836,1.2661015711493826,0.6911418737250091,0.04648177656829865,0.005247278176445721,0.5,0.0460074820862089
900,1.0829135396930483,0.5171858272495743,1.8419969145874509,0.6275627704807608,2.4216730571472795,0.37853935239662884,2.8419100150755208,0.5944603364846627,0.41591187045779215,0.004735869754875202,0.6061743616263343,1.8141370710627547,0.21042193263802353,2.957203099440895,2.6405285305616295,1.4118220015727077,0.008075876716793872,0.03966817070135873,1.4185059657802492,1.8632010591312569,1.6467553528380512,1.074555755157393,0.052321043630945585,2.30712695306925,2.7411445773318994,0.3287535074589859,1.0504300093096117,0.3387885300903213,0.6905497312584102,0.3192220142100823,0.7999242189875753,0.3433749479426437,0.2255212505737644,0.24261055767301812,0.05812642575371733,4.2299366344738285,0.4956445771573648,0.0006096203300735989,0.02521517491075629,0.23119150974937322,0.20311582600432698,0.8292264722060028,0.10584554915833516,0.041835685671135006,1.2261798376016966,0.7023190923526648,0.04920829710857858,0.006375666631862426,0.5,0.07183574725058392
