milliseconds,T,E
0,51.40215762908644,5.045970532827802
100,35.28652528362759,4.3825446218961925
200,30.246458467385164,3.8323576395586456
300,20.475931185386823,3.296579028188037
400,15.75145973111934,2.88666811978367
500,14.067501163234159,2.581942606227676
600,15.739257469802867,2.19665554703561
700,14.194237542061849,1.906966424399214
800,16.844910594287576,1.6281738373917034
900,15.771337566782048,1.4924595626414527
1000,12.153004876895402,1.2594434127417422
1100,12.994444504016588,1.1404528856601543
1200,17.56084523764497,0.9373385700342187
1300,15.124866270600393,0.8752266572316458
1400,19.922356308674384,0.7713870528674315
1500,17.545438786179925,0.7239950583014659
1600,19.182180191037975,0.6037652531797189
1700,25.914066124470537,0.6200977561830405
1800,25.244478675852957,0.5058282015359405
1900,30.51777701651038,0.47328401044163904
2000,32.88620591614272,0.4123501055346251
2100,32.0704429771665,0.441804029174527
2200,37.219004129879835,0.3775500043002369
2300,39.88831834446229,0.3179644589162984
2400,46.96956028547123,0.36236180454824085
2500,51.236861065311416,0.3474638211143133
2600,54.204946424895006,0.32237076083490646
2700,61.080512393582026,0.28654523210427985
2800,64.30861395652322,0.2651771626322211
2900,72.51145850269126,0.28278913610602685
3000,78.4938328458534,0.27542147605406486
3100,83.44570691182872,0.28866296148898624
3200,93.01006942712581,0.2824990364093888
3300,100.11510968302144,0.2408905536771289
3400,107.01051113404995,0.24249046821365924
3500,115.05960295322268,0.30626748324946795
3600,122.73935883317223,0.22982932044415488
3700,130.2409762769472,0.2947553930676808
3800,137.44796095177122,0.23858041384735684
3900,139.25236046499066,0.1974543442012972
4000,146.17743217721872,0.21856594180272576
4100,153.26306979078495,0.2185415079792175
4200,162.06137916539095,0.21765517600187068
4300,164.6437705414263,0.192136438175387
4400,170.59852344116334,0.197347802889289
4500,176.19928098190687,0.18158266114640068
4600,180.199481449591,0.19987078664845848
4700,184.890232887882,0.2578366991089742
4800,190.56179750570584,0.23839191563072207
4900,188.37027296778763,0.22186853215772762
5000,195.73442865632262,0.23617680861481377
