miliseconds,T,E
0,51.79187906077764,4.956938376900449
100,36.61725912085843,4.446249253255965
200,27.313538520065162,3.784792867558963
300,24.874227252238768,3.3098621668921204
400,20.483082967386338,2.8698251029728454
500,18.76154739288152,2.53436491694605
600,15.710222952712455,2.1879468123395442
700,14.115298417399426,1.9601192123475342
800,11.659522589709411,1.6178318829992335
900,16.968260625356052,1.502990966647923
1000,15.05169790120777,1.3052562181099543
1100,16.697532838453842,1.1666922568444222
1200,15.119327626144768,0.9831082568627788
1300,17.3134314263574,0.9125858457361352
1400,20.323080266306246,0.7250087204850223
1500,22.195377679846857,0.6659771714447857
1600,22.32299408748216,0.6519958401353106
1700,25.336454153629965,0.544253287581342
1800,25.316779317996602,0.47174352035820727
1900,29.8119675229221,0.44521619604926504
2000,33.83881836298947,0.5048555695859462
2100,36.66571960934505,0.37237125930234033
2200,37.238210583357635,0.40167294073318116
2300,43.91594366658276,0.4060470562409184
2400,46.785137109789886,0.3312543179308358
2500,49.530859983646856,0.3413571978570001
2600,54.71672114290478,0.3576885821363674
2700,58.11165399015226,0.29424716945023044
2800,64.69398025920897,0.30991188819934834
2900,70.79742331946163,0.3333141866572806
3000,77.15188001323838,0.3260564042359022
3100,86.55862519116486,0.30887963733157986
3200,93.7436636559561,0.22233701134791373
3300,101.63377762418044,0.23141618614644183
3400,106.61580430706168,0.2980034567500042
3500,111.91513412690414,0.3124837677395852
3600,121.24556763579344,0.2548848858106285
3700,128.29927739190538,0.2986758451843516
3800,132.50043520828817,0.239817520719077
3900,140.40815128474557,0.28448174554053884
4000,145.7929680323184,0.28361585278275253
4100,152.5468723951406,0.2470316037969868
4200,160.58016140090794,0.26392603163271283
4300,166.6897648191408,0.266837498807144
4400,169.11109441337743,0.1783194930934124
4500,173.3002521203822,0.17940375873769712
4600,177.85025849445205,0.17686476785683505
4700,184.13818660096868,0.2715131386942279
4800,190.66003230100864,0.26587196922120243
4900,188.21931491018,0.2581553418273297
5000,192.06262823396133,0.17302450348637802
